Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200,RSI,MACD,MACD_Signal,MACD_Histogram,ADX,BB_Upper,BB_Middle,BB_Lower
2020-04-23 00:00:00-04:00,69.13849946300914,71.12532654543566,68.40945791632052,69.53907012939453,14226500,0.0,0.0,,,,,,,0.0,,,
2020-04-24 00:00:00-04:00,70.88500786668725,71.13335979419483,68.71390886190632,69.70732879638672,9175500,0.0,0.0,,,,,,,0.0,,,
2020-04-27 00:00:00-04:00,69.49901411484778,72.59943342907492,68.79401190693628,71.87039184570312,12037100,0.0,0.0,,,,,,,0.0,,,
2020-04-28 00:00:00-04:00,71.74219020741164,72.87179601560193,71.16536761930523,72.03060150146484,10645200,0.0,0.0,,,,,,,0.0,,,
2020-04-29 00:00:00-04:00,74.08954384767027,76.22057634709415,73.93732505763194,75.80398559570312,12342800,0.0,0.0,,,,,,,0.0,,,
2020-04-30 00:00:00-04:00,75.0829814307837,76.70128455142107,72.5673976408257,73.70501708984375,12222000,0.0,0.0,,,,,,,0.0,,,
2020-05-01 00:00:00-04:00,73.31243777174097,73.7450547818176,69.73133539295894,71.6540756225586,13250100,0.0,0.0,,,,,,,0.0,,,
2020-05-04 00:00:00-04:00,71.1093261896305,73.40059152772605,70.25210496958951,73.25638580322266,11192400,0.0,0.0,,,,,,,0.0,,,
2020-05-05 00:00:00-04:00,75.70786026405311,76.34877581170704,74.24978319975288,74.41802215576172,13608700,0.0,0.0,,,,,,,0.0,,,
2020-05-06 00:00:00-04:00,74.38596846128247,74.87466514312057,71.91845179105461,72.14277648925781,11145900,0.0,0.0,,,,,,,0.0,,,
2020-05-07 00:00:00-04:00,74.49012653197761,75.35535455769232,73.63290551908237,74.21773529052734,9749600,0.0,0.0,,,,,,,0.0,,,
2020-05-08 00:00:00-04:00,76.10843265850713,76.5570698845825,75.3633709153612,76.48497009277344,8585900,0.0,0.0,,,,,,,0.0,,,
2020-05-11 00:00:00-04:00,75.47552229677143,75.78796691958418,74.65034772307501,74.80256652832031,7101000,0.0,0.0,,,,,,,0.0,,,
