Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200,RSI,MACD,MACD_Signal,MACD_Histogram,ADX,BB_Upper,BB_Middle,BB_Lower
2020-04-23 00:00:00-04:00,7.169584695451171,7.301598004382565,7.049028578889608,7.074185848236084,424160000,0.0,0.0,,,,,,,0.0,,,
2020-04-24 00:00:00-04:00,7.06397522035486,7.215167811050507,6.989250234297876,7.213175296783447,352328000,0.0,0.0,,,,,,,0.0,,,
2020-04-27 00:00:00-04:00,7.347679246189242,7.559648251538082,7.32301986550024,7.399737358093262,479388000,0.0,0.0,,,,,,,0.0,,,
2020-04-28 00:00:00-04:00,7.547194429443119,7.57708451816243,7.251783055110903,7.257262706756592,442904000,0.0,0.0,,,,,,,0.0,,,
2020-04-29 00:00:00-04:00,7.392016050247552,7.486916543753276,7.316793177918443,7.43411111831665,379160000,0.0,0.0,,,,,,,0.0,,,
2020-04-30 00:00:00-04:00,7.380059363266312,7.434110461581394,7.266229045301317,7.280177593231201,375916000,0.0,0.0,,,,,,,0.0,,,
2020-05-01 00:00:00-04:00,7.082655837227171,7.195988277040804,6.995227982233045,7.04355001449585,342096000,0.0,0.0,,,,,,,0.0,,,
2020-05-04 00:00:00-04:00,6.9962232042594215,7.269217561570689,6.9962232042594215,7.255517959594727,317556000,0.0,0.0,,,,,,,0.0,,,
2020-05-05 00:00:00-04:00,7.359636339330061,7.479195752065467,7.25551962545964,7.316545009613037,368896000,0.0,0.0,,,,,,,0.0,,,
2020-05-06 00:00:00-04:00,7.3960015798057945,7.5222863093734365,7.35814096046782,7.417422294616699,323464000,0.0,0.0,,,,,,,0.0,,,
2020-05-07 00:00:00-04:00,7.556659579132174,7.657039727916164,7.505348774878656,7.593772888183594,373732000,0.0,0.0,,,,,,,0.0,,,
2020-05-08 00:00:00-04:00,7.665507869307592,7.790049022261694,7.631632755518658,7.783822059631348,339216000,0.0,0.0,,,,,,,0.0,,,
2020-05-11 00:00:00-04:00,7.778841056732437,8.08272180357761,7.750196645774987,8.035894393920898,469060000,0.0,0.0,,,,,,,0.0,,,
2020-05-12 00:00:00-04:00,8.093679334229016,8.142499247408397,7.764143495007972,7.773857593536377,493060000,0.0,0.0,,,64.78368890545087,,,,0.0,,,
2020-05-13 00:00:00-04:00,7.888436555350383,8.04884533424827,7.566871210946985,7.751441478729248,625852000,0.0,0.0,,,63.80784278983545,,,,0.0,,,
2020-05-14 00:00:00-04:00,7.812963998295279,8.00650103570767,7.659280087559185,8.001021385192871,602312000,0.0,0.0,,,69.34461220201928,,,,0.0,,,
2020-05-15 00:00:00-04:00,7.860788181491247,8.469295953031287,7.845096065259283,8.459582328796387,987660000,0.0,0.0,,,76.46782810007079,,,,0.0,,,
2020-05-18 00:00:00-04:00,8.728341623199956,8.883769110100179,8.648635365841923,8.71812915802002,774460000,0.0,0.0,,,79.37746138177951,,,,0.0,,,
2020-05-19 00:00:00-04:00,8.757982920775056,9.054141581914417,8.730583714666999,8.773177146911621,717320000,0.0,0.0,,,79.94600535819256,,,,0.0,,,
2020-05-20 00:00:00-04:00,8.957997486682501,9.00980665921957,8.856122710393995,8.937074661254883,587536000,0.0,0.0,,,81.57474283168162,,,,0.0,8.868699119752307,7.72597291469574,6.583246709639173
2020-05-21 00:00:00-04:00,9.018275970218983,9.019271752328489,8.705428406382124,8.743040084838867,761068000,0.0,0.0,,,73.92043137633573,,,,0.0,8.992586064294034,7.809415626525879,6.626245188757724
2020-05-22 00:00:00-04:00,8.792854928040327,9.059622838486286,8.68126653165921,8.993117332458496,1038764000,0.0,0.0,,,76.92554933758638,,,,0.0,9.154334615955571,7.898412728309632,6.642490840663691
2020-05-26 00:00:00-04:00,9.123137730859893,9.148046532608788,8.640167324506367,8.685749053955078,770780000,0.0,0.0,,,66.74544354147758,,,,0.0,9.241402407454158,7.962713313102722,6.684024218751286
2020-05-27 00:00:00-04:00,8.593339977535337,8.601061088518641,7.967395990303073,8.493956565856934,1175892000,0.0,0.0,,,61.29462978558232,,,,0.0,9.280200605355205,8.024548006057739,6.768895406760272
2020-05-28 00:00:00-04:00,8.381369333016186,8.728341341966937,8.34849047916104,8.455845832824707,734896000,0.0,0.0,,,60.24184791511342,,,,0.0,9.31406295982724,8.075634741783142,6.837206523739045
2020-05-29 00:00:00-04:00,8.523097584570365,8.84291934967041,8.453852737073744,8.84291934967041,745256000,0.0,0.0,,,66.5297499608703,0.3864163615932448,,,0.0,9.378711645326005,8.153771829605102,6.928832013884199
2020-06-01 00:00:00-04:00,8.800825188704158,8.808297353850003,8.657602672309377,8.773923873901367,389876000,0.0,0.0,,,64.56946764782296,0.37968686150429853,,,0.0,9.380875824543317,8.240290522575378,7.099705220607441
2020-06-02 00:00:00-04:00,8.763962380549906,8.804811298562834,8.626219498349856,8.792855262756348,391320000,0.0,0.0,,,64.8752849729289,0.3715977416110281,,,37.76682868005212,9.386928825698938,8.31715738773346,7.247385949767982
2020-06-03 00:00:00-04:00,8.789863532798831,8.833701680182058,8.668061762529671,8.737306594848633,365440000,0.0,0.0,,,63.15280991302514,0.3565941471993206,,,36.49061719372702,9.367626597633967,8.388195466995239,7.408764336356511
