Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA50,SMA200,RSI,MACD,MACD_Signal,MACD_Histogram,ADX,BB_Upper,BB_Middle,BB_Lower
2020-04-23,99.42178197452824,101.27883785339948,98.24630098610292,99.76750946044922,17132200,0.0,0.0,,,,,,,0.0,,,
2020-04-24,100.53798157297848,100.67627255574048,98.30555815135972,99.95518493652344,13614100,0.0,0.0,,,,,,,0.0,,,
2020-04-27,100.7553010122076,105.22014044697548,100.3700607582997,104.76575469970705,15518300,0.0,0.0,,,,,,,0.0,,,
2020-04-28,107.46245121721364,108.71695026264996,104.68674367957568,104.91393280029295,16503700,0.0,0.0,,,,,,,0.0,,,
2020-04-29,108.59841721170147,111.32473182239217,107.23525237006224,110.8802261352539,20139800,0.0,0.0,,,,,,,0.0,,,
2020-04-30,108.10452043388035,108.9638991146669,105.55600202705716,106.83026123046876,18638700,0.0,0.0,,,,,,,0.0,,,
2020-05-01,105.06209917959836,105.60539059405176,103.19516328090396,104.21259307861328,13209100,0.0,0.0,,,,,,,0.0,,,
2020-05-04,100.76519280028992,102.56298337283118,99.32300981671672,101.92091369628906,19514800,0.0,0.0,,,,,,,0.0,,,
2020-05-05,100.27128782321854,103.89650144714436,99.66873097674332,99.82677459716795,30169800,0.0,0.0,,,,,,,0.0,,,
2020-05-06,100.24165586344076,103.9854003465485,97.65362467506574,99.6489715576172,51992400,0.0,0.0,,,,,,,0.0,,,
2020-05-07,100.60713926854876,104.32125870141157,100.58738664131236,104.28174591064452,20868800,0.0,0.0,,,,,,,0.0,,,
2020-05-08,107.71928360373396,107.8476945218152,105.32880874248774,107.82794189453124,24079700,0.0,0.0,,,,,,,0.0,,,
2020-05-11,107.07721204421968,107.48220495486846,105.11149783548396,106.45489501953124,20555900,0.0,0.0,,,,,,,0.0,,,
2020-05-12,107.72915232062452,108.1045200523274,103.21491974910424,103.28406524658205,17049700,0.0,0.0,,,51.74464659946255,,,,0.0,,,
2020-05-13,103.22479901674804,103.26431180589442,100.36018586213451,101.66407775878906,21085800,0.0,0.0,,,48.15381348302935,,,,0.0,,,
2020-05-14,100.7355563969884,104.62747203264584,98.4438673167186,104.61759948730467,22002200,0.0,0.0,,,54.37087457159178,,,,0.0,,,
2020-05-15,103.69894254541234,108.0452437426066,102.9975999746959,107.71927642822266,29766000,0.0,0.0,,,59.81991734649186,,,,0.0,,,
2020-05-18,113.07313318232032,118.31833327612512,113.07313318232032,115.42408752441406,40044600,0.0,0.0,,,69.54828451110943,,,,0.0,,,
2020-05-19,113.69544527126166,115.04873001809436,112.03594583351178,112.97435760498048,20332600,0.0,0.0,,,64.22393073574622,,,,0.0,,,
2020-05-20,114.99933702840738,119.39503866257996,114.62397684198764,118.45662689208984,25749900,0.0,0.0,,,69.79659879763938,,,,0.0,116.06688943801274,105.77133979797364,95.47579015793454
2020-05-21,117.8837115616095,118.83200348407873,115.07837119454574,116.39214324951172,17578300,0.0,0.0,,,65.64955965031638,,,,0.0,117.4922755858488,106.60257148742676,95.71286738900471
2020-05-22,116.06615991720794,117.12310251883204,115.40433766511396,116.5798110961914,9288200,0.0,0.0,,,65.84820596203704,,,,0.0,118.69849923394844,107.43380279541016,96.16910635687188
2020-05-26,119.5728381650912,121.0150209808503,118.96040126951122,119.47405242919922,16466400,0.0,0.0,,,68.84090212250128,,,,0.0,120.5102011010462,108.16921768188476,95.82823426272331
2020-05-27,122.17074710951093,122.26952531344884,118.24919136919554,120.04698181152344,19345400,0.0,0.0,,,69.41231077208845,,,,0.0,122.196388594061,108.92587013244628,95.65535167083158
2020-05-28,120.11612411171878,120.49149182750604,114.58446193915618,115.32530975341795,18606000,0.0,0.0,,,59.69628519697193,,,,0.0,122.68827706624774,109.14812431335449,95.60797156046124
2020-05-29,114.77214359105196,116.31310460348418,112.72740396444244,115.86859893798828,17745100,0.0,0.0,,,60.383431049820594,4.152475824629093,,,0.0,123.40139182352075,109.60004119873048,95.79869057394016
2020-06-01,115.8290876587576,118.18992207599004,115.50311281379405,117.3206558227539,10538300,0.0,0.0,,,62.23658853259403,4.1025024014574285,,,0.0,124.2152338961172,110.2554443359375,96.29565477575778
2020-06-02,117.54786023591694,118.38748630177182,116.39213938516517,117.30091094970705,10753100,0.0,0.0,,,62.19398562353165,4.015022180878077,,,26.9897239685171,124.75561753426518,111.0244441986084,97.2932708629516
2020-06-03,118.52577072820668,120.95575066544149,117.86394848656542,120.68904876708984,12584300,0.0,0.0,,,66.43935237442881,4.171007108239593,,,27.45708512722599,125.40157949591485,112.06755790710449,98.73353631829414
