Price,('Close', 'SUPV'),('High', 'SUPV'),('Low', 'SUPV'),('Open', 'SUPV'),('Volume', 'SUPV')
Ticker,SUPV,SUPV,SUPV,SUPV,SUPV
Date,,,,,
2020-05-26,2.2293338775634766,2.4784945177689743,2.2105997748740784,2.3417371537471183,823900
2020-05-27,2.2464675903320312,2.3511759572204425,2.094164841329248,2.2845435045317246,343100
2020-05-28,2.046570062637329,2.2388523580957562,1.9989752305698263,2.1988727990166046,469000
2020-05-29,1.8752293586730957,2.1893539963920285,1.8371535590446677,2.0560890948532653,942300
2020-06-01,2.046570062637329,2.2655054731315167,1.8752292572616647,1.8752292572616647,909900
2020-06-02,2.255986213684082,2.3321378050598303,2.0941645642771736,2.1703159287039537,1967100
2020-06-03,2.4178082942962646,2.5129977348203063,2.2750244739336822,2.370213687508737,1271000
2020-06-04,2.3511757850646973,2.5320355132117465,2.3321379428333215,2.522516592096059,511100
2020-06-05,2.484440803527832,2.5701113247539937,2.4273272740097194,2.512997795235881,503800
2020-06-08,2.7890465259552,2.827122209266702,2.5034786741699624,2.6653003282438448,1548100
2020-06-09,2.6557815074920654,2.7700087886798976,2.3226190390131043,2.512997689693503,933900
2020-06-10,2.627224922180176,2.836641429441878,2.4939597895776386,2.61770600034778,705700
2020-06-11,2.275024652481079,2.598668230985293,2.275024652481079,2.4558841724678135,838800
2020-06-12,2.4558839797973633,2.503478813535255,2.3035812380728675,2.4654029011551444,670000
2020-06-15,2.3321378231048584,2.427327029374865,2.284543219969855,2.313099981850857,396200
2020-06-16,2.379732370376587,2.5701110053965066,2.3511756091659435,2.5701110053965066,631400
2020-06-17,2.28454327583313,2.4654027721686473,2.2369484445853343,2.4654027721686473,408300
2020-06-18,1.9704184532165527,2.236948466897378,1.951380611307135,2.1893538621238338,2223800
2020-06-19,2.170316219329834,2.208391906641919,2.0180132431324957,2.1607972975018126,1623200
2020-06-22,2.1036837100982666,2.236948612115474,2.0484738288074573,2.1607972395342125,369300
2020-06-23,2.179835081100464,2.3035812884043643,2.122721551705891,2.189354002666226,574700
2020-06-24,2.084645986557007,2.198873051982539,2.084645986557007,2.1798352077449503,809400
2020-06-25,2.3321378231048584,2.370213505612861,2.1017796262028847,2.1036835011078727,1280900
2020-06-26,2.2274296283721924,2.37021367492575,2.1893539431443068,2.3606947536187786,386700
2020-06-29,2.1988728046417236,2.3606946894076533,2.1807867865657236,2.3321379262634854,548500
2020-06-30,2.0941646099090576,2.1893538175167078,2.0751267683875274,2.179834896755943,676100
2020-07-01,2.1988728046417236,2.2179106467378356,2.075126831016997,2.094164673113109,322000
2020-07-02,2.0941646099090576,2.3131000143556255,2.0941646099090576,2.2655054105518007,349700
2020-07-06,2.5701112747192383,2.5891491175213153,2.2179107289828415,2.303581248541175,1750200
2020-07-07,2.4178082942962646,2.5510734202503285,2.360694766151232,2.5510734202503285,605600
2020-07-08,2.408289670944214,2.512998045782536,2.360695058267256,2.427327516014997,448400
2020-07-09,2.294062376022339,2.4463651216842415,2.2559864626578703,2.4273272784765036,371500
2020-07-10,2.4178082942962646,2.484440743798803,2.265505552576177,2.2845433952911876,721100
2020-07-13,2.398770332336426,2.589148976971645,2.398770332336426,2.4939595411795477,1118300
2020-07-14,2.465402841567993,2.484440683823423,2.2940622612691235,2.3892514725462735,449000
2020-07-15,2.5225164890289307,2.570111092662709,2.474921658446181,2.4939594998996917,638500
2020-07-16,2.465402841567993,2.503478753027834,2.3987703936739884,2.503478753027834,217600
2020-07-17,2.5701112747192383,2.6367437245265073,2.4844407551609047,2.5129977463130078,847000
2020-07-20,2.4368462562561035,2.5643999902475914,2.4273273344327984,2.5320357014381534,293300
2020-07-21,2.617705821990967,2.627224743174793,2.4082893289978116,2.4082893289978116,666600
2020-07-22,2.808084487915039,2.8394969506876997,2.5510733876025458,2.5701112300739166,1005800
2020-07-23,2.8366410732269287,3.017500792279746,2.712894877996379,2.8461599938639734,1742700
2020-07-24,2.7985658645629883,2.9603875427941895,2.7795280200652,2.884236164803036,877400
2020-07-27,2.8651981353759766,2.960387351721095,2.731933005543818,2.7890467622998822,575800
2020-07-28,2.808084487915039,2.9127926215075797,2.74145203926524,2.8556790940934667,589000
2020-07-29,2.8461601734161377,2.903273700841455,2.78904664599082,2.8556790946536905,137200
2020-07-30,2.8366410732269287,2.855678914501018,2.678626718313225,2.703375957359335,440900
2020-07-31,2.7414519786834717,2.9032736361141223,2.722413909683828,2.7700087417594688,235500
2020-08-03,3.0746145248413086,3.217398571039729,2.5891490854952592,2.6938572196115116,1832500
2020-08-04,3.027019739151001,3.5029662290260464,2.9223113842870667,3.483928387586962,3003500
2020-08-05,2.8461601734161377,3.2173985555786704,2.8271223309410316,3.084133431303945,1224600
2020-08-06,2.808084487915039,2.8842358578005234,2.7128950486092,2.7985655666793536,769700
2020-08-07,2.7890465259552,2.8366411300945775,2.7224138532110977,2.7700086842994494,387200
2020-08-10,2.7414519786834717,2.9127925571394546,2.7128949886584954,2.8366411889367953,399000
2020-08-11,2.5701112747192383,2.8128438839202117,2.5701112747192383,2.8080845366941865,493900
2020-08-12,2.512997627258301,2.6748192834095597,2.436846032708731,2.6367435996092636,970500
2020-08-13,2.5510735511779785,2.6653006133304706,2.465403027614611,2.465403027614611,506600
2020-08-14,2.484440803527832,2.6081870110994023,2.484440803527832,2.6081870110994023,289700
2020-08-17,2.4368462562561035,2.503478935968238,2.3606948816696622,2.503478935968238,500600
2020-08-18,2.4178082942962646,2.5510734202503285,2.4082893729387593,2.4368461370112757,266800
2020-08-19,2.3511757850646973,2.5177570180637243,2.3416568639490096,2.4273271539901997,414100
2020-08-20,2.4368462562561035,2.522516779614848,2.294062428906526,2.3797327253162726,493600
2020-08-21,2.398770332336426,2.541554372550084,2.387347536495661,2.474921699410923,498200
2020-08-24,2.3226189613342285,2.4130488230567595,2.255986288307748,2.370213565675304,663400
2020-08-25,2.3226189613342285,2.379732486543519,2.246467367439533,2.3131000404660136,310200
2020-08-26,2.3035812377929688,2.379732608645964,2.290254566334505,2.3702136872893393,230200
2020-08-27,2.3035812377929688,2.360694765932715,2.2426599595513834,2.3226190805062177,163900
2020-08-28,2.5510735511779785,2.5510735511779785,2.2845435125398312,2.2845435125398312,332200
2020-08-31,2.4463648796081543,2.642454917582872,2.4463648796081543,2.6177056784720354,602300
2020-09-01,2.493959665298462,2.512997734963545,2.4273272157921255,2.484440743940414,235500
2020-09-02,2.4368462562561035,2.474921943549324,2.3873477719953176,2.474921943549324,215400
2020-09-03,2.4368462562561035,2.5415546232614585,2.408289490786188,2.408289490786188,285700
2020-09-04,2.389251470565796,2.503478750952673,2.3511757860864972,2.503478750952673,282500
2020-09-08,2.4368462562561035,2.465403021726019,2.294062428906526,2.4273273344327984,197800
2020-09-09,2.4558839797973633,2.503478813535255,2.398770451650677,2.4273272157240204,380700
2020-09-10,2.493959665298462,2.5843895316744123,2.4463650585082215,2.503478813605497,339200
2020-09-11,2.4178082942962646,2.5320355775353174,2.370213687508737,2.503478813462801,132500
2020-09-14,2.3035812377929688,2.4273272154290857,2.2845433950797203,2.3987704513592125,273900
2020-09-15,2.379732370376587,2.4749215744120647,2.236948337374406,2.3226188479553,665500
2020-09-16,2.160797119140625,2.3026291107554386,2.075126829760016,2.2845433196393734,1147000
2020-09-17,2.0084943771362305,2.1322405912893796,2.0084943771362305,2.0941649029188736,449800
2020-09-18,1.9513804912567139,2.075126683003946,1.937102224177549,2.0370510015275554,465800
2020-09-21,1.8276346921920776,1.9323429457229335,1.8085968485454673,1.9228240238996284,713400
2020-09-22,1.6848506927490234,1.8942671925247596,1.6753317712568987,1.8466725850641355,560100
2020-09-23,1.5896613597869873,1.780040016031612,1.5801424383222056,1.7229263737684268,780600
2020-09-24,1.8085967302322388,1.8847482133115667,1.5801423944687463,1.6467749563474698,980000
2020-09-25,1.7134073972702026,1.8657103627638363,1.6943695549521212,1.8657103627638363,418900
2020-09-28,1.6467750072479248,1.7990778646396448,1.6372560857530982,1.751483257165512,458900
2020-09-29,1.6943696737289429,1.7514833181613956,1.6182182991183383,1.6372561427709893,423500
2020-09-30,1.722926378250122,1.7467237954484733,1.684850692291952,1.684850692291952,142300
2020-10-01,1.7705211639404297,1.789559007615945,1.7038885976016263,1.7038885976016263,159400
2020-10-02,1.7038885354995728,1.7800400209006215,1.637256085063838,1.6848506925179343,265300
2020-10-05,1.6943696737289429,1.7467238572482329,1.670572369163129,1.6848507519026172,182900
2020-10-06,1.618218183517456,1.7181668555538274,1.608699262371135,1.6753317103953824,818700
2020-10-07,1.5991803407669067,1.6753318287937113,1.5991803407669067,1.6182182978794821,507500
2020-10-08,1.627737045288086,1.6562938076853713,1.6058435047552697,1.6182181244889908,388400
2020-10-09,1.637256145477295,1.6667648485774804,1.6086993799511153,1.6562939891614148,329600
2020-10-12,1.5991803407669067,1.6562939851556349,1.5801424971288303,1.6562939851556349,304500
2020-10-13,1.5801423788070679,1.618218176706587,1.5039910099570104,1.618218176706587,310000
2020-10-14,1.5325478315353394,1.6182182382228911,1.523028910067222,1.5896613603440441,306800
2020-10-15,1.52302885055542,1.5496818523195912,1.4944720872669128,1.52302885055542,153600
2020-10-16,1.5991803407669067,1.6086993760604438,1.5039911225765246,1.5135100443955627,446700
2020-10-19,1.627737045288086,1.703888411680847,1.551585565420838,1.551585565420838,447400
2020-10-20,1.5896613597869873,1.7038885308388632,1.5420667524630784,1.6562939235149543,773400
2020-10-21,1.6086993217468262,1.6277371647421386,1.5706235222817064,1.5896613652770188,198100
2020-10-22,1.5801423788070679,1.6372560189191014,1.5706234577008107,1.5991802210195822,371800
2020-10-23,1.618218183517456,1.6229776440906165,1.5753829248845201,1.5801423854576808,193700
2020-10-26,1.6086993217468262,1.6372560862397947,1.5801424437793625,1.599180286774675,183800
2020-10-27,1.52302885055542,1.6372560171839388,1.5039910083630819,1.5991802193247722,249900
2020-10-28,1.5896613597869873,1.599180281251769,1.4563963458055478,1.5039910666039513,717300
2020-10-29,1.637256145477295,1.6562939891614148,1.5325478917401367,1.5325478917401367,519700
2020-10-30,1.627737045288086,1.6753316492835617,1.5991801694163137,1.637255966087181,325300
2020-11-02,1.7038885354995728,1.79907786388226,1.6467750065546574,1.6658128495362958,837600
2020-11-03,1.6943696737289429,1.7990779272930235,1.6658129082499662,1.7514833181613956,326100
2020-11-04,1.6943696737289429,1.7391086970922724,1.6658129082499662,1.7134075173815941,145800
2020-11-05,1.7705211639404297,1.8276346949669762,1.6943696757638684,1.713407519439384,679800
2020-11-06,1.722926378250122,1.8228751673648131,1.7134074567605795,1.8085967851304996,392700
2020-11-09,1.846672534942627,1.9513806685140616,1.7800399728317675,1.8085967365330677,1048700
2020-11-10,2.0180132389068604,2.056089153088214,1.8181157674624915,1.9323429426340588,1029500
2020-11-11,1.894267201423645,2.0341955522693262,1.8561915152762738,2.027532329888435,645500
2020-11-12,1.7705211639404297,1.9228240268190528,1.7610022421026719,1.8752294176302642,401200
2020-11-13,1.8657104969024658,1.8752294187458867,1.7800400868371793,1.7800400868371793,465200
2020-11-16,1.9513804912567139,1.984696826023037,1.8657102079348356,1.9037858894112258,444300
2020-11-17,1.9513804912567139,1.9942157463921346,1.875229128303933,1.922823730149421,448400
2020-11-18,1.846672534942627,1.9989752746828955,1.8419129608512517,1.8847482198776941,409200
2020-11-19,1.846672534942627,1.9133049835789944,1.799077815299301,1.8085967365330677,430400
2020-11-20,1.8657104969024658,1.9228240279629907,1.8181157742108625,1.8276346960542833,355400
2020-11-23,1.8181157112121582,1.9228239613360882,1.8181157112121582,1.8657104322545783,366900
2020-11-24,1.8847482204437256,1.9513806691001043,1.837153500786106,1.9037860629169767,845600
2020-11-25,1.903786063194275,1.946621322239821,1.8371535010536988,1.8847482207182509,557900
2020-11-27,1.9418617486953735,2.0465701092920954,1.8752293000104496,1.9133049849732633,416600
2020-11-30,1.8181157112121582,1.951380725876843,1.8181157112121582,1.951380725876843,1765600
2020-12-01,1.7990778684616089,1.8971228962360036,1.7990778684616089,1.8942671970865899,622600
2020-12-02,1.9513804912567139,2.0370510015275554,1.7990776518766707,1.7990776518766707,1419600
2020-12-03,1.9704184532165527,2.037051126848492,1.9228238484430085,1.9228238484430085,343800
2020-12-04,2.0180132389068604,2.037051309472036,1.941861864442148,2.0084943170987715,483700
2020-12-07,1.989456295967102,2.056088969627213,1.9513806121321684,2.04657004866848,328100
2020-12-08,1.9323428869247437,2.0275323292103264,1.903786122323766,1.9989753376603578,261000
2020-12-09,1.8752293586730957,1.9799374955964095,1.8561915155961295,1.9799374955964095,584400
2020-12-10,2.0275323390960693,2.03705126067614,1.884748288446011,1.884748288446011,321900
2020-12-11,1.9418617486953735,2.0275322668106885,1.937102401549514,1.9989752761395942,125200
2020-12-14,1.9418617486953735,1.9989752761395942,1.9323428274546701,1.970418512417484,258100
2020-12-15,2.037051200866699,2.046570122167287,1.9323428396112456,1.9513806822124218,306700
2020-12-16,2.0084943771362305,2.027532448270488,1.9704186887657245,2.027532448270488,131100
2020-12-17,2.0084943771362305,2.0560892145483676,1.9513808445804715,1.998975455043604,281900
2020-12-18,1.9323428869247437,2.008494259194017,1.9228239653910844,2.008494259194017,255600
2020-12-21,1.8181157112121582,1.979937490417598,1.8181157112121582,1.979937490417598,397400
2020-12-22,1.8752293586730957,1.913305044827028,1.8085967944292185,1.894267201750062,313100
2020-12-23,1.9513804912567139,1.9608994116258114,1.875229128303933,1.875229128303933,123900
2020-12-24,1.9085456132888794,1.9704184870834487,1.8847481970185966,1.9704184870834487,151700
2020-12-28,1.8752293586730957,1.9608996525194433,1.8561915155961295,1.8847482802115787,573000
2020-12-29,2.065607786178589,2.0894049738980907,1.865710229200149,1.894266990632931,707400
2020-12-30,2.0941646099090576,2.1893538175167078,2.0656078476267625,2.0656078476267625,509500
2020-12-31,2.0180132389068604,2.0922609651793533,2.0180132389068604,2.065608074896303,270900
2021-01-04,1.9228239059448242,2.0370511877662607,1.9037860634660821,2.018013118338535,288300
2021-01-05,1.8657104969024658,1.9323429498064113,1.856191575059045,1.8847483405893073,355300
2021-01-06,1.8561913967132568,1.941861685072708,1.8561913967132568,1.941861685072708,240000
2021-01-07,1.8752293586730957,1.932342887903994,1.8276346375061847,1.932342887903994,476200
2021-01-08,1.8371535539627075,1.894267196510113,1.818115710938404,1.8371535539627075,485100
2021-01-11,1.8561913967132568,1.8752292385709126,1.8085966785946288,1.8657103176420848,335500
2021-01-12,1.846672534942627,1.8657103774101604,1.8085967365330677,1.8657103774101604,339100
2021-01-13,1.8752293586730957,1.903786123288545,1.8371535590446677,1.8371535590446677,398300
2021-01-14,1.8561913967132568,1.9085455752962988,1.8276345204522848,1.8847481594997406,477600
2021-01-15,1.846672534942627,1.8847482198776941,1.8105004980849229,1.8847482198776941,268600
2021-01-19,1.8085967302322388,1.8847482133115667,1.8085967302322388,1.8847482133115667,265100
2021-01-20,1.8371535539627075,1.856191510461506,1.789558946401949,1.8085967894262522,250800
2021-01-21,1.7514832019805908,1.8419129533322243,1.7419642807856819,1.83715349273477,564000
2021-01-22,1.7610021829605103,1.770521104478581,1.722926383413732,1.7419643399243687,269500
2021-01-25,1.732445478439331,1.7514833221351755,1.6848507557252208,1.7514833221351755,382600
2021-01-26,1.7514832019805908,1.8085967291500435,1.7229263249213729,1.7610021231754995,428500
2021-01-27,1.6943696737289429,1.7610022399877212,1.6277372209446637,1.7229264392079198,1163500
2021-01-28,1.6943696737289429,1.7514833181613956,1.6562939864236406,1.6943696737289429,218200
2021-01-29,1.6467750072479248,1.7229263792065372,1.618218242763445,1.6943696147220575,460000
2021-02-01,1.722926378250122,1.722926378250122,1.646775006333782,1.646775006333782,514900
2021-02-02,1.7134073972702026,1.7610021165398972,1.6848506337930806,1.7610021165398972,256000
2021-02-03,1.732445478439331,1.7419644002872534,1.7038885994210653,1.7419644002872534,102000
2021-02-04,1.7610021829605103,1.7800400259966516,1.692465857250805,1.7514832614424396,347700
2021-02-05,1.7990778684616089,1.8181157114917061,1.7562427216438903,1.7705211039164632,425300
2021-02-08,1.8181157112121582,1.8752293537681632,1.7990778681849882,1.837153554239328,429500
2021-02-09,1.8752293586730957,1.8895077409808203,1.8085967944292185,1.8657104371346127,500100
2021-02-10,1.846672534942627,1.922823904812761,1.8038372759161845,1.922823904812761,345400
2021-02-11,1.903786063194275,1.903786063194275,1.8466725357662028,1.8752292994802389,299400
2021-02-12,1.8371535539627075,1.922823961046568,1.818115710938404,1.8657104319736577,523400
2021-02-16,1.9799375534057617,1.9799375534057617,1.8561915697924005,1.8752294134252254,556200
2021-02-17,2.075127124786377,2.151278503951341,1.865710605133714,1.9418619842986782,2037100
2021-02-18,2.275024652481079,3.455372128192161,2.1798352044864244,2.3511760293175987,60940600
2021-02-19,2.2464675903320312,2.66530060398768,2.1798351376433134,2.4654030189725296,16075100
2021-02-22,2.0180132389068604,2.1055874103208785,1.9323429426340588,2.027532387663947,4522100
2021-02-23,1.8657104969024658,1.9418618716498321,1.7229264423021553,1.8276346960542833,2638000
2021-02-24,1.8752293586730957,1.9799374955964095,1.8276346375061847,1.8561915155961295,1102600
2021-02-25,1.8085967302322388,1.8942671345121713,1.7705210454298206,1.8847482133115667,1554200
2021-02-26,1.7990778684616089,1.8419130152793275,1.703888539836628,1.8085967899766575,1526500
2021-03-01,1.8181157112121582,1.8580952723488113,1.8085967896985733,1.8085967896985733,704800
2021-03-02,1.7895587682724,1.8466724051348138,1.77052092714309,1.818115529966365,580900
2021-03-03,1.7134073972702026,1.8038372617555805,1.6943695549521212,1.7895588800170195,869100
2021-03-04,1.7134073972702026,1.7800399588579787,1.5801423875691416,1.6467749491569177,2336100
2021-03-05,1.6848506927490234,1.737204874430205,1.5896613643532802,1.713407457225398,996300
2021-03-08,1.6658128499984741,1.7038885359723153,1.5991802860697575,1.6753317714919345,796600
2021-03-09,1.627737045288086,1.6753316492835617,1.561104486219933,1.5706234070190281,1129600
2021-03-10,1.7800400257110596,1.789558947227603,1.6277371679718686,1.656293932521499,966100
2021-03-11,1.7610021829605103,1.8085967905508638,1.732445418406298,1.7800400259966516,791500
2021-03-12,1.7800400257110596,1.789558947227603,1.751483261161429,1.789558947227603,330000
2021-03-15,1.9228239059448242,1.9418617484235663,1.7895588951191375,1.8085967375978795,1244400
2021-03-16,1.8371535539627075,1.9704185686073266,1.8371535539627075,1.9133050395344162,685800
2021-03-17,1.846672534942627,1.8752292986439272,1.8085967365330677,1.8181156577668347,475800
2021-03-18,1.7800400257110596,1.90378611890062,1.751483261161429,1.865710432834446,434400
2021-03-19,1.7895587682724,1.837153371095675,1.7134072902806758,1.741964165449125,314900
2021-03-22,1.7895587682724,1.8276344505310198,1.7562425462961073,1.8085966094017099,245600
2021-03-23,1.8181157112121582,1.8181157112121582,1.746723799860271,1.7800400251578183,476700
2021-03-24,1.6848506927490234,1.8181157071132659,1.6753317712568987,1.7895589426368914,655600
2021-03-25,1.6943696737289429,1.74196439633507,1.6515345255104776,1.6658129082499662,525700
2021-03-26,1.722926378250122,1.7324454132141596,1.6943696137814945,1.6943696137814945,393800
2021-03-29,1.6848506927490234,1.7419643351762675,1.6658128497647737,1.7419643351762675,228800
2021-03-30,1.675331711769104,1.6943695540773567,1.646774948306725,1.6848506329232305,249900
2021-03-31,1.6467750072479248,1.684850693227231,1.6467750072479248,1.6753317717324046,328300
2021-04-01,1.6562938690185547,1.6753317113217234,1.637256026715386,1.665812790170139,330500
2021-04-05,1.7134073972702026,1.7134073972702026,1.637256027997877,1.6848506337930806,427900
2021-04-06,1.732445478439331,1.749579560460491,1.6848507557252208,1.694369677573143,249800
2021-04-07,1.675331711769104,1.7410123358172702,1.675331711769104,1.732445352168353,255700
2021-04-08,1.7038885354995728,1.7134074569903919,1.675331771027115,1.7134074569903919,171600
2021-04-09,1.6658128499984741,1.694369614478855,1.6467750070115537,1.6848506929853946,184000
2021-04-12,1.6848506927490234,1.761002178160517,1.6277371637962745,1.6658128497647737,1020800
2021-04-13,1.618218183517456,1.6753317103953824,1.618218183517456,1.6658127892490615,656100
2021-04-14,1.5896613597869873,1.6848506879092997,1.5896613597869873,1.6182182376558274,499900
2021-04-15,1.6086993217468262,1.6086993217468262,1.5611046007840503,1.5896613652770188,495600
2021-04-16,1.618218183517456,1.6467749469564192,1.5515856220187176,1.5801423854576808,521200
2021-04-19,1.627737045288086,1.6848505700826568,1.6182181244889908,1.6182181244889908,269200
2021-04-20,1.627737045288086,1.637255966087181,1.6086992036898955,1.6182181244889908,288100
2021-04-21,1.675331711769104,1.675331711769104,1.5991802290616026,1.60869926369022,255300
2021-04-22,1.6848506927490234,1.6848506927490234,1.6467750067805242,1.6753317712568987,183000
2021-04-23,1.6943696737289429,1.7038885955552685,1.6658129082499662,1.6658129082499662,134300
2021-04-26,1.6848506927490234,1.7229263787175226,1.6848506927490234,1.713407457225398,284400
2021-04-27,1.7514832019805908,1.7800399655653172,1.6848506401417376,1.6943695613366465,439700
2021-04-28,1.7610021829605103,1.8561915116157126,1.7419643399243687,1.7419643399243687,383900
2021-04-29,1.732445478439331,1.7990779313747867,1.7229264431169096,1.77052116583102,222000
2021-04-30,1.6848506927490234,1.7229263787175226,1.6848506927490234,1.6943696142411482,177100
2021-05-03,1.6562938690185547,1.7057923497863863,1.6562938690185547,1.6943695536248922,234000
2021-05-04,1.637256145477295,1.6705723719245047,1.6182183017931753,1.6562939891614148,636100
2021-05-05,1.618218183517456,1.6591495671415348,1.608699262371135,1.6467749469564192,406400
2021-05-06,1.675331711769104,1.6848506329232305,1.5839500232996953,1.6277371059984727,1010600
2021-05-07,1.7134073972702026,1.7162630963128132,1.5801423875691416,1.6562938703159584,1129800
2021-05-10,1.6848506927490234,1.7895589426368914,1.6658128497647737,1.7038885357332731,804400
2021-05-11,1.6467750072479248,1.684850693227231,1.6048916845859909,1.665812850237578,919400
2021-05-12,1.6342042684555054,1.672883621227709,1.6245343149888902,1.6342042684555054,587900
2021-05-13,1.6438740491867065,1.6728835627518277,1.6245342582030657,1.6438740491867065,369200
2021-05-14,1.759912133216858,1.7889216453725756,1.663213644090911,1.6728834814761504,848800
2021-05-17,1.8082613945007324,1.8082613945007324,1.7018930636155647,1.7405724147470587,585800
2021-05-18,1.8469407558441162,1.866280431516794,1.784086809907914,1.8276010801714386,951800
2021-05-19,1.7792519330978394,1.837270961488961,1.750242303628716,1.8082614472934002,373800
2021-05-20,1.837270975112915,1.846940813249807,1.7695821081546717,1.7985916225653475,922500
2021-05-21,1.7695820331573486,1.8566105727009865,1.7502422424296484,1.8469407349739158,265700
2021-05-24,1.740572452545166,1.8276011097544926,1.740572452545166,1.7792519197901788,100600
2021-05-25,1.7212327718734741,1.7599122390131843,1.7018930959404,1.7405724478065485,405900
2021-05-26,1.7792519330978394,1.7985916092282133,1.711562951367968,1.711562951367968,403400
2021-05-27,1.8082613945007324,1.8198651767854688,1.7599122055863647,1.7792518811521119,283700
2021-05-28,1.8952901363372803,1.914629812785854,1.7937567197087023,1.7985916388208458,925700
2021-06-01,1.9629789590835571,1.9726487970870379,1.8952900930591927,1.9339694450731153,1058900
2021-06-02,2.030667781829834,2.0500074574246234,1.9533090794506764,1.9726487550454657,939600
2021-06-03,2.1080267429351807,2.117696580861837,1.9533091055615572,2.0209979710481516,824100
2021-06-04,2.2530744075775146,2.2530744075775146,2.0886871558388598,2.1273665091891316,1192800
2021-06-07,2.2917537689208984,2.3594428680670894,2.2259989602149512,2.2724140921783103,1146000
2021-06-08,2.1467061042785645,2.3304332562569248,2.1467061042785645,2.301423742346729,822000
2021-06-09,2.224064826965332,2.305291651042798,2.0693474181276827,2.1563759605988606,1223400
2021-06-10,2.2434043884277344,2.320763319440493,2.2143948757531176,2.2143948757531176,557000
2021-06-11,2.166045665740967,2.2917535527080233,2.1370361533639537,2.2917535527080233,422400
2021-06-14,2.3014237880706787,2.304324532026919,2.1370363087664512,2.185385499577363,591900
2021-06-15,2.2917537689208984,2.3304333529532073,2.195055385207957,2.2917537689208984,807100
2021-06-16,2.2917537689208984,2.3691127064383837,2.2434045770644278,2.2917537689208984,488400
2021-06-17,2.2047250270843506,2.3401029827641153,2.1718476256615573,2.253074214631727,493500
2021-06-18,2.2820839881896973,2.3207635731989615,2.195055440649913,2.195055440649913,1559200
2021-06-21,2.1950552463531494,2.309159470244694,2.17571557083395,2.282083786189545,352100
2021-06-22,2.233734607696533,2.291753634521792,2.137036229654435,2.185385418675484,624300
2021-06-23,2.1950552463531494,2.320763367775061,2.17571557083395,2.262744110670346,373700
2021-06-24,2.262744188308716,2.291753702582877,2.2143949978517803,2.262744188308716,442500
2021-06-25,2.079017162322998,2.3304331708811503,2.0693473247071887,2.272413914639181,1514000
2021-06-28,2.117696523666382,2.1370361989973623,2.0500074294608353,2.117696523666382,606600
2021-06-29,2.040337562561035,2.166045680958355,2.011328049980218,2.166045680958355,358000
2021-06-30,2.0016584396362305,2.0403377941339915,1.9919886010117904,2.0113282782606707,175300
2021-07-01,1.9629789590835571,2.0113281491009602,1.9436392830765958,1.9919884730939992,230200
2021-07-02,1.9629789590835571,1.9919884730939992,1.8952900930591927,1.9919884730939992,468200
2021-07-06,1.9726487398147583,2.0403376038738994,1.924299551201086,2.030667766151165,211900
