Price,('Close', 'TECO2.BA'),('High', 'TECO2.BA'),('Low', 'TECO2.BA'),('Open', 'TECO2.BA'),('Volume', 'TECO2.BA')
Ticker,TECO2.BA,TECO2.BA,TECO2.BA,TECO2.BA,TECO2.BA
Date,,,,,
2021-09-24,188.35000610351562,189.0,184.1999969482422,188.5500030517578,23006
2021-09-27,192.1999969482422,193.0,186.60000610351562,188.35000610351562,60024
2021-09-28,189.75,192.1999969482422,186.85000610351562,192.0,45355
2021-09-29,190.5,193.0,187.85000610351562,193.0,26087
2021-09-30,196.4499969482422,198.0,190.5,190.5,65463
2021-10-01,190.5,197.14999389648438,190.0,196.4499969482422,111627
2021-10-04,192.89999389648438,195.0,187.0,190.5,29096
2021-10-05,194.9499969482422,195.0,191.25,194.0,57540
2021-10-06,193.0,193.9499969482422,190.5,191.3000030517578,40332
2021-10-07,193.85000610351562,196.0,191.8000030517578,193.5,54849
2021-10-12,195.0500030517578,197.8000030517578,192.0,194.0,45237
2021-10-13,196.35000610351562,196.89999389648438,193.5,196.0,36706
2021-10-14,204.39999389648438,205.0,195.0,197.0,81097
2021-10-15,204.1999969482422,208.0,203.5,204.0500030517578,103278
2021-10-18,201.89999389648438,204.1999969482422,201.0,202.4499969482422,140554
2021-10-19,206.5,206.89999389648438,202.0500030517578,202.0500030517578,121328
2021-10-20,213.89999389648438,214.6999969482422,205.0500030517578,206.0,231453
2021-10-21,212.8000030517578,213.9499969482422,209.0,213.35000610351562,139023
2021-10-22,212.5500030517578,217.60000610351562,211.0,213.8000030517578,120868
2021-10-25,213.9499969482422,218.0,213.0,217.8000030517578,91264
2021-10-26,217.5500030517578,218.5,214.0,217.9499969482422,104590
2021-10-27,211.10000610351562,218.5,207.0,217.5,80588
2021-10-28,209.6999969482422,211.89999389648438,204.75,211.89999389648438,68817
2021-10-29,207.8000030517578,210.1999969482422,205.8000030517578,208.0,222060
2021-11-01,217.5500030517578,218.0,208.35000610351562,208.35000610351562,77865
2021-11-02,219.0500030517578,219.75,213.1999969482422,217.14999389648438,86581
2021-11-03,218.9499969482422,223.1999969482422,216.25,219.0,63393
2021-11-04,215.10000610351562,220.4499969482422,214.0,218.9499969482422,55139
2021-11-05,218.0,218.5,210.0,218.5,141053
2021-11-08,224.0,224.6999969482422,218.0,220.0,82615
2021-11-09,225.8000030517578,230.0,222.5,224.6999969482422,127625
2021-11-10,231.1999969482422,231.9499969482422,221.5,221.5,193555
2021-11-11,236.25,238.9499969482422,232.0,232.0,123037
2021-11-12,231.85000610351562,238.0,224.10000610351562,236.35000610351562,216017
2021-11-15,226.5,241.0,223.0,234.14999389648438,167963
2021-11-16,226.5,230.0,222.0,226.5,76656
2021-11-17,225.5,229.0,220.0,226.5,64416
2021-11-18,235.64999389648438,239.0,222.0,228.75,119401
2021-11-19,223.6999969482422,239.0,222.0,235.75,78211
2021-11-23,210.5,224.0,208.0500030517578,221.4499969482422,41393
2021-11-24,214.3000030517578,218.5,206.5,210.5,101333
2021-11-25,214.39999389648438,218.0,210.0,212.14999389648438,16094
2021-11-26,206.60000610351562,216.5500030517578,206.0,216.5500030517578,97447
2021-11-29,209.1999969482422,213.0,199.0,205.0,44508
2021-11-30,214.10000610351562,219.64999389648438,208.0,210.0,76917
2021-12-01,217.35000610351562,219.89999389648438,210.0500030517578,216.25,58809
2021-12-02,218.5,221.6999969482422,214.0,218.0,131746
2021-12-03,217.1999969482422,223.0,215.0,217.0,66837
