Price,('Close', 'PAMP.BA'),('High', 'PAMP.BA'),('Low', 'PAMP.BA'),('Open', 'PAMP.BA'),('Volume', 'PAMP.BA')
Ticker,PAMP.BA,PAMP.BA,PAMP.BA,PAMP.BA,PAMP.BA
Date,,,,,
2020-06-18,42.849998474121094,44.95000076293945,42.5,44.95000076293945,932996
2020-06-19,45.75,46.5,43.900001525878906,44.5,1546024
2020-06-22,44.400001525878906,47.0,43.0,45.70000076293945,2385517
2020-06-23,44.54999923706055,46.20000076293945,44.0,45.25,2476974
2020-06-24,44.349998474121094,45.5,43.5,44.45000076293945,864242
2020-06-25,47.70000076293945,48.150001525878906,45.29999923706055,45.29999923706055,1185893
2020-06-26,45.29999923706055,48.0,45.0,48.0,1044679
2020-06-29,45.70000076293945,47.0,44.5,45.70000076293945,1678763
2020-06-30,45.0,45.900001525878906,44.29999923706055,45.400001525878906,1661541
2020-07-01,47.650001525878906,48.0,45.29999923706055,45.5,639165
2020-07-02,46.0,48.849998474121094,42.79999923706055,47.79999923706055,1219362
2020-07-03,47.45000076293945,48.0,45.75,45.75,663507
2020-07-06,50.599998474121094,51.54999923706055,49.5,49.5,2501189
2020-07-07,49.79999923706055,50.70000076293945,48.400001525878906,50.099998474121094,1150369
2020-07-08,50.900001525878906,51.5,50.099998474121094,50.20000076293945,848057
2020-07-13,51.0,52.150001525878906,50.0,51.20000076293945,2170564
2020-07-14,51.79999923706055,52.099998474121094,50.5,51.20000076293945,544925
2020-07-15,52.70000076293945,52.95000076293945,51.79999923706055,52.5,746261
2020-07-16,52.349998474121094,52.900001525878906,51.099998474121094,52.0,622608
2020-07-17,51.70000076293945,53.04999923706055,50.599998474121094,52.349998474121094,1559970
2020-07-20,52.849998474121094,53.150001525878906,51.29999923706055,51.70000076293945,1233512
2020-07-21,54.849998474121094,55.79999923706055,53.099998474121094,53.099998474121094,1789053
2020-07-22,56.45000076293945,57.849998474121094,53.29999923706055,54.79999923706055,1913510
2020-07-23,56.150001525878906,59.5,55.20000076293945,57.0,1757430
2020-07-24,57.349998474121094,57.75,54.349998474121094,55.95000076293945,2088502
2020-07-27,55.75,58.599998474121094,55.5,58.0,2156380
2020-07-28,54.5,57.29999923706055,54.0,55.75,1278424
2020-07-29,53.650001525878906,55.900001525878906,53.04999923706055,55.04999923706055,981591
2020-07-30,54.54999923706055,54.599998474121094,52.20000076293945,53.0,923046
2020-07-31,54.20000076293945,54.900001525878906,53.5,54.54999923706055,710560
2020-08-03,59.849998474121094,61.25,54.20000076293945,55.0,2865717
2020-08-04,58.95000076293945,64.0,57.0,62.25,3104785
2020-08-05,56.900001525878906,60.5,56.0,59.5,1181577
2020-08-06,57.45000076293945,58.0,56.04999923706055,58.0,640266
2020-08-07,58.849998474121094,59.0,56.849998474121094,57.5,707248
2020-08-10,58.04999923706055,60.0,57.650001525878906,59.0,974182
2020-08-11,57.099998474121094,58.5,56.75,57.900001525878906,1393000
2020-08-12,55.95000076293945,58.150001525878906,55.099998474121094,57.20000076293945,1711855
2020-08-13,57.900001525878906,58.70000076293945,55.349998474121094,56.0,1169941
2020-08-14,57.099998474121094,58.099998474121094,56.20000076293945,57.900001525878906,837500
2020-08-18,55.849998474121094,56.5,53.650001525878906,56.0,716560
2020-08-19,57.900001525878906,58.400001525878906,54.849998474121094,54.849998474121094,1062653
2020-08-20,58.79999923706055,58.95000076293945,56.75,57.75,808063
2020-08-21,58.900001525878906,61.54999923706055,56.70000076293945,58.79999923706055,1885145
2020-08-24,58.25,59.45000076293945,56.70000076293945,58.849998474121094,1149439
2020-08-25,57.75,58.900001525878906,56.29999923706055,56.29999923706055,1024565
2020-08-26,58.150001525878906,59.29999923706055,57.849998474121094,58.0,992838
2020-08-27,57.25,59.599998474121094,56.45000076293945,59.0,840400
2020-08-28,59.5,60.5,56.5,57.099998474121094,1296177
2020-08-31,59.5,60.20000076293945,58.599998474121094,60.0,449527
2020-09-01,60.0,60.0,58.099998474121094,58.099998474121094,650706
2020-09-02,58.45000076293945,59.95000076293945,58.20000076293945,59.95000076293945,352163
2020-09-03,58.25,59.849998474121094,57.0,58.0,529813
2020-09-04,59.099998474121094,59.400001525878906,56.650001525878906,59.400001525878906,376231
2020-09-07,58.599998474121094,59.0,58.0,59.0,134348
2020-09-08,59.20000076293945,59.45000076293945,56.54999923706055,57.900001525878906,514612
2020-09-09,60.5,61.0,59.0,59.900001525878906,579160
2020-09-10,62.0,62.25,59.900001525878906,60.29999923706055,1383661
2020-09-11,60.95000076293945,62.0,59.900001525878906,61.95000076293945,579401
2020-09-14,59.099998474121094,61.5,58.5,61.5,556559
2020-09-15,58.849998474121094,60.45000076293945,57.25,59.0,607050
2020-09-16,56.650001525878906,58.400001525878906,54.900001525878906,58.29999923706055,836654
2020-09-17,55.099998474121094,56.0,53.0,56.0,2354378
2020-09-18,58.79999923706055,59.0,53.099998474121094,53.099998474121094,977292
2020-09-21,59.04999923706055,59.900001525878906,56.099998474121094,58.29999923706055,1050466
2020-09-22,60.400001525878906,60.70000076293945,57.79999923706055,58.099998474121094,884314
2020-09-23,57.650001525878906,60.5,57.54999923706055,60.29999923706055,2993174
2020-09-24,58.0,58.599998474121094,57.5,58.0,770118
2020-09-25,60.29999923706055,60.650001525878906,57.099998474121094,58.5,310667
2020-09-28,60.400001525878906,61.5,58.0,61.0,328879
2020-09-29,60.45000076293945,60.95000076293945,58.599998474121094,59.099998474121094,223992
2020-09-30,59.650001525878906,61.20000076293945,58.79999923706055,60.45000076293945,1321683
2020-10-01,61.70000076293945,62.29999923706055,59.5,61.20000076293945,664759
2020-10-02,64.55000305175781,65.0,60.5,61.5,846431
2020-10-05,65.8499984741211,66.5,64.0,64.5,905219
2020-10-06,63.150001525878906,67.4000015258789,62.5,65.0999984741211,998222
2020-10-07,63.849998474121094,64.55000305175781,61.79999923706055,63.150001525878906,1360155
2020-10-08,64.80000305175781,65.25,62.45000076293945,63.099998474121094,659732
2020-10-09,66.6500015258789,67.30000305175781,64.0,64.80000305175781,711107
2020-10-13,71.05000305175781,71.25,67.0,67.0,2486228
2020-10-14,75.0999984741211,75.5,69.55000305175781,69.55000305175781,1267177
2020-10-15,77.3499984741211,77.69999694824219,73.5999984741211,75.0999984741211,1292241
2020-10-16,78.0999984741211,78.94999694824219,76.3499984741211,77.5,1082914
2020-10-19,78.8499984741211,81.0,77.0,79.9000015258789,804230
2020-10-20,81.19999694824219,81.30000305175781,77.4000015258789,78.55000305175781,1190239
2020-10-21,79.55000305175781,82.30000305175781,78.5,81.30000305175781,769255
2020-10-22,84.30000305175781,84.9000015258789,77.0,78.5,1015002
2020-10-23,85.44999694824219,86.0,80.0,84.30000305175781,709646
2020-10-26,81.5,86.25,80.4000015258789,85.0,528540
2020-10-27,77.6500015258789,84.69999694824219,77.0,80.0,1025324
2020-10-28,69.75,76.80000305175781,69.0,76.80000305175781,917303
2020-10-29,70.8499984741211,72.0,68.69999694824219,69.0,341754
2020-10-30,73.05000305175781,74.0,69.30000305175781,71.69999694824219,552983
2020-11-02,74.94999694824219,75.25,72.4000015258789,73.0,290005
2020-11-03,74.94999694824219,78.5999984741211,74.25,74.80000305175781,591156
2020-11-04,77.0,78.0,75.0999984741211,75.0999984741211,302717
2020-11-05,75.94999694824219,78.5,74.0,77.5,600860
2020-11-06,78.5999984741211,79.3499984741211,75.30000305175781,76.0,178199
2020-11-09,76.5,83.0,75.80000305175781,80.5,720315
2020-11-10,78.5999984741211,81.5999984741211,76.5,76.94999694824219,519813
2020-11-11,80.94999694824219,81.9000015258789,78.69999694824219,79.5,666683
2020-11-12,77.80000305175781,82.0999984741211,77.5999984741211,81.0,416132
2020-11-13,78.3499984741211,78.69999694824219,74.94999694824219,77.0,430493
2020-11-16,80.44999694824219,82.0,76.0,78.80000305175781,424466
2020-11-17,79.94999694824219,81.9000015258789,78.5,81.0,343014
2020-11-18,78.3499984741211,82.69999694824219,78.0999984741211,78.94999694824219,685237
2020-11-19,78.05000305175781,82.0,77.8499984741211,81.0999984741211,238064
2020-11-20,80.5999984741211,82.0,78.5999984741211,79.94999694824219,384068
2020-11-24,83.44999694824219,85.0,81.0,81.0,1260261
2020-11-25,83.0999984741211,85.0,82.80000305175781,83.5,632199
2020-11-26,83.19999694824219,85.0,81.5,83.0999984741211,106438
2020-11-27,82.9000015258789,84.44999694824219,81.0999984741211,83.5999984741211,365329
2020-11-30,84.6500015258789,84.80000305175781,82.9000015258789,83.4000015258789,648910
2020-12-01,84.0,85.4000015258789,83.0,84.5,668672
2020-12-02,82.5999984741211,85.6500015258789,82.44999694824219,83.0,364844
2020-12-03,83.75,84.5,82.69999694824219,83.9000015258789,648668
2020-12-04,82.44999694824219,84.94999694824219,81.5,84.5,838895
2020-12-09,76.30000305175781,81.5,75.05000305175781,81.5,360246
2020-12-10,81.0999984741211,81.30000305175781,77.0,77.0,1258838
2020-12-11,80.0,82.0999984741211,79.5,81.0,285530
2020-12-14,81.0,81.94999694824219,80.0,80.05000305175781,454119
2020-12-15,80.0,82.0,79.0,80.5,2114308
2020-12-16,80.5,82.0,78.0999984741211,80.0,1840968
2020-12-17,82.69999694824219,83.75,80.0,80.5,2485972
2020-12-18,81.4000015258789,84.0,80.30000305175781,83.0,1062540
2020-12-21,76.30000305175781,80.8499984741211,76.0,80.8499984741211,653355
2020-12-22,75.44999694824219,79.44999694824219,75.0,78.5,885559
2020-12-23,76.5999984741211,78.0,75.05000305175781,76.5,407771
2020-12-28,74.30000305175781,77.0,74.0,76.9000015258789,853375
2020-12-29,76.0999984741211,78.25,73.5999984741211,74.5,502848
2020-12-30,77.6500015258789,78.9000015258789,75.9000015258789,76.5999984741211,848731
2021-01-04,76.69999694824219,78.0999984741211,76.0,76.9000015258789,473031
2021-01-05,78.0,78.9000015258789,76.19999694824219,76.6500015258789,502810
2021-01-06,77.69999694824219,78.9000015258789,77.0,77.5999984741211,176296
2021-01-07,79.44999694824219,80.4000015258789,76.5999984741211,76.5999984741211,416890
2021-01-08,76.69999694824219,79.9000015258789,76.30000305175781,79.44999694824219,849666
2021-01-11,74.55000305175781,77.19999694824219,73.80000305175781,76.69999694824219,252198
2021-01-12,76.05000305175781,78.0,73.19999694824219,74.55000305175781,444600
2021-01-13,77.19999694824219,78.0,75.5,76.05000305175781,255399
2021-01-14,77.0999984741211,78.5,75.80000305175781,78.0,747835
2021-01-15,77.80000305175781,78.0999984741211,75.4000015258789,77.0999984741211,360319
2021-01-18,77.0999984741211,77.5,75.0999984741211,76.0999984741211,177096
2021-01-19,78.69999694824219,79.0,76.0999984741211,76.0999984741211,582168
2021-01-20,80.44999694824219,80.5,77.25,78.69999694824219,394481
2021-01-21,76.75,80.0999984741211,75.5,78.0999984741211,660941
2021-01-22,74.55000305175781,76.5,73.80000305175781,76.0,519682
2021-01-25,74.9000015258789,77.5,73.80000305175781,75.69999694824219,503369
2021-01-26,80.0999984741211,80.25,76.0,76.0,665359
2021-01-27,81.4000015258789,82.19999694824219,77.80000305175781,80.0999984741211,625007
2021-01-28,82.0999984741211,83.0,79.44999694824219,81.9000015258789,374994
2021-01-29,78.44999694824219,83.5,77.5,83.0,142306
2021-02-01,81.25,81.69999694824219,77.25,78.5,343314
2021-02-02,80.5999984741211,83.80000305175781,80.5,81.25,1117838
2021-02-03,80.0999984741211,82.6500015258789,79.0,80.0,630644
2021-02-04,83.6500015258789,83.75,78.4000015258789,79.0,226664
2021-02-05,84.19999694824219,85.05000305175781,83.0,83.0,322475
2021-02-08,84.80000305175781,85.19999694824219,83.5,84.4000015258789,262443
2021-02-09,85.5999984741211,85.9000015258789,83.69999694824219,84.5,510714
2021-02-10,83.9000015258789,86.0,83.19999694824219,86.0,416254
2021-02-11,83.1500015258789,85.5,82.5999984741211,84.30000305175781,158502
2021-02-12,84.55000305175781,85.25,82.0999984741211,82.0999984741211,466122
2021-02-17,88.25,88.44999694824219,85.5999984741211,86.0,949403
2021-02-18,85.6500015258789,90.0,83.9000015258789,89.0,368907
2021-02-19,85.25,86.80000305175781,84.0,86.0,648079
2021-02-22,83.0,85.0,81.69999694824219,85.0,513482
2021-02-23,81.1500015258789,84.5,78.69999694824219,84.5,185598
2021-02-24,82.19999694824219,83.44999694824219,81.0,81.0,357118
2021-02-25,78.0999984741211,84.0,73.9000015258789,82.0999984741211,424375
2021-02-26,78.0,82.44999694824219,77.69999694824219,78.30000305175781,291738
2021-03-01,79.9000015258789,80.9000015258789,78.0,78.0,350132
2021-03-02,79.44999694824219,82.69999694824219,78.6500015258789,80.0,454874
2021-03-03,79.9000015258789,81.0,77.5,79.5,518820
2021-03-04,82.0,83.9000015258789,78.0,78.0,618160
2021-03-05,82.05000305175781,82.80000305175781,77.0,81.80000305175781,346242
2021-03-08,80.8499984741211,83.0,80.19999694824219,82.0,368236
2021-03-09,82.05000305175781,82.5,80.19999694824219,80.5,421400
2021-03-10,82.4000015258789,82.9000015258789,80.80000305175781,82.0,670922
2021-03-11,84.0,84.30000305175781,82.5,82.5,392959
2021-03-12,86.30000305175781,87.25,82.0,82.0,602366
2021-03-15,87.80000305175781,89.0,86.69999694824219,86.80000305175781,627238
2021-03-16,87.5,89.44999694824219,86.80000305175781,87.05000305175781,568332
2021-03-17,88.44999694824219,88.5999984741211,86.0,87.0,312814
2021-03-18,87.5,88.94999694824219,86.5,88.44999694824219,501244
2021-03-19,87.80000305175781,88.8499984741211,86.05000305175781,87.0,358679
2021-03-22,88.5,89.0,86.69999694824219,87.0,390760
2021-03-23,86.75,88.94999694824219,86.30000305175781,88.0,368924
2021-03-25,84.0,87.30000305175781,82.0999984741211,85.19999694824219,392448
2021-03-26,81.3499984741211,84.5999984741211,80.69999694824219,84.0,465872
2021-03-29,85.19999694824219,86.0,79.0,80.0,375053
2021-03-30,86.5,86.75,84.5999984741211,85.1500015258789,141546
2021-03-31,86.0,88.0999984741211,85.1500015258789,86.5,571318
2021-04-05,87.9000015258789,88.75,85.0,85.0,294721
2021-04-06,90.4000015258789,90.55000305175781,87.0,87.9000015258789,486552
2021-04-07,88.5,91.3499984741211,88.19999694824219,91.3499984741211,335946
2021-04-08,87.5999984741211,89.5,87.0999984741211,89.5,223830
2021-04-09,87.0,88.69999694824219,86.80000305175781,87.0,227195
2021-04-12,88.55000305175781,89.0,86.19999694824219,87.0,408261
2021-04-13,85.9000015258789,88.55000305175781,85.5,87.5,344799
2021-04-14,84.8499984741211,87.0,84.5999984741211,85.5,250766
2021-04-15,84.94999694824219,86.44999694824219,84.44999694824219,84.8499984741211,256733
2021-04-16,87.69999694824219,88.1500015258789,84.69999694824219,85.0,605520
2021-04-19,88.80000305175781,89.5,86.0,86.0,313261
2021-04-20,87.30000305175781,89.30000305175781,86.5999984741211,88.9000015258789,611407
2021-04-21,87.1500015258789,88.1500015258789,86.0,86.94999694824219,835480
2021-04-22,86.19999694824219,88.19999694824219,86.0,87.1500015258789,216908
2021-04-23,84.30000305175781,88.0,84.05000305175781,86.19999694824219,296393
2021-04-26,83.05000305175781,84.30000305175781,82.30000305175781,84.0,301231
2021-04-27,82.94999694824219,84.25,82.3499984741211,83.0,490979
2021-04-28,85.75,85.8499984741211,83.9000015258789,83.9000015258789,449660
2021-04-29,86.69999694824219,87.1500015258789,83.8499984741211,85.4000015258789,393774
2021-04-30,84.0,86.44999694824219,83.0,86.44999694824219,276194
2021-05-03,84.5999984741211,87.9000015258789,83.1500015258789,84.0,1424964
2021-05-04,85.0,85.9000015258789,83.5,84.5999984741211,631921
2021-05-05,86.5,87.3499984741211,84.19999694824219,84.19999694824219,416482
2021-05-06,85.9000015258789,86.9000015258789,85.1500015258789,85.1500015258789,206008
2021-05-07,90.8499984741211,91.5,86.4000015258789,86.5,552798
2021-05-10,90.4000015258789,92.0,89.30000305175781,90.69999694824219,672391
2021-05-11,89.75,91.25,88.75,91.0,209404
2021-05-12,89.0,91.9000015258789,88.5,91.9000015258789,134079
2021-05-13,94.8499984741211,95.0,90.19999694824219,91.0,376527
2021-05-14,99.0,100.5,96.30000305175781,98.0999984741211,526664
2021-05-17,95.8499984741211,98.30000305175781,95.5,98.30000305175781,534679
2021-05-18,97.0,97.30000305175781,95.0,96.0,490104
2021-05-19,96.55000305175781,97.44999694824219,94.5,94.5,610145
2021-05-20,97.5,98.19999694824219,95.80000305175781,96.5,306059
2021-05-21,96.80000305175781,98.69999694824219,96.55000305175781,97.5,628733
2021-05-26,97.1500015258789,97.69999694824219,94.05000305175781,96.25,228032
2021-05-27,96.55000305175781,98.5,96.0,98.5,293973
2021-05-28,100.3499984741211,101.05000305175781,98.0,98.0,475032
2021-05-31,98.30000305175781,101.44999694824219,98.0,100.4000015258789,92627
2021-06-01,106.5999984741211,107.0,103.19999694824219,103.19999694824219,932967
2021-06-02,110.8499984741211,113.0,106.0,107.80000305175781,765303
2021-06-03,113.19999694824219,114.0,109.0999984741211,110.69999694824219,415441
2021-06-04,113.80000305175781,114.25,110.1500015258789,113.94999694824219,1096152
2021-06-07,117.05000305175781,120.0,115.25,116.1500015258789,747014
2021-06-08,116.1500015258789,118.55000305175781,114.05000305175781,118.55000305175781,229216
2021-06-09,115.44999694824219,118.0,115.0,116.0,1647336
2021-06-10,114.1500015258789,118.0,114.0,118.0,747479
2021-06-11,109.8499984741211,114.0,109.0,114.0,415474
2021-06-14,112.19999694824219,112.94999694824219,110.4000015258789,110.4000015258789,164550
2021-06-15,112.30000305175781,113.5,109.0,112.19999694824219,208289
2021-06-16,113.3499984741211,113.75,111.5,113.5999984741211,252150
2021-06-17,113.1500015258789,113.5,111.4000015258789,113.3499984741211,366614
2021-06-18,110.05000305175781,112.80000305175781,109.75,112.80000305175781,243696
2021-06-22,114.44999694824219,114.69999694824219,104.0999984741211,109.5,377692
2021-06-23,111.05000305175781,114.8499984741211,110.19999694824219,114.8499984741211,390271
2021-06-24,109.80000305175781,112.3499984741211,109.19999694824219,111.4000015258789,531949
2021-06-25,104.3499984741211,106.69999694824219,103.25,105.0,990096
2021-06-28,102.55000305175781,105.55000305175781,102.0999984741211,104.19999694824219,627573
2021-06-29,100.9000015258789,104.0,100.0999984741211,102.8499984741211,424007
2021-06-30,102.44999694824219,104.0,100.5,101.25,506660
2021-07-01,102.0999984741211,104.05000305175781,101.8499984741211,102.9000015258789,145205
2021-07-02,104.5999984741211,105.4000015258789,101.1500015258789,102.55000305175781,1617436
2021-07-05,107.8499984741211,108.1500015258789,104.5999984741211,104.5999984741211,155824
2021-07-06,105.0,109.44999694824219,104.19999694824219,109.0,183004
2021-07-07,107.9000015258789,108.44999694824219,105.0,105.0,414712
2021-07-08,108.75,109.30000305175781,105.0,106.0,257368
2021-07-12,112.80000305175781,113.19999694824219,108.0,108.0,295193
2021-07-13,113.1500015258789,114.0,111.0,113.19999694824219,312084
2021-07-14,108.6500015258789,113.80000305175781,108.0,113.19999694824219,276443
2021-07-15,107.5999984741211,109.94999694824219,106.75,109.94999694824219,335905
2021-07-16,110.25,110.69999694824219,107.8499984741211,108.8499984741211,222895
2021-07-19,109.0999984741211,110.80000305175781,104.80000305175781,106.4000015258789,195833
2021-07-20,114.94999694824219,115.19999694824219,108.9000015258789,110.94999694824219,470250
2021-07-21,116.0,118.0,115.05000305175781,115.05000305175781,542688
2021-07-22,118.69999694824219,118.94999694824219,114.5,117.0,302815
2021-07-23,116.0,119.0,115.5,118.0,337802
2021-07-26,117.30000305175781,118.0999984741211,116.19999694824219,117.5,126552
2021-07-27,119.5999984741211,119.94999694824219,116.19999694824219,117.30000305175781,181811
2021-07-28,119.5,119.94999694824219,118.9000015258789,119.9000015258789,280168
2021-07-29,119.94999694824219,120.9000015258789,119.05000305175781,119.9000015258789,252507
2021-07-30,113.75,120.30000305175781,112.5,120.30000305175781,554177
2021-08-02,111.8499984741211,114.0,110.55000305175781,114.0,540042
2021-08-03,111.44999694824219,113.94999694824219,110.0,113.94999694824219,359285
2021-08-04,109.6500015258789,113.5999984741211,108.5999984741211,113.5999984741211,417777
2021-08-05,110.0,111.5,109.05000305175781,109.6500015258789,483803
2021-08-06,111.0,112.0,109.8499984741211,111.94999694824219,387062
2021-08-09,109.80000305175781,111.94999694824219,108.9000015258789,111.94999694824219,140452
2021-08-10,112.55000305175781,113.0,109.5,109.80000305175781,518268
2021-08-11,111.9000015258789,112.75,110.0999984741211,112.55000305175781,653362
2021-08-12,113.44999694824219,114.0,111.0,112.0,347555
2021-08-13,117.1500015258789,117.8499984741211,113.5,113.5,669516
2021-08-17,112.5999984741211,115.0,111.0,114.94999694824219,219688
2021-08-18,109.6500015258789,112.55000305175781,109.4000015258789,112.55000305175781,206976
2021-08-19,109.94999694824219,110.69999694824219,107.25,108.9000015258789,294544
2021-08-20,111.55000305175781,113.0,110.0,110.19999694824219,283731
2021-08-23,112.9000015258789,114.44999694824219,111.25,114.44999694824219,263498
2021-08-24,120.19999694824219,120.5,113.55000305175781,113.55000305175781,856876
2021-08-25,120.69999694824219,122.0,119.1500015258789,120.19999694824219,383826
2021-08-26,118.9000015258789,121.5999984741211,118.5,120.5999984741211,477463
2021-08-27,124.1500015258789,126.0,121.0999984741211,122.75,1530290
2021-08-30,131.0,131.60000610351562,125.0,125.0,1304709
2021-08-31,129.8000030517578,133.0,128.0,131.60000610351562,888826
2021-09-01,123.44999694824219,132.85000610351562,122.55000305175781,132.0,685809
2021-09-02,123.05000305175781,127.0,121.0999984741211,125.3499984741211,260859
2021-09-03,119.69999694824219,124.75,118.0,123.05000305175781,433625
2021-09-06,122.94999694824219,123.75,117.0,119.5999984741211,240840
2021-09-07,130.85000610351562,132.0,124.0,124.30000305175781,1113974
2021-09-08,124.5999984741211,130.6999969482422,123.0999984741211,130.0,9304301
2021-09-09,122.94999694824219,127.0,121.25,126.0,521111
2021-09-10,120.44999694824219,124.94999694824219,119.5,123.5,712166
2021-09-13,132.5500030517578,135.0,130.5500030517578,132.0,1856302
2021-09-14,129.25,133.0,126.25,133.0,641990
2021-09-15,128.4499969482422,130.0,124.0,129.0,519030
2021-09-16,132.6999969482422,133.8000030517578,124.69999694824219,126.94999694824219,400639
2021-09-17,129.1999969482422,134.0,128.5,134.0,514365
2021-09-20,120.5999984741211,125.5999984741211,120.05000305175781,125.5999984741211,427083
2021-09-21,124.80000305175781,127.75,120.5999984741211,120.5999984741211,425879
2021-09-22,128.85000610351562,129.10000610351562,124.55000305175781,128.0500030517578,306142
2021-09-23,127.9000015258789,130.5,126.75,128.9499969482422,264924
2021-09-24,126.9000015258789,128.8000030517578,125.0999984741211,128.8000030517578,80620
2021-09-27,128.39999389648438,129.0,126.0,127.19999694824219,457993
2021-09-28,129.5,131.0,125.25,128.0,259673
2021-09-29,136.0500030517578,137.0,131.10000610351562,131.10000610351562,494559
2021-09-30,135.5,138.75,135.0,137.75,300199
2021-10-01,134.5500030517578,136.9499969482422,133.5,135.0500030517578,103226
2021-10-04,137.64999389648438,141.39999389648438,136.85000610351562,136.85000610351562,565066
2021-10-05,139.35000610351562,140.5500030517578,139.10000610351562,139.10000610351562,353710
2021-10-06,135.0,139.9499969482422,134.35000610351562,139.35000610351562,1050457
2021-10-07,139.0,140.0,135.0500030517578,135.5,345110
2021-10-12,149.64999389648438,153.0,145.9499969482422,145.9499969482422,833314
2021-10-13,151.14999389648438,151.5,148.0,150.0,490559
2021-10-14,152.75,155.1999969482422,152.5,152.5,789579
2021-10-15,152.5,154.14999389648438,149.75,154.14999389648438,483012
2021-10-18,153.1999969482422,156.85000610351562,151.0500030517578,152.4499969482422,573933
2021-10-19,160.35000610351562,161.0,151.5500030517578,155.0,503093
2021-10-20,163.4499969482422,164.6999969482422,160.0,160.35000610351562,1035728
2021-10-21,164.0,164.14999389648438,157.0500030517578,163.0,856030
2021-10-22,162.5,164.0,158.3000030517578,161.9499969482422,542719
2021-10-25,163.75,169.25,162.5,163.0,882129
2021-10-26,162.60000610351562,164.0,160.0,164.0,702442
2021-10-27,155.0,162.64999389648438,151.0,162.60000610351562,732789
2021-10-28,156.5,158.35000610351562,153.0,154.4499969482422,304849
2021-10-29,152.14999389648438,156.1999969482422,150.5,155.60000610351562,676339
2021-11-01,156.0,157.64999389648438,152.0,154.5,400587
2021-11-02,156.4499969482422,158.0,152.9499969482422,155.0,697532
2021-11-03,158.85000610351562,161.0,155.9499969482422,157.0,460327
2021-11-04,153.64999389648438,158.9499969482422,152.35000610351562,158.9499969482422,614447
2021-11-05,158.9499969482422,159.5,153.0,157.64999389648438,2461049
2021-11-08,164.8000030517578,165.3000030517578,160.0,161.0,1236870
