Price,('Close', 'TRAN.BA'),('High', 'TRAN.BA'),('Low', 'TRAN.BA'),('Open', 'TRAN.BA'),('Volume', 'TRAN.BA')
Ticker,TRAN.BA,TRAN.BA,TRAN.BA,TRAN.BA,TRAN.BA
Date,,,,,
2022-09-12,95.5999984741211,95.80000305175781,92.19999694824219,95.0,343106
2022-09-13,92.69999694824219,96.9000015258789,92.0,96.9000015258789,152543
2022-09-14,96.0,96.80000305175781,92.9000015258789,92.9000015258789,236857
2022-09-15,97.0,99.5,94.0,97.0,435659
2022-09-16,102.5,103.5,96.0,96.0,507496
2022-09-19,101.5,104.75,100.5,104.75,211978
2022-09-20,101.0,102.0,98.5,101.0,166813
2022-09-21,99.69999694824219,102.0,97.5,97.5,149797
2022-09-22,99.69999694824219,101.25,97.5,99.69999694824219,105339
2022-09-23,94.0999984741211,99.0,94.0,98.80000305175781,169570
2022-09-26,89.30000305175781,95.9000015258789,88.0,94.0,222993
2022-09-27,86.80000305175781,92.80000305175781,83.0,89.5999984741211,178254
2022-09-28,91.30000305175781,93.0,86.80000305175781,86.80000305175781,92882
2022-09-29,92.9000015258789,94.69999694824219,86.30000305175781,91.0,178531
2022-09-30,92.0,95.19999694824219,91.19999694824219,94.5,107400
2022-10-03,92.80000305175781,96.19999694824219,91.69999694824219,93.0,251077
2022-10-04,93.80000305175781,94.9000015258789,91.5,92.0,87178
2022-10-05,92.19999694824219,94.9000015258789,91.80000305175781,93.0,312813
2022-10-06,91.30000305175781,94.4000015258789,91.0,94.4000015258789,219462
2022-10-11,86.5,93.19999694824219,86.5,91.30000305175781,126562
2022-10-12,85.5999984741211,89.80000305175781,85.0,86.4000015258789,296162
2022-10-13,90.0,90.0,84.69999694824219,84.69999694824219,448184
2022-10-14,88.4000015258789,92.0,87.0,91.0,34918
2022-10-17,87.5999984741211,91.9000015258789,87.0999984741211,91.9000015258789,210925
2022-10-18,87.80000305175781,89.30000305175781,84.0,87.19999694824219,155106
2022-10-19,85.5,88.19999694824219,85.0,85.19999694824219,209518
2022-10-20,84.0,87.4000015258789,83.0,86.0,59098
2022-10-21,85.9000015258789,86.69999694824219,83.30000305175781,83.9000015258789,112536
2022-10-24,87.80000305175781,87.9000015258789,84.19999694824219,85.0,243660
2022-10-25,94.5,95.80000305175781,86.0999984741211,87.80000305175781,431877
2022-10-26,93.9000015258789,98.5,92.0,95.0,627029
