Price,('Close', 'HAVA.BA'),('High', 'HAVA.BA'),('Low', 'HAVA.BA'),('Open', 'HAVA.BA'),('Volume', 'HAVA.BA')
Ticker,HAVA.BA,HAVA.BA,HAVA.BA,HAVA.BA,HAVA.BA
Date,,,,,
2020-07-14,129.1179656982422,129.1179656982422,129.1179656982422,129.1179656982422,544
2020-07-15,133.5703125,133.5703125,130.89890625,133.5703125,8475
2020-07-16,131.78939819335938,132.67986710007128,131.78939819335938,132.67986710007128,204
2020-07-17,135.35125732421875,135.35125732421875,129.11797573691922,129.11797573691922,790
2020-07-20,138.02264404296875,138.02264404296875,129.11795733051915,129.11795733051915,401
2020-07-21,133.5703125,142.475,129.11796875000002,142.475,275
2020-07-22,138.02264404296875,138.02264404296875,129.11795733051915,133.57030068674393,2126
2020-07-23,142.47500610351562,142.47500610351562,138.02266216278076,138.02266216278076,5419
2020-07-24,142.92025756835938,142.92025756835938,142.47502312110592,142.92025756835938,34
2020-07-27,142.47500610351562,142.47500610351562,138.02266216278076,138.02266216278076,742
2020-07-28,142.47500610351562,142.47500610351562,141.58453731536864,142.47500610351562,230
2020-07-29,142.47500610351562,142.47500610351562,138.02266216278076,138.02266216278076,111
2020-07-30,141.36190795898438,141.36190795898438,139.58097053587906,139.58097053587906,8
2020-07-31,145.1464080810547,145.1464080810547,145.1464080810547,145.1464080810547,136
2020-08-03,146.03688049316406,146.92734927665896,146.03688049316406,146.92734927665896,177
2020-08-04,151.37969970703125,151.37969970703125,151.37969970703125,151.37969970703125,222
2020-08-05,142.47500610351562,151.37969398498535,142.47500610351562,151.37969398498535,928
2020-08-06,142.47500610351562,145.14641246795654,142.47500610351562,145.14641246795654,559
2020-08-07,139.8035888671875,141.13929194553643,139.8035888671875,141.13929194553643,10327
2020-08-10,142.02975463867188,142.47498897923197,142.02975463867188,142.47498897923197,86
2020-08-11,141.58453369140625,142.02976807408362,141.58453369140625,142.02976807408362,643
2020-08-12,141.13931274414062,141.13931274414062,141.13931274414062,141.13931274414062,1229
2020-08-13,141.13931274414062,141.13931274414062,141.13931274414062,141.13931274414062,269
2020-08-14,138.02264404296875,139.3583470498362,138.02264404296875,139.3583470498362,121
2020-08-18,133.5703125,133.5703125,133.5703125,133.5703125,173
2020-08-19,132.67987060546875,133.5703395357068,132.67987060546875,133.5703395357068,387
2020-08-20,126.4465560913086,130.89889961565044,126.4465560913086,130.89889961565044,652
2020-08-21,126.4465560913086,127.33702479617696,126.4465560913086,127.33702479617696,851
2020-08-24,123.77516174316406,123.77516174316408,123.32992734840448,123.32992734840448,334
2020-08-25,123.77516174316406,123.77516174316408,123.32992734840448,123.32992734840448,854
2020-08-26,124.66561126708984,124.66561126708984,123.77514261518205,124.66561126708984,166
2020-08-27,124.66561126708984,124.66561126708984,120.21326800755092,120.21326800755092,207
2020-08-28,133.5703125,133.5703125,133.5703125,133.5703125,150
2020-08-31,133.5703125,133.5703125,133.5703125,133.5703125,200
2020-09-01,133.5703125,133.5703125,133.5703125,133.5703125,105
2020-09-02,138.02264404296875,138.02264404296875,133.57030068674393,133.57030068674393,289
2020-09-03,140.69407653808594,140.69407653808594,140.69407653808594,140.69407653808594,58
2020-09-04,140.69407653808594,140.69407653808594,140.69407653808594,140.69407653808594,206
2020-09-07,140.69407653808594,140.69407653808594,140.69407653808594,140.69407653808594,164
2020-09-08,139.8035888671875,140.69405758608679,139.8035888671875,140.69405758608679,13
2020-09-09,135.79647827148438,138.02265004642675,135.79647827148438,138.02265004642675,141
2020-09-10,126.89179229736328,131.34413588674445,126.8917922973633,131.34413588674445,678
2020-09-11,129.1179656982422,129.1179656982422,126.8917938758587,126.8917938758587,146
2020-09-14,124.66561126708984,129.11795452662875,124.66561126708984,129.11795452662875,205
2020-09-15,124.66561126708984,124.66561126708984,124.66561126708984,124.66561126708984,230
2020-09-16,122.88470458984375,122.88470458984375,120.2132979683254,120.2132979683254,160
2020-09-17,120.21328735351562,120.21328735351562,120.21328735351562,120.21328735351562,190
2020-09-18,121.10374450683594,121.10374450683594,120.21327579722684,120.21327579722684,408
2020-09-21,123.77516174316406,123.77516174316408,123.77516174316408,123.77516174316408,481
2020-09-22,123.77516174316406,123.77516174316408,120.2132865850874,120.2132865850874,134
2020-09-23,126.89179229736328,126.8917922973633,115.76093332391036,115.76093332391036,378
2020-09-24,135.35125732421875,135.35125732421875,126.44656934236227,126.44656934236227,158
2020-09-25,136.24172973632812,137.13219855813418,136.24172973632812,137.13219855813418,4
2020-09-28,135.35125732421875,136.2417261224044,130.00844453510487,136.2417261224044,56
2020-09-29,132.67987060546875,134.46080846594484,132.67987060546875,134.46080846594484,229
2020-09-30,129.1179656982422,129.1179656982422,129.1179656982422,129.1179656982422,827
2020-10-01,127.38658905029297,127.38658905029297,127.38658905029297,127.38658905029297,604
2020-10-02,128.27740478515625,128.27740478515625,128.27740478515625,128.27740478515625,2122
2020-10-05,127.38658905029297,128.27740435833698,127.38658905029297,128.27740435833698,131
2020-10-06,124.7141342163086,125.6049494607108,124.7141342163086,125.6049494607108,340
2020-10-07,121.15087890625,122.93250947840073,121.15087890625,122.93250947840073,303
2020-10-08,120.26007080078125,121.1508861400463,120.26007080078125,121.1508861400463,1176
2020-10-09,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,900
2020-10-13,120.26007080078125,120.26007080078125,119.3692554615162,120.26007080078125,1495
2020-10-14,119.3692626953125,120.2600780885611,119.3692626953125,120.2600780885611,467
2020-10-15,120.03736877441406,120.03736877441406,119.81466493624261,119.81466493624261,1542
2020-10-16,120.26007080078125,120.26007080078125,118.47844012225116,118.47844012225116,1644
2020-10-19,115.80599975585938,119.81466897817758,115.80599975585938,115.80599975585938,5226
2020-10-20,115.80599975585938,119.3692612868089,115.80599975585938,115.80599975585938,1161
2020-10-21,115.80599975585938,115.80599975585938,114.915184373122,114.915184373122,599
2020-10-22,123.82333374023438,123.82333374023438,116.69681093504103,116.69681093504103,1493
2020-10-23,121.15087890625,123.8233247644761,121.15087890625,123.8233247644761,307
2020-10-26,121.15087890625,121.15087890625,115.80598718979779,115.80598718979779,173
2020-10-27,121.15087890625,121.15087890625,118.70113686954274,121.15087890625,52
2020-10-28,115.80599975585938,115.80599975585938,115.80599975585938,115.80599975585938,60
2020-10-29,123.82333374023438,123.82333374023438,113.13354953244436,113.13354953244436,13
2020-10-30,121.15087890625,121.15087890625,118.03302540498622,118.03302540498622,30
2020-11-02,121.15087890625,121.15087890625,116.69680247587316,116.69680247587316,261
2020-11-03,123.82333374023438,123.82333374023438,114.02436488309353,114.02436488309353,324
2020-11-04,123.82333374023438,123.82333374023438,123.82333374023438,123.82333374023438,1430
2020-11-05,122.04169464111328,122.93250993046448,122.04169464111328,122.93250993046448,113
2020-11-06,120.26007080078125,122.04170147931134,120.26007080078125,122.04170147931134,101
2020-11-09,124.26873016357422,124.26873016357422,120.2600614486202,120.2600614486202,269
2020-11-10,121.15087890625,121.15087890625,121.15087890625,121.15087890625,1530
2020-11-11,122.93253326416016,123.8233487225961,122.93253326416016,123.8233487225961,1140
2020-11-12,123.82333374023438,123.82333374023438,122.93251838958521,122.93251838958521,240
2020-11-13,122.93253326416016,122.93253326416016,122.0417178057242,122.0417178057242,500
2020-11-16,122.93253326416016,124.71416418103203,122.93253326416016,124.71416418103203,78
2020-11-17,120.26007080078125,120.26007080078125,119.3692554615162,120.26007080078125,204
2020-11-18,122.93253326416016,122.93253326416016,120.26008688885233,120.26008688885233,419
2020-11-19,122.04169464111328,122.93250993046448,120.26006406241089,120.26006406241089,187
2020-11-20,122.93253326416016,122.93253326416016,121.15090234728827,121.15090234728827,10
2020-11-24,121.15087890625,121.15087890625,120.26006362017463,120.26006362017463,83
2020-11-25,121.15087890625,121.15087890625,119.36924833409927,119.36924833409927,644
2020-11-26,118.03303527832031,118.03303527832031,118.03303527832031,118.03303527832031,1185
2020-11-27,118.47843933105469,118.47843933105469,116.69680866442229,118.47843933105469,258
2020-11-30,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,729
2020-12-01,120.26007080078125,120.26007080078125,118.03303245261864,118.03303245261864,543
2020-12-02,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,1013
2020-12-03,120.26007080078125,121.1508861400463,120.26007080078125,121.1508861400463,2769
2020-12-04,120.70547485351562,120.70547485351562,120.26006719722959,120.26006719722959,517
2020-12-09,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,72
2020-12-10,116.25140380859375,116.25140380859375,115.80599613116618,115.80599613116618,658
2020-12-11,121.59629821777344,122.04170590355282,115.36059061686198,115.36059061686198,313
2020-12-14,120.03736877441406,121.59629564161425,120.03736877441406,121.59629564161425,10
2020-12-15,114.91517639160156,114.91517639160156,114.91517639160156,114.91517639160156,2318
2020-12-16,117.14221954345703,117.14221954345703,114.91518114909474,114.91518114909474,1868
2020-12-17,119.3692626953125,119.3692626953125,117.142224212191,117.142224212191,1360
2020-12-18,115.80599975585938,115.80599975585938,113.13355360764723,113.13355360764723,1891
2020-12-21,120.26007080078125,120.26007080078125,115.80599410445602,115.80599410445602,397
2020-12-22,119.3692626953125,119.3692626953125,119.3692626953125,119.3692626953125,13
2020-12-23,115.80599975585938,115.80599975585938,111.35192284217247,111.35192284217247,239
2020-12-28,115.80599975585938,116.69681513859676,115.80599975585938,116.69681513859676,127
2020-12-29,117.58763122558594,118.47844661365856,117.58763122558594,118.47844661365856,6
2020-12-30,115.80599975585938,115.80599975585938,115.80599975585938,115.80599975585938,46
2021-01-04,114.02436065673828,114.02436065673828,114.02436065673828,114.02436065673828,1544
2021-01-05,118.47843933105469,118.47843933105469,118.47843933105469,118.47843933105469,20
2021-01-06,114.02436065673828,117.58762192726135,114.02436065673828,117.58762192726135,54
2021-01-07,115.80599975585938,115.80599975585938,114.02436899038462,114.02436899038462,45
2021-01-08,115.80599975585938,115.80599975585938,115.80599975585938,115.80599975585938,92
2021-01-11,114.91517639160156,114.91517639160156,111.35191510814104,111.35191510814104,839
2021-01-12,115.80599975585938,115.80599975585938,115.80599975585938,115.80599975585938,988
2021-01-13,115.80599975585938,115.80599975585938,113.13355360764723,115.80599975585938,1690
2021-01-14,120.70547485351562,120.70547485351562,115.80599063436924,115.80599063436924,611
2021-01-15,122.04169464111328,122.04169464111328,122.04169464111328,122.04169464111328,480
2021-01-18,123.82333374023438,123.82333374023438,123.82333374023438,123.82333374023438,83
2021-01-19,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,506
2021-01-20,120.26007080078125,120.26007080078125,114.46977109555846,120.26007080078125,411
2021-01-21,120.26007080078125,120.26007080078125,115.80599410445602,115.80599410445602,158
2021-01-22,122.04169464111328,123.82332521981566,122.04169464111328,123.82332521981566,161
2021-01-25,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,50
2021-01-26,115.80599975585938,120.26007666954628,115.80599975585938,120.26007666954628,2
2021-01-27,124.7141342163086,124.7141342163086,115.80598177228656,115.80598177228656,258
2021-01-28,123.82333374023438,123.82333374023438,120.26007233763771,120.26007233763771,3109
2021-01-29,124.7141342163086,124.7141342163086,123.82331897190639,124.7141342163086,903
2021-02-01,127.38658905029297,127.38658905029297,127.38658905029297,127.38658905029297,949
2021-02-02,130.0590362548828,130.0590362548828,128.27740562125427,128.27740562125427,280
2021-02-03,131.84068298339844,131.84068298339844,130.05905213227143,131.84068298339844,436
2021-02-04,133.62229919433594,133.62229919433594,130.94985321044922,130.94985321044922,249
2021-02-05,133.62229919433594,133.62229919433594,132.7314838663737,133.62229919433594,1682
2021-02-08,133.62229919433594,136.29474517822266,133.62229919433594,133.62229919433594,583
2021-02-09,136.2947540283203,136.2947540283203,136.2947540283203,136.2947540283203,103
2021-02-10,133.62229919433594,138.07637583414714,133.62229919433594,136.29474517822266,296
2021-02-11,141.6396484375,141.6396484375,133.62230984669813,133.62230984669813,780
2021-02-12,133.62229919433594,140.74882181803386,133.62229919433594,140.74882181803386,101
2021-02-17,131.84068298339844,133.62231383452544,131.84068298339844,133.62231383452544,73
2021-02-18,124.7141342163086,130.05902568272182,124.7141342163086,130.05902568272182,859
2021-02-19,133.62229919433594,133.62229919433594,133.62229919433594,133.62229919433594,43
2021-02-22,137.18556213378906,137.18556213378906,133.62230077966467,133.62230077966467,116
2021-02-23,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,56
2021-02-24,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,37
2021-02-25,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,79
2021-02-26,139.85800170898438,139.85800170898438,137.185555816456,137.185555816456,371
2021-03-01,138.96719360351562,138.96719360351562,138.07637825990335,138.07637825990335,186
2021-03-02,136.2947540283203,140.7488309573504,136.2947540283203,140.7488309573504,233
2021-03-03,136.2947540283203,136.2947540283203,136.2947540283203,136.2947540283203,33
2021-03-04,133.62229919433594,133.62229919433594,133.62229919433594,133.62229919433594,255
2021-03-05,140.7488250732422,140.7488250732422,135.84934065613564,135.84934065613564,203
2021-03-08,138.96719360351562,140.74882429074017,138.96719360351562,140.74882429074017,39
2021-03-09,132.73150634765625,132.73150634765625,132.73150634765625,132.73150634765625,100
2021-03-10,129.16822814941406,129.16822814941406,129.16822814941406,129.16822814941406,120
2021-03-11,125.15956115722656,125.15956115722656,124.71415346627558,124.71415346627558,175
2021-03-12,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,286
2021-03-15,120.26007080078125,120.70547847041378,120.26007080078125,120.70547847041378,660
2021-03-16,124.7141342163086,124.7141342163086,124.7141342163086,124.7141342163086,210
2021-03-17,120.26007080078125,123.60062832302518,120.26007080078125,123.60062832302518,118
2021-03-18,115.80599975585938,115.80599975585938,115.80599975585938,115.80599975585938,491
2021-03-19,115.80599975585938,119.3692612868089,115.80599975585938,115.80599975585938,955
2021-03-22,120.26007080078125,120.26007080078125,117.81032861780237,120.26007080078125,305
2021-03-23,120.26007080078125,120.26007080078125,120.26007080078125,120.26007080078125,142
2021-03-25,129.16822814941406,129.16822814941406,120.26007448393723,120.26007448393723,130
2021-03-26,124.7141342163086,124.7141342163086,124.7141342163086,124.7141342163086,166
2021-03-29,129.16822814941406,129.16822814941406,129.16822814941406,129.16822814941406,254
2021-03-30,128.27740478515625,128.27740478515625,124.71414354112413,124.71414354112413,31
2021-03-31,128.27740478515625,128.27740478515625,128.27740478515625,128.27740478515625,105
2021-04-05,124.7141342163086,133.62228666033064,124.7141342163086,133.62228666033064,39
2021-04-06,122.93253326416016,122.93253326416016,121.15090234728827,121.15090234728827,530
2021-04-07,129.16822814941406,129.16822814941406,120.26007448393723,120.26007448393723,159
2021-04-08,124.7141342163086,124.7141342163086,122.93250372750418,122.93250372750418,208
2021-04-09,122.93253326416016,122.93253326416016,122.93253326416016,122.93253326416016,136
2021-04-12,122.93253326416016,122.93253326416016,115.80600959667261,122.93253326416016,78
2021-04-13,119.3692626953125,119.3692626953125,119.3692626953125,119.3692626953125,13
2021-04-14,119.81466674804688,119.81466674804688,119.36925906496865,119.36925906496865,25
2021-04-15,128.27740478515625,128.27740478515625,116.25139808654785,116.25139808654785,89
2021-04-16,127.83200073242188,128.2774084004791,127.83200073242188,128.2774084004791,51
2021-04-19,122.04169464111328,122.04169464111328,122.04169464111328,122.04169464111328,194
2021-04-20,123.82333374023438,123.82333374023438,115.80599558439187,115.80599558439187,58
2021-04-21,129.16822814941406,129.16822814941406,123.82333595012797,123.82333595012797,233
2021-04-22,133.62229919433594,133.62229919433594,129.16822255452473,129.16822255452473,265
2021-04-23,129.16822814941406,133.62230498215249,129.16822814941406,133.62230498215249,18
2021-04-26,131.84068298339844,131.84068298339844,131.84068298339844,131.84068298339844,50
2021-04-27,130.94985961914062,130.94985961914062,130.94985961914062,130.94985961914062,46
2021-04-28,128.27740478515625,129.16822009616428,128.27740478515625,129.16822009616428,6
2021-04-29,120.26007080078125,124.71414749710648,120.26007080078125,124.71414749710648,382
2021-04-30,122.93253326416016,129.16824147321176,122.93253326416016,129.16824147321176,119
2021-05-03,122.93253326416016,122.93253326416016,122.93253326416016,122.93253326416016,1051
2021-05-04,124.7141342163086,124.7141342163086,122.93250372750418,122.93250372750418,744
2021-05-05,124.7141342163086,124.7141342163086,124.7141342163086,124.7141342163086,130
2021-05-06,124.7141342163086,124.7141342163086,124.7141342163086,124.7141342163086,44
2021-05-07,128.27740478515625,129.16822009616428,128.27740478515625,129.16822009616428,1548
2021-05-10,130.94985961914062,130.94985961914062,130.94985961914062,130.94985961914062,883
2021-05-11,131.84068298339844,131.84068298339844,131.84068298339844,131.84068298339844,672
2021-05-12,131.84068298339844,131.84068298339844,131.84068298339844,131.84068298339844,1046
2021-05-13,133.62229919433594,133.62229919433594,127.38659189860026,127.38659189860026,729
2021-05-14,133.62229919433594,133.62229919433594,133.62229919433594,133.62229919433594,953
2021-05-17,146.98451232910156,146.98451232910156,133.62228393554688,133.62228393554688,446
2021-05-18,137.18556213378906,138.07637747232016,137.18556213378906,138.07637747232016,35
2021-05-19,139.63531494140625,142.53046501196172,139.63531494140625,142.53046501196172,131
2021-05-20,142.5304412841797,146.09370231628418,142.5304412841797,146.09370231628418,277
2021-05-21,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,121
2021-05-26,141.6396484375,146.98454083136792,141.6396484375,146.98454083136792,31
2021-05-27,138.0763702392578,140.74881611485637,138.0763702392578,140.74881611485637,973
2021-05-28,138.0763702392578,138.0763702392578,138.0763702392578,138.0763702392578,74
2021-05-31,133.62229919433594,133.62229919433594,133.62229919433594,133.62229919433594,93
2021-06-01,133.62229919433594,133.62229919433594,129.16822255452473,133.62229919433594,166
2021-06-02,133.62229919433594,133.62229919433594,133.62229919433594,133.62229919433594,211
2021-06-03,142.5304412841797,142.5304412841797,133.62228870391846,133.62228870391846,94
2021-06-04,135.4039306640625,135.4039306640625,135.4039306640625,135.4039306640625,1022
2021-06-07,137.4082489013672,137.6309527083386,135.4039146386244,135.4039146386244,527
2021-06-08,136.2947540283203,136.2947540283203,136.2947540283203,136.2947540283203,149
2021-06-09,134.0677032470703,139.8580027228574,134.0677032470703,139.8580027228574,560
2021-06-10,138.0763702392578,146.09370786605342,138.0763702392578,142.53044669858872,358
2021-06-11,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,94
2021-06-14,144.3120880126953,146.7618302474787,144.3120880126953,146.7618302474787,291
2021-06-15,144.3120880126953,144.3120880126953,144.3120880126953,144.3120880126953,45
2021-06-16,142.5304412841797,144.31207180023193,142.5304412841797,144.31207180023193,51
2021-06-17,133.62229919433594,138.07637583414714,133.62229919433594,138.07637583414714,245
2021-06-18,133.3995819091797,136.2947314330851,133.3995819091797,136.2947314330851,912
2021-06-22,144.3120880126953,144.3120880126953,132.73148835735557,132.73148835735557,66
2021-06-23,133.62229919433594,144.3120831298828,133.62229919433594,144.3120831298828,863
2021-06-24,133.62229919433594,138.07637583414714,133.62229919433594,135.40392985026043,19
2021-06-25,129.16822814941406,129.16822814941406,124.71415131667565,129.16822814941406,536
2021-06-28,129.16822814941406,129.16822814941406,129.16822814941406,129.16822814941406,4
2021-06-29,129.16822814941406,129.16822814941406,129.16822814941406,129.16822814941406,707
2021-06-30,138.0763702392578,138.0763702392578,138.0763702392578,138.0763702392578,10
2021-07-01,146.98451232910156,146.98451232910156,138.07636006673178,138.07636006673178,286
2021-07-02,142.5304412841797,146.9845175743103,142.5304412841797,146.9845175743103,133
2021-07-05,141.6396484375,142.530463836478,141.6396484375,142.530463836478,135
2021-07-06,142.5304412841797,146.09370231628418,142.5304412841797,146.09370231628418,993
2021-07-07,142.5304412841797,142.5304412841797,135.84932684898376,135.84932684898376,1247
2021-07-08,141.6396484375,141.6396484375,141.6396484375,141.6396484375,1604
2021-07-12,141.6396484375,141.6396484375,141.6396484375,141.6396484375,100
2021-07-13,145.20289611816406,145.20289611816406,142.53045017733896,142.53045017733896,207
2021-07-14,144.5347900390625,144.5347900390625,144.5347900390625,144.5347900390625,177
2021-07-15,139.85800170898438,144.534782020909,139.41259406022965,144.534782020909,252
2021-07-16,139.85800170898438,139.85800170898438,139.85800170898438,139.85800170898438,537
2021-07-19,142.5304412841797,142.5304412841797,139.85799551010132,139.85799551010132,15
2021-07-20,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,356
2021-07-21,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,1000
2021-07-22,146.09371948242188,146.09371948242188,142.5304580316311,142.5304580316311,118
2021-07-23,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,176
2021-07-26,146.98451232910156,146.98451232910156,138.07636006673178,142.53043619791666,43
2021-07-27,146.98451232910156,146.98451232910156,146.98451232910156,146.98451232910156,68
2021-07-28,146.98451232910156,150.5477732340495,146.98451232910156,150.5477732340495,11
2021-07-29,151.43861389160156,151.43861389160156,151.43861389160156,151.43861389160156,6
2021-07-30,151.43861389160156,151.43861389160156,151.43861389160156,151.43861389160156,33
2021-08-02,146.98451232910156,151.43858846028647,146.98451232910156,151.43858846028647,30
2021-08-03,146.98451232910156,146.98451232910156,146.98451232910156,146.98451232910156,65
2021-08-04,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,117
2021-08-05,142.5304412841797,142.5304412841797,141.63962602615356,142.5304412841797,665
2021-08-06,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,5
2021-08-09,146.98451232910156,151.43858846028647,146.98451232910156,151.43858846028647,236
2021-08-10,146.98451232910156,146.98451232910156,146.98451232910156,146.98451232910156,346
2021-08-11,144.3120880126953,144.3120880126953,142.5304572964892,142.5304572964892,475
2021-08-12,143.4212646484375,144.3120799568129,143.4212646484375,144.3120799568129,97
2021-08-13,143.4212646484375,143.4212646484375,143.4212646484375,143.4212646484375,0
2021-08-17,142.5304412841797,143.4212565422058,142.5304412841797,143.4212565422058,164
2021-08-18,142.5304412841797,142.5304412841797,138.07636499404907,138.07636499404907,549
2021-08-19,146.53912353515625,146.76182737031607,146.53912353515625,146.76182737031607,74
2021-08-20,142.5304412841797,142.5304412841797,140.30340313911438,142.5304412841797,151
2021-08-23,146.7618408203125,146.7618408203125,142.53046756449166,142.53046756449166,100
2021-08-24,142.5304412841797,142.5304412841797,142.5304412841797,142.5304412841797,13
2021-08-25,139.85800170898438,139.85800170898438,136.29474051894655,136.29474051894655,196
2021-08-26,137.18556213378906,137.18556213378906,136.74015446452353,136.74015446452353,1253
2021-08-27,137.18556213378906,138.07637747232016,137.18556213378906,138.07637747232016,974
2021-08-30,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,0
2021-08-31,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,0
2021-09-01,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,0
2021-09-02,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,0
2021-09-03,137.18556213378906,137.18556213378906,137.18556213378906,137.18556213378906,0
