Price,('Close', 'GARO.BA'),('High', 'GARO.BA'),('Low', 'GARO.BA'),('Open', 'GARO.BA'),('Volume', 'GARO.BA')
Ticker,GARO.BA,GARO.BA,GARO.BA,GARO.BA,GARO.BA
Date,,,,,
2020-04-17,7.099999904632568,7.099999904632568,7.0,7.0,2473
2020-04-20,7.550000190734863,7.550000190734863,7.360000133514404,7.360000133514404,3285
2020-04-21,7.769999980926514,7.769999980926514,7.400000095367432,7.400000095367432,3740
2020-04-22,7.900000095367432,7.949999809265137,7.75,7.949999809265137,7510
2020-04-23,7.900000095367432,7.900000095367432,7.889999866485596,7.900000095367432,14990
2020-04-24,8.0,8.0,7.989999771118164,7.989999771118164,510
2020-04-27,8.0,8.050000190734863,7.949999809265137,8.050000190734863,11995
2020-04-28,8.979999542236328,8.989999771118164,8.800000190734863,8.800000190734863,25020
2020-04-29,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,12605
2020-04-30,9.9399995803833,10.0,9.899999618530273,9.899999618530273,53332
2020-05-04,9.949999809265137,9.949999809265137,9.899999618530273,9.949999809265137,11569
2020-05-05,10.0,10.0,10.0,10.0,17055
2020-05-06,9.75,9.829999923706055,9.75,9.800000190734863,20450
2020-05-07,9.800000190734863,9.850000381469727,9.800000190734863,9.850000381469727,11189
2020-05-08,9.75,9.8100004196167,9.75,9.8100004196167,3449
2020-05-11,9.390000343322754,9.699999809265137,9.390000343322754,9.699999809265137,15850
2020-05-12,9.369999885559082,9.399999618530273,9.369999885559082,9.390000343322754,23544
2020-05-13,9.5,9.5,9.369999885559082,9.369999885559082,3856
2020-05-14,9.300000190734863,9.369999885559082,9.300000190734863,9.369999885559082,15594
2020-05-15,9.300000190734863,9.319999694824219,9.289999961853027,9.319999694824219,2997
2020-05-18,9.279999732971191,9.300000190734863,9.279999732971191,9.300000190734863,33400
2020-05-19,9.270000457763672,9.289999961853027,9.25,9.289999961853027,12990
2020-05-20,9.199999809265137,9.989999771118164,9.199999809265137,9.989999771118164,5773
2020-05-21,9.489999771118164,9.489999771118164,9.210000038146973,9.210000038146973,5973
2020-05-22,9.430000305175781,9.449999809265137,9.300000190734863,9.449999809265137,5265
2020-05-26,9.470000267028809,9.489999771118164,9.470000267028809,9.489999771118164,9900
2020-05-27,9.479999542236328,9.5,9.479999542236328,9.5,11500
2020-05-28,9.25,9.399999618530273,9.25,9.399999618530273,5250
2020-05-29,9.390000343322754,9.5,9.390000343322754,9.5,2013
2020-06-01,9.380000114440918,9.380000114440918,9.380000114440918,9.380000114440918,5000
2020-06-02,9.350000381469727,9.380000114440918,9.350000381469727,9.369999885559082,9191
2020-06-03,9.149999618530273,9.390000343322754,9.149999618530273,9.390000343322754,28930
2020-06-04,9.109999656677246,9.789999961853027,9.100000381469727,9.789999961853027,11537
2020-06-05,8.989999771118164,9.380000114440918,8.989999771118164,9.380000114440918,23457
2020-06-08,9.319999694824219,9.319999694824219,9.279999732971191,9.300000190734863,7671
2020-06-09,9.34000015258789,9.5,9.34000015258789,9.5,2197
2020-06-10,9.289999961853027,9.300000190734863,9.289999961853027,9.300000190734863,2053
2020-06-11,9.289999961853027,9.289999961853027,9.289999961853027,9.289999961853027,0
2020-06-12,9.260000228881836,9.289999961853027,9.260000228881836,9.289999961853027,2358
2020-06-16,9.050000190734863,9.199999809265137,9.050000190734863,9.199999809265137,4500
2020-06-17,8.59000015258789,8.949999809265137,8.59000015258789,8.949999809265137,8000
2020-06-18,7.800000190734863,7.809999942779541,7.800000190734863,7.809999942779541,6578
2020-06-19,7.960000038146973,7.960000038146973,7.739999771118164,7.900000095367432,24113
2020-06-22,7.829999923706055,7.829999923706055,7.820000171661377,7.829999923706055,1835
2020-06-23,7.0,7.699999809265137,7.0,7.699999809265137,24859
2020-06-24,6.909999847412109,7.449999809265137,6.909999847412109,7.449999809265137,33462
2020-06-25,7.0,7.0,6.909999847412109,6.909999847412109,20209
2020-06-26,7.190000057220459,7.199999809265137,6.849999904632568,6.849999904632568,5805
2020-06-29,7.849999904632568,7.849999904632568,7.380000114440918,7.380000114440918,4172
2020-06-30,7.840000152587891,7.889999866485596,7.840000152587891,7.869999885559082,2247
2020-07-01,7.960000038146973,7.989999771118164,7.960000038146973,7.989999771118164,5169
2020-07-02,7.940000057220459,7.960000038146973,7.940000057220459,7.960000038146973,1513
2020-07-03,7.920000076293945,7.940000057220459,7.599999904632568,7.940000057220459,1283
2020-07-06,8.039999961853027,8.199999809265137,8.0,8.0,16070
2020-07-07,8.180000305175781,8.180000305175781,8.029999732971191,8.029999732971191,10721
2020-07-08,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,41041
2020-07-13,8.100000381469727,8.100000381469727,8.100000381469727,8.100000381469727,3093
2020-07-14,8.390000343322754,8.4399995803833,8.100000381469727,8.100000381469727,10834
2020-07-15,8.600000381469727,8.800000190734863,8.579999923706055,8.800000190734863,2180
2020-07-16,8.699999809265137,8.859999656677246,8.699999809265137,8.859999656677246,1350
2020-07-17,8.489999771118164,8.600000381469727,8.489999771118164,8.600000381469727,10858
2020-07-20,8.479999542236328,8.479999542236328,8.479999542236328,8.479999542236328,3815
2020-07-21,8.390000343322754,8.449999809265137,8.300000190734863,8.449999809265137,7327
2020-07-22,8.279999732971191,8.300000190734863,8.279999732971191,8.300000190734863,14216
2020-07-23,8.100000381469727,8.199999809265137,8.029999732971191,8.199999809265137,39931
2020-07-24,8.239999771118164,8.25,8.239999771118164,8.25,15249
2020-07-27,8.239999771118164,8.239999771118164,8.229999542236328,8.229999542236328,54564
2020-07-28,8.399999618530273,8.529999732971191,8.399999618530273,8.529999732971191,6515
2020-07-29,8.390000343322754,8.699999809265137,8.390000343322754,8.699999809265137,7782
2020-07-30,8.229999542236328,8.300000190734863,8.220000267028809,8.220000267028809,20252
2020-07-31,8.25,8.25,8.25,8.25,1499
2020-08-03,8.0,8.25,8.0,8.25,12640
2020-08-04,8.380000114440918,8.380000114440918,8.0,8.0,44944
2020-08-05,8.779999732971191,8.779999732971191,8.59000015258789,8.600000381469727,33405
2020-08-06,8.65999984741211,8.84000015258789,8.65999984741211,8.829999923706055,24332
2020-08-07,8.789999961853027,8.789999961853027,8.649999618530273,8.649999618530273,11282
2020-08-10,8.399999618530273,8.5,8.399999618530273,8.5,18964
2020-08-11,8.470000267028809,8.479999542236328,8.470000267028809,8.479999542236328,46847
2020-08-12,8.329999923706055,8.350000381469727,8.329999923706055,8.350000381469727,15869
2020-08-13,8.149999618530273,8.149999618530273,8.149999618530273,8.149999618530273,32374
2020-08-14,7.949999809265137,8.0,7.800000190734863,8.0,66168
2020-08-18,7.840000152587891,7.940000057220459,7.840000152587891,7.940000057220459,5430
2020-08-19,7.699999809265137,7.880000114440918,7.699999809265137,7.699999809265137,75618
2020-08-20,7.900000095367432,7.900000095367432,7.889999866485596,7.889999866485596,16915
2020-08-21,7.699999809265137,7.980000019073486,7.699999809265137,7.980000019073486,27447
2020-08-24,7.889999866485596,7.889999866485596,7.699999809265137,7.699999809265137,9334
2020-08-25,7.849999904632568,7.869999885559082,7.5,7.869999885559082,15538
2020-08-26,7.739999771118164,7.849999904632568,7.739999771118164,7.849999904632568,2650
2020-08-27,7.5,7.800000190734863,7.5,7.800000190734863,4548
2020-08-28,7.699999809265137,7.75,7.699999809265137,7.75,4935
2020-08-31,7.760000228881836,7.800000190734863,7.699999809265137,7.699999809265137,7005
2020-09-01,7.800000190734863,7.800000190734863,7.760000228881836,7.760000228881836,1680
2020-09-02,7.489999771118164,7.489999771118164,7.489999771118164,7.489999771118164,25000
2020-09-03,7.5,7.5,7.199999809265137,7.489999771118164,9820
2020-09-04,7.5,7.5,7.5,7.5,3100
2020-09-07,7.489999771118164,7.800000190734863,7.489999771118164,7.800000190734863,3819
2020-09-08,7.550000190734863,7.599999904632568,7.550000190734863,7.599999904632568,1013
2020-09-09,7.300000190734863,7.679999828338623,7.300000190734863,7.679999828338623,17692
2020-09-10,7.5,7.550000190734863,7.300000190734863,7.300000190734863,9662
2020-09-11,7.289999961853027,7.599999904632568,7.289999961853027,7.599999904632568,7731
2020-09-14,7.489999771118164,7.5,7.489999771118164,7.5,889
2020-09-15,7.199999809265137,7.210000038146973,7.199999809265137,7.210000038146973,9792
2020-09-16,7.25,7.25,7.199999809265137,7.199999809265137,6820
2020-09-17,6.789999961853027,7.079999923706055,6.789999961853027,7.079999923706055,27384
2020-09-18,6.900000095367432,7.019999980926514,6.809999942779541,7.019999980926514,23664
2020-09-21,6.599999904632568,6.699999809265137,6.5,6.5,43677
2020-09-22,6.590000152587891,6.699999809265137,6.590000152587891,6.699999809265137,11128
