Price,('Close', 'IRSA.BA'),('High', 'IRSA.BA'),('Low', 'IRSA.BA'),('Open', 'IRSA.BA'),('Volume', 'IRSA.BA')
Ticker,IRSA.BA,IRSA.BA,IRSA.BA,IRSA.BA,IRSA.BA
Date,,,,,
2020-04-17,29.247140884399414,31.77144613248727,28.898960405488985,29.59532136330984,31308
2020-04-20,29.07305145263672,30.248158989599272,28.724870964053324,29.682364083644842,20858
2020-04-21,29.16009521484375,29.247140332930076,28.63782450632578,29.07305009675742,16399
2020-04-22,28.81191635131836,30.030544848560908,28.637826105424733,29.856454602667277,21880
2020-04-23,29.334186553955078,30.030544300815443,29.160096311236785,29.160096311236785,25505
2020-04-24,28.246122360229492,29.16009779294874,27.071014774176696,29.16009779294874,27580
2020-04-27,29.68236541748047,29.769410543537862,26.983969733714233,26.983969733714233,43373
2020-04-28,31.336223602294922,31.640883163180202,28.289647337520417,29.85645642202668,67225
2020-04-29,32.337242126464844,32.81599196104504,31.771450384520783,32.20667604140589,35126
2020-04-30,32.38076400756836,32.77246545897712,30.900996879110828,32.77246545897712,20646
2020-05-04,30.9009952545166,32.64189766705778,30.03054404824601,32.64189766705778,89299
2020-05-05,31.42326545715332,32.0325812914378,30.465769146134857,32.0325812914378,23088
2020-05-06,31.727928161621094,32.20667475303675,30.509296371091924,32.20667475303675,19363
2020-05-07,32.29371643066406,32.55485178644913,30.944518704447578,32.11962619347402,116414
2020-05-08,32.511329650878906,33.512350189408025,31.162131840180876,32.641898948953525,141602
2020-05-11,35.993133544921875,36.123699615110226,31.423266280112223,32.20667237328069,228244
2020-05-12,36.60245132446289,38.29982967045622,36.21074664522568,36.21074664522568,114318
2020-05-13,36.68949508666992,38.2998282467517,34.86154750754278,37.16824165014918,47807
2020-05-14,35.340293884277344,37.82107825940598,33.25121417175539,37.82107825940598,139881
2020-05-15,35.644954681396484,36.47188176092649,34.295756849317115,35.55790955597159,102632
2020-05-18,37.82107925415039,38.691530500600564,37.34233268060925,37.34233268060925,224396
2020-05-19,39.38788986206055,39.95368476076329,37.472900423408745,38.996188429431,175650
2020-05-20,40.171295166015625,40.9111770683019,39.17027790574371,40.25834028534417,92101
2020-05-21,38.038692474365234,40.17129634869398,37.51642174301785,40.04072705385072,253127
2020-05-22,37.90812301635742,38.73505328277123,36.34131405307196,38.12573743215525,120402
2020-05-26,37.90812301635742,38.99618864732094,37.55994575430394,38.34334862394027,112023
2020-05-27,37.255287170410156,39.17027989278233,33.07712445470193,39.17027989278233,85941
2020-05-28,35.644954681396484,37.12472181361966,35.51438538125267,36.55892688635139,58208
2020-05-29,34.3828010559082,36.123700293869945,33.599394948019636,36.123700293869945,79224
2020-06-01,37.255287170410156,37.516422541642726,33.99109664200948,34.2087110633764,109979
2020-06-02,38.038692474365234,38.73505344949508,37.42937662112662,37.42937662112662,107310
2020-06-03,37.34233093261719,39.08323334402601,36.64596996805366,38.08221284545956,130465
2020-06-04,37.516422271728516,38.3433493293425,36.558925917431196,37.86460276420027,59711
2020-06-05,38.386871337890625,38.90914204714222,37.64698944512387,38.299826219682025,132166
2020-06-08,40.91117858886719,41.781629814505116,38.29982813596623,39.17027936160416,332732
2020-06-09,41.78163146972656,43.479009814957465,38.430395730264365,40.91118020960483,230478
2020-06-10,40.86766052246094,41.69458763314329,38.99619186732946,41.6075425044392,230761
2020-06-11,36.9071044921875,39.91015947170939,36.55892401780741,39.91015947170939,147271
2020-06-12,35.77552032470703,38.73505455334827,32.38076369821969,37.42937768777125,173757
2020-06-16,33.3382568359375,36.95062753533346,32.29371544468865,36.558922901608845,203609
2020-06-17,31.553834915161133,33.164168016583766,31.336220504042743,33.07712289693895,260580
2020-06-18,31.249176025390625,32.641897968275536,28.768391676633275,30.726905296808784,106237
2020-06-19,31.68440055847168,32.64189686174686,30.465768899757816,32.64189686174686,150314
2020-06-22,31.727928161621094,32.68542134445241,30.63986245092782,31.945539369351927,58794
2020-06-23,31.249176025390625,33.077123575427066,30.813950418239088,31.72792580526371,103812
2020-06-24,30.59634017944336,32.2066733640436,30.335204807020652,32.2066733640436,23959
2020-06-25,31.771446228027344,31.945536468006065,29.247140972348635,30.46576942818694,54405
2020-06-26,30.42224884033203,31.945536846171894,30.03054418373661,31.510311241072966,44447
2020-06-29,29.943500518798828,32.293718900618636,29.20361856615832,31.336222522840195,49597
2020-06-30,28.594301223754883,29.943498984008734,28.333165861381932,29.943498984008734,76858
2020-07-01,29.63884162902832,30.465768635402465,28.42020998088868,28.724869504929917,32682
2020-07-02,29.63884162902832,31.684400283542107,29.63884162902832,29.899976982201103,37621
2020-07-03,29.943500518798828,30.46577127031434,29.160097615538497,29.24714274079108,24946
2020-07-06,35.86256408691406,37.12471995437127,30.988040531254725,30.988040531254725,369272
2020-07-07,34.03462219238281,35.64495543477213,32.728945283413225,35.64495543477213,172537
2020-07-08,34.42632293701172,35.42734026772776,33.29473630610802,34.20871173538286,45487
2020-07-13,37.38585662841797,38.73505444023452,34.81802707895484,34.81802707895484,209192
2020-07-14,36.73301696777344,37.342332842937275,35.81904476703415,37.342332842937275,69311
2020-07-15,38.25630187988281,38.299826050801535,36.82005904778029,37.429374872553744,141439
2020-07-16,37.5599479675293,38.47392018530283,37.42937866555423,38.47392018530283,57660
2020-07-17,38.648006439208984,38.735051556847075,37.864600380466214,37.864600380466214,85789
2020-07-20,39.649024963378906,40.21481663433338,38.735052810602376,38.909143051513404,129898
2020-07-21,40.65004348754883,41.60753984202487,39.25732474141472,39.60550523395146,122317
2020-07-22,41.912200927734375,42.21685725791159,39.69255181811669,40.650044983823946,91710
2020-07-23,40.9547004699707,43.348439594493925,39.953683228519225,42.826168888342025,207403
2020-07-24,41.73810577392578,41.78162671997791,40.0842485677055,40.91117555880934,100693
2020-07-27,43.26139450073242,43.870710324913354,41.95571773463042,42.65207867655149,113012
2020-07-28,42.260379791259766,43.26139709325281,41.56401880760796,42.65208123255748,92532
2020-07-29,41.21583557128906,43.21787004196305,40.60651975116704,42.521509104680746,76673
2020-07-30,40.04072570800781,40.47595130283523,38.299826552710854,40.47595130283523,73922
2020-07-31,40.78061294555664,41.259359512681826,39.823116587293406,40.911179018767925,89689
2020-08-03,43.26139450073242,43.522529853952825,36.42835759415093,40.78061025714494,165811
2020-08-04,42.260379791259766,48.658191492541455,40.040727543863206,46.04683780384718,328383
2020-08-05,40.65004348754883,43.08730693530602,39.43141498768309,42.652081319635094,395605
2020-08-06,40.34539031982422,41.34640770204692,39.64902928036039,40.82413692244905,41877
2020-08-07,39.99720764160156,41.12879426966305,39.51846106481279,41.12879426966305,89369
2020-08-10,40.171295166015625,41.04174635930108,39.17027790574371,39.99720492735853,123330
2020-08-11,40.30186080932617,42.21685341442269,39.60550308603103,40.171294743712295,84631
2020-08-12,39.77959442138672,40.824132647181095,39.17027857566588,40.040726559825735,51087
2020-08-13,39.605506896972656,40.56300006764064,38.73505562908086,40.17129860909582,88912
2020-08-14,38.34334945678711,39.82311655471047,37.777557766646375,39.77959560501328,43206
2020-08-18,38.125736236572266,39.43141301837616,38.03869111778534,38.34334742153324,90832
2020-08-19,39.69255065917969,39.77959578297636,37.4293774404662,37.4293774404662,92150
2020-08-20,39.1702766418457,40.737085515190955,38.952662238539695,39.69254734096499,34894
2020-08-21,39.69255065917969,40.301863301743516,39.17027991639965,39.344370163993,61371
2020-08-24,38.299827575683594,39.69254951633036,37.60346660536022,39.69254951633036,66786
2020-08-25,41.30288314819336,42.65208093252138,37.86460242760558,39.34436950745625,426752
2020-08-26,40.04072570800781,42.56503415800682,39.25732286133117,41.30288154501366,92559
2020-08-27,38.34334945678711,40.82413386188748,37.86460289005363,40.04072775122218,54000
2020-08-28,39.823116302490234,40.21481774333561,38.16925896822709,39.344369738788906,40790
2020-08-31,38.86561965942383,40.127772319357454,38.38687309931505,39.8231160036542,73071
2020-09-01,38.25630187988281,40.04072518328446,36.99414928342985,38.73505163992543,152031
2020-09-02,37.60346603393555,38.735052593515384,36.77653900624897,38.12573675374163,27555
2020-09-03,36.9071044921875,38.47391662689788,36.55892401780741,37.60346544094767,20813
2020-09-04,37.73403549194336,37.86460156046307,35.25324794994134,36.907105236605105,55681
2020-09-07,37.64699172973633,38.299828543911964,37.64699172973633,37.86460292645725,20830
2020-09-08,36.38483428955078,37.69051108673927,35.38381702371264,37.69051108673927,43687
2020-09-09,36.34131622314453,37.777559201924845,35.42734078063734,35.73200033614407,35667
2020-09-10,36.47188186645508,37.255287997545835,35.73199991020917,36.123701363748076,49087
2020-09-11,35.55790710449219,36.55892436585855,34.81802520139697,36.55892436585855,26502
2020-09-14,35.1226806640625,36.29778813606144,35.03563554672878,35.557906250731115,31980
2020-09-15,34.81802749633789,35.688475523935665,33.72996181981804,35.688475523935665,71656
2020-09-16,33.20768737792969,34.992110633392585,32.641895739275014,33.59939200962433,68756
2020-09-17,32.81598663330078,34.818024329937266,32.20667081258533,33.07712198503598,44439
2020-09-18,33.904052734375,33.99109786124142,32.64190000681834,32.64190000681834,45819
2020-09-21,34.60041046142578,35.03563605440089,33.07712249801926,33.904049512665615,80294
2020-09-22,34.99211120605469,34.99211120605469,33.077121858028946,33.947573027137295,54131
2020-09-23,34.121665954589844,35.94961033000625,34.07814178069223,34.165186904474574,73992
2020-09-24,35.2097282409668,35.25324919066749,33.12064527902485,34.64393655078062,91340
2020-09-25,37.9516487121582,38.0822147876664,34.81802743581925,35.68847546190407,93085
2020-09-28,35.86256408691406,38.125737234618974,35.3838175330598,37.86460187142226,92418
2020-09-29,35.2097282409668,36.38483579505271,34.86154774730981,36.38483579505271,29168
2020-09-30,35.1226806640625,36.34131230673463,34.90506948273451,36.167222072067176,38663
2020-10-01,37.08119583129883,37.124720003896066,35.25324828648328,35.25324828648328,44818
2020-10-02,37.21176528930664,37.69051184591244,35.25324844206852,36.55892526555633,37677
2020-10-05,38.299827575683594,38.73505318213571,37.42937636277937,38.51743876690326,50083
2020-10-06,38.386871337890625,39.12675323065738,38.125735983264825,38.125735983264825,48786
2020-10-07,38.99618911743164,39.083234239997566,38.43039420874671,38.560963504602014,26527
2020-10-08,39.69255065917969,40.301863301743516,38.299828678432924,38.299828678432924,20222
2020-10-09,40.78061294555664,40.867658069035116,39.60550539060365,39.73607146381493,53164
2020-10-13,40.91117858886719,41.43344932424994,39.69255009698692,40.99822371143098,30872
2020-10-14,42.477989196777344,42.608555263704055,37.47289967369544,40.911177049580516,111996
2020-10-15,44.392982482910156,45.30695463706017,41.82515303761999,42.43446565771149,152546
2020-10-16,44.43650436401367,46.13388263907218,42.521511670914784,44.392983414813294,74621
2020-10-19,46.133880615234375,47.526602512754714,43.957755874371536,45.263429429284166,90427
2020-10-20,49.441593170166016,49.61568341183611,44.871729162345225,45.698656198271784,265271
2020-10-21,48.04887390136719,50.44261308445339,46.69967615613956,49.61568283414232,58537
2020-10-22,46.74319839477539,49.615684204192405,45.91627134564291,48.04887522815259,64785
2020-10-23,48.26648712158203,48.571146665794075,44.04480346846647,47.87478567789554,57718
2020-10-26,44.392982482910156,47.87478408235034,44.21889224173751,47.87478408235034,37051
2020-10-27,42.34741973876953,46.13388080088389,41.86867319657671,45.26342961143085,40244
2020-10-28,40.60652542114258,42.216858701455855,39.25732752877306,40.73709150310791,49334
2020-10-29,45.524566650390625,45.91627131212425,39.99720622914801,40.040727178222404,92035
2020-10-30,48.52762222290039,49.13693808393223,42.47799101010361,46.09036200278591,93823
2020-11-02,56.36167907714844,56.75338375818643,48.39705806687366,48.571148319776555,123137
2020-11-03,51.35658645629883,56.361676129475015,51.35658645629883,54.05498201115658,72680
2020-11-04,48.7452392578125,52.92340216219456,48.31001361943801,51.704770374746,26580
2020-11-05,50.13795471191406,50.8343156865815,48.31001037742487,49.18045837174635,36887
2020-11-06,51.09545135498047,52.18351377234206,50.399090376184944,50.399090376184944,18018
2020-11-09,51.226016998291016,54.142026960615425,47.91830560067484,47.91830560067484,48243
2020-11-10,53.75032424926758,55.62179593171345,51.26953995394714,51.26953995394714,71475
2020-11-11,53.27157974243164,54.57725658573,53.18453461954508,53.57623606052817,81763
2020-11-12,51.61772155761719,54.53373151429357,49.26750327838032,53.271578865228314,51621
2020-11-13,54.13386917114258,54.707885295337164,52.54429225801284,52.98584337077889,35252
