Price,('Close', 'FIPL.BA'),('High', 'FIPL.BA'),('Low', 'FIPL.BA'),('Open', 'FIPL.BA'),('Volume', 'FIPL.BA')
Ticker,FIPL.BA,FIPL.BA,FIPL.BA,FIPL.BA,FIPL.BA
Date,,,,,
2020-07-02,4.050512313842773,4.1591847298642985,4.050512313842773,4.1591847298642985,16970
2020-07-03,4.1493048667907715,4.1493048667907715,4.0109948301861795,4.0109948301861795,23078
2020-07-06,4.327132701873779,4.337011755059301,4.317253177606612,4.337011755059301,2836
2020-07-07,4.416046142578125,4.416046142578125,4.396287564777749,4.396287564777749,21600
2020-07-08,4.534597873687744,4.534597873687744,4.435804518109113,4.435804518109113,28000
2020-07-13,4.603752613067627,4.692666443801567,4.603752613067627,4.692666443801567,2430
2020-07-14,4.742063522338867,4.742063522338867,4.603753002587802,4.603753002587802,8303
2020-07-15,4.840856075286865,4.840856075286865,4.840856075286865,4.840856075286865,18430
2020-07-16,4.801339149475098,4.860614883285697,4.801339149475098,4.860614883285697,17338
2020-07-17,4.919890403747559,4.939648980827603,4.919890403747559,4.939648980827603,339
2020-07-20,4.8210978507995605,4.939649321454877,4.8210978507995605,4.939649321454877,22
2020-07-21,5.018683433532715,5.038442011181203,5.018683433532715,5.038442011181203,6316
2020-07-22,4.998924732208252,5.028562833488548,4.998924732208252,5.028562833488548,1161
2020-07-23,4.9890456199646,4.998924672886372,4.9890456199646,4.998924672886372,3101
2020-07-24,4.9890456199646,4.9890456199646,4.979166095961194,4.979166095961194,10033
2020-07-27,5.038442134857178,5.038442134857178,4.840856353522254,4.840856353522254,54492
2020-07-28,5.28542423248291,5.28542423248291,5.156993247933431,5.156993247933431,43510
2020-07-29,5.3348212242126465,5.384217433508063,5.3348212242126465,5.384217433508063,47607
2020-07-30,5.384217262268066,5.4533725183802195,5.384217262268066,5.4533725183802195,31509
2020-07-31,5.483010768890381,5.483010768890381,5.433614088741884,5.433614088741884,56286
2020-08-03,5.631199836730957,5.631199836730957,5.483010739249868,5.483010739249868,87403
2020-08-04,5.7299933433532715,5.7299933433532715,5.720113818691106,5.720113818691106,57293
2020-08-05,5.809027671813965,5.818906725420809,5.72999335863255,5.72999335863255,71192
2020-08-06,5.878182411193848,5.878182411193848,5.680596629891167,5.680596629891167,51120
2020-08-07,6.026371955871582,6.026371955871582,5.937458590222207,5.937458590222207,86490
2020-08-10,6.12516450881958,6.12516450881958,6.07576830197459,6.07576830197459,38191
2020-08-11,6.233837127685547,6.233837127685547,6.174561394825025,6.174561394825025,57073
2020-08-12,6.243716716766357,6.253595770138038,6.243716716766357,6.253595770138038,58919
2020-08-13,6.243716716766357,6.243716716766357,6.243716716766357,6.243716716766357,11900
2020-08-14,6.2239580154418945,6.243716592874848,6.174561336318686,6.243716592874848,3490
2020-08-18,6.12516450881958,6.12516450881958,5.9967339941573,5.9967339941573,3145
2020-08-19,6.2239580154418945,6.2239580154418945,6.125164657195479,6.125164657195479,3916
2020-08-20,6.135044097900391,6.204199353514736,6.135044097900391,6.204199353514736,7240
2020-08-21,6.07576847076416,6.174561358280315,6.07576847076416,6.174561358280315,6480
2020-08-24,5.818906307220459,6.016492547055289,5.818906307220459,6.016492547055289,5011
2020-08-25,5.8287858963012695,5.8287858963012695,5.729993010821242,5.729993010821242,8200
2020-08-26,5.947337627410889,5.947337627410889,5.927579049422746,5.927579049422746,29774
2020-08-27,6.026371955871582,6.026371955871582,5.947337643702511,5.947337643702511,2050
2020-08-28,6.12516450881958,6.12516450881958,6.016492571111623,6.016492571111623,18450
2020-08-31,6.2239580154418945,6.2239580154418945,6.2239580154418945,6.2239580154418945,2288
2020-09-01,6.214078426361084,6.214078426361084,6.214078426361084,6.214078426361084,500
2020-09-02,6.214078426361084,6.214078426361084,6.214078426361084,6.214078426361084,0
2020-09-03,6.12516450881958,6.223957864672826,6.12516450881958,6.223957864672826,321
2020-09-04,6.12516450881958,6.12516450881958,6.12516450881958,6.12516450881958,16
2020-09-07,6.07576847076416,6.07576847076416,5.927578903949103,5.927578903949103,24687
2020-09-08,6.07576847076416,6.07576847076416,6.07576847076416,6.07576847076416,19010
2020-09-09,6.12516450881958,6.12516450881958,5.976975417202978,5.976975417202978,6848
2020-09-10,6.12516450881958,6.12516450881958,6.12516450881958,6.12516450881958,4004
2020-09-11,6.12516450881958,6.12516450881958,6.12516450881958,6.12516450881958,350
2020-09-14,6.105406284332275,6.125164862427266,6.02637197195231,6.125164862427266,10225
2020-09-15,5.848544597625732,6.105406105329778,5.848544597625732,6.105406105329778,21773
2020-09-16,5.8287858963012695,5.848544473397276,5.650958231355583,5.848544473397276,6003
2020-09-17,5.670716762542725,5.670716762542725,5.670716762542725,5.670716762542725,8850
2020-09-18,5.8287858963012695,5.8287858963012695,5.8287858963012695,5.8287858963012695,168
2020-09-21,5.8287858963012695,5.8287858963012695,5.8287858963012695,5.8287858963012695,0
2020-09-22,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,100
2020-09-23,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,0
2020-09-24,5.878182411193848,5.878182411193848,5.878182411193848,5.878182411193848,600
2020-09-25,5.631199836730957,5.631199836730957,5.631199836730957,5.631199836730957,10691
2020-09-28,5.8287858963012695,5.927578781781297,5.8287858963012695,5.927578781781297,868
2020-09-29,5.809027671813965,5.809027671813965,5.72999335863255,5.72999335863255,10000
2020-09-30,5.8287858963012695,5.8287858963012695,5.809027319205264,5.809027319205264,14555
2020-10-01,5.739871978759766,5.779389132366107,5.729992925898995,5.729992925898995,7091
2020-10-02,5.680596351623535,5.74975160723269,5.680596351623535,5.74975160723269,19700
2020-10-05,5.670716762542725,5.670716762542725,5.670716762542725,5.670716762542725,13700
2020-10-06,5.690475940704346,5.690475940704346,5.690475940704346,5.690475940704346,28412
2020-10-07,5.65095853805542,5.65095853805542,5.64107948451206,5.64107948451206,49600
2020-10-08,5.690475940704346,5.690475940704346,5.631199737458903,5.631199737458903,6381
2020-10-09,5.7299933433532715,5.7299933433532715,5.680596662205772,5.680596662205772,13361
2020-10-13,5.7299933433532715,5.7299933433532715,5.631199981058274,5.631199981058274,5393
2020-10-14,5.7299933433532715,5.7299933433532715,5.7299933433532715,5.7299933433532715,17085
2020-10-15,5.8287858963012695,5.8287858963012695,5.729993010821242,5.729993010821242,2100
2020-10-16,5.838665008544922,5.838665008544922,5.828785955437509,5.828785955437509,12918
2020-10-19,5.927578926086426,5.927578926086426,5.848544615778337,5.848544615778337,9066
2020-10-20,5.927578926086426,5.927578926086426,5.828786038201315,5.838665091449002,13168
2020-10-21,6.12516450881958,6.12516450881958,6.115285455883235,6.12516450881958,6623
2020-10-22,6.105406284332275,6.105406284332275,6.105406284332275,6.105406284332275,5000
2020-10-23,6.12516450881958,6.12516450881958,6.115285455883235,6.115285455883235,28157
2020-10-26,6.401785373687744,6.401785373687744,6.125164811572857,6.125164811572857,19512
2020-10-27,6.461061000823975,6.559853888847867,6.322750957590526,6.322750957590526,2340
2020-10-28,6.372147083282471,6.421543762193539,6.17456130980148,6.421543762193539,2450
2020-10-29,6.520336627960205,6.520336627960205,6.421543741537495,6.421543741537495,15638
2020-10-30,6.500577926635742,6.569733181352883,6.500577926635742,6.569733181352883,9369
2020-11-02,6.520336627960205,6.520336627960205,6.500578050675663,6.500578050675663,10396
2020-11-03,6.619129657745361,6.619129657745361,6.520336769182915,6.520336769182915,11586
2020-11-04,6.589491844177246,6.619129474384141,6.470940381186389,6.619129474384141,5103
2020-11-05,6.441302299499512,6.6191294945269465,6.441302299499512,6.441302299499512,9166
2020-11-06,6.619129657745361,6.619129657745361,6.520336769182915,6.520336769182915,4111
2020-11-09,6.8562331199646,6.8562331199646,6.60925066090715,6.60925066090715,24021
2020-11-10,7.004422664642334,7.01430171800695,7.004422664642334,7.01430171800695,3027
2020-11-11,6.91550874710083,7.014301634985941,6.91550874710083,7.014301634985941,13051
2020-11-12,6.91550874710083,6.91550874710083,6.8661120676174505,6.8661120676174505,2600
2020-11-13,6.91550874710083,7.004422581738254,6.91550874710083,7.004422581738254,22962
2020-11-16,7.014301776885986,7.014301776885986,6.915508887002285,6.915508887002285,9186
2020-11-17,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,4161
2020-11-18,6.816715717315674,6.816715717315674,6.688284730197687,6.688284730197687,4619
2020-11-19,6.816715717315674,6.816715717315674,6.619129474576854,6.619129474576854,14490
2020-11-20,6.91550874710083,6.91550874710083,6.816715859215719,6.816715859215719,4212
2020-11-24,7.113094329833984,7.113094329833984,7.014301444629941,7.113094329833984,8482
2020-11-25,7.10321569442749,7.113094747987832,7.10321569442749,7.113094747987832,11502
2020-11-26,7.09333610534668,7.09333610534668,7.083457051876084,7.083457051876084,2000
2020-11-27,7.113094329833984,7.211887686119662,7.113094329833984,7.211887686119662,26504
2020-11-30,7.10321569442749,7.10321569442749,7.063698538022798,7.063698538022798,1060
2020-12-01,7.10321569442749,7.113094747987832,7.10321569442749,7.113094747987832,17342
2020-12-02,7.014301776885986,7.113094666769687,7.014301776885986,7.113094666769687,9571
2020-12-03,6.717923164367676,7.1130947272632294,6.717923164367676,7.1130947272632294,9091
2020-12-04,6.717923164367676,6.717923164367676,6.717923164367676,6.717923164367676,9720
2020-12-09,6.569733619689941,6.569733619689941,6.569733619689941,6.569733619689941,150
2020-12-10,6.717923164367676,6.717923164367676,6.717923164367676,6.717923164367676,1000
2020-12-11,6.717923164367676,6.717923164367676,6.717923164367676,6.717923164367676,2000
2020-12-14,6.717923164367676,6.717923164367676,6.717923164367676,6.717923164367676,2100
2020-12-15,6.717923164367676,6.717923164367676,6.619129802562125,6.619129802562125,29102
2020-12-16,6.767319202423096,6.767319202423096,6.767319202423096,6.767319202423096,30
2020-12-17,6.708043575286865,6.708043575286865,6.5302163736928724,6.5302163736928724,21298
2020-12-18,6.619129657745361,6.7179230173894595,6.619129657745361,6.7179230173894595,20007
2020-12-21,6.619129657745361,6.619129657745361,6.619129657745361,6.619129657745361,0
2020-12-22,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,100
2020-12-23,6.866112232208252,6.866112232208252,6.866112232208252,6.866112232208252,300
2020-12-28,6.994543075561523,7.113094541331328,6.994543075561523,7.014301653189825,1400
2020-12-29,6.91550874710083,6.91550874710083,6.6191296123638494,6.6191296123638494,604
2020-12-30,6.91550874710083,6.91550874710083,6.875991591946786,6.875991591946786,11160
2021-01-04,6.767319202423096,6.816715882072102,6.767319202423096,6.816715882072102,4000
2021-01-05,6.72780179977417,6.76731895360778,6.72780179977417,6.76731895360778,8446
2021-01-06,6.619129657745361,6.7179230173894595,6.619129657745361,6.7179230173894595,3123
2021-01-07,6.619129657745361,6.619129657745361,6.569733449004964,6.619129657745361,18499
2021-01-08,6.619129657745361,6.619129657745361,6.540095346895405,6.619129657745361,19085
2021-01-11,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,100
2021-01-12,6.6685261726379395,6.6685261726379395,6.6685261726379395,6.6685261726379395,2400
2021-01-13,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,100
2021-01-14,6.816715717315674,6.915508603144264,6.816715717315674,6.915508603144264,25298
2021-01-15,6.866112232208252,6.915508912875743,6.866112232208252,6.915508912875743,23
2021-01-18,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,100
2021-01-19,6.767319202423096,6.767319202423096,6.767319202423096,6.767319202423096,1000
2021-01-20,6.619129657745361,6.767319226129857,6.619129657745361,6.767319226129857,26979
2021-01-21,6.816715717315674,6.816715717315674,6.619129474576854,6.816715717315674,2755
2021-01-22,6.816715717315674,6.816715717315674,6.767319038860559,6.767319038860559,2697
2021-01-25,7.211887836456299,7.211887836456299,7.211887836456299,7.211887836456299,100
2021-01-26,7.0636982917785645,7.0636982917785645,7.0636982917785645,7.0636982917785645,1000
2021-01-27,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,21000
2021-01-28,6.91550874710083,7.014301634985941,6.91550874710083,7.014301634985941,1138
2021-01-29,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,5600
2021-02-01,7.014301776885986,7.014301776885986,6.915508887002285,7.014301776885986,14324
2021-02-02,7.014301776885986,7.014301776885986,6.816715997118584,6.816715997118584,399
2021-02-03,6.826594829559326,6.826594829559326,6.816715776431613,6.816715776431613,9283
2021-02-04,7.014301776885986,7.014301776885986,6.915508887002285,6.915508887002285,4346
2021-02-05,7.0636982917785645,7.11309450002162,7.0636982917785645,7.11309450002162,5560
2021-02-08,7.0636982917785645,7.0636982917785645,6.866112045561402,6.866112045561402,10152
2021-02-09,7.043939590454102,7.043939590454102,6.915508603332617,6.915508603332617,2873
2021-02-10,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,10432
2021-02-11,6.816715717315674,6.915508603144264,6.816715717315674,6.915508603144264,45030
2021-02-12,6.717923164367676,6.915508945815453,6.717923164367676,6.816716055091565,7156
2021-02-17,7.014301776885986,7.014301776885986,7.014301776885986,7.014301776885986,100
2021-02-18,6.895750045776367,6.895750045776367,6.816715736886587,6.816715736886587,17641
2021-02-19,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,16918
2021-02-22,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,0
2021-02-23,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,0
2021-02-24,6.91550874710083,6.91550874710083,6.91550874710083,6.91550874710083,30200
2021-02-25,6.9056291580200195,6.9056291580200195,6.9056291580200195,6.9056291580200195,810
2021-02-26,6.816715717315674,6.816715717315674,6.569733267203379,6.569733267203379,2042
2021-03-01,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,0
2021-03-02,6.816715717315674,6.816715717315674,6.717922831487083,6.816715717315674,20331
2021-03-03,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,6488
2021-03-04,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,10823
2021-03-05,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,0
2021-03-08,6.619129657745361,6.619129657745361,6.619129657745361,6.619129657745361,20000
2021-03-09,6.421544075012207,6.421544075012207,6.421544075012207,6.421544075012207,21006
2021-03-10,6.2239580154418945,6.2239580154418945,6.075768449153917,6.2239580154418945,25013
2021-03-11,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,35000
2021-03-12,5.897940635681152,5.897940635681152,5.828785851912595,5.828785851912595,13729
2021-03-15,6.026371955871582,6.026371955871582,5.99673432434901,5.99673432434901,18000
2021-03-16,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,3500
2021-03-17,6.07576847076416,6.07576847076416,6.026371791465259,6.026371791465259,22840
2021-03-18,6.07576847076416,6.085647523974952,6.026371791465259,6.085647523974952,18859
2021-03-19,6.12516450881958,6.12516450881958,6.115285455883235,6.115285455883235,40650
2021-03-22,6.174561500549316,6.223958180986374,6.174561500549316,6.223958180986374,19490
2021-03-23,6.12516450881958,6.12516450881958,6.105405931865258,6.105405931865258,20500
2021-03-25,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,15010
2021-03-26,6.12516450881958,6.12516450881958,5.927578739276355,5.927578739276355,3200
2021-03-29,6.07576847076416,6.07576847076416,6.07576847076416,6.07576847076416,51
2021-03-30,6.026371955871582,6.075768636518081,6.026371955871582,6.075768636518081,25126
2021-03-31,6.026371955871582,6.026371955871582,5.927579065660243,5.927579065660243,29041
2021-04-05,6.026371955871582,6.026371955871582,5.937458590222207,6.026371955871582,14967
2021-04-06,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,10010
2021-04-07,6.12516450881958,6.12516450881958,6.026371624047967,6.026371624047967,10058
2021-04-08,6.026371955871582,6.1152857926026165,6.026371955871582,6.1152857926026165,38001
2021-04-09,6.026371955871582,6.036251480433545,6.026371955871582,6.026371955871582,30020
2021-04-12,6.07576847076416,6.07576847076416,5.937458428241542,5.937458428241542,675
2021-04-13,6.12516450881958,6.12516450881958,6.07576830197459,6.07576830197459,32718
2021-04-14,6.07576847076416,6.07576847076416,6.026371791465259,6.07576847076416,8736
2021-04-15,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,40200
2021-04-16,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,60671
2021-04-19,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,26938
2021-04-20,6.01649284362793,6.01649284362793,5.9275790077653205,5.93745853223079,13014
2021-04-21,6.01649284362793,6.01649284362793,6.01649284362793,6.01649284362793,5985
2021-04-22,5.927578926086426,5.927578926086426,5.927578926086426,5.927578926086426,12049
2021-04-23,5.927578926086426,5.927578926086426,5.878182246603046,5.927578926086426,30385
2021-04-26,5.927578926086426,5.927578926086426,5.8880617709323815,5.8880617709323815,12404
2021-04-27,5.927578926086426,5.937458450415761,5.927578926086426,5.927578926086426,36953
2021-04-28,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,3000
2021-04-29,6.026371955871582,6.026371955871582,5.927579065660243,5.927579065660243,6200
2021-04-30,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,0
2021-05-03,5.976975440979004,5.976975440979004,5.878182084732765,5.878182084732765,2020
2021-05-04,5.878182411193848,5.878182411193848,5.878182411193848,5.878182411193848,37080
2021-05-05,6.026371955871582,6.026371955871582,5.838665228929209,5.838665228929209,5500
2021-05-06,6.026371955871582,6.026371955871582,5.927579065660243,5.927579065660243,1800
2021-05-07,6.07576847076416,6.07576847076416,6.07576847076416,6.07576847076416,54
2021-05-10,6.12516450881958,6.12516450881958,6.12516450881958,6.12516450881958,9907
2021-05-11,5.976975440979004,6.125164533185092,5.976975440979004,6.125164533185092,11212
2021-05-12,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,4690
2021-05-13,5.976975440979004,5.976975440979004,5.976975440979004,5.976975440979004,10200
2021-05-14,6.026371955871582,6.026371955871582,6.026371955871582,6.026371955871582,8937
2021-05-17,6.105406284332275,6.105406284332275,5.947337659572344,5.947337659572344,5749
2021-05-18,6.07576847076416,6.07576847076416,5.986854636458797,5.986854636458797,10050
2021-05-19,6.105406284332275,6.105406284332275,6.105406284332275,6.105406284332275,20031
2021-05-20,6.164681911468506,6.164681911468506,6.105406178213808,6.105406178213808,2269
2021-05-21,6.164681911468506,6.164681911468506,6.164681911468506,6.164681911468506,0
2021-05-26,6.12516450881958,6.12516450881958,6.12516450881958,6.12516450881958,2969
2021-05-27,6.26347541809082,6.26347541809082,6.144923477721538,6.144923477721538,10210
2021-05-28,6.2733540534973145,6.2733540534973145,6.263475000589348,6.263475000589348,6822
2021-05-31,6.372147083282471,6.372147083282471,6.322750875453044,6.322750875453044,10549
2021-06-01,6.717923164367676,6.717923164367676,6.520336911838237,6.520336911838237,6361
2021-06-02,6.816715717315674,6.816715717315674,6.816715717315674,6.816715717315674,33
2021-06-03,6.866112232208252,6.866112232208252,6.816716022622421,6.816716022622421,4201
2021-06-04,6.816715717315674,6.816715717315674,6.717922831487083,6.717922831487083,10630
2021-06-07,7.211887836456299,7.22176688964182,6.915508703584313,6.915508703584313,55141
2021-06-08,7.261283874511719,7.261283874511719,7.221766720531702,7.221766720531702,57957
2021-06-09,7.508266448974609,7.508266448974609,7.26128399689596,7.26128399689596,38907
2021-06-10,7.70585298538208,7.70585298538208,7.70585298538208,7.70585298538208,10021
2021-06-11,7.804645538330078,7.804645538330078,7.50826640898171,7.50826640898171,10320
2021-06-14,7.903438568115234,7.903438568115234,7.607059433378254,7.607059433378254,4580
2021-06-15,8.00223159790039,8.00223159790039,8.00223159790039,8.00223159790039,686
2021-06-16,8.101024627685547,8.101024627685547,8.002232207421129,8.002232207421129,920
2021-06-17,8.199817657470703,8.397403432147396,8.199817657470703,8.397403432147396,1014
2021-06-18,8.199817657470703,8.199817657470703,7.557663183148985,7.557663183148985,9676
2021-06-22,8.199817657470703,8.199817657470703,8.199817657470703,8.199817657470703,0
2021-06-23,8.199817657470703,8.199817657470703,8.199817657470703,8.199817657470703,360
2021-06-24,7.903438568115234,7.903438568115234,7.903438568115234,7.903438568115234,1
2021-06-25,8.00223159790039,8.00223159790039,8.00223159790039,8.00223159790039,5912
2021-06-28,8.00223159790039,8.00223159790039,8.00223159790039,8.00223159790039,1100
2021-06-29,7.804645538330078,7.804645538330078,7.804645538330078,7.804645538330078,3
2021-06-30,7.8145246505737305,7.8145246505737305,7.8145246505737305,7.8145246505737305,38
2021-07-01,8.00223159790039,8.00223159790039,8.00223159790039,8.00223159790039,138
2021-07-02,8.101024627685547,8.101024627685547,8.002232207421129,8.101024627685547,3134
2021-07-05,8.101024627685547,8.101024627685547,8.101024627685547,8.101024627685547,5003
2021-07-06,8.397403717041016,8.397403717041016,8.397403717041016,8.397403717041016,229
2021-07-07,8.397403717041016,8.397403717041016,8.397403717041016,8.397403717041016,5898
2021-07-08,8.397403717041016,8.397403717041016,8.397403717041016,8.397403717041016,103
2021-07-12,8.792574882507324,8.792574882507324,8.39740333760308,8.39740333760308,6537
2021-07-13,8.792574882507324,8.970402548795875,8.792574882507324,8.970402548795875,13042
2021-07-14,8.891368865966797,8.891368865966797,8.693783079600204,8.891368865966797,597
2021-07-15,9.07907485961914,9.07907485961914,9.07907485961914,9.07907485961914,29815
2021-07-16,9.07907485961914,9.07907485961914,8.990161964999833,8.990161964999833,3638
2021-07-19,8.792574882507324,8.792574882507324,8.792574882507324,8.792574882507324,5000
2021-07-20,8.792574882507324,8.792574882507324,8.792574882507324,8.792574882507324,1
2021-07-21,8.792574882507324,8.792574882507324,8.792574882507324,8.792574882507324,0
2021-07-22,8.891368865966797,8.891368865966797,8.891368865966797,8.891368865966797,3010
2021-07-23,8.703661918640137,8.703661918640137,8.703661918640137,8.703661918640137,20773
2021-07-26,8.792574882507324,9.079074488103721,8.792574882507324,9.079074488103721,2095
2021-07-27,8.792574882507324,8.792574882507324,8.78269630050718,8.78269630050718,11798
2021-07-28,8.891368865966797,8.891368865966797,8.644386397467718,8.644386397467718,2002
2021-07-29,8.792574882507324,8.891368239815026,8.792574882507324,8.891368239815026,1114
2021-07-30,8.792574882507324,8.792574882507324,8.792574882507324,8.792574882507324,100
2021-08-02,8.891368865966797,8.891368865966797,8.792575501701826,8.792575501701826,1004
2021-08-03,8.891368865966797,8.891368865966797,8.703662604459371,8.703662604459371,27749
2021-08-04,9.088953971862793,9.088953971862793,9.088953971862793,9.088953971862793,123
2021-08-05,9.088953971862793,9.088953971862793,9.088953971862793,9.088953971862793,0
2021-08-06,9.039557456970215,9.039557456970215,8.644385906673323,8.644385906673323,3632
2021-08-09,8.891368865966797,8.891368865966797,8.891368865966797,8.891368865966797,3
2021-08-10,8.891368865966797,8.891368865966797,8.891368865966797,8.891368865966797,10
2021-08-11,8.891368865966797,8.891368865966797,8.891368865966797,8.891368865966797,1237
2021-08-12,8.990161895751953,8.990161895751953,8.990161895751953,8.990161895751953,5
2021-08-13,9.088953971862793,9.088953971862793,9.088953971862793,9.088953971862793,1000
2021-08-17,9.029679298400879,9.029679298400879,8.693782993810597,8.693782993810597,9012
2021-08-18,9.039557456970215,9.039557456970215,9.039557456970215,9.039557456970215,102
