Price,('Close', 'METR.BA'),('High', 'METR.BA'),('Low', 'METR.BA'),('Open', 'METR.BA'),('Volume', 'METR.BA')
Ticker,METR.BA,METR.BA,METR.BA,METR.BA,METR.BA
Date,,,,,
2020-10-20,21.0,21.450000762939453,20.0,20.0,140834
2020-10-21,20.399999618530273,21.450000762939453,19.549999237060547,21.0,84072
2020-10-22,21.25,21.549999237060547,20.399999618530273,20.5,56946
2020-10-23,21.149999618530273,21.899999618530273,20.200000762939453,21.5,59479
2020-10-26,20.899999618530273,21.5,20.399999618530273,21.100000381469727,17556
2020-10-27,20.399999618530273,21.450000762939453,20.0,21.0,80672
2020-10-28,19.100000381469727,20.100000381469727,18.100000381469727,20.100000381469727,90859
2020-10-29,19.700000762939453,19.850000381469727,18.25,19.100000381469727,17267
2020-10-30,19.100000381469727,19.700000762939453,18.700000762939453,19.700000762939453,21711
2020-11-02,19.100000381469727,20.200000762939453,19.100000381469727,20.0,31583
2020-11-03,19.149999618530273,20.0,19.0,20.0,45647
2020-11-04,19.0,19.799999237060547,18.0,18.0,18962
2020-11-05,18.700000762939453,19.049999237060547,18.399999618530273,19.0,32255
2020-11-06,18.75,19.700000762939453,18.700000762939453,18.75,3589
2020-11-09,19.100000381469727,19.950000762939453,18.5,18.5,18446
2020-11-10,19.299999237060547,19.799999237060547,18.5,19.799999237060547,41168
2020-11-11,19.100000381469727,19.899999618530273,18.799999237060547,19.049999237060547,27573
2020-11-12,19.0,19.100000381469727,18.75,19.0,58717
2020-11-13,19.100000381469727,19.25,18.649999618530273,18.649999618530273,4464
2020-11-16,18.950000762939453,19.600000381469727,18.600000381469727,19.600000381469727,13372
2020-11-17,19.0,19.5,18.600000381469727,18.600000381469727,14629
2020-11-18,18.950000762939453,19.799999237060547,18.399999618530273,19.450000762939453,63653
2020-11-19,19.5,19.5,18.299999237060547,18.850000381469727,39781
2020-11-20,18.600000381469727,20.0,18.600000381469727,20.0,11983
2020-11-24,19.0,19.899999618530273,17.399999618530273,18.700000762939453,35907
2020-11-25,19.200000762939453,19.899999618530273,19.0,19.899999618530273,5556
2020-11-26,19.5,19.799999237060547,18.850000381469727,19.200000762939453,35560
2020-11-27,19.5,19.5,18.649999618530273,19.450000762939453,6176
2020-11-30,19.5,19.899999618530273,18.549999237060547,19.5,3463
2020-12-01,19.0,20.0,18.600000381469727,20.0,8696
2020-12-02,19.75,19.799999237060547,18.899999618530273,19.799999237060547,45100
2020-12-03,19.399999618530273,20.0,19.299999237060547,20.0,9434
2020-12-04,19.100000381469727,19.799999237060547,19.100000381469727,19.399999618530273,20665
2020-12-09,19.25,19.75,18.649999618530273,19.75,18457
2020-12-10,19.450000762939453,19.5,19.0,19.5,15908
2020-12-11,19.100000381469727,19.399999618530273,19.0,19.399999618530273,5994
2020-12-14,18.799999237060547,19.799999237060547,18.799999237060547,19.25,30448
2020-12-15,19.5,19.5,18.799999237060547,18.799999237060547,10722
2020-12-16,19.149999618530273,19.649999618530273,19.100000381469727,19.5,5555
2020-12-17,19.549999237060547,19.649999618530273,18.600000381469727,19.549999237060547,24520
2020-12-18,19.399999618530273,19.799999237060547,18.700000762939453,19.700000762939453,16698
2020-12-21,19.0,19.700000762939453,18.450000762939453,18.549999237060547,44461
2020-12-22,19.200000762939453,19.25,18.149999618530273,18.399999618530273,9655
2020-12-23,19.0,19.799999237060547,19.0,19.0,2517
2020-12-28,18.600000381469727,18.899999618530273,18.149999618530273,18.149999618530273,5145
2020-12-29,19.100000381469727,19.350000381469727,18.049999237060547,18.649999618530273,13986
2020-12-30,19.850000381469727,20.0,19.399999618530273,19.399999618530273,25254
2021-01-04,19.049999237060547,20.0,19.0,20.0,31906
2021-01-05,18.850000381469727,19.5,18.5,19.049999237060547,98036
2021-01-06,19.399999618530273,19.5,18.5,18.5,1171
2021-01-07,18.899999618530273,19.299999237060547,18.899999618530273,19.299999237060547,11554
2021-01-08,19.0,19.0,18.75,18.899999618530273,7334
2021-01-11,19.100000381469727,19.100000381469727,18.149999618530273,18.149999618530273,13471
2021-01-12,18.649999618530273,19.0,18.600000381469727,18.75,8580
2021-01-13,18.5,18.799999237060547,18.0,18.0,20515
2021-01-14,19.600000381469727,19.600000381469727,18.299999237060547,18.899999618530273,33327
2021-01-15,19.350000381469727,19.899999618530273,18.299999237060547,19.899999618530273,7404
2021-01-18,19.100000381469727,19.399999618530273,18.5,19.399999618530273,1957
2021-01-19,18.850000381469727,19.600000381469727,18.600000381469727,19.600000381469727,12745
2021-01-20,18.5,18.700000762939453,18.350000381469727,18.350000381469727,6857
2021-01-21,18.0,18.700000762939453,17.649999618530273,17.649999618530273,30979
2021-01-22,18.450000762939453,18.799999237060547,17.649999618530273,17.649999618530273,2407
2021-01-25,18.0,19.350000381469727,18.0,18.5,18261
2021-01-26,17.950000762939453,18.5,17.850000381469727,18.0,7234
2021-01-27,18.0,18.549999237060547,17.799999237060547,17.850000381469727,6920
2021-01-28,18.149999618530273,18.200000762939453,17.799999237060547,17.799999237060547,2226
2021-01-29,17.950000762939453,18.299999237060547,17.899999618530273,18.299999237060547,11103
2021-02-01,18.049999237060547,18.100000381469727,17.700000762939453,17.950000762939453,2653
2021-02-02,18.100000381469727,18.350000381469727,17.700000762939453,18.049999237060547,12546
2021-02-03,18.149999618530273,18.149999618530273,17.899999618530273,18.0,27177
2021-02-04,18.299999237060547,18.299999237060547,17.799999237060547,17.799999237060547,20411
2021-02-05,18.600000381469727,18.600000381469727,17.950000762939453,18.200000762939453,2363
2021-02-08,19.0,19.0,18.200000762939453,18.299999237060547,6920
2021-02-09,19.0,19.549999237060547,18.399999618530273,19.549999237060547,24096
2021-02-10,19.0,19.0,18.25,18.25,2407
2021-02-11,19.0,19.299999237060547,18.75,19.0,14538
2021-02-12,18.649999618530273,19.0,18.25,18.25,13927
2021-02-17,18.899999618530273,19.149999618530273,18.5,18.799999237060547,8815
2021-02-18,19.100000381469727,19.399999618530273,19.0,19.0,30429
2021-02-19,19.0,19.200000762939453,18.5,19.100000381469727,7870
2021-02-22,18.25,18.450000762939453,18.100000381469727,18.200000762939453,7966
2021-02-23,18.600000381469727,18.700000762939453,18.25,18.25,6127
2021-02-24,18.899999618530273,19.0,18.100000381469727,19.0,9977
2021-02-25,19.100000381469727,19.100000381469727,18.299999237060547,18.899999618530273,15929
2021-02-26,19.25,19.5,19.0,19.200000762939453,29379
2021-03-01,19.100000381469727,19.25,18.5,19.25,2001
2021-03-02,19.299999237060547,19.299999237060547,18.700000762939453,19.299999237060547,1108
2021-03-03,18.700000762939453,19.5,18.100000381469727,19.5,8159
2021-03-04,18.950000762939453,18.950000762939453,17.799999237060547,17.799999237060547,13834
2021-03-05,18.700000762939453,19.0,18.549999237060547,18.549999237060547,807
2021-03-08,18.049999237060547,18.700000762939453,17.75,17.850000381469727,30482
2021-03-09,17.899999618530273,18.0,17.799999237060547,17.950000762939453,10519
2021-03-10,17.950000762939453,18.350000381469727,17.950000762939453,18.350000381469727,1521
2021-03-11,18.149999618530273,18.399999618530273,17.5,18.399999618530273,437
2021-03-12,18.100000381469727,18.299999237060547,17.700000762939453,18.299999237060547,812
2021-03-15,18.549999237060547,18.549999237060547,18.149999618530273,18.149999618530273,3073
2021-03-16,18.75,19.0,18.5,18.649999618530273,8437
2021-03-17,18.5,18.799999237060547,18.5,18.5,5638
2021-03-18,18.149999618530273,18.850000381469727,17.950000762939453,17.950000762939453,6901
2021-03-19,18.0,18.5,17.75,17.75,53411
2021-03-22,18.049999237060547,18.100000381469727,17.299999237060547,18.100000381469727,12286
2021-03-23,18.0,18.0,18.0,18.0,6074
2021-03-25,18.350000381469727,18.450000762939453,18.0,18.450000762939453,4247
2021-03-26,18.5,18.5,18.0,18.299999237060547,113490
2021-03-29,18.049999237060547,18.600000381469727,18.0,18.5,7738
2021-03-30,17.950000762939453,18.25,17.100000381469727,17.950000762939453,13750
2021-03-31,17.799999237060547,17.950000762939453,17.450000762939453,17.5,4394
2021-04-05,17.350000381469727,18.899999618530273,17.0,17.0,9019
2021-04-06,17.5,18.0,17.350000381469727,18.0,413
2021-04-07,17.5,18.299999237060547,17.0,17.5,2237
2021-04-08,18.149999618530273,18.299999237060547,17.5,18.0,25287
2021-04-09,18.049999237060547,18.100000381469727,17.549999237060547,18.0,11010
2021-04-12,17.850000381469727,18.100000381469727,17.299999237060547,18.100000381469727,13052
2021-04-13,17.350000381469727,17.700000762939453,17.100000381469727,17.100000381469727,4444
2021-04-14,17.350000381469727,17.950000762939453,17.100000381469727,17.100000381469727,15026
2021-04-15,17.149999618530273,17.5,17.149999618530273,17.149999618530273,2685
2021-04-16,17.049999237060547,18.0,16.799999237060547,17.100000381469727,37429
2021-04-19,17.399999618530273,17.5,16.5,17.049999237060547,9028
2021-04-20,17.0,17.350000381469727,16.75,17.350000381469727,9428
2021-04-21,17.0,17.0,16.5,17.0,16410
2021-04-22,16.799999237060547,17.0,16.299999237060547,16.299999237060547,3471
2021-04-23,16.700000762939453,17.0,16.600000381469727,16.700000762939453,55776
2021-04-26,16.950000762939453,17.0,16.600000381469727,17.0,5600
2021-04-27,17.0,17.0,16.399999618530273,16.399999618530273,7069
2021-04-28,17.0,17.200000762939453,16.799999237060547,17.0,10738
2021-04-29,17.100000381469727,17.5,17.0,17.0,5340
2021-04-30,17.450000762939453,17.700000762939453,17.049999237060547,17.549999237060547,11993
2021-05-03,17.399999618530273,17.5,16.299999237060547,16.799999237060547,5277
2021-05-04,17.0,17.700000762939453,16.700000762939453,17.700000762939453,4764
2021-05-05,17.0,17.149999618530273,16.5,16.5,6457
2021-05-06,16.950000762939453,18.0,16.5,17.5,11182
2021-05-07,16.850000381469727,17.0,16.399999618530273,16.5,3905
2021-05-10,16.899999618530273,17.399999618530273,16.799999237060547,16.899999618530273,6467
2021-05-11,17.100000381469727,17.549999237060547,16.600000381469727,16.700000762939453,14319
2021-05-12,17.100000381469727,17.600000381469727,16.75,17.600000381469727,5591
2021-05-13,17.200000762939453,17.200000762939453,16.700000762939453,16.75,66611
2021-05-14,17.25,17.299999237060547,16.950000762939453,17.200000762939453,85600
2021-05-17,17.299999237060547,17.5,17.200000762939453,17.200000762939453,75982
2021-05-18,17.299999237060547,17.399999618530273,17.049999237060547,17.049999237060547,71555
2021-05-19,17.25,17.549999237060547,17.0,17.299999237060547,9482
2021-05-20,17.5,18.25,17.100000381469727,17.100000381469727,201054
2021-05-21,17.5,17.700000762939453,17.299999237060547,17.5,144323
2021-05-26,17.850000381469727,17.850000381469727,17.0,17.5,26854
2021-05-27,18.149999618530273,18.700000762939453,17.100000381469727,18.0,139489
2021-05-28,18.299999237060547,18.5,18.049999237060547,18.149999618530273,152551
2021-05-31,18.75,19.0,18.399999618530273,18.850000381469727,7110
2021-06-01,19.450000762939453,19.799999237060547,18.799999237060547,18.899999618530273,55609
2021-06-02,19.799999237060547,20.25,19.450000762939453,20.0,53419
2021-06-03,19.399999618530273,20.0,18.5,19.75,21819
2021-06-04,20.850000381469727,21.0,19.0,19.700000762939453,52722
2021-06-07,22.799999237060547,23.899999618530273,21.0,21.0,172929
2021-06-08,23.850000381469727,24.5,23.0,23.0,56711
2021-06-09,29.649999618530273,29.700000762939453,22.299999237060547,23.399999618530273,170122
2021-06-10,30.5,34.0,29.100000381469727,29.649999618530273,254064
2021-06-11,29.0,31.799999237060547,26.299999237060547,31.799999237060547,121415
2021-06-14,29.200000762939453,30.149999618530273,28.5,29.600000381469727,37547
2021-06-15,28.399999618530273,30.100000381469727,28.0,30.100000381469727,17138
2021-06-16,28.0,29.200000762939453,27.299999237060547,28.299999237060547,13131
2021-06-17,27.299999237060547,29.5,27.149999618530273,28.0,27748
2021-06-18,27.0,27.25,26.100000381469727,26.5,27558
2021-06-22,26.5,27.0,25.799999237060547,27.0,43363
2021-06-23,26.049999237060547,27.0,26.0,26.5,3904
2021-06-24,26.600000381469727,26.850000381469727,24.950000762939453,25.5,64786
2021-06-25,25.049999237060547,26.5,24.649999618530273,26.5,149531
2021-06-28,25.100000381469727,25.200000762939453,24.049999237060547,24.049999237060547,16322
2021-06-29,24.950000762939453,25.450000762939453,24.700000762939453,24.899999618530273,5676
2021-06-30,25.399999618530273,25.399999618530273,24.75,24.75,17303
2021-07-01,25.299999237060547,25.799999237060547,24.100000381469727,24.799999237060547,12049
2021-07-02,25.700000762939453,26.399999618530273,25.100000381469727,26.0,5565
2021-07-05,25.649999618530273,26.5,25.0,25.5,5683
2021-07-06,26.0,27.25,25.700000762939453,25.700000762939453,31408
2021-07-07,25.799999237060547,26.450000762939453,25.700000762939453,26.450000762939453,315
2021-07-08,25.799999237060547,25.799999237060547,25.200000762939453,25.799999237060547,24496
2021-07-12,26.0,26.5,24.5,25.799999237060547,9023
2021-07-13,26.75,26.75,25.5,26.75,6146
2021-07-14,26.899999618530273,27.149999618530273,26.5,26.75,4279
2021-07-15,27.399999618530273,27.5,26.700000762939453,26.700000762939453,84682
2021-07-16,27.100000381469727,28.0,26.100000381469727,28.0,5337
2021-07-19,26.25,26.850000381469727,25.299999237060547,26.850000381469727,15741
2021-07-20,26.299999237060547,26.399999618530273,25.149999618530273,26.399999618530273,14684
2021-07-21,26.600000381469727,26.950000762939453,25.600000381469727,25.600000381469727,13119
2021-07-22,26.600000381469727,27.0,26.0,27.0,10474
2021-07-23,26.5,26.600000381469727,26.0,26.0,9623
2021-07-26,28.0,28.0,25.5,25.5,41770
2021-07-27,27.200000762939453,27.200000762939453,26.799999237060547,27.0,45981
2021-07-28,27.5,27.799999237060547,26.549999237060547,27.799999237060547,17615
2021-07-29,27.100000381469727,27.549999237060547,26.600000381469727,27.549999237060547,15346
2021-07-30,26.950000762939453,26.950000762939453,26.299999237060547,26.700000762939453,42112
2021-08-02,25.950000762939453,27.299999237060547,25.600000381469727,26.200000762939453,3599
2021-08-03,26.100000381469727,26.799999237060547,26.0,26.0,2465
2021-08-04,26.299999237060547,26.299999237060547,25.850000381469727,26.100000381469727,30319
2021-08-05,26.100000381469727,26.100000381469727,25.25,26.0,102
2021-08-06,26.200000762939453,26.5,26.149999618530273,26.149999618530273,1809
2021-08-09,25.799999237060547,26.0,25.0,25.0,5257
2021-08-10,26.0,26.299999237060547,26.0,26.0,51
2021-08-11,26.950000762939453,26.950000762939453,25.200000762939453,25.200000762939453,39470
2021-08-12,26.5,27.25,26.049999237060547,27.25,919
2021-08-13,26.299999237060547,27.25,25.799999237060547,27.25,2211
2021-08-17,26.299999237060547,27.399999618530273,25.299999237060547,26.899999618530273,13154
2021-08-18,26.799999237060547,26.899999618530273,25.600000381469727,26.0,3046
2021-08-19,26.0,26.799999237060547,25.5,26.799999237060547,21341
2021-08-20,26.5,26.649999618530273,25.100000381469727,25.100000381469727,1158
2021-08-23,26.5,27.149999618530273,26.0,27.149999618530273,4930
2021-08-24,27.5,27.5,25.25,26.0,64933
2021-08-25,27.0,27.700000762939453,26.450000762939453,27.600000381469727,7660
2021-08-26,28.899999618530273,29.299999237060547,27.200000762939453,27.299999237060547,86453
2021-08-27,29.700000762939453,30.350000381469727,28.899999618530273,29.299999237060547,28724
2021-08-30,32.599998474121094,33.5,28.549999237060547,29.5,69907
2021-08-31,33.75,33.75,30.600000381469727,33.29999923706055,75514
2021-09-01,33.0,34.75,32.75,33.70000076293945,162409
2021-09-02,32.599998474121094,33.0,32.5,33.0,32372
2021-09-03,33.0,33.25,32.5,32.900001525878906,27042
2021-09-06,34.0,34.0,32.5,33.400001525878906,108611
2021-09-07,35.04999923706055,35.150001525878906,34.0,34.75,44434
2021-09-08,34.150001525878906,35.5,33.04999923706055,35.5,7401
2021-09-09,33.54999923706055,34.95000076293945,33.5,34.95000076293945,34121
2021-09-10,32.75,33.29999923706055,30.0,33.29999923706055,36956
2021-09-13,34.0,36.54999923706055,33.75,35.79999923706055,42265
2021-09-14,34.0,34.95000076293945,32.25,34.95000076293945,41493
2021-09-15,33.099998474121094,34.75,33.0,34.0,32903
2021-09-16,34.54999923706055,35.25,32.0,32.5,21369
2021-09-17,35.79999923706055,36.0,34.5,35.0,53678
2021-09-20,33.5,35.79999923706055,33.0,35.79999923706055,19749
2021-09-21,36.0,36.0,33.0,33.599998474121094,31473
2021-09-22,36.70000076293945,37.099998474121094,34.54999923706055,34.54999923706055,13717
2021-09-23,35.099998474121094,37.0,35.04999923706055,37.0,6445
2021-09-24,35.5,36.599998474121094,34.0,36.5,11373
2021-09-27,36.099998474121094,37.099998474121094,36.099998474121094,37.0,16705
2021-09-28,35.79999923706055,36.5,35.0,36.0,5421
2021-09-29,36.900001525878906,37.04999923706055,35.5,35.79999923706055,20306
2021-09-30,37.5,37.54999923706055,35.5,37.400001525878906,18721
2021-10-01,37.45000076293945,37.79999923706055,36.099998474121094,37.79999923706055,6062
2021-10-04,36.900001525878906,38.5,36.0,38.5,3968
2021-10-05,37.5,37.5,36.04999923706055,36.04999923706055,905
2021-10-06,37.0,37.5,36.5,37.5,4805
2021-10-07,35.849998474121094,37.0,35.0,37.0,29162
2021-10-12,35.29999923706055,37.20000076293945,35.0,37.20000076293945,2544
2021-10-13,35.0,35.29999923706055,34.29999923706055,35.25,19602
2021-10-14,35.150001525878906,36.0,34.45000076293945,35.0,5536
2021-10-15,36.0,36.599998474121094,35.0,35.0,9428
2021-10-18,37.0,37.400001525878906,33.95000076293945,34.5,17562
2021-10-19,37.95000076293945,38.0,37.0,37.0,7503
2021-10-20,39.95000076293945,40.099998474121094,38.0,38.599998474121094,44863
2021-10-21,42.650001525878906,43.900001525878906,39.5,39.900001525878906,36647
2021-10-22,42.79999923706055,43.599998474121094,42.0,43.54999923706055,31338
2021-10-25,45.099998474121094,46.0,42.400001525878906,42.400001525878906,152190
2021-10-26,45.650001525878906,46.5,44.70000076293945,44.70000076293945,9735
2021-10-27,45.0,46.5,45.0,46.5,20392
2021-10-28,43.349998474121094,44.5,42.900001525878906,44.5,29274
2021-10-29,42.20000076293945,43.20000076293945,41.70000076293945,43.20000076293945,1245
2021-11-01,41.95000076293945,42.79999923706055,40.849998474121094,41.5,10545
2021-11-02,42.599998474121094,43.5,41.20000076293945,41.20000076293945,12253
2021-11-03,42.79999923706055,43.0,42.599998474121094,43.0,1830
