Price,('Close', 'TEO'),('High', 'TEO'),('Low', 'TEO'),('Open', 'TEO'),('Volume', 'TEO')
Ticker,TEO,TEO,TEO,TEO,TEO
Date,,,,,
2020-04-17,6.887409687042236,7.189957544119418,6.77172999843486,7.029785373831838,231200
2020-04-20,6.780628204345703,6.896308316653419,6.682745424065405,6.816222019777039,280300
2020-04-21,6.718338966369629,6.807323501330394,6.522572565144213,6.67384648673338,207100
2020-04-22,6.656049728393555,6.73613602380271,6.433588173867449,6.673846635783173,239700
2020-04-23,6.255619049072266,6.567065138012376,6.077649552312389,6.567065138012376,305000
2020-04-24,5.96196985244751,6.3090102040187235,5.96196985244751,6.264517720695716,205600
2020-04-27,6.006462097167969,6.326806861157551,5.988665189408089,6.326806861157551,221500
2020-04-28,6.451385021209717,6.469181928433688,6.104345118186411,6.139938932634354,380500
2020-04-29,6.406892776489258,6.8251207480928064,6.3446038110717,6.478080832313508,332400
2020-04-30,6.113243103027344,6.389095365575333,6.006461664165874,6.309009498585091,207700
2020-05-01,5.997563362121582,6.193329769539434,5.864086767614201,6.193329769539434,165700
2020-05-04,6.050954341888428,6.175532691331572,5.846289698504537,5.926375568133549,187400
2020-05-05,5.908578872680664,6.504775917121286,5.908578872680664,6.139939097101338,166100
2020-05-06,6.068751335144043,6.3979943326471975,5.899680503485513,5.944172559619816,231900
2020-05-07,6.264517307281494,6.433588138714957,5.961969458999325,5.997563273584081,252400
2020-05-08,6.326806545257568,6.593760148326661,6.220024679718202,6.442486227764977,253200
2020-05-11,6.762831211090088,6.896308229425182,6.1399390246086405,6.237822227962608,257300
2020-05-12,6.780628204345703,7.1187698752551425,6.7628312966300355,6.7628312966300355,518200
2020-05-13,6.362400531768799,6.896308176716782,6.362400531768799,6.762831159401851,230700
2020-05-14,6.602658748626709,6.620455655321995,6.077649364648206,6.3001109104951345,189600
2020-05-15,6.718338966369629,7.296738655770469,6.584861951772615,6.718338966369629,259800
2020-05-18,7.136567115783691,7.24334856070864,6.905206894134559,6.905206894134559,187800
2020-05-19,6.887409687042236,7.136567245001976,6.77172999843486,7.136567245001976,162300
2020-05-20,6.914105415344238,7.100973163676117,6.860714690722524,6.8874098408775,132100
2020-05-21,7.225551128387451,7.305637423122874,6.931901946773222,6.994191334268744,164300
2020-05-22,7.109870910644531,7.323433794263436,6.896308027025627,7.154363390221002,169200
2020-05-26,7.332332611083984,7.643779125917329,7.118769723061767,7.118769723061767,143100
2020-05-27,7.332332611083984,7.474707869765463,7.0564803352327505,7.305637462237078,149900
2020-05-28,6.914105415344238,7.35013030288921,6.825120874308048,7.35013030288921,168700
2020-05-29,7.6437788009643555,7.803951384483489,6.638252518494082,6.869612304015898,887500
2020-06-01,7.448012351989746,7.670473894816047,7.181058330873497,7.608184934384183,264800
2020-06-02,7.723865509033203,7.732763326334504,7.367926509652948,7.554794250956122,148000
2020-06-03,8.364554405212402,8.40904688740871,7.759459532662559,7.786154682530938,163700
2020-06-04,8.667101860046387,8.853969597623806,7.98192072134483,8.453538973850328,326800
2020-06-05,8.916259765625,9.316690405404149,8.613711907108998,8.773883653846552,359000
2020-06-08,10.179840087890625,10.286622377979462,8.925157089893126,9.076431010791607,210300
2020-06-09,9.33448600769043,9.903987855165353,9.07643065542999,9.877292708000047,372100
2020-06-10,8.845070838928223,9.645932926682814,8.800579207905855,9.325587752131591,258000
2020-06-11,8.480234146118164,8.889563436780529,8.426843848731995,8.71159436445417,219000
2020-06-12,8.862868309020996,8.898462123570338,8.569219126833053,8.667101904687875,87900
2020-06-15,8.595913887023926,8.738289138785436,8.480233782811839,8.658202847513728,43600
2020-06-16,8.533625602722168,8.960751391851327,8.498031786961404,8.747188497286746,76000
2020-06-17,8.355655670166016,8.60481235503338,8.248874233794288,8.56921854290947,105500
2020-06-18,7.946327209472656,8.346757848489379,7.928529877300421,8.222179069154251,211800
2020-06-19,8.435741424560547,8.524726382489883,7.990818332160768,7.999716997678392,387500
2020-06-22,7.866240501403809,8.462437520081934,7.714966580328854,8.462437520081934,241100
2020-06-23,8.186585426330566,8.373453174968073,7.866241078076351,7.866241078076351,89700
2020-06-24,8.257772445678711,8.35565607017297,7.910732973012771,8.168788335420748,159700
2020-06-25,8.41794490814209,8.506929865711946,8.168788215019319,8.364553763875486,89300
2020-06-26,8.24887466430664,8.506930027828858,7.9908184521609575,8.462437548196036,95800
2020-06-29,8.133194923400879,8.551422044384442,8.070905109657165,8.320062667385015,108200
2020-06-30,7.964123725891113,8.355656549061168,7.928529910023245,8.044210023749693,199000
2020-07-01,8.044209480285645,8.133194438255275,7.937428039896159,7.937428039896159,70000
2020-07-02,7.857341766357422,8.231077232931767,7.528098778874966,8.106498461199168,200600
2020-07-06,8.702695846557617,8.800579474467954,8.00861602837932,8.186585103729717,297700
2020-07-07,8.275569915771484,8.711594354635498,8.204382286921176,8.676000540210344,115600
2020-07-08,8.186585426330566,8.373453174968073,8.008616343967114,8.337859358495383,126300
2020-07-09,8.293366432189941,8.311163763786185,8.008615915637886,8.150991173913914,106400
2020-07-10,8.480234146118164,8.667101884216711,8.177686298851617,8.27556992509872,46500
2020-07-13,8.426844596862793,8.63150883605222,8.302265810862565,8.542524716300814,67200
2020-07-14,8.168787956237793,8.382350829291788,8.03531052411148,8.373452164092017,172200
2020-07-15,8.106498718261719,8.426843898982924,8.106498718261719,8.168788530414998,120600
2020-07-16,8.24887466430664,8.320062292269771,8.008615783463473,8.062006928747554,51300
2020-07-17,8.195483207702637,8.684898767825448,8.159889395073165,8.16878806038639,181100
2020-07-20,8.337859153747559,8.480234416142096,8.133194926211285,8.231077706951655,111200
2020-07-21,8.631507873535156,8.729391497557115,8.311163550629956,8.311163550629956,93600
2020-07-22,8.88956356048584,8.960751190407017,8.551421894048511,8.604813040801137,224900
2020-07-23,9.129822731018066,9.485760891660217,8.622609791323608,8.898462502288911,144500
2020-07-24,8.942954063415527,9.138720455916852,8.889562920506647,9.103125794895314,80600
2020-07-27,8.48913288116455,9.20101002490262,8.480234215319747,8.934055989922909,109600
2020-07-28,8.533625602722168,8.738289831190679,8.346757857822285,8.5247269366261,118000
2020-07-29,8.400148391723633,8.738290075205155,8.391250574002603,8.56921965777616,62800
2020-07-30,8.195483207702637,8.373452270849995,8.07090443918777,8.328959792907298,98700
2020-07-31,7.759459495544434,8.168788802270077,7.723865679682357,8.142092803905888,223800
2020-08-03,8.115396499633789,8.275569072538048,7.6081844836014865,7.803950867304093,175400
2020-08-04,8.097600936889648,8.9607511587947,7.9819208265199695,8.426843936269433,281600
2020-08-05,8.035310745239258,8.409046207680474,7.946326636663006,8.195483328749335,233500
2020-08-06,7.82174825668335,8.150991256956889,7.759459292708852,8.150991256956889,95800
2020-08-07,7.777255058288574,7.946326300081991,7.723864765128954,7.830646200071603,94000
2020-08-10,7.465810298919678,8.044210018554885,7.448012966685482,7.777255975406517,89500
2020-08-11,7.270043849945068,7.688271820431858,7.243348700355041,7.465810260393449,131800
2020-08-12,7.0653791427612305,7.403520388911588,6.86071449214593,7.270043793376532,163900
2020-08-13,7.074277400970459,7.172161029973331,6.958597712857405,7.1098712164378215,147800
2020-08-14,7.127668380737305,7.225551158813057,6.9496988832771605,7.065378992979493,74600
2020-08-17,6.736135959625244,7.065378955352252,6.682745237965059,7.056480289586352,131400
2020-08-18,6.958597660064697,7.261145089241947,6.682745380129567,6.682745380129567,184700
2020-08-19,6.771729469299316,7.065378637370332,6.718338750042016,6.94969853349032,143000
2020-08-20,6.664947509765625,6.816221424288876,6.575962978961275,6.762830705806266,125700
2020-08-21,6.629354000091553,6.914104935976823,6.575963279171514,6.69164338665413,148600
2020-08-24,6.157735824584961,6.575963355466798,6.059852622940036,6.486978819567656,364400
2020-08-25,6.424689769744873,6.513674734629766,6.139939239910846,6.166634389926906,240800
2020-08-26,6.255619049072266,6.460283694543493,6.228923476049175,6.4424863629869416,86100
2020-08-27,6.300111293792725,6.389095832682953,6.1577360315683585,6.2556192365034855,111100
2020-08-28,6.228923320770264,6.371298575179545,6.211126413969104,6.335704761577225,216800
2020-08-31,6.015360355377197,6.273415712555809,5.979766117958889,6.202227662030914,225600
2020-09-01,6.291213035583496,6.397994481972121,5.979766513815716,6.033157661321779,121400
2020-09-02,6.220024585723877,6.41579098266127,6.068751091759902,6.335704690794907,131200
2020-09-03,5.997563362121582,6.255619158138159,5.953071305389703,6.2467204922047355,301300
2020-09-04,5.997563362121582,6.131040380940709,5.890781916790979,6.0242589356101055,138100
2020-09-08,6.006462097167969,6.015360763203784,5.881883742848812,5.979766523372274,120900
2020-09-09,6.193329811096191,6.264517441794257,5.953071345334346,5.988665160683378,183900
2020-09-10,6.415791034698486,6.656049487934541,6.255618873978359,6.309009594218401,250700
2020-09-11,6.139938831329346,6.478080487317416,6.059852537986979,6.442486249145018,207500
2020-09-14,6.31790828704834,6.727237595793128,6.2289237469542025,6.31790828704834,514100
2020-09-15,6.762831211090088,6.816221933561777,6.273416042943735,6.273416042943735,340200
2020-09-16,6.4602837562561035,6.771729848171339,6.264517350381332,6.771729848171339,332600
2020-09-17,6.540369510650635,6.549268176354979,6.309009718390237,6.460283640870211,241600
2020-09-18,6.389095306396484,6.620455512765086,6.264516962212007,6.540369222204921,1528200
2020-09-21,6.309009552001953,6.380197178512328,6.095446248159106,6.380197178512328,209600
2020-09-22,5.997563362121582,6.380197511023862,5.970868212944804,6.380197511023862,237400
2020-09-23,5.917477607727051,6.122142260828676,5.855188217892033,6.01536081337872,185600
2020-09-24,6.104345321655273,6.282314399827015,5.792899222698849,5.935274485236242,242400
2020-09-25,5.9886651039123535,6.113243456452997,5.890781900474547,6.113243456452997,137300
2020-09-28,5.917477607727051,6.10434535292035,5.881883791910399,6.077649778901984,193000
2020-09-29,5.757304668426514,5.970867974884637,5.703913947889915,5.828492720120374,261900
2020-09-30,5.819593906402588,5.926375344757639,5.739507615480441,5.748406280832555,194500
2020-10-01,5.88188362121582,5.908578770147728,5.739507937769257,5.819594233188465,136400
2020-10-02,5.935274600982666,5.961969751073145,5.766203761266509,5.792899335668749,67300
2020-10-05,6.0776495933532715,6.148837222813239,5.8996805197033515,5.961969483324952,173800
2020-10-06,6.264517307281494,6.30900978766831,6.042055753970897,6.077649568555653,217400
2020-10-07,6.255619049072266,6.371298734007686,6.157735847069921,6.300111105028431,137400
