Price,('Close', 'SEMI.BA'),('High', 'SEMI.BA'),('Low', 'SEMI.BA'),('Open', 'SEMI.BA'),('Volume', 'SEMI.BA')
Ticker,SEMI.BA,SEMI.BA,SEMI.BA,SEMI.BA,SEMI.BA
Date,,,,,
2020-04-17,0.2658984959125519,0.2674176926549749,0.25526195988352235,0.2583013884248396,2798994
2020-04-20,0.2795724868774414,0.2818517995828088,0.26589850331997983,0.26589850331997983,2591901
2020-04-21,0.28109267354011536,0.28261189981355966,0.2734955662625335,0.28261189981355966,1137304
2020-04-22,0.3122401833534241,0.3122401833534241,0.28489121228380987,0.28565035225158325,8306844
2020-04-23,0.3259151875972748,0.341869489233378,0.3046430910039112,0.31224019865079766,9316091
2020-04-24,0.32667526602745056,0.3456680198981362,0.3167988459301473,0.3274344060140294,3836350
2020-04-27,0.34718725085258484,0.34946659309053574,0.3190781924055742,0.32819449672785367,7706334
2020-04-28,0.4421509802341461,0.4778571453033164,0.34946658386756874,0.34946658386756874,27789797
2020-04-29,0.49001291394233704,0.5241998531737442,0.45582597471092984,0.45582597471092984,21498588
2020-04-30,0.5014085173606873,0.534835337828848,0.49760997874057517,0.5052070559807993,17082901
2020-05-04,0.4938114583492279,0.5036869020562567,0.45582595245373636,0.4938114583492279,8028043
2020-05-05,0.48393502831459045,0.4983691567863694,0.48241580201778045,0.49761001680663114,3982797
2020-05-06,0.4976100027561188,0.5014085415595552,0.45582595762615585,0.48241578839629184,6300953
2020-05-07,0.474058598279953,0.5090056819193296,0.4710201457505962,0.4938114674518362,5775326
2020-05-08,0.46722161769866943,0.4869734818428166,0.44822886396267575,0.4755778355158287,7772060
2020-05-11,0.46342307329177856,0.46342307329177856,0.4330346735887255,0.44822885865373135,7026018
2020-05-12,0.43911153078079224,0.4565850572794287,0.4330346554810168,0.4565850572794287,7477154
2020-05-13,0.41024336218833923,0.43835245002345663,0.3821333280158734,0.4330346847318932,1540282
2020-05-14,0.4148010313510895,0.4216390282853626,0.39352896520395836,0.40644481361529183,3740726
2020-05-15,0.4307553172111511,0.4406317367955503,0.41480101679000675,0.4254375522318942,3068599
2020-05-18,0.44746875762939453,0.4626629727719668,0.4315144561520557,0.4436702186302727,3248745
2020-05-19,0.4261966943740845,0.461902860715179,0.4216390449125954,0.4558259849088461,2357092
2020-05-20,0.42391738295555115,0.4474687626979017,0.4140419385158589,0.42543758521534614,1393939
2020-05-21,0.41632023453712463,0.44063172781560406,0.41024332973455824,0.43987164154664643,1957758
2020-05-22,0.4254375696182251,0.44063175480282096,0.417080375923896,0.4254375696182251,1565242
2020-05-26,0.42695677280426025,0.44670863580091774,0.42543754659279437,0.42923608529009927,932314
2020-05-27,0.41024336218833923,0.42847602985902616,0.4049246209863852,0.42847602985902616,1947635
2020-05-28,0.3912506401538849,0.4178404722577165,0.3859318693463675,0.4102433646967465,1177978
2020-05-29,0.38441261649131775,0.39504915188897993,0.38061407775945766,0.39504915188897993,1470480
2020-06-01,0.4026462733745575,0.4049246100525594,0.37453621038808105,0.3798549810194591,1076162
2020-06-02,0.4406317472457886,0.4406317472457886,0.39428904702520556,0.4026462701492461,4248615
2020-06-03,0.45278653502464294,0.4710201484638387,0.44063174892684515,0.4482288562043538,7355759
2020-06-04,0.44443032145500183,0.45962450657724735,0.4292361067597148,0.4558259676899463,4352886
2020-06-05,0.4421509802341461,0.4588644212528751,0.4353130128468428,0.45582596867142305,2882340
2020-06-08,0.4406317472457886,0.45582596174283846,0.4391115450677984,0.4505071911540653,3604754
2020-06-09,0.41784045100212097,0.43303466535112944,0.4072039154116069,0.43303466535112944,1759730
2020-06-10,0.4231582283973694,0.4254375705847889,0.41176258208977196,0.41404192427719155,572688
2020-06-11,0.39884769916534424,0.4254375595771196,0.3935289581839254,0.4254375595771196,1126619
2020-06-12,0.4026462733745575,0.417840458420276,0.38061409141765784,0.39884770493334687,823119
2020-06-16,0.39504915475845337,0.4140419077017899,0.3912506159990023,0.40644480060984717,554819
2020-06-17,0.3882111608982086,0.4026462648117895,0.38593184835831484,0.38593184835831484,714864
2020-06-18,0.3714977502822876,0.385172738343466,0.3266752527911275,0.385172738343466,1827429
2020-06-19,0.38441261649131775,0.38973038144846406,0.3608622145831183,0.3646607533149784,1057601
2020-06-22,0.41328179836273193,0.4163202508833154,0.3813741728282395,0.3844126253488229,3008372
2020-06-23,0.41328179836273193,0.4383524325572562,0.41100248580363896,0.4223981318348341,5596159
2020-06-24,0.4018861651420593,0.4178404663730407,0.3760564197357366,0.41404192743257373,2195127
2020-06-25,0.3920097351074219,0.4132818010477197,0.3897303929604796,0.4018861549424899,996212
2020-06-26,0.38745206594467163,0.39352897117663643,0.3798549880673751,0.39352897117663643,1018103
2020-06-29,0.39580827951431274,0.3988477080077115,0.38213332064298916,0.39504916911026267,505969
2020-06-30,0.38745206594467163,0.3958082838072935,0.3798549880673751,0.3958082838072935,642280
2020-07-01,0.3912506401538849,0.39504917914784876,0.37985499359895103,0.39504917914784876,696865
2020-07-02,0.3912506401538849,0.39580828957118663,0.3806141040222889,0.39580828957118663,1562395
2020-07-03,0.3904905319213867,0.3973275237099468,0.37985500106421044,0.38289342421111133,875862
2020-07-06,0.40112605690956116,0.401886172820155,0.3904905262079967,0.3912506421185905,2202586
2020-07-07,0.39884769916534424,0.40264626755162125,0.3904905056682602,0.40264626755162125,703108
2020-07-08,0.4003669321537018,0.4064448131975569,0.39580827739321883,0.40264627432046396,317463
2020-07-13,0.39504915475845337,0.4170803601744324,0.3927698422353235,0.401886145990547,1568403
2020-07-14,0.4026462733745575,0.4072039226409256,0.3950491660651776,0.3950491660651776,1465765
2020-07-15,0.41556113958358765,0.4163202499703725,0.4026462673204216,0.4026462673204216,777259
2020-07-16,0.4201187789440155,0.425437549370878,0.40340536826115214,0.4178404423536194,1348092
2020-07-17,0.4193596839904785,0.4254375650097709,0.41859956811016036,0.4216390261480292,972975
2020-07-20,0.4231582283973694,0.4322745620905889,0.4178404631887101,0.4322745620905889,836677
2020-07-21,0.41859957575798035,0.43455390652283404,0.4094832715907094,0.41859957575798035,2015203
2020-07-22,0.41784045100212097,0.42239812976061536,0.4148010225861111,0.4208789035077839,536703
2020-07-23,0.4170803725719452,0.420878911444306,0.4117625778450634,0.4117625778450634,2167672
2020-07-24,0.4148010313510895,0.42011879651702,0.40872315030098766,0.42011879651702,1007575
2020-07-27,0.4482288658618927,0.45126731847421864,0.41404192673607365,0.4178404656701507,4465308
2020-07-28,0.4489879906177521,0.48241582040017,0.44063177249821756,0.4497481065368296,7591875
2020-07-29,0.48089560866355896,0.4824158108987301,0.4505072080994693,0.4596245178689234,6714916
2020-07-30,0.4854542315006256,0.4915321123088943,0.4482288417638243,0.4824157790516556,6133764
2020-07-31,0.48469412326812744,0.500648453438431,0.4763379353064616,0.48621435499988586,3763179
2020-08-03,0.47557783126831055,0.4786172597509932,0.4558259673005728,0.4786172597509932,5239524
2020-08-04,0.46342307329177856,0.4930513571122624,0.45582596597275493,0.4930513571122624,3077337
2020-08-05,0.4543057382106781,0.47937637297991537,0.4482288626032473,0.47861726257406423,2116496
2020-08-06,0.4512673020362854,0.4558259566991012,0.44215096862099945,0.4558259566991012,1488335
2020-08-07,0.48165571689605713,0.48241580321501526,0.44443032529470144,0.45582597162809974,1918077
2020-08-10,0.4831749200820923,0.4968499079538748,0.4679807059824075,0.4862143484482278,2866483
2020-08-11,0.4702600836753845,0.49381149289088816,0.4573452106812877,0.49001292429180837,1752808
2020-08-12,0.4626629650592804,0.4694999566087835,0.45734519981662913,0.4694999566087835,527115
2020-08-13,0.4679807424545288,0.47481873966502564,0.4558259853467378,0.47481873966502564,466627
2020-08-14,0.468740850687027,0.47861727085521927,0.4603836272671966,0.46949996110601244,432562
2020-08-18,0.4596244990825653,0.46874083256901183,0.4550658443841654,0.46874083256901183,447505
2020-08-19,0.4657014012336731,0.4672216033972433,0.4459495376941209,0.4634230645955327,1285867
2020-08-20,0.46342307329177856,0.4748187194837933,0.45354662380845406,0.4748187194837933,252285
2020-08-21,0.46646150946617126,0.47102016435057653,0.45582597885612536,0.47102016435057653,874725
2020-08-24,0.47253936529159546,0.4786172461741826,0.4664614844090083,0.4664614844090083,632288
2020-08-25,0.46949994564056396,0.47177925821626343,0.45202742401394247,0.46949994564056396,1383372
2020-08-26,0.4626629650592804,0.47481872733485836,0.4558259735097773,0.47481872733485836,109521
2020-08-27,0.4596244990825653,0.47102014513169127,0.4489879634230833,0.47102014513169127,351972
2020-08-28,0.4710201323032379,0.4725393585245433,0.44898795119468665,0.4596244865644777,1656961
2020-08-31,0.46722161769866943,0.4710201566166515,0.45582597137168157,0.4710201566166515,707301
2020-09-01,0.4558259844779968,0.4672216311326425,0.4535466422211611,0.45962452350519784,1577259
2020-09-02,0.4489879906177521,0.46722163460538857,0.44670867791701735,0.4558259878660418,1009587
2020-09-03,0.4679807424545288,0.47481873966502564,0.44898798813624097,0.47481873966502564,2247923
2020-09-04,0.46190282702445984,0.47481870457609837,0.4527865232829669,0.47481870457609837,1581165
2020-09-07,0.4649422764778137,0.4694999553865039,0.44594955227521954,0.44594955227521954,380747
2020-09-08,0.4588644206523895,0.4672216143194824,0.45050719741225514,0.45582596807491366,431569
2020-09-09,0.4603835940361023,0.46342305194295164,0.45202740627590793,0.45582594497390916,139746
2020-09-10,0.4535466134548187,0.4641821730945153,0.45126730091559175,0.45126730091559175,952142
2020-09-11,0.4558259844779968,0.46190286027858585,0.45202744545079576,0.45202744545079576,358607
2020-09-14,0.44746875762939453,0.46494228543891103,0.44746875762939453,0.46494228543891103,627298
2020-09-15,0.44670867919921875,0.45202745010807516,0.44063177376297624,0.4459495687614175,583111
2020-09-16,0.42999520897865295,0.4406317446091553,0.3988476993518554,0.4337937773667062,978278
2020-09-17,0.41784045100212097,0.45582595730160136,0.40872314166443835,0.45582595730160136,933137
2020-09-18,0.42163902521133423,0.43303467134428475,0.41024334950534247,0.41024334950534247,269461
2020-09-21,0.41556113958358765,0.433034666527984,0.4102433449425315,0.433034666527984,453944
2020-09-22,0.4231582283973694,0.42391736837727284,0.3988477094850339,0.3988477094850339,422074
