Price,('Close', 'BMA.BA'),('High', 'BMA.BA'),('Low', 'BMA.BA'),('Open', 'BMA.BA'),('Volume', 'BMA.BA')
Ticker,BMA.BA,BMA.BA,BMA.BA,BMA.BA,BMA.BA
Date,,,,,
2020-06-29,171.93923950195312,180.72925054413656,168.4068016434,175.80027098384193,490604
2020-06-30,163.80645751953125,171.69283184308884,159.20608294332803,171.69283184308884,1012832
2020-07-01,169.80335998535156,170.46055983146974,163.8064317589705,163.88858644037694,226643
2020-07-02,165.49049377441406,173.33578910588344,161.83483627421344,172.51429247504984,359353
2020-07-03,168.6943359375,170.04980034653465,165.53156893636103,165.61372361238162,162209
2020-07-06,196.62522888183594,197.98069334507713,178.30585101551085,179.08627032874196,898923
2020-07-07,189.4781951904297,193.13386527010064,183.6866539007048,192.64096227159283,742261
2020-07-08,192.76419067382812,193.01064218448653,187.30124277361548,190.58722948894209,400994
2020-07-13,198.8022003173828,206.15459323533491,194.69471683975095,194.69471683975095,733254
2020-07-14,201.6363525390625,202.90967486811823,193.9142889548603,197.07704357246638,511565
2020-07-15,210.7960662841797,211.94615669408293,204.0597830588896,205.8260085523675,418668
2020-07-16,209.35842895507812,210.30314510069243,202.08817849519664,209.48164844014286,457588
2020-07-17,210.1388702392578,210.59069595679364,205.41526394738747,209.3584508371753,516443
2020-07-20,203.77224731445312,208.2494015669709,201.10238319179965,206.93500190795461,924306
2020-07-21,210.015625,212.35689559406856,201.26669021488124,203.81333498263845,547291
2020-07-22,223.81680297851562,226.24020338591527,203.73119710669403,210.01564232600717,1065468
2020-07-23,222.7488250732422,231.6620692775488,216.38222565160743,221.8041088827595,1018712
2020-07-24,223.5292510986328,232.15496621766425,218.96992949366276,222.58453493294718,678531
2020-07-27,231.9084930419922,236.91962759454032,226.73307420236472,226.73307420236472,362455
2020-07-28,224.8847198486328,231.66206757009846,220.61292701433987,231.66206757009846,710524
2020-07-29,226.52769470214844,229.19755873762253,219.7503475351757,226.77413366200335,314185
2020-07-30,221.10581970214844,223.44709018315876,214.4106269772222,220.90044553837714,1076110
2020-07-31,219.09317016601562,224.2685891176175,216.3822161346286,221.14691182460186,676919
2020-08-03,240.32882690429688,247.27048339303323,211.9871934256934,215.02674095723074,1531967
2020-08-04,232.56573486328125,259.59297291546136,230.88165148427495,256.30698591653146,1699030
2020-08-05,225.58297729492188,238.9733621983463,221.27012003172177,237.4125236313961,689887
2020-08-06,226.9384307861328,227.92423671260477,219.9557098388672,225.58296643979847,739083
2020-08-07,233.42823791503906,234.12651499131084,221.80406683387343,224.39177593291828,422187
2020-08-10,233.22291564941406,238.2340506952988,230.06014823823423,236.59105724222778,372662
2020-08-11,224.1453857421875,234.12656590627924,223.447108514063,234.12656590627924,401758
2020-08-12,211.74075317382812,224.26857659148428,209.89238578433785,224.26857659148428,985273
2020-08-13,215.6428680419922,220.57184788295203,213.17837812151228,213.58912644159227,612104
2020-08-14,213.30160522460938,216.05362408149023,209.48165072539928,214.82137907722318,363406
2020-08-18,201.38990783691406,207.01716515780072,198.80219828645943,205.3330944421668,354348
2020-08-19,203.64901733398438,206.44211350359186,197.98069538470554,201.6774303607685,385303
2020-08-20,204.47052001953125,205.82599707171656,198.80219790324983,200.4451912743511,196784
2020-08-21,201.6774139404297,211.74074722258962,200.44516904873663,206.19564520997088,570592
2020-08-24,200.23980712890625,204.4705098347404,195.59835610075638,202.08817457932693,315877
2020-08-25,202.8685760498047,204.51156919462602,193.99641056076095,200.44516366820181,323238
2020-08-26,194.61253356933594,204.42942766689782,191.81945022884318,202.8685766536459,543888
2020-08-27,182.2079315185547,197.15916574739,180.72923526844082,197.15916574739,752215
2020-08-28,196.296630859375,196.74845654425172,184.01525789525004,184.01525789525004,362142
2020-08-31,199.17185974121094,201.2666786999952,195.92695048958717,197.85747262582925,393521
2020-09-01,198.39144897460938,204.55267409804443,193.62676570547734,203.73117741491978,555949
2020-09-02,192.92848205566406,195.5161913387776,188.94421852066742,195.5161913387776,350632
2020-09-03,195.76266479492188,200.44519344628935,192.9285037060714,197.15920666848135,265508
2020-09-04,193.6678466796875,198.76112370359715,189.76573736164502,198.76112370359715,265201
2020-09-07,197.61102294921875,199.54153256824293,192.64096567739855,199.54153256824293,74219
2020-09-08,193.585693359375,196.00911866515978,188.94424199397574,193.87322221990556,397874
2020-09-09,195.76266479492188,196.9949098365999,192.2302265017693,194.77687126858842,185916
2020-09-10,200.03443908691406,202.5400064366954,197.20027808324593,197.98069741251044,756149
2020-09-11,191.69627380371094,199.62371251722865,190.50509347464558,199.62371251722865,318943
2020-09-14,185.78146362304688,191.4087207271105,184.42599915552063,191.4087207271105,357591
2020-09-15,184.63136291503906,187.8351946768555,179.1273381404871,183.60449215355388,223975
2020-09-16,169.18722534179688,180.72925528884306,167.1745611421798,177.4432688290459,912154
2020-09-17,163.765380859375,169.2283291905869,162.6563552414379,167.99608407512144,995661
2020-09-18,172.35000610351562,172.92505127294882,163.4778394456856,163.4778394456856,443278
2020-09-21,168.48895263671875,169.6390428283173,162.65632193707904,167.79067553357774,395856
2020-09-22,168.65325927734375,172.22676206781756,163.23137654932623,169.22830440666834,411319
2020-09-23,165.28514099121094,168.40683109908105,163.56000536439396,168.40683109908105,281413
2020-09-24,170.9945068359375,174.32157046709847,165.94230792068626,168.40679764228062,787346
2020-09-25,173.95191955566406,174.89663571042558,168.44789438369796,169.96765569940322,179510
2020-09-28,172.6375274658203,177.8540365542945,170.2141146941449,176.7039461818182,191730
2020-09-29,172.47320556640625,174.1572760731791,168.89970294159093,170.91236706844688,235909
2020-09-30,170.542724609375,176.21104698075172,169.22832483932334,173.33580845192827,420158
2020-10-01,176.49853515625,177.03250288876532,170.8712788903164,172.30889782328782,176706
2020-10-02,175.9235076904297,176.62178487721786,171.28205649720897,174.97879152952282,188389
2020-10-05,173.86976623535156,176.62178511039173,172.51430173573146,172.55537907648696,262473
2020-10-06,171.52850341796875,183.1937533675482,170.33733577976255,175.47168985396516,373900
2020-10-07,173.21258544921875,177.27899163632523,169.2283214116735,174.9787983528469,210170
2020-10-08,178.22369384765625,178.6755195074425,173.33579133825455,173.5411654986079,234986
2020-10-09,179.08628845214844,180.7292819241865,177.03254661210084,180.7292819241865,173800
2020-10-13,175.67709350585938,178.6755517744933,172.02142276335576,178.6755517744933,213610
2020-10-14,176.70394897460938,180.03100065294424,172.51431070071678,176.21104593001783,244103
2020-10-15,182.57762145996094,184.83673713606845,176.86822253098887,179.0451835321296,678008
2020-10-16,188.94422912597656,189.76572577435036,180.81141732109344,183.19375258735988,468188
2020-10-19,190.13540649414062,197.0770510213063,188.12274210958415,191.77839987501036,470289
2020-10-20,184.9188995361328,193.05171129585548,181.96150660439145,192.96955661745667,233753
2020-10-21,186.06900024414062,187.95844513773466,183.193761829772,183.5634328331819,669660
2020-10-22,192.92848205566406,194.65361739939198,182.45440037680098,187.95842510495956,315748
2020-10-23,191.90162658691406,194.69471024304977,188.36918840882876,194.69471024304977,392082
2020-10-26,177.9772491455078,191.28550527270937,175.80028797663732,190.58722808682177,380346
2020-10-27,168.28359985351562,182.3722628966,166.9281228109601,177.97725064611006,189078
2020-10-28,152.9215850830078,165.5315627426836,152.5929914613076,165.5315627426836,507010
2020-10-29,157.8916473388672,159.28818908127568,150.74462927532898,156.1254346256805,283431
2020-10-30,152.88052368164062,160.19183847494108,151.31967260624333,160.19183847494108,324765
2020-11-02,167.58531188964844,169.2283051434685,153.94846286892425,156.1254364512621,388248
2020-11-03,168.44789123535156,175.30738076812494,166.1066207598573,171.48742634499655,458214
2020-11-04,163.765380859375,171.6106647331352,161.5473296235008,171.6106647331352,339934
2020-11-05,174.0751495361328,177.81296211016962,164.71009196463072,165.94233704167283,432612
2020-11-06,175.8413848876953,178.6755462172354,170.04983019295506,178.2647978351268,234584
2020-11-09,187.42445373535156,188.0816535555293,181.55075776292168,181.55075776292168,560548
2020-11-10,201.55421447753906,202.0881823029396,186.93157113722802,187.30124213443182,657329
2020-11-11,194.77688598632812,204.38839553067294,189.88897025696195,204.38839553067294,387141
2020-11-12,184.3438262939453,193.87319157165396,183.60448439095197,193.0516949971978,474108
2020-11-13,186.64404296875,187.09586864922574,180.72926938673837,185.90470097164024,303346
2020-11-16,186.7672576904297,195.43403682331933,185.74038693676565,188.94421867418006,277050
2020-11-17,192.06593322753906,192.96957208714755,175.75921852659837,185.65825638511458,223520
2020-11-18,185.94578552246094,192.23023034670044,185.32966298929844,191.81948199125878,219702
2020-11-19,187.54766845703125,197.1591757687492,184.01523071749926,186.43864307931491,240783
2020-11-20,193.05172729492188,193.38032096566116,185.74041157308966,187.30125031166887,144453
2020-11-24,207.2636260986328,208.74232270974383,191.40873680875285,193.87322698225609,871007
2020-11-25,207.87974548339844,209.07091320881688,200.44519773261814,207.01717142876956,1398149
2020-11-26,208.824462890625,211.53540456290622,205.37417918728758,205.37417918728758,177181
2020-11-27,212.68548583984375,213.1783888627929,205.78491872882321,211.8639891582916,297532
2020-11-30,203.11505126953125,214.3695656550696,201.26668376556182,214.3695656550696,1027575
2020-12-01,201.75958251953125,206.1135047422257,200.44518286378388,203.36149848213054,239963
2020-12-02,204.2240753173828,207.01715895594532,198.3914439994476,202.04710164066873,357676
2020-12-03,200.6505584716797,207.42790589191043,200.44518430743028,205.37416424941625,287959
2020-12-04,200.19873046875,204.6758846901691,198.02176936711,202.49892358852912,108036
2020-12-09,190.6693878173828,198.8022000793378,189.7657364393679,198.43252907380256,322138
2020-12-10,193.99644470214844,197.980708793547,188.9853222495629,191.4087350576616,422219
2020-12-11,193.7089080810547,197.07703674685447,190.5872183764998,193.87320490023257,116221
2020-12-14,190.25863647460938,196.99490675679237,188.1638174294981,193.87321685967012,199800
2020-12-15,192.14804077148438,193.87318856510623,189.14958333523606,192.6409437225314,138709
2020-12-16,193.1338653564453,195.3519037806341,189.7657241135721,194.65362662160987,208277
2020-12-17,192.1891326904297,197.98068639701927,190.58721678053308,195.68049334265928,343903
2020-12-18,187.09585571289062,194.69469946851848,186.4797332462181,194.69469946851848,309458
2020-12-21,177.81295776367188,185.65825373607703,176.62179005865735,185.65825373607703,252162
2020-12-22,180.93463134765625,185.00103712746204,177.44327069736096,177.44327069736096,202920
2020-12-23,185.78146362304688,188.12273410518586,176.6217809284496,182.7830058445583,55487
2020-12-28,183.52232360839844,187.17799327103296,182.78298173002435,184.59027162663855,208621
2020-12-29,189.14959716796875,191.32655820170422,183.1937466599654,187.2601524308348,147496
2020-12-30,186.7261962890625,193.87321483750398,185.28857711124203,191.40872481838315,179921
2021-01-04,179.5791778564453,190.17647993148205,177.44328149114523,190.17647993148205,328080
2021-01-05,181.42752075195312,182.3722367843414,175.80026428760837,181.13999194120396,655318
2021-01-06,179.20950317382812,183.76881244426846,177.85403860952871,182.16689635872052,281910
2021-01-07,182.74192810058594,185.2474954012705,177.03252886462877,177.03252886462877,212928
2021-01-08,182.00257873535156,186.06898449884744,179.90775984656773,185.41178469559554,124929
2021-01-11,175.96458435058594,180.9346417151506,175.80028752346075,180.9346417151506,460836
2021-01-12,178.63446044921875,180.56498276812135,176.21104761605363,178.9219893171558,120270
2021-01-13,175.26632690429688,179.90777827031206,174.23945602375855,179.49702991809673,154547
2021-01-14,178.675537109375,179.0041307842937,175.3073955337549,175.80029858117817,154974
2021-01-15,175.5538330078125,179.0862711381893,173.62332338583562,174.15729119860612,73216
2021-01-18,174.5269775390625,176.21104834023228,171.9392678571751,175.80029997580286,45776
2021-01-19,173.6643829345703,177.60756927390273,171.692796032426,174.1572859276283,327684
2021-01-20,174.89663696289062,176.12888197447054,170.95346295387048,172.51430162118726,270101
2021-01-21,170.25518798828125,176.58070995659085,170.0498138170047,174.56804558508935,177246
2021-01-22,167.58531188964844,172.02138866094515,166.22984746926437,169.2283051434685,168350
2021-01-25,164.5047149658203,172.51430782932468,164.25826344762658,167.5853276056297,263461
2021-01-26,175.5538330078125,176.4164070042484,164.71007964773833,164.71007964773833,170662
2021-01-27,174.81451416015625,175.5538562348965,168.85866261182298,174.1573142409172,201389
2021-01-28,173.3358154296875,176.62180245205124,171.85711876261468,174.81451209676032,85863
2021-01-29,167.3388671875,176.53962727537825,166.92811885737112,176.457485130379,92026
2021-02-01,170.542724609375,174.11622783131418,167.4210345567862,167.58533139428135,100059
2021-02-02,168.94078063964844,174.93770867678984,168.4068128324899,170.54270913121226,274977
2021-02-03,170.46055603027344,173.29471698497275,168.4889690709289,168.4889690709289,115322
2021-02-04,175.01986694335938,175.67706678221091,169.228312949487,170.87130627909366,131898
2021-02-05,182.0436553955078,183.11159096989144,176.62177270767341,177.8540176335409,171416
2021-02-08,188.1227264404297,190.79259046196418,183.9741659922674,184.83673995238726,536771
2021-02-09,187.09585571289062,188.1227264906782,184.83674000175805,187.21907519220767,265551
2021-02-10,186.19219970703125,190.17646323813258,184.42598702790826,185.24748362936887,163177
2021-02-11,186.23329162597656,188.53348479717758,185.04212396760022,185.65824646693738,67545
2021-02-12,183.3991241455078,189.76572308001033,181.96150503126532,184.8367432597503,129509
2021-02-17,188.4513397216797,191.86055857946843,185.32966226063263,185.32966226063263,121497
2021-02-18,188.5745391845703,198.76109158637442,185.658223869,190.58720326375223,465640
2021-02-19,182.0436553955078,191.73730545096385,181.1400041025209,189.7657185835933,394256
2021-02-22,169.72120666503906,181.5096756381666,169.22830367914062,181.5096756381666,201968
2021-02-23,164.3404083251953,172.76074903819912,163.3135375065363,166.7638209502217,236366
2021-02-24,175.38954162597656,177.23790916067654,166.35307812299885,166.35307812299885,121766
2021-02-25,168.24249267578125,179.08624441793197,165.9422998734966,178.01829641668814,121646
2021-02-26,166.3941192626953,173.21254274759656,164.29930067211745,170.04977619564156,184771
2021-03-01,174.89663696289062,175.3895399815404,168.40681824925423,168.81756658644753,108659
2021-03-02,174.48590087890625,178.2647908604736,171.3231459814412,175.2252554588018,120261
2021-03-03,170.0087127685547,175.3895178126734,167.17455210716176,174.97876952739782,100166
2021-03-04,169.02291870117188,178.2647550821594,166.5584289995752,172.51427911176717,223611
2021-03-05,164.3404083251953,171.61064620027454,161.75268634114812,170.04980756993052,404863
2021-03-08,160.6847381591797,167.46208503263364,156.70047468016222,167.46208503263364,166794
2021-03-09,165.20297241210938,166.10661115730858,156.33080656397988,161.83483131488873,192321
2021-03-10,172.02139282226562,172.43214114565694,161.01334276939596,164.2993293565265,253211
2021-03-11,172.47320556640625,176.62176582893164,167.58530339117235,174.1572760731791,132094
2021-03-12,177.48435974121094,179.08627575587153,169.47476713286346,175.8002890447546,207782
2021-03-15,182.78298950195312,185.6582275390625,179.49700317382812,179.49700317382812,346787
2021-03-16,180.81141662597656,184.75459049497633,179.66131380164828,182.41333257713822,299116
2021-03-17,183.19375610351562,183.6045044355863,177.23790528849102,180.81142079152352,213387
2021-03-18,175.0609588623047,183.44022303409676,174.15730744174917,181.38648120105728,175794
2021-03-19,176.29319763183594,179.3738102707773,173.0482756241151,175.06095257625938,117352
2021-03-22,177.81295776367188,178.18262877073917,173.33580326686837,176.62179005865735,145606
2021-03-23,178.18263244628906,180.7292772764756,175.18417445094738,178.22370978904272,160604
2021-03-25,166.2298583984375,172.10355465300677,164.29933618425468,171.65172897149117,804578
2021-03-26,164.38148498535156,168.40681356383536,163.4778336546499,167.9960652380699,257270
2021-03-29,162.82064819335938,166.72275763244488,161.0133579075288,166.72275763244488,200273
2021-03-30,163.5189208984375,164.258262915579,161.62947597846554,163.47784355636412,156323
2021-03-31,161.75270080566406,163.68322313139498,160.39723621784125,163.6421457879665,397506
2021-04-05,161.46517944335938,162.32775348831376,158.54886364139213,161.8348504526127,494051
2021-04-06,169.5979766845703,170.4605506527133,161.83483604137118,161.83483604137118,350432
2021-04-07,165.81910705566406,170.8713065378372,165.12082987550613,170.0498098717899,161406
2021-04-08,165.73696899414062,167.7085561763352,164.2993496844021,164.2993496844021,58039
2021-04-09,163.06710815429688,165.81912733615852,162.8206566173316,165.81912733615852,140663
2021-04-12,157.8505859375,162.98494031401307,156.90586974623955,162.98494031401307,194092
2021-04-13,159.4525146484375,161.013353366029,156.90586986179358,157.72736656264067,100730
2021-04-14,158.4256591796875,163.0671109768489,157.64522720994782,160.27402693635204,84825
2021-04-15,155.46823120117188,159.12388855596092,155.2628570516327,158.54884344425983,120347
2021-04-16,161.01333618164062,161.67053597918664,153.4555698474703,156.78263363782412,141063
2021-04-19,162.9027862548828,165.69586981748031,160.9722641364401,162.5741800777841,166719
2021-04-20,157.8916473388672,162.65633022624053,156.49510559645867,162.65633022624053,254083
2021-04-21,160.8079833984375,161.62948012077945,156.08437724497128,158.09704170770001,248261
2021-04-22,157.76844787597656,162.12238300707062,156.90587381136578,162.12238300707062,150359
2021-04-23,156.78265380859375,159.329286116035,155.7557829100178,159.329286116035,151035
2021-04-26,161.8348388671875,164.13503197738476,158.42563280862223,158.91852327399334,306795
2021-04-27,176.5807342529297,177.4433083979847,165.28515327852094,165.28515327852094,990558
2021-04-28,178.34693908691406,179.90777780729732,174.97879759339875,177.36113301609845,162644
2021-04-29,177.6897430419922,179.08628495897517,174.15730463900337,177.73082038500098,99190
2021-04-30,171.89816284179688,177.44326486895162,171.4463372066497,177.44326486895162,89104
2021-05-03,171.6927947998047,173.33578805147746,170.0498015481319,171.6927947998047,379281
2021-05-04,168.4068145751953,169.2283112316597,165.81910512135025,168.9407823878795,201105
2021-05-05,170.74807739257812,172.51429011064585,167.25671675938648,167.25671675938648,62884
2021-05-06,169.18722534179688,170.74807643122665,166.35306452723054,167.87283827890414,362160
2021-05-07,183.4812774658203,184.01524526171403,171.24097014836752,171.24097014836752,308282
2021-05-10,184.22064208984375,190.6693964479211,182.783022809321,188.94424829727566,570270
2021-05-11,177.64866638183594,183.68667231102856,176.6628728210614,183.27592394945208,298769
2021-05-12,174.9376983642578,178.34691677335968,174.2394337756779,178.34691677335968,93168
2021-05-13,187.75308227539062,189.76574677968117,175.84137955545393,175.84137955545393,298504
2021-05-14,199.54153442382812,199.62368910414384,191.81947080583367,191.81947080583367,411981
2021-05-17,206.56533813476562,207.83866049858406,193.7089200784165,197.1181262939209,285069
2021-05-18,204.96339416503906,207.42788387443832,203.23824635444242,203.23824635444242,552989
2021-05-19,205.99029541015625,209.07090800352847,201.88281195232662,202.29356029810958,237387
2021-05-20,212.23365783691406,214.32846420020246,205.57953016810478,205.57953016810478,152030
2021-05-21,205.4563446044922,212.68550606144623,205.08666103460945,208.6601769531402,227774
2021-05-26,204.8812713623047,205.33309705298237,198.06285880043083,201.96496811393337,121824
2021-05-27,208.66017150878906,209.52274559093289,205.37418455589474,205.37418455589474,579500
2021-05-28,220.98257446289062,221.39332274256142,213.91769903853577,213.91769903853577,1024450
2021-05-31,219.83250427246094,223.4470844480441,217.69660801004298,221.80409118004377,128639
2021-06-01,225.29547119140625,226.7330904241682,219.33962008424967,222.62560690199123,381040
2021-06-02,229.19754028320312,230.84053340351284,226.81520527277115,227.10273408284246,435920
2021-06-03,236.38568115234375,237.41255205222362,225.74728860155227,229.19758485318474,173963
2021-06-04,241.06820678710938,241.5610847308866,231.6620599286381,235.7284784554209,317011
2021-06-07,250.88504028320312,255.48542595754898,246.4489639461887,246.4489639461887,1079348
2021-06-08,241.1503448486328,253.02098212234353,238.52157046603884,250.96724038433752,213009
2021-06-09,249.3242645263672,255.07474179715652,241.52004537315304,244.7649675754207,332180
2021-06-10,247.43478393554688,256.22478244200227,245.05242375885425,253.8424473353961,399848
2021-06-11,238.43939208984375,245.62748745861595,237.4125213228763,245.1756743491851,239964
2021-06-14,238.56265258789062,243.6148526160615,237.61793633385724,240.78070385396146,293825
2021-06-15,241.60218811035156,242.3415301374308,228.86898906923233,239.0555432881097,348286
2021-06-16,247.68125915527344,249.32425258250575,242.34153051676836,242.34153051676836,296671
2021-06-17,239.54843139648438,250.14573331090912,238.23403172467536,248.91348831922977,251203
2021-06-18,234.53729248046875,237.45359554632375,231.6620542188868,234.53729248046875,160431
2021-06-22,235.68740844726562,240.69854354881892,223.44711209992747,228.37609251389645,652509
2021-06-23,229.0332489013672,239.87701437369236,227.636719681655,238.23402112455747,334332
2021-06-24,228.7046661376953,231.66205914074382,227.55457582264552,230.01906581350448,131329
2021-06-25,221.55767822265625,222.62561394416767,217.69663356163997,219.54500120508786,406067
2021-06-28,217.69662475585938,221.55766926069728,217.0394374261417,221.55766926069728,161927
2021-06-29,212.0693359375,217.03940526100297,210.3031233143072,213.58910961609322,288832
2021-06-30,209.68704223632812,214.0409649168228,209.48166805196345,211.9050934555029,169176
2021-07-01,208.12620544433594,213.09625072556898,205.12773480284025,210.3031668054523,183414
2021-07-02,212.72657775878906,216.46437766770995,207.05824308061918,210.2620751554213,214800
2021-07-05,218.4359588623047,219.3396102105231,214.41063020579224,217.69661687561282,75098
2021-07-06,207.59222412109375,218.10738492188884,207.09933359709981,218.10738492188884,237707
2021-07-07,205.41526794433594,207.79760354126842,202.17035823987763,207.0582614691296,404346
2021-07-08,201.2666778564453,204.30621293339098,199.13078156721645,203.15612264537174,178423
2021-07-12,210.6728057861328,211.1246188724169,200.56838291477888,202.2113760577549,232396
2021-07-13,212.11044311523438,213.5069723653901,207.87972788545866,209.48164383127727,77006
2021-07-14,211.08355712890625,217.080472159585,207.92079026885534,213.630176481332,163953
2021-07-15,205.8670654296875,211.90507081902507,204.63482045513243,211.12463897377157,105268
2021-07-16,203.81333923339844,206.03137784848667,203.07398467167232,205.33310062936397,61598
2021-07-19,203.73118591308594,205.78492770656462,196.41987014231987,199.54154764037136,242386
2021-07-20,203.1971893310547,204.47049903494403,199.62367410163765,201.7595702788824,276175
2021-07-21,213.13731384277344,214.36955880605,208.66014711483336,208.66014711483336,230126
2021-07-22,207.83868408203125,210.91929698838547,206.68859361101073,210.91929698838547,132425
2021-07-23,202.8275146484375,208.6601457847857,202.08817268920188,206.19565587394177,200318
2021-07-26,205.62062072753906,209.3994979201138,203.11505335607706,205.37416921746922,86486
2021-07-27,207.0171356201172,207.87970952554292,201.8827820581103,204.26511709686437,76363
2021-07-28,207.9618682861328,211.04248066960335,206.19565553362725,207.9208034823883,119502
2021-07-29,207.0993194580078,212.19258386677828,202.9096813473444,208.66015814666184,144435
2021-07-30,201.9238739013672,209.48164038064036,201.71849974413126,209.48164038064036,151046
2021-08-02,198.8022003173828,204.96342553383064,198.39145196961962,204.96342553383064,231601
2021-08-03,202.6221466064453,203.4436432681946,197.8163986562385,200.44518546682738,153836
2021-08-04,200.52734375,203.73117577436946,197.98069903880258,203.6490210927007,109768
2021-08-05,203.64901733398438,204.55266867548414,200.85593369942117,203.32042368346316,159929
2021-08-06,202.66322326660156,205.3330874083293,200.85593312382548,204.75804225404295,64146
2021-08-09,204.05978393554688,204.84021586173972,200.03445494854705,202.45786780949777,116636
2021-08-10,213.8766632080078,214.41063102988824,202.90967764131184,207.83865766498744,188573
2021-08-11,217.285888671875,218.51813378721647,208.2494244927044,213.46593382833476,262270
2021-08-12,215.06781005859375,219.7914157327653,213.17837781696025,216.21792540924494,138889
2021-08-13,214.24632263183594,214.73922565043932,208.98874893027406,214.41063199473336,96711
2021-08-17,208.24940490722656,212.7676365718804,203.11505074284722,210.42636605890567,131792
2021-08-18,208.24940490722656,212.72657176660084,204.2240762563709,209.4405725663537,83052
2021-08-19,211.78184509277344,213.17839954945728,202.90969051528305,207.09932881524423,110792
2021-08-20,214.9035186767578,216.0536089193453,211.24784872594321,212.76762247190277,70912
2021-08-23,225.70623779296875,225.911611985683,216.09471554590476,216.09471554590476,197503
