Price,('Close', 'CGPA2.BA'),('High', 'CGPA2.BA'),('Low', 'CGPA2.BA'),('Open', 'CGPA2.BA'),('Volume', 'CGPA2.BA')
Ticker,CGPA2.BA,CGPA2.BA,CGPA2.BA,CGPA2.BA,CGPA2.BA
Date,,,,,
2020-05-19,21.832042694091797,22.023552577488967,21.06600681325032,21.06600681325032,5941
2020-05-20,21.06600570678711,21.736288437097922,20.77874272315305,21.736288437097922,6304
2020-05-21,20.539358139038086,21.832043507844027,20.539358139038086,21.832043507844027,1896
2020-05-22,20.587234497070312,21.496903728653113,19.24667075555907,20.587234497070312,28542
2020-05-26,20.970251083374023,20.970251083374023,20.395723281150037,20.58723315734921,4606
2020-05-27,20.299970626831055,21.54477937105361,20.299970626831055,21.54477937105361,7915
2020-05-28,20.299970626831055,21.06600649614131,19.725442811661576,20.108460746316705,11671
2020-05-29,20.20421600341797,21.066006826500068,20.20421600341797,21.066006826500068,2445
2020-06-01,20.108461380004883,20.20421632327963,19.916951493455382,20.108461380004883,8559
2020-06-02,20.491477966308594,20.922374269251105,19.96482855282198,20.012705108094032,4589
2020-06-03,20.108461380004883,20.587234270005,20.108461380004883,20.49147932673025,9855
2020-06-04,19.629688262939453,20.58723403186333,19.294546878541375,20.539357473966582,14315
2020-06-05,20.491477966308594,20.491477966308594,19.62968718679708,19.62968718679708,15293
2020-06-08,21.54477882385254,21.927796748779656,20.49147816052282,20.49147816052282,21095
2020-06-09,21.54477882385254,21.640533761677702,19.725442310668587,21.640533761677702,7979
2020-06-10,20.778743743896484,21.544779622134033,20.5872338611503,21.544779622134033,4691
2020-06-11,20.299970626831055,21.06600649614131,20.299970626831055,20.587233621229007,6005
2020-06-12,20.874496459960938,21.066006339047156,19.916950717276976,20.204215535906304,4252
2020-06-16,20.82662010192871,21.209638037379122,20.108460788069102,21.209638037379122,1591
2020-06-17,19.86907386779785,20.730864658234857,19.150914571371423,20.730864658234857,6638
2020-06-18,18.097614288330078,19.055160037198057,18.04973773143611,18.959405097036544,3464
2020-06-19,19.24666976928711,19.24666976928711,17.85822771357261,18.0976141489459,6435
2020-06-22,18.193368911743164,19.53393257154427,18.193368911743164,19.24666958243458,2854
2020-06-23,18.28912353515625,18.67214145616179,18.193368598311487,18.193368598311487,3623
2020-06-24,18.193368911743164,18.289123850237573,18.193368911743164,18.289123850237573,3429
2020-06-25,18.480632781982422,18.480632781982422,18.480632781982422,18.480632781982422,713
2020-06-26,18.193368911743164,19.150914643940173,18.001859034754347,19.150914643940173,902
2020-06-29,18.097614288330078,18.19336922849159,18.097614288330078,18.19336922849159,514
2020-06-30,18.145492553710938,18.193369110293865,18.097614170754447,18.097614170754447,4866
2020-07-01,18.001859664916992,18.145492990873326,17.235823782893398,18.145492990873326,8319
2020-07-02,18.193368911743164,18.384878788731985,18.001859034754347,18.04973741718832,2327
2020-07-03,18.193368911743164,18.76789671633608,17.90610592263348,18.76789671633608,209
2020-07-06,18.480632781982422,19.150915557027847,18.33700128057944,18.33700128057944,10600
2020-07-07,18.193368911743164,19.150914643940173,18.193368911743164,18.67214177784167,15912
2020-07-08,18.193368911743164,18.959404766951355,17.81035098413907,18.193368911743164,34133
2020-07-13,18.38488006591797,19.15091597434219,18.38488006591797,19.055161029195745,31646
2020-07-14,18.95940589904785,19.150915787472034,18.337001501229743,18.67214289278523,6310
2020-07-15,19.150915145874023,19.438178142512697,18.672142267227173,19.150915145874023,8727
2020-07-16,18.95940589904785,19.486057179027526,18.81577439591654,18.81577439591654,11857
2020-07-17,18.576387405395508,18.815773845739198,18.384879348944715,18.815773845739198,10209
2020-07-20,17.76247215270996,18.911527732850264,17.76247215270996,18.624264751001935,22179
2020-07-21,18.480632781982422,18.480632781982422,17.90610677637049,17.90610677637049,10195
2020-07-22,18.38488006591797,18.672143074983634,18.19337017562508,18.528511570450803,90661
2020-07-23,19.533933639526367,19.629688583256005,18.193369906432395,18.384879793891667,83107
2020-07-24,20.970251083374023,22.02355174972241,19.773318923063023,20.012705355125224,189224
2020-07-27,22.837467193603516,23.076853638344907,21.06600713724249,21.06600713724249,136191
2020-07-28,21.832042694091797,22.837466842366542,19.58181160922985,22.837466842366542,124601
2020-07-29,21.449024200439453,21.832042130981065,20.10846053035703,21.73628901812583,27601
2020-07-30,20.970251083374023,21.066006021473612,19.62968742910041,21.066006021473612,54850
2020-07-31,20.82662010192871,21.496902858747113,20.587233663975507,21.066006539881915,30022
2020-08-03,21.688411712646484,21.736290097825908,20.635110981556597,20.635110981556597,42611
2020-08-04,21.257516860961914,22.78958863448734,21.066006976084424,22.78958863448734,34336
2020-08-05,20.63511085510254,21.353270191030102,20.587234296590157,20.922375685297748,27610
2020-08-06,20.395723342895508,21.06600608524828,20.012705415711157,20.63510977568242,27002
2020-08-07,20.970251083374023,21.6405338236976,20.10846029322481,20.34784672528701,34123
2020-08-10,21.54477882385254,22.02355168660482,21.06600596110026,21.06600596110026,19351
2020-08-11,21.257516860961914,22.023552747724626,21.257516860961914,22.023552747724626,5622
2020-08-12,20.6829891204834,22.02355284119442,20.10846128978621,22.02355284119442,23401
2020-08-13,21.06600570678711,21.544778563759543,20.491477913145488,20.682987786483864,5631
2020-08-14,21.30539321899414,21.927797599442847,20.39572401392585,21.927797599442847,17003
2020-08-18,20.299970626831055,21.54477937105361,20.299970626831055,21.54477937105361,3146
2020-08-19,20.82662010192871,21.066006539881915,20.108460788069102,21.066006539881915,7816
2020-08-20,20.6829891204834,21.066007065490314,19.725443344779293,20.299971175476482,9581
2020-08-21,20.395723342895508,21.06600608524828,19.773318982924245,20.682988158063928,2929
2020-08-24,19.581811904907227,20.587234241989837,19.246670517088482,20.587234241989837,10700
2020-08-25,19.150915145874023,20.012705962163636,18.672142267227173,19.438178142512697,14988
2020-08-26,19.150915145874023,19.3424250278822,18.672142267227173,18.672142267227173,7657
2020-08-27,18.24124526977539,19.05515949858165,18.24124526977539,18.672141575135623,13310
2020-08-28,19.150915145874023,19.150915145874023,18.576387326223085,19.150915145874023,6591
2020-08-31,20.587234497070312,20.778744385732058,19.6296887065089,19.6296887065089,17616
2020-09-01,20.108461380004883,20.970252216730366,19.964829878279573,20.7787441565545,9864
2020-09-02,19.294546127319336,19.62968749866888,18.863651643904387,18.863651643904387,11002
2020-09-03,18.76789665222168,19.294546072581493,18.672141714054387,18.672141714054387,2970
2020-09-04,18.76789665222168,18.76789665222168,18.76789665222168,18.76789665222168,803
2020-09-07,18.576387405395508,19.438178225358065,18.001859583295936,19.438178225358065,3357
2020-09-08,19.581811904907227,19.82119834958153,18.624266126210024,18.624266126210024,8937
2020-09-09,18.815773010253906,19.629687236556567,17.810350736004075,17.810350736004075,4876
2020-09-10,18.72001838684082,19.342424575627827,17.714596095740124,18.241245519388386,3316
2020-09-11,19.150915145874023,19.39030158519745,18.672142267227173,18.672142267227173,1127
2020-09-14,18.576387405395508,20.108460988869833,18.480632463983312,19.34242511031947,849
2020-09-15,18.576387405395508,19.10303866997578,18.09761452470813,18.576387405395508,4381
2020-09-16,17.810352325439453,18.19337028188869,17.810352325439453,18.19337028188869,11935
2020-09-17,16.66129493713379,17.81035051612515,15.991014038033406,17.81035051612515,12558
2020-09-18,17.092191696166992,17.379454685464502,16.27827745799265,17.235823190815747,5486
2020-09-21,17.90610694885254,17.90610694885254,16.37403332425776,17.235824167350557,9662
2020-09-22,17.714595794677734,18.67214151330896,17.23582293536212,18.67214151330896,684
2020-09-23,17.666719436645508,18.19336885722633,17.666719436645508,17.71459599256248,2872
2020-09-24,18.097614288330078,18.19336922849159,17.666719797163633,17.666719797163633,1319
2020-09-25,18.193368911743164,18.815773272396513,17.953982478693913,18.815773272396513,1369
2020-09-28,18.38488006591797,18.480633184690745,18.19337017562508,18.19337017562508,2330
2020-09-29,18.193368911743164,18.67214177784167,17.81035098413907,18.67214177784167,1012
2020-09-30,18.432756423950195,18.672142871014483,17.810352026857775,17.810352026857775,4805
2020-10-01,18.576387405395508,18.672142346807703,18.193369466120327,18.672142346807703,1210
2020-10-02,18.38488006591797,18.672143074983634,17.906107166559416,18.672143074983634,4170
2020-10-05,18.576387405395508,19.007283728563586,18.52851084787621,18.672142346807703,6216
2020-10-06,18.38488006591797,18.9594060840493,18.289125120771523,18.91152952466291,4143
2020-10-07,18.193368911743164,18.384878788731985,18.193368911743164,18.384878788731985,973
2020-10-08,18.38488006591797,18.480633184690745,17.23582437690797,18.480633184690745,9502
2020-10-09,18.24124526977539,18.576386637680734,17.714595853333794,18.576386637680734,9288
2020-10-13,18.193368911743164,18.289123850237573,17.235823179546156,18.289123850237573,4353
2020-10-14,18.097614288330078,18.19336922849159,17.7145963540576,18.001859348168566,4025
2020-10-15,18.480632781982422,18.480632781982422,17.52308700413103,18.04973827777347,6948
2020-10-16,19.150915145874023,19.629688024520874,18.28912432958441,19.150915145874023,20302
2020-10-19,20.778743743896484,20.778743743896484,18.38487934143715,19.150915219674694,43578
2020-10-20,20.491477966308594,22.50232433608446,19.7254421237147,21.305392190548055,50372
2020-10-21,20.778743743896484,21.3053931818881,19.82119798291275,20.778743743896484,36537
2020-10-22,21.018129348754883,21.257515779486152,20.299970056561072,20.778742918023614,68264
2020-10-23,20.395723342895508,21.018129529240312,20.395723342895508,21.018129529240312,11459
2020-10-26,19.629688262939453,20.77874391619755,19.486056762875595,20.108461147401393,14888
2020-10-27,18.95940589904785,19.629688682158836,18.95940589904785,19.629688682158836,11611
2020-10-28,18.145492553710938,18.959404973862075,17.47520980330858,18.959404973862075,15669
2020-10-29,19.103038787841797,19.103038787841797,17.283700368905542,17.283700368905542,12757
2020-10-30,19.24666976928711,19.24666976928711,18.193369088369927,18.672141959116505,6933
2020-11-02,20.060585021972656,20.060585021972656,18.624266337622547,19.150915791334793,4852
2020-11-03,19.964828491210938,20.10845998295736,19.246669206105317,20.10845998295736,1298
2020-11-04,19.24666976928711,20.108460571356236,19.24666976928711,20.108460571356236,1653
2020-11-05,19.390300750732422,20.108460037796586,18.28912354250874,20.108460037796586,9561
2020-11-06,19.150915145874023,19.8690744638443,19.150915145874023,19.8690744638443,2017
2020-11-09,19.00728416442871,20.060584891369402,19.00728416442871,19.150915666653887,9098
2020-11-10,19.390300750732422,19.62968717975381,18.384878479391997,18.384878479391997,9826
2020-11-11,19.342424392700195,19.77331887350815,19.198791072724013,19.390300948443233,6131
2020-11-12,19.43817901611328,19.72544385203595,19.294547511338784,19.53393396142084,1282
2020-11-13,19.581811904907227,19.72544340643708,19.438178577003743,19.438178577003743,2699
2020-11-16,19.821197509765625,20.108460500654118,18.384878902576045,20.01270556156677,8254
2020-11-17,19.150915145874023,20.108460903167725,19.103038588558775,19.77331952284021,7786
2020-11-18,19.103038787841797,19.91695122893331,19.103038787841797,19.150915345656493,6521
2020-11-19,18.672142028808594,19.581811217171772,18.672142028808594,19.103038344638218,1290
2020-11-20,19.00728416442871,19.150915666653887,18.28912482692919,19.150915666653887,7515
2020-11-24,19.150915145874023,19.82119790652905,18.86365214923535,19.82119790652905,18126
2020-11-25,19.86907386779785,19.86907386779785,18.959404695108294,19.629687435655708,21987
2020-11-26,20.060585021972656,20.060585021972656,19.62968868611816,19.96483007774125,5483
2020-11-27,20.34784698486328,20.395723541337066,19.629687679515165,20.012705610426117,17442
2020-11-30,20.299970626831055,20.73086511842798,20.108460746316705,20.108460746316705,15179
2020-12-01,20.539358139038086,20.970252653182175,19.725443843823243,20.587234698485094,12433
2020-12-02,21.06600570678711,21.161760643456297,20.108459992842242,20.826619278300893,8314
2020-12-03,21.257516860961914,21.305393418994477,20.25209270491553,21.066006976084424,10907
2020-12-04,21.30539321899414,21.449024718117133,20.587233897005575,21.209638277454278,39799
2020-12-09,20.539358139038086,21.496903938967627,19.629688898555553,20.77874458902047,6357
2020-12-10,20.587234497070312,20.587234497070312,19.821198595170646,20.29997149045135,6151
2020-12-11,20.395723342895508,20.970251146858807,20.012705415711157,20.587233219674456,4465
2020-12-14,20.874496459960938,21.066006339047156,20.108460596363194,21.066006339047156,8624
2020-12-15,20.6829891204834,21.257516951180587,20.347847733712236,21.209638566571208,2381
2020-12-16,21.06600570678711,21.06600570678711,19.821197009208184,20.108459992842242,23575
2020-12-17,20.874496459960938,20.874496459960938,20.299970475449413,20.299970475449413,7776
2020-12-18,20.395723342895508,21.06600608524828,20.395723342895508,21.06600608524828,2710
2020-12-21,20.252092361450195,20.39572385948558,19.1509151080141,19.629687985714455,30715
2020-12-22,20.252092361450195,20.44360224307977,19.34242498964368,20.108460863414805,10102
2020-12-23,19.581811904907227,20.29997123893013,19.342425460232928,20.29997123893013,10016
2020-12-28,19.24666976928711,19.86907413598295,19.150914829863083,19.86907413598295,18911
2020-12-29,19.629688262939453,19.821198147273673,18.52851099395172,19.246670320644625,1674
2020-12-30,19.629688262939453,20.01270620523428,19.150915378477514,19.581811705042703,6206
2021-01-04,19.629688262939453,19.725443205106565,18.863652378349798,19.725443205106565,4975
2021-01-05,19.24666976928711,19.486056204660397,19.055159890439054,19.150914829863083,2415
2021-01-06,19.150915145874023,19.24667008687811,18.33700088689966,18.911528706550598,10312
2021-01-07,19.103038787841797,19.150915345656493,18.576387520012076,18.576387520012076,2412
2021-01-08,19.055160522460938,19.773319852400725,18.52851107772121,19.773319852400725,15416
2021-01-11,18.624265670776367,18.959405224026053,18.52851072997349,18.863652109596764,1463
2021-01-12,18.624265670776367,18.624265670776367,18.38487923195597,18.624265670776367,4367
2021-01-13,18.480632781982422,18.624266109759034,18.193369779176454,18.432756223639302,9070
2021-01-14,18.576387405395508,19.39030166783877,18.52851084787621,19.39030166783877,3569
2021-01-15,18.911529541015625,18.911529541015625,18.38488008181529,18.52851158647232,2518
2021-01-18,18.432756423950195,18.91152931807877,18.432756423950195,18.91152931807877,3600
2021-01-19,18.95940589904785,19.007284284340724,18.432756445441832,18.432756445441832,7181
2021-01-20,18.863651275634766,18.911527830732787,18.576386465926113,18.576386465926113,5876
2021-01-21,18.624265670776367,18.767897168793887,17.762473029924067,18.767897168793887,3642
2021-01-22,18.33700180053711,18.672143197562974,18.28912524083642,18.672143197562974,745
2021-01-25,17.42733383178711,18.337001222016546,16.996437502580683,17.95398327737396,7409
2021-01-26,17.810352325439453,17.810352325439453,17.331579423284488,17.331579423284488,3156
2021-01-27,17.810352325439453,17.810352325439453,17.331579423284488,17.810352325439453,1439
2021-01-28,18.28912353515625,18.384878472001013,17.714595740461185,17.714595740461185,26326
2021-01-29,18.145492553710938,18.193369110293865,17.71459623897034,18.193369110293865,3619
2021-02-01,17.810352325439453,18.145493722222664,17.57096587436197,17.57096587436197,1455
2021-02-02,18.33700180053711,18.33700180053711,17.810352338334805,17.810352338334805,21241
2021-02-03,18.38488006591797,18.432756625304357,18.289125120771523,18.33700168015791,2935
2021-02-04,18.38488006591797,18.528511570450803,18.38488006591797,18.38488006591797,5123
2021-02-05,18.33700180053711,18.33700180053711,17.810352338334805,18.28912524083642,35782
2021-02-08,18.815773010253906,19.103037821734944,18.289123595432283,19.103037821734944,3223
2021-02-09,18.76789665222168,18.81577320811856,17.906105861463107,18.81577320811856,8196
2021-02-10,18.624265670776367,18.863652109596764,18.576387287188137,18.672142227991014,2313
2021-02-11,18.576387405395508,18.815773845739198,18.09761452470813,18.09761452470813,1460
2021-02-12,18.76789665222168,19.15091457851732,18.57638677588709,19.15091457851732,2786
2021-02-17,18.76789665222168,19.007283084453146,18.001858973256866,18.193368849591455,1356
2021-02-18,18.672142028808594,18.767896968590016,18.241245712978966,18.241245712978966,3614
2021-02-19,18.624265670776367,19.150915105631807,18.193369350350217,19.103038548417164,4067
2021-02-22,18.672142028808594,18.672142028808594,17.906106163304333,18.19336915627504,3265
2021-02-23,18.097614288330078,19.055160037198057,17.331578419785124,19.055160037198057,6161
2021-02-24,17.570964813232422,18.19336918317147,17.523086430084145,17.523086430084145,7019
2021-02-25,18.672142028808594,19.103038344638218,18.432755592541817,18.432755592541817,657
2021-02-26,18.001859664916992,18.672142431467847,17.90610654944425,18.672142431467847,626
2021-03-01,18.863651275634766,18.863651275634766,18.193368546021414,18.863651275634766,7176
2021-03-02,18.193368911743164,18.91152821089092,18.193368911743164,18.67214177784167,1791
2021-03-03,17.475210189819336,18.384879396003207,17.42733363217749,18.384879396003207,2558
2021-03-04,17.42733383178711,18.19336972107228,17.42733383178711,18.19336972107228,5237
2021-03-05,17.475210189819336,17.714596630775766,17.42733363217749,17.42733363217749,4768
2021-03-08,17.42733383178711,17.714596833675643,17.42733383178711,17.714596833675643,3268
2021-03-09,17.235824584960938,18.001860502631946,17.140069638658638,17.140069638658638,10295
2021-03-10,17.61884117126465,18.001859100262532,17.23582324226676,17.23582324226676,229
2021-03-11,18.001859664916992,18.001859664916992,17.235823782893398,17.666720108015173,2183
2021-03-12,17.61884117126465,18.28912391679111,17.61884117126465,18.28912391679111,1378
2021-03-15,17.85822868347168,17.85822868347168,17.28370084209787,17.523087290472485,1958
2021-03-16,18.001859664916992,18.24124610634607,18.001859664916992,18.24124610634607,2856
2021-03-17,18.145492553710938,18.193369110293865,17.331578307186238,18.00185923121503,1762
2021-03-18,17.61884117126465,18.145492421713595,17.52308623242179,18.145492421713595,509
2021-03-19,18.001859664916992,18.001859664916992,17.331578724739746,17.523086782058844,1219
2021-03-22,17.90610694885254,17.90610694885254,17.33157911133279,17.714597060888075,5793
2021-03-23,17.283700942993164,18.672143082220572,17.283700942993164,18.672143082220572,3313
2021-03-25,17.14006805419922,17.90610572742999,16.374032207341973,17.85822734551796,4573
2021-03-26,16.852806091308594,16.94856103457215,16.469788144628005,16.469788144628005,6025
2021-03-29,17.235824584960938,17.235824584960938,16.37403372098763,16.42191028095193,5067
2021-03-30,16.46978759765625,16.7570505915331,16.46978759765625,16.7570505915331,146
2021-03-31,16.42190933227539,17.23582358926542,16.42190933227539,17.23582358926542,978
2021-04-05,16.852806091308594,16.852806091308594,16.42190975980941,16.42190975980941,483
2021-04-06,16.757051467895508,17.235824366978235,16.37403351390406,16.852806412986787,8944
2021-04-07,16.757051467895508,17.235824366978235,16.37403351390406,16.517665018354144,4963
2021-04-08,16.70917510986328,17.23582457465034,16.374033711192563,17.23582457465034,26352
2021-04-09,16.70917510986328,17.140069628405325,16.374033711192563,17.140069628405325,463
2021-04-12,16.757051467895508,16.757051467895508,16.56554157771295,16.757051467895508,177
2021-04-13,16.757051467895508,16.757051467895508,16.27827856881278,16.27827856881278,827
2021-04-14,16.70917510986328,16.757051669798944,16.278278764947544,16.661296723553924,838
2021-04-15,16.42190933227539,16.42190933227539,16.18252289353559,16.27827783430623,7673
2021-04-16,16.182523727416992,16.421910178492315,16.182523727416992,16.230402113456265,798
2021-04-19,15.799505233764648,16.278278119636305,15.320732347892992,16.18252317718725,3978
2021-04-20,15.799505233764648,16.230401561598587,15.081345904957164,15.895260176213704,2637
2021-04-21,15.799505233764648,16.230401561598587,15.416487290342047,16.230401561598587,523
2021-04-22,16.374032974243164,16.565541031740267,15.416487207636822,16.565541031740267,1031
2021-04-23,16.46978759765625,16.46978759765625,15.607994963278546,16.374032657572773,3983
2021-04-26,16.46978759765625,16.517664154511202,15.943136340383923,15.943136340383923,961
2021-04-27,16.374032974243164,16.75705091561098,15.70375020706928,15.70375020706928,2554
2021-04-28,16.66129493713379,16.757049873111985,16.278277019594498,16.374031955572697,908
2021-04-29,16.757051467895508,16.757051467895508,16.46978845899534,16.66129652280423,1183
2021-04-30,16.46978759765625,16.7570505915331,15.847381400300447,16.421909214427725,4967
2021-05-03,16.66129493713379,16.757049873111985,16.038890592835756,16.038890592835756,21229
2021-05-04,16.66129493713379,16.757049873111985,16.32615357439685,16.374031955572697,7225
2021-05-05,16.757051467895508,16.757051467895508,16.27827856881278,16.37403351390406,1043
2021-05-06,16.374032974243164,16.75705091561098,16.278278032307806,16.75705091561098,22868
2021-05-07,16.23040199279785,16.66129650570591,16.18252360711451,16.66129650570591,5327
2021-05-10,16.70917510986328,16.757051669798944,16.182523818702528,16.182523818702528,12982
2021-05-11,16.66129493713379,16.85280480909018,16.182522083616302,16.85280480909018,2775
2021-05-12,16.613418579101562,16.852805008695608,16.08676733817055,16.852805008695608,5383
2021-05-13,16.613418579101562,16.661295134470965,16.18252227528287,16.326153767764595,3084
2021-05-14,16.70917510986328,17.283701134586007,16.182523818702528,16.757051669798944,45372
2021-05-17,16.66129493713379,17.331577662607668,16.421908510375047,16.421908510375047,8504
2021-05-18,16.757051467895508,17.044314476795677,16.27827856881278,16.27827856881278,3684
2021-05-19,16.804927825927734,16.90068276987185,16.278278373795573,16.278278373795573,7502
2021-05-20,16.757051467895508,17.235824366978235,16.757051467895508,17.140069421886956,6678
2021-05-21,16.613418579101562,17.283699486140783,16.374032149507517,17.283699486140783,1870
2021-05-26,17.044313430786133,17.235823309215732,16.374032509029657,16.374032509029657,31889
2021-05-27,17.76247215270996,17.76247215270996,17.14006780778959,17.23582274386353,16159
2021-05-28,18.193368911743164,18.193368911743164,17.71459604564466,17.90610592263348,11499
2021-05-31,18.28912353515625,18.28912353515625,17.475209311536034,17.714595740461185,4708
2021-06-01,19.103038787841797,19.629688229297905,18.241246136188366,18.48063257800907,29495
2021-06-02,19.24666976928711,19.581811144084426,18.86365183796456,18.86365183796456,30992
2021-06-03,19.342424392700195,19.533932442045884,18.67214165405645,19.533932442045884,4685
2021-06-04,20.6829891204834,20.6829891204834,19.342425399772377,19.342425399772377,31796
2021-06-07,23.60350227355957,23.60350227355957,20.68298847881713,20.68298847881713,104421
2021-06-08,24.465293884277344,25.566472989487824,23.938644437208215,24.130154323255333,16608
2021-06-09,27.002790451049805,28.247599175700756,24.41741623662269,24.41741623662269,89362
2021-06-10,28.72637176513672,30.641463216145834,25.37496172587077,27.768826039632163,141904
2021-06-11,27.290054321289062,28.58274147020379,25.853735672800163,28.58274147020379,42435
2021-06-14,27.81670379638672,28.151845180058263,25.997367204650125,26.8112814717457,20105
2021-06-15,27.768827438354492,27.768827438354492,27.529440994920403,27.768827438354492,8762
2021-06-16,28.247600555419922,28.534863559332365,27.960337551507482,28.534863559332365,6999
2021-06-17,28.72637176513672,29.15726807216318,27.290053176879884,28.72637176513672,12344
2021-06-18,28.72637176513672,28.72637176513672,27.673071101807,27.768826039632163,9802
2021-06-22,28.534862518310547,28.726372398181184,26.428262971601402,28.726372398181184,18317
2021-06-23,27.768827438354492,28.726373212090856,26.90703660726649,28.726373212090856,7615
2021-06-24,26.90703582763672,28.24759950675015,26.52401789451482,27.768826633754383,28101
2021-06-25,26.236753463745117,26.236753463745117,24.417416884671745,25.566472527441032,61859
2021-06-28,25.853734970092773,26.571894274817573,25.183452221800206,26.571894274817573,638
2021-06-29,25.279207229614258,25.662225161231802,24.65680286243905,25.662225161231802,11298
2021-06-30,24.417417526245117,25.56647319920611,24.417417526245117,25.279208367779038,7527
2021-07-01,24.513172149658203,25.470717922485683,23.795012820037595,25.039821594163868,10632
2021-07-02,25.51859474182129,26.42826396586948,23.84288962221836,23.84288962221836,4130
2021-07-05,25.374961853027344,25.997366212449535,25.183451976417345,25.183451976417345,3899
2021-07-06,24.896190643310547,26.33250933427077,24.130154738681227,26.33250933427077,6669
2021-07-07,25.135576248168945,25.518594187628228,24.800434866251972,24.896189807710194,5148
2021-07-08,24.896190643310547,24.896190643310547,24.417417746323807,24.417417746323807,5030
2021-07-12,25.374961853027344,26.236752645025263,24.130153134182965,24.130153134182965,8082
2021-07-13,25.6622257232666,26.332508488057506,24.89618984325437,25.374962724855415,475
2021-07-14,24.56104850769043,25.85373565575279,24.56104850769043,25.662225772197772,7915
2021-07-15,24.225906372070312,25.374961984957427,24.225906372070312,25.374961984957427,5962
2021-07-16,24.896190643310547,24.896190643310547,24.130154738681227,24.896190643310547,7592
2021-07-19,24.13015365600586,25.662225396523276,24.082275272631204,25.662225396523276,2971
2021-07-20,23.89076805114746,24.130154497245638,23.555626661335285,24.03439955353164,15820
2021-07-21,25.327085494995117,25.566471929441672,23.938643444655668,23.938643444655668,3663
2021-07-22,25.183452606201172,25.279207546900796,24.321661792651724,24.896189610475886,2076
2021-07-23,25.183452606201172,25.183452606201172,24.41741673335135,24.41741673335135,906
2021-07-26,25.183452606201172,25.37496248760042,24.2259068519521,25.183452606201172,2148
2021-07-27,24.896190643310547,25.37496354029729,24.321662801651726,25.37496354029729,6836
2021-07-28,24.7525577545166,24.80043431098699,24.178029945004166,24.7525577545166,8490
2021-07-29,24.896190643310547,24.896190643310547,24.225907856979646,24.225907856979646,416
2021-07-30,24.896190643310547,24.896190643310547,24.082276353158356,24.896190643310547,382
2021-08-02,24.704679489135742,24.704679489135742,24.082275120193582,24.704679489135742,656
2021-08-03,24.896190643310547,25.087700532654708,24.082276353158356,24.082276353158356,3400
2021-08-04,24.273784637451172,24.896188997104066,24.273784637451172,24.896188997104066,2340
2021-08-05,24.704679489135742,24.84831281197695,24.082275120193582,24.082275120193582,414
2021-08-06,24.273784637451172,24.273784637451172,24.178029699110677,24.178029699110677,4164
2021-08-09,23.8428897857666,24.273786121455363,23.8428897857666,24.273786121455363,5595
2021-08-10,24.896190643310547,24.896190643310547,23.603503456171612,24.130154738681227,4752
2021-08-11,27.481563568115234,27.52944012473927,24.130153465973063,24.89618933019899,26042
2021-08-12,26.524017333984375,27.385808121889866,25.853734595405918,27.385808121889866,6133
2021-08-13,26.284631729125977,26.47613978447542,26.284631729125977,26.47613978447542,800
2021-08-17,24.513172149658203,25.71010436569255,24.46529376519266,25.039821594163868,5907
2021-08-18,24.60892677307129,24.60892677307129,24.513171831755628,24.513171831755628,142
2021-08-19,24.513172149658203,24.89619009351447,24.130154205801936,24.41741720710073,1993
2021-08-20,24.56104850769043,24.8004349489474,23.938644125697028,24.51317194998848,1258
