Price,('Close', 'MIRG.BA'),('High', 'MIRG.BA'),('Low', 'MIRG.BA'),('Open', 'MIRG.BA'),('Volume', 'MIRG.BA')
Ticker,MIRG.BA,MIRG.BA,MIRG.BA,MIRG.BA,MIRG.BA
Date,,,,,
2020-06-22,818.6281127929688,822.0739316682248,788.600262594309,809.2751758458452,13210
2020-06-23,858.5010986328125,872.2843731521466,820.1048339003817,820.1048339003817,43203
2020-06-24,902.804443359375,905.7580020617503,851.6094258515369,861.4546215261212,50308
2020-06-25,928.894287109375,943.1698219934088,905.7580754007685,905.7580754007685,22633
2020-06-26,897.3896484375,933.3246151604499,876.2224762582282,925.4484580704882,17891
2020-06-29,919.049072265625,937.2626853742635,905.7580572944563,906.2503171082033,21202
2020-06-30,900.83544921875,932.8323367593067,870.8076009114583,930.3710377177254,25596
2020-07-01,918.556640625,923.4792378416398,890.9900962118166,905.7578878617363,11226
2020-07-02,913.6343994140625,929.8789765588169,896.4053024423534,922.4950778566558,12604
2020-07-03,909.6961669921875,922.494922588398,895.9128917347301,915.6032849596693,14622
2020-07-06,936.7703857421875,954.983998076639,915.6032146507981,915.6032146507981,37609
2020-07-07,902.804443359375,936.2781086529614,895.912806387166,935.293589085503,25398
2020-07-08,898.3740844726562,930.3709696730523,895.9127856110873,903.7889419681079,15924
2020-07-13,877.20703125,911.1729600694445,867.8540943287037,899.8509837962963,19723
2020-07-14,874.2533569335938,897.8818260399071,823.5506003096297,886.0675914867504,54868
2020-07-15,888.03662109375,892.9592187716532,875.2378671312015,886.0675820225887,18415
2020-07-16,895.420654296875,910.6807094278278,871.299921993111,886.0677172811297,14312
2020-07-17,901.3276977539062,910.1883741927759,890.0057223042395,905.7580359733411,7119
2020-07-20,894.9282836914062,904.2812195495673,879.1759706671352,904.2812195495673,6396
2020-07-21,907.23486328125,924.9562170946656,895.91288723379,896.8974068900909,12656
2020-07-22,919.5413208007812,923.4793992624549,897.8818892615766,915.6032423391077,12577
2020-07-23,921.5104370117188,926.4330355000292,903.789082453801,925.4485158023671,20316
2020-07-24,963.352294921875,964.829074116952,894.43593248495,923.4792566547969,34773
2020-07-27,993.8724975585938,1033.7455398083441,958.9220531174545,959.9065726791767,41703
2020-07-28,1029.8074951171875,1031.776534304792,995.3493093341076,995.3493093341076,20996
2020-07-29,1044.575439453125,1053.4361170733682,1005.1946500298216,1033.7457223617166,15995
2020-07-30,1042.114013671875,1043.5907930960675,1003.2254888348045,1004.210008450933,13099
2020-07-31,1039.160400390625,1051.4668949475958,1019.4700090994716,1039.6526601729038,13689
2020-08-03,1102.1697998046875,1112.507256613932,999.2874915603018,1041.6218384933982,25233
2020-08-04,1117.4298095703125,1176.5009889308576,1105.6155736982034,1107.5846130102216,28434
2020-08-05,1106.6002197265625,1146.9655302326025,1087.8943441262024,1130.2286941691225,15167
2020-08-06,1104.1387939453125,1126.2904862001226,1065.2502675424237,1107.5846127405052,10168
2020-08-07,1126.2904052734375,1131.7052629910982,1063.2811518315668,1110.5380919129698,12640
2020-08-10,1134.1666259765625,1160.7486562728882,1087.8942028681436,1132.197586695353,23516
2020-08-11,1098.7236328125,1142.042485719086,1094.7855552755377,1142.042485719086,15782
2020-08-12,1096.7547607421875,1117.429670953665,1069.6804735604908,1112.5070732842657,13222
2020-08-13,1118.906494140625,1131.212988796813,1104.6309603394468,1131.212988796813,10461
2020-08-14,1105.615478515625,1131.7052471537943,1075.0953718068233,1112.5071155143867,18548
2020-08-18,1070.1729736328125,1131.705458317312,1048.5135390238688,1122.352520645268,8112
2020-08-19,1093.80126953125,1113.4916614220015,1053.4359661552094,1053.4359661552094,10787
2020-08-20,1092.816650390625,1097.739247914907,1063.2810652449325,1097.739247914907,3641
2020-08-21,1101.67724609375,1112.5069598623213,1093.8010906256982,1112.5069598623213,8600
2020-08-24,1100.20068359375,1121.860115396043,1056.3895601754755,1100.6929434074384,7302
2020-08-25,1094.7857666015625,1119.3987559586121,1005.1944853419022,1119.3987559586121,12224
2020-08-26,1095.2779541015625,1100.6928114027387,1038.668082316538,1092.8166553283006,4285
2020-08-27,1079.525634765625,1102.6618430802555,1053.435867942744,1082.9714530252509,9165
2020-08-28,1161.2410888671875,1161.7333487607302,1049.005833139456,1079.5259465391023,24867
2020-08-31,1210.4669189453125,1229.6650522673406,1132.68986599966,1181.4235890478853,36933
2020-09-01,1216.8662109375,1227.6959264070085,1202.5906769095116,1210.959093408677,12087
2020-09-02,1199.6373291015625,1220.804503968763,1162.71783805412,1220.804503968763,10066
2020-09-03,1185.361572265625,1210.9590813012614,1169.1169992237787,1210.9590813012614,7382
2020-09-04,1186.8382568359375,1201.113789580957,1134.1664636043135,1201.113789580957,5607
2020-09-07,1174.0394287109375,1228.6802574685535,1146.9651441913982,1228.6802574685535,30234
2020-09-08,1146.96533203125,1166.6557239974518,1138.1046556464592,1166.6557239974518,9633
2020-09-09,1162.7177734375,1171.5784507964647,1135.1512216540536,1142.0428595999153,17522
2020-09-10,1200.62158203125,1208.0054785997079,1181.4234509532594,1196.1912440901751,26968
2020-09-11,1202.5908203125,1216.8663560427751,1191.7611035516015,1216.8663560427751,8524
2020-09-14,1189.7919921875,1216.8662824524204,1177.4854966125363,1216.8662824524204,3846
2020-09-15,1173.54736328125,1186.3461180821362,1142.0427360790688,1186.3461180821362,5750
2020-09-16,1095.770263671875,1161.7330737940813,1049.4978446309244,1161.7330737940813,16927
2020-09-17,1043.0986328125,1139.0893045437117,1023.9004984662577,1102.6620752713545,22132
2020-09-18,1112.507080078125,1127.2748731765073,1014.0551260889104,1043.5907122856747,21455
2020-09-21,1112.0147705078125,1112.5070302557133,1045.5597045412103,1106.1076535330035,15563
2020-09-22,1104.6309814453125,1130.228490819268,1100.6929030800886,1113.4916577670663,5237
2020-09-23,1121.8602294921875,1125.3060485384558,1056.389667613091,1104.6311342608465,7532
2020-09-24,1133.67431640625,1137.1201349971504,1073.126361166142,1073.126361166142,6932
2020-09-25,1139.08935546875,1148.9345530095343,1112.5073221086323,1134.1667566983579,2557
2020-09-28,1153.8570556640625,1180.9313466459412,1141.5505597632086,1180.9313466459412,2254
2020-09-29,1140.073486328125,1153.3644984744374,1116.9372799993591,1153.3644984744374,4091
2020-09-30,1111.0303955078125,1166.6557542549913,1074.1109096136672,1141.0582440350506,12305
2020-10-01,1126.2904052734375,1144.996277388993,1097.7393373075897,1115.460689838116,8066
2020-10-02,1115.9530029296875,1132.197576858527,1092.8167915764914,1122.3523805380182,7777
2020-10-05,1116.4454345703125,1140.5661692678193,1097.73955868245,1115.4609147867407,5350
2020-10-06,1097.739501953125,1126.7828340675799,1092.816903289658,1106.6001795473655,13330
2020-10-07,1075.0953369140625,1102.661884014423,1053.4359070494934,1092.8166886214372,15760
2020-10-08,1082.9718017578125,1107.5847972523081,1068.204004461115,1078.0492026589134,5114
2020-10-09,1046.54443359375,1083.9561819254175,1038.668276050241,1082.9716622324788,14016
2020-10-13,1033.7454833984375,1069.188185686384,1004.2098981584822,1033.7454833984375,66697
2020-10-14,1072.6341552734375,1078.0490133312658,1011.1016773435707,1043.0985658671016,17609
2020-10-15,1063.28125,1082.9716435185185,1053.4360532407406,1082.9716435185185,8988
2020-10-16,1095.2779541015625,1102.6618504213484,1023.9002896769663,1063.2810700491573,24151
2020-10-19,1125.305908203125,1137.1201434598509,1096.754839666038,1096.754839666038,19583
2020-10-20,1188.807373046875,1191.2686719558747,1122.352302503882,1133.1820177034808,20297
2020-10-21,1200.62158203125,1214.897115396935,1183.3924900381817,1191.26864637787,24375
2020-10-22,1265.10791015625,1278.8911869984192,1211.9438423364543,1211.9438423364543,38941
2020-10-23,1274.953125,1319.2565154440153,1230.6497345559847,1299.5661196911196,54210
2020-10-26,1214.4049072265625,1299.5658512679875,1186.3460990741855,1279.8754595821088,22802
2020-10-27,1186.34619140625,1265.107764279694,1146.965404969528,1221.7888991992997,18966
2020-10-28,1122.8446044921875,1180.9312609279955,1112.9994084861182,1161.7331287161605,24645
2020-10-29,1139.08935546875,1180.9314450170834,1098.7240455515341,1180.9314450170834,11728
2020-10-30,1138.1046142578125,1175.5163576330692,1117.4297034451706,1139.0891338203191,6005
2020-11-02,1219.32763671875,1220.8044162545418,1137.120242559674,1138.104762250202,16469
2020-11-03,1252.3089599609375,1278.890989771429,1230.6495282634999,1230.6495282634999,14128
2020-11-04,1238.5257568359375,1277.9065440167303,1210.9592058093824,1255.2625913877744,9968
2020-11-05,1240.0025634765625,1255.2626188428878,1196.191436779693,1240.494823327089,6965
2020-11-06,1237.048828125,1259.69277802303,1220.8042553720652,1226.7113727367687,2422
2020-11-09,1244.432861328125,1309.4111594670935,1210.9591925898685,1260.185176028481,6620
2020-11-10,1248.370849609375,1279.8754767288544,1210.959104904993,1260.1850847791798,11244
2020-11-11,1244.432861328125,1260.185176028481,1225.7269876214523,1260.185176028481,11364
2020-11-12,1252.3089599609375,1270.030313167932,1225.726930150446,1243.4482833574402,6179
2020-11-13,1288.736083984375,1298.5812794311616,1231.6339503930124,1245.4172240185135,16412
2020-11-16,1298.089111328125,1314.333684962493,1278.8909788511446,1288.7361749931858,8276
2020-11-17,1276.4295654296875,1299.5657742901562,1260.1849932510604,1299.5657742901562,4863
2020-11-18,1267.0770263671875,1289.7209825493517,1259.2008676951305,1262.1544271971518,3977
2020-11-19,1278.398681640625,1279.383201226024,1230.6494817487726,1278.8909414333245,7625
2020-11-20,1273.4759521484375,1277.9062898250265,1241.4790689286274,1277.9062898250265,8672
2020-11-24,1265.60009765625,1297.5969884954784,1260.1852392065343,1279.8756335691364,9399
2020-11-25,1251.3243408203125,1279.8754076053551,1250.3398212760007,1265.107614440678,6624
2020-11-26,1236.556640625,1267.0767487932922,1195.2068166550557,1267.0767487932922,3782
2020-11-27,1291.6895751953125,1309.4109260745165,1229.6648471180986,1231.6338861046768,6125
2020-11-30,1281.352294921875,1318.2717809453634,1265.10772107154,1299.565908026796,2467
2020-12-01,1298.5814208984375,1309.4111370696905,1277.9065082078635,1285.7826654233204,5485
2020-12-02,1327.624755859375,1348.7919284592833,1281.8445918642242,1304.4885439478471,8074
2020-12-03,1332.5472412109375,1353.7144120170217,1328.1169031352454,1328.1169031352454,5404
2020-12-04,1327.1324462890625,1377.3429468534111,1310.8878725770671,1377.3429468534111,9560
2020-12-09,1356.6680908203125,1402.9405148178123,1343.869335246536,1343.869335246536,14630
2020-12-10,1379.8043212890625,1402.9405335975127,1357.6526286533124,1373.4049434165124,9132
2020-12-11,1362.082763671875,1397.0332068307846,1338.9465548202024,1378.327335844326,8441
2020-12-14,1358.1448974609375,1394.0798657518576,1353.7145589045226,1360.6061966589457,3846
2020-12-15,1395.5565185546875,1400.9713762986387,1353.714435987792,1353.714435987792,18211
2020-12-16,1424.599853515625,1441.3366866253457,1401.9559028377678,1402.9404224324574,13667
2020-12-17,1449.7049560546875,1462.0114497393624,1385.2189291469917,1424.599708937951,10543
2020-12-18,1462.0115966796875,1476.287130788681,1449.7051017581412,1451.1818811487267,14502
2020-12-21,1456.5968017578125,1491.5472488429104,1418.2005359460147,1452.1664633949129,13123
2020-12-22,1471.8568115234375,1471.8568115234375,1437.3986253004807,1457.0890174278845,13186
2020-12-23,1520.5906982421875,1525.0210369550978,1471.856972400175,1471.856972400175,5491
2020-12-28,1544.218994140625,1553.5719303499561,1526.0053815224537,1535.850577532276,19386
2020-12-29,1548.6492919921875,1581.1384379780377,1520.0982243076526,1581.1384379780377,7801
2020-12-30,1571.2933349609375,1585.076609829016,1527.482211273117,1551.602942292254,13759
2021-01-04,1562.925048828125,1585.076742433563,1512.7145433224655,1565.3863481176181,7807
2021-01-05,1547.6650390625,1575.2315919211196,1536.8353218680422,1575.2315919211196,12381
2021-01-06,1550.618408203125,1569.324281063988,1526.0054175967261,1548.6493689546132,4558
2021-01-07,1546.1881103515625,1570.308841776977,1530.9280557763004,1550.6184487766386,10252
2021-01-08,1563.9091796875,1565.3859588940038,1526.0051800539031,1554.5562447129762,8251
2021-01-11,1555.048583984375,1560.463441351842,1526.9897776256826,1542.7420899674046,3640
2021-01-12,1534.3739013671875,1572.7701683888881,1506.3150908513294,1554.556554545261,6909
2021-01-13,1560.9559326171875,1565.3862711203585,1535.8506810992196,1535.8506810992196,8084
2021-01-14,1562.925048828125,1573.262505843996,1545.695953801673,1557.51019039124,10239
2021-01-15,1590.491455078125,1594.9217933931059,1526.989939230066,1574.2468812565285,9546
2021-01-18,1622.980712890625,1629.3800908911037,1535.8507201148773,1580.154106272037,7376
2021-01-19,1609.9410400390625,1675.5220992504546,1568.028333024263,1675.5220992504546,6396
2021-01-20,1595.6416015625,1641.0059487021015,1577.8903352904822,1641.0059487021015,8514
2021-01-21,1573.9454345703125,1611.4203258696057,1532.032727196103,1577.890159970238,17098
2021-01-22,1581.8349609375,1592.6829563055253,1529.0742561930135,1577.8902353491271,5871
2021-01-25,1572.958984375,1597.6135139106582,1558.166266653605,1582.8207961892633,2286
2021-01-26,1570.4937744140625,1574.9315904171165,1532.5257930546015,1568.0283210790326,3691
2021-01-27,1554.715087890625,1584.7936227340529,1545.8394546581383,1577.8903524421187,3069
2021-01-28,1572.4661865234375,1585.2865442686898,1541.4014735253263,1554.2218312705786,10188
2021-01-29,1538.44287109375,1577.890124198718,1530.5534204727564,1572.959217560597,8007
2021-02-01,1483.7098388671875,1558.1665306813932,1473.354934707596,1529.0741808996836,26061
2021-02-02,1457.0828857421875,1494.0646848727,1430.9490810232921,1483.2166904610829,10897
2021-02-03,1455.603515625,1478.2856842289127,1451.1657000285823,1464.4791468178355,7869
2021-02-04,1433.90771484375,1466.4517001187457,1427.4975359259477,1459.5484305149587,14006
2021-02-05,1444.7554931640625,1457.5758490760986,1429.962774804021,1429.962774804021,8699
2021-02-08,1465.9586181640625,1470.3964343643574,1449.686625429648,1449.686625429648,16267
2021-02-09,1469.9031982421875,1475.8202859238065,1449.6864819966559,1469.4101076020527,17935
2021-02-10,1480.258056640625,1506.8849503976517,1469.4100628877623,1470.3962441380227,26928
2021-02-11,1474.3411865234375,1497.023358623798,1469.410279545098,1479.2720935017767,11239
2021-02-12,1440.3177490234375,1479.271909301716,1435.8799332955323,1469.410096573038,9648
2021-02-17,1417.1427001953125,1484.2030367390016,1401.3637974791504,1440.3179635596757,15387
2021-02-18,1405.308349609375,1439.8246950383773,1401.363624417489,1417.1425251850328,16905
2021-02-19,1401.8568115234375,1410.2393531329692,1391.994997865165,1409.7462624500554,5110
2021-02-22,1427.9908447265625,1434.4010246234704,1391.9952191516181,1402.8432159002314,8886
2021-02-23,1450.1796875,1478.7789468930637,1420.1011560693642,1438.8386018786127,10343
2021-02-24,1495.5439453125,1498.0093985688675,1468.423959492458,1468.423959492458,9705
2021-02-25,1493.0787353515625,1518.2263626642869,1484.2031021823655,1498.5027333994049,4970
2021-02-26,1463.0,1503.9265251095383,1439.824738793394,1498.9956184698349,7394
2021-03-01,1450.1796875,1502.4472994942196,1440.8109645953757,1502.4472994942196,8595
2021-03-02,1421.58056640625,1450.6729193087713,1407.28093531857,1450.6729193087713,9320
2021-03-03,1390.0225830078125,1434.8938334702855,1369.8058657664787,1420.101113537602,5639
2021-03-04,1399.88427734375,1439.8246177681401,1360.9301181644064,1362.9024806544999,5982
2021-03-05,1427.4974365234375,1429.469799130033,1386.5709124365826,1395.446544166262,3584
2021-03-08,1398.8980712890625,1458.0689449424594,1392.4878933099444,1415.1700615437467,5206
2021-03-09,1415.170166015625,1422.0734351181404,1362.9025570965812,1401.3636278105946,11089
2021-03-10,1394.95361328125,1428.9768721417684,1381.6401641619168,1428.9768721417684,3241
2021-03-11,1455.110595703125,1464.4793186168354,1373.7506335577452,1395.4466234631798,14692
2021-03-12,1452.6451416015625,1473.3549501376338,1420.101156759165,1459.5484111135863,5641
2021-03-15,1465.9586181640625,1475.8204319424956,1444.26262785151,1468.9171622975925,10087
2021-03-16,1471.3826904296875,1478.779051138952,1450.6728804437469,1465.958692576227,7064
2021-03-17,1475.820556640625,1477.2998288323797,1430.4562094268135,1477.2998288323797,5099
2021-03-18,1467.437744140625,1476.8064662974368,1444.7555747083438,1467.9308347804572,10584
2021-03-19,1576.904052734375,1582.821141112365,1510.8298991801516,1510.8298991801516,20118
2021-03-22,1591.6968994140625,1596.6278067852338,1554.2220033931615,1578.8765402490176,11186
2021-03-23,1584.3004150390625,1616.8444011556446,1563.0975149934106,1594.6553197125204,8107
2021-03-25,1555.700927734375,1577.8900059429477,1500.967868153229,1577.8900059429477,11013
2021-03-26,1567.042236328125,1577.3971409734652,1518.719347983205,1543.3738828530622,5961
2021-03-29,1557.67333984375,1572.9591497630777,1503.9264598048235,1567.04206205237,7042
2021-03-30,1562.1112060546875,1562.6042967131643,1538.4428544477983,1558.1664807868726,2524
2021-03-31,1565.56298828125,1595.6415212844488,1519.705552718996,1568.0284418061024,12617
2021-04-05,1572.4661865234375,1574.9316399359861,1506.8851257496474,1563.0974635557532,10877
2021-04-06,1595.1483154296875,1607.4755821640747,1542.387613806511,1576.9039606627946,7010
2021-04-07,1595.1483154296875,1606.9824914946992,1582.8210486953005,1597.613768776565,6857
2021-04-08,1587.2589111328125,1597.120724808692,1574.9316440379632,1597.120724808692,9919
2021-04-09,1586.272705078125,1594.1621558960455,1559.1527178915237,1586.7657957542451,9710
2021-04-12,1568.0283203125,1587.7519469830975,1559.1526883107313,1586.7657656495676,3165
2021-04-13,1554.715087890625,1577.8903524421187,1550.7703620095199,1558.6598137717303,4773
2021-04-14,1556.1942138671875,1577.3971134857834,1542.3876745806597,1550.2771256015328,3227
2021-04-15,1556.687255859375,1572.466157407522,1548.7978050853014,1548.7978050853014,2543
2021-04-16,1568.5213623046875,1573.9453594707836,1538.4428325654276,1573.9453594707836,3590
2021-04-19,1558.1666259765625,1577.397163449058,1543.3739048438736,1543.3739048438736,6084
2021-04-20,1489.1337890625,1558.1664812706954,1484.2028824762003,1558.1664812706954,10213
2021-04-21,1518.7193603515625,1526.608811574168,1480.2582856413605,1504.9128207120027,3008
2021-04-22,1505.8990478515625,1526.1157672235056,1489.6270542107302,1526.1157672235056,4498
2021-04-23,1499.4886474609375,1511.8159135531846,1481.2442936444118,1511.8159135531846,5980
2021-04-26,1483.2166748046875,1504.9126633989051,1479.2719496057389,1485.1890374041618,2868
2021-04-27,1504.9129638671875,1508.8576898537333,1480.2584264512768,1480.2584264512768,3546
2021-04-28,1513.2952880859375,1518.7192855342741,1503.9265652206286,1504.9127465748718,6362
2021-04-29,1565.56298828125,1571.4800767408956,1518.719371309055,1534.4982738681101,5740
2021-04-30,1578.87646484375,1597.6139119593224,1535.484482049793,1577.8902834166147,6934
2021-05-03,1574.931396484375,1605.5030140742408,1530.5532419184408,1577.889940122104,29559
2021-05-04,1551.26318359375,1558.166452687937,1544.3599144995628,1558.166452687937,3428
2021-05-05,1559.645751953125,1567.0421118264405,1551.2632107633674,1552.2493920798095,3100
2021-05-06,1570.0008544921875,1572.9593988159793,1553.2357699907006,1558.1666771970204,3204
2021-05-07,1576.410888671875,1587.2588835266704,1568.0283471931693,1573.945435295785,11463
2021-05-10,1562.310791015625,1601.3191830795422,1552.4352487209624,1570.2112248513552,5639
2021-05-11,1548.48486328125,1578.6052640019632,1528.7337808414381,1560.335512745137,3580
2021-05-12,1567.24853515625,1569.7174206873722,1540.5845714201323,1562.3107640940061,2980
2021-05-13,1578.6055908203125,1580.086922309978,1532.6843146406788,1532.6843146406788,2901
2021-05-14,1614.1575927734375,1628.970908094087,1580.0869675359436,1580.0869675359436,16458
2021-05-17,1619.09521484375,1627.4894260826472,1584.5308156247618,1616.6263291852508,16171
2021-05-18,1610.2071533203125,1618.6013641778547,1586.9996291847544,1601.8129424627703,7054
2021-05-19,1610.2071533203125,1628.4769063631986,1581.0743038735482,1628.4769063631986,15436
2021-05-20,1648.721923828125,1669.9543415354053,1610.2073056614302,1626.9957289648612,10392
2021-05-21,1646.746826171875,1668.9667983391118,1630.9459570751735,1649.2157119682347,3518
2021-05-26,1663.5350341796875,1676.867015753701,1619.5888726949763,1646.7466129383372,4248
2021-05-27,1707.481201171875,1718.3442973042584,1630.9457511482658,1666.003925030048,17100
2021-05-28,1734.145263671875,1738.0954806734055,1719.3319499161357,1721.307058416901,6208
2021-05-31,1735.133056640625,1785.498330339357,1733.1579478681258,1738.095719799374,4145
2021-06-01,1723.2823486328125,1777.597838131268,1708.469033315052,1756.859196686403,8329
2021-06-02,1798.8299560546875,1808.211720854314,1728.219831510131,1737.6015963097573,10023
2021-06-03,1875.859375,1888.2038036325348,1829.9381004869701,1846.7265234272177,19187
2021-06-04,1913.386474609375,1925.7309034778227,1876.3531880040323,1881.2909595514113,14872
2021-06-07,1940.05029296875,1970.1706971100311,1925.7307565737146,1926.718310807855,25579
2021-06-08,1931.65625,2018.5610301635993,1887.2163055981596,1942.5193475204499,5841
2021-06-09,1963.2578125,1970.1706921214789,1894.1290162852113,1896.104124748491,17588
2021-06-10,1961.776611328125,2024.4863091984173,1948.4446283163304,1975.1085943399194,7610
2021-06-11,1953.3824462890625,2012.635705529378,1930.6686969136083,1975.1086413438447,9009
2021-06-14,1968.6895751953125,1999.3037597105142,1926.71851577931,1926.71851577931,10176
2021-06-15,1970.66455078125,2009.1791674088965,1945.975693968656,1968.1956650999907,3510
2021-06-16,1960.295166015625,1970.664485533592,1946.9631837782392,1970.664485533592,7509
2021-06-17,1934.618896484375,1960.295308586771,1878.32830072143,1960.295308586771,5567
2021-06-18,1937.0877685546875,1942.5193172302168,1893.6353791504528,1925.7308940513078,4371
2021-06-22,1949.9259033203125,1970.170765826297,1897.5855270853283,1970.170765826297,4847
2021-06-23,1933.1373291015625,1999.3034599060604,1911.9049139926565,1960.29506935714,11400
2021-06-24,1938.569091796875,1969.1832751110385,1911.905125684539,1915.8553428863665,5132
2021-06-25,1900.054443359375,1925.7308547561233,1827.9629805915818,1925.7308547561233,7110
2021-06-28,1893.1414794921875,1924.7432151957607,1876.353057399664,1901.0419134180806,3327
2021-06-29,1877.3404541015625,1925.7306078369527,1876.84667702263,1886.2284415223485,5258
2021-06-30,1878.822021484375,1920.7930784689142,1857.0958272806133,1878.3282443433802,4252
2021-07-01,1874.3779296875,1930.1747437166591,1841.7886400775487,1930.1747437166591,5049
2021-07-02,1931.1622314453125,1954.863532163639,1846.7263476362743,1873.3903109443916,5378
2021-07-05,1949.4322509765625,1969.1833376125965,1927.706055676925,1931.656273004132,7235
2021-07-06,1940.544189453125,1974.6148126267294,1893.6353604459882,1974.6148126267294,1788
2021-07-07,1935.606201171875,1955.3572848573021,1910.9173465650908,1945.4817430145886,2791
2021-07-08,1928.693603515625,1950.4197987421194,1905.9798539606534,1950.4197987421194,2396
2021-07-12,1941.0379638671875,1949.9259525086552,1888.2038091651298,1917.8304379700219,4446
2021-07-13,1940.544189453125,1954.369949581544,1936.100195126133,1941.0379666005683,1164
2021-07-14,1934.125,1960.2951876436048,1930.6685601225429,1960.2951876436048,4362
2021-07-15,1937.0877685546875,1963.7517347800133,1881.7847274947524,1925.7308940513078,2109
2021-07-16,1932.14990234375,1963.7516385435968,1905.4859374251294,1905.4859374251294,1631
2021-07-19,1900.054443359375,1944.9881633036846,1876.8469176738527,1893.1415633679428,3538
2021-07-20,1915.361572265625,1954.8637444185638,1900.054480556361,1900.054480556361,3203
2021-07-21,1941.5318603515625,1965.2331648522938,1925.7309906844084,1965.2331648522938,4472
2021-07-22,1939.06298828125,1957.3327439640627,1915.8554607922713,1935.6065480169339,2330
2021-07-23,1936.100341796875,1955.3576520060253,1920.7932490665248,1955.3576520060253,2393
2021-07-26,1944.4942626953125,1974.614666459765,1935.6062746992445,1955.3573591349511,1662
2021-07-27,1944.4942626953125,1961.7764615765557,1915.855190263538,1944.4942626953125,3536
2021-07-28,1961.776611328125,1964.7392742196348,1937.5815310474609,1964.7392742196348,4998
2021-07-29,1964.24560546875,1974.6149261612698,1954.8638391278987,1974.6149261612698,2464
