Price,('Close', 'GGAL'),('High', 'GGAL'),('Low', 'GGAL'),('Open', 'GGAL'),('Volume', 'GGAL')
Ticker,GGAL,GGAL,GGAL,GGAL,GGAL
Date,,,,,
2020-04-17,5.840841770172119,6.199420282452209,5.705378801974967,6.135672712740496,1751400
2020-04-20,5.832871913909912,6.071923807945288,5.458356709976482,5.673503604589879,1542900
2020-04-21,5.458358287811279,5.761157821082087,5.458358287811279,5.7372524347867175,1157400
2020-04-22,5.314927101135254,5.697410621485769,5.2750849173633,5.593821247649266,1070900
2020-04-23,5.0200958251953125,5.354768550906894,4.940411462919832,5.3388317544444375,2151000
2020-04-24,4.860727310180664,5.155558224380338,4.781043330662263,5.020095649180651,1468400
2020-04-27,4.725264072418213,5.091810736244318,4.510117150604035,4.948379581689254,2267500
2020-04-28,5.561947345733643,5.649599917217732,4.7810435506032505,4.7810435506032505,2273100
2020-04-29,5.960367679595947,6.215356807372966,5.7611575303848035,5.992241273072674,1765900
2020-04-30,5.67350435256958,6.19145076120891,5.546009992275529,5.896619863047334,1247200
2020-05-01,5.283052444458008,5.601788710692981,5.0679055312429515,5.514136151986655,926700
2020-05-04,5.625694751739502,5.657568346256524,5.179464048537971,5.3149270152169255,1179300
2020-05-05,5.498200416564941,5.952399331957496,5.41054784097771,5.7213155799247035,1185100
2020-05-06,5.777093887329102,5.896620043749236,5.235242459511185,5.498199775657573,1112200
2020-05-07,6.2472310066223145,6.5500305539758585,5.633663702754998,5.840842080443099,2172200
2020-05-08,6.454408645629883,6.717365961718192,6.279103514928892,6.374724288058609,1707900
2020-05-11,7.020165920257568,7.075944518285692,6.1277041722123515,6.358787912519959,1600500
2020-05-12,6.956418514251709,7.51420757755502,6.900639911891963,7.171565854656094,2137500
2020-05-13,6.31894588470459,6.972355320056655,6.103798935741371,6.94845031459586,3288000
2020-05-14,6.741271018981934,6.908607563280031,6.02411445484197,6.191450999140067,1957100
2020-05-15,6.6934614181518555,7.004229557395363,6.502219837045001,6.741272193391815,1555900
2020-05-18,7.083912372589111,7.283122499108111,6.884702246070111,7.2592167367788765,1479400
2020-05-19,6.765176773071289,7.075944892655046,6.494250837012594,7.012197702985523,1643100
2020-05-20,6.980324745178223,7.195471339965623,6.75720880104679,6.868766773112506,1494500
2020-05-21,7.474365234375,7.657638215338693,6.765176796895977,6.980324132733127,1978000
2020-05-22,7.5779547691345215,7.7612277539968435,7.052040061358252,7.386713195384326,1756000
2020-05-26,7.59389066696167,7.960437371512021,7.426554111407675,7.729353629073305,1996100
2020-05-27,7.697481155395508,7.872786324793611,7.227345013784447,7.8090391286354865,1734400
2020-05-28,7.036102771759033,7.697480440412155,6.9564184039996295,7.697480440412155,3547900
2020-05-29,6.382693290710449,7.123754520620313,6.287072131401665,7.123754520620313,14391500
2020-06-01,6.797050952911377,7.139692696820221,6.565967180488938,6.69346157080111,2156700
2020-06-02,7.482333660125732,7.625764454300084,6.844861015143453,6.892671026559427,2081000
2020-06-03,8.09589958190918,8.191520353357753,7.410617006564576,7.569984958978862,2705000
2020-06-04,8.111836433410645,8.223393615685783,7.721384015668735,8.135741435337273,2174600
2020-06-05,8.263236045837402,8.717434896017416,8.183552450327161,8.478383349560357,1903000
2020-06-08,9.163665771484375,9.259286540517401,8.454477451248195,8.613846159562893,2425000
2020-06-09,8.581974029541016,8.78915201772039,8.239332312283416,8.725404827522667,2111900
2020-06-10,8.65368938446045,8.93258392234558,8.143711843083953,8.470416395509892,1717000
2020-06-11,7.952470302581787,8.558069453619808,7.944502472643658,8.366827856426713,1718600
2020-06-12,8.566036224365234,8.637751998064422,8.064026568397313,8.374794667784997,1345000
2020-06-15,8.311047554016113,8.366826151852012,8.095900231060961,8.143711000582016,965600
2020-06-16,8.2791748046875,8.757278748988435,8.215427612114043,8.701500145468279,1404300
2020-06-17,8.016218185424805,8.398701376177698,8.008249595635816,8.263238389471079,1433700
2020-06-18,7.434523105621338,7.840912014142152,7.41858668799335,7.5381124799458465,2356900
2020-06-19,8.143712043762207,8.199490648743144,7.538112938527898,7.641702319154279,3029400
2020-06-22,7.848879337310791,8.287141010419184,7.617795619518131,8.191520240290462,1566200
2020-06-23,8.159646987915039,8.478383661460596,7.896689669197611,7.968405439743521,1507000
2020-06-24,8.00027847290039,8.414635891620662,7.95246770923024,8.2472993586646,1756800
2020-06-25,8.502288818359375,8.677593953975157,7.912626987564733,8.040121355312074,1647700
2020-06-26,8.135743141174316,8.581974243615935,8.103869545280377,8.566037065705732,917400
2020-06-29,8.231363296508789,8.414637028764393,8.103868922727367,8.247300473194672,889800
2020-06-30,7.729353427886963,8.398699632680618,7.593890469301277,8.207458077004256,1672800
2020-07-01,7.7851338386535645,7.936533234074943,7.593891497165384,7.673575869446,970000
2020-07-02,7.346868991851807,8.01621507595854,7.346868991851807,7.944499315529067,1909700
2020-07-06,9.020236015319824,9.091951796207058,7.777165013029335,8.247301123355452,3866800
2020-07-07,8.677594184875488,8.90070933437016,8.502289044595047,8.90070933437016,2270600
