Price,('Close', 'MOLI.BA'),('High', 'MOLI.BA'),('Low', 'MOLI.BA'),('Open', 'MOLI.BA'),('Volume', 'MOLI.BA')
Ticker,MOLI.BA,MOLI.BA,MOLI.BA,MOLI.BA,MOLI.BA
Date,,,,,
2020-04-17,62.174560546875,63.63749138327206,61.44309512867647,63.63749138327206,16198
2020-04-20,65.10041809082031,69.48921032166213,63.637487347206374,65.10041809082031,22761
2020-04-21,66.8559341430664,67.29481223718135,65.02727076705605,65.10041618596891,23527
2020-04-22,66.56334686279297,67.29481221293355,65.83188151265239,66.92907953786326,30749
2020-04-23,66.19762420654297,68.02628785865741,62.90602963273697,66.92908966738875,30918
2020-04-24,63.271751403808594,65.10041473917879,60.34589006721629,65.10041473917879,17612
2020-04-27,66.19762420654297,66.78279880747503,61.44309871104541,62.90602963273697,30544
2020-04-28,73.87800598144531,84.11852166204169,65.83188651811957,65.83188651811957,104451
2020-04-29,83.7527847290039,85.58144815103456,77.5353290940997,77.5353290940997,66815
2020-04-30,82.65559387207031,86.3129210345513,76.80387041210074,83.75279202081461,41054
2020-05-04,83.38705444335938,84.84998522306743,80.46119288394326,83.02132174843237,26116
2020-05-05,82.65559387207031,85.5814556020551,80.46119757458172,84.1185247370627,23150
2020-05-06,83.38705444335938,87.04438139262953,82.65558905350535,83.7527871382864,17190
2020-05-07,83.93565368652344,85.39858446973082,77.1695988141893,84.84998542602804,30820
2020-05-08,84.11852264404297,85.03285441191301,81.9241264011549,84.48425535119098,26854
2020-05-11,83.38705444335938,85.58145061292147,82.65558905350535,85.58145061292147,18832
2020-05-12,77.35247039794922,84.84999116938165,75.34094043488199,84.84999116938165,70902
2020-05-13,71.82989501953125,76.80386162360047,70.22067348443471,76.80386162360047,19447
2020-05-14,70.95214080810547,72.56136238799292,70.22067543894974,72.41507154641693,24045
2020-05-15,74.97520446777344,74.97520446777344,71.68361012528582,73.07339551935267,22237
2020-05-18,77.16959381103516,77.53532648312536,76.0723957947645,77.53532648312536,25704
2020-05-19,74.60946655273438,78.63252602371514,73.51226851519417,78.63252602371514,10197
2020-05-20,72.41506958007812,76.07239632654671,70.95213888149068,75.340930977253,31154
2020-05-21,72.34192657470703,73.14653736964554,71.53731577976852,72.41507199594909,15803
2020-05-22,71.61045837402344,73.14653448201828,70.95213844755773,71.68360379237791,5697
2020-05-26,74.60946655273438,75.52379825068455,71.68360511929382,71.68360511929382,17276
2020-05-27,72.41506958007812,76.43812900119357,72.41506958007812,74.60946562795928,10727
2020-05-28,73.14653778076172,74.60946853637695,72.41507240295411,74.60946853637695,13696
2020-05-29,70.95214080810547,75.34093302303982,70.87899538731747,75.34093302303982,4911
2020-06-01,74.42659759521484,74.60946392837262,70.9521372652171,70.9521372652171,11105
2020-06-02,74.60946655273438,78.26679334453507,73.32940217560413,74.97519923191444,17660
2020-06-03,74.24372863769531,76.80385721140894,73.87799598430765,76.80385721140894,22513
2020-06-04,73.87800598144531,76.07240219871596,73.14654057568842,74.60947138720219,8903
2020-06-05,75.34093475341797,78.26679629724002,73.87800398150694,74.60946936746245,21852
2020-06-08,74.60946655273438,77.16959530699486,73.87800119437424,74.97519923191444,24576
2020-06-09,72.04933166503906,73.87799490526848,70.95213372090141,73.5122622572226,20396
2020-06-10,71.9761962890625,73.8780052079921,71.9761962890625,73.14653980989317,13585
2020-06-11,70.51325988769531,74.2437320053333,69.48920729563216,74.2437320053333,12114
2020-06-12,71.68360137939453,73.14653201979033,70.58640339909768,70.58640339909768,5931
2020-06-16,71.24473571777344,71.464172003687,69.48921752727253,70.95214842258353,5482
2020-06-17,68.46515655517578,71.24472715442826,66.56334773598935,71.24472715442826,7565
2020-06-18,63.5643424987793,65.8318840556807,62.174557163698445,65.46615136648248,14818
2020-06-19,68.39201354980469,69.4892116281438,63.63748854366853,63.63748854366853,7576
2020-06-22,70.58641052246094,74.6094701895442,69.48921243143822,70.22067782545336,18032
2020-06-23,73.87800598144531,78.26679841598661,71.68360976417466,72.0493424670531,45614
2020-06-24,71.31787109375,76.80386117788461,68.46515513387246,76.80386117788461,17599
2020-06-25,75.15806579589844,75.34093213603444,70.22067461222628,70.9521399727703,10690
2020-06-26,74.24372863769531,75.70665925124597,72.1224781319194,75.3409265978583,7357
2020-06-29,72.12248229980469,75.70666362625747,71.7567496252817,75.70666362625747,9420
2020-06-30,69.85494232177734,73.14653646259409,69.48920963946438,73.14653646259409,8615
2020-07-01,69.41606140136719,69.48920681873307,66.49020006163106,67.660543481398,8492
2020-07-02,70.58641052246094,71.97619588721732,69.41606700816433,69.41606700816433,7539
2020-07-03,71.9761962890625,72.41507441179424,70.58641091654691,70.58641091654691,866
2020-07-06,73.14653778076172,75.34093391418457,72.26878155964776,72.26878155964776,9629
2020-07-07,72.78079986572266,75.34092850421541,71.0252819689144,75.34092850421541,4442
2020-07-08,72.78079986572266,74.42659684761087,71.75674729419805,72.78079986572266,2615
2020-07-13,72.78079986572266,73.87799785364813,71.68360187779719,73.87799785364813,8028
2020-07-14,73.51226806640625,73.87800074335354,68.39201058914412,72.78080271251166,8214
2020-07-15,73.32939910888672,74.06086443665616,70.80584596033717,72.41506744917491,10546
2020-07-16,72.2687759399414,73.329398423032,72.1224795273733,73.1465320928,12029
2020-07-17,73.14653778076172,73.14653778076172,71.02528706899204,72.41507240295411,13405
2020-07-20,72.41506958007812,73.87800027866557,70.95213888149068,73.87800027866557,7879
2020-07-21,72.78079986572266,73.87799785364813,71.68360187779719,71.68360187779719,10439
2020-07-22,72.04933166503906,72.78079696113083,70.95213372090141,72.78079696113083,15431
2020-07-23,71.46416473388672,73.14653732460786,71.39101931268969,73.14653732460786,11231
2020-07-24,72.7076644897461,72.78080991624782,70.36697177722246,71.6836117768069,22837
2020-07-27,75.34093475341797,75.34093475341797,70.73270058964302,73.14653859555142,43299
2020-07-28,79.3639907836914,86.31291163571969,75.88953035767726,75.88953035767726,128287
2020-07-29,80.095458984375,83.38705318921234,76.80386477953768,79.36399360552227,37786
2020-07-30,79.18112182617188,82.655582137251,74.60946352212038,82.655582137251,19191
2020-07-31,78.63252258300781,81.19265122524529,75.70666127759357,75.70666127759357,11529
2020-08-03,81.92412567138672,84.11852189472744,76.07240240914481,79.36399674415588,29600
2020-08-04,80.2783203125,86.31290931093393,77.90105797978359,85.58144397779043,16477
2020-08-05,77.53532409667969,82.28984868751381,77.16959143584629,78.63252207917986,9449
2020-08-06,77.16959381103516,78.99825717148622,76.80386113894494,77.53532648312536,8451
2020-08-07,77.53532409667969,78.26678941834648,76.2552597837628,76.8038587750129,25603
2020-08-10,76.98673248291016,79.72972770201622,76.43813343908894,78.9982623102546,8982
2020-08-11,76.07239532470703,78.99825668334961,76.07239532470703,78.99825668334961,15217
2020-08-12,73.69513702392578,77.90106295829375,73.14653798900822,77.90106295829375,11573
2020-08-13,73.87800598144531,75.34093679295907,72.56136601882766,73.87800598144531,14479
2020-08-14,72.41506958007812,74.24373295331242,71.68360423078441,74.24373295331242,7042
2020-08-18,71.61045837402344,73.87799982683846,70.22067310273755,70.95213844755773,24321
2020-08-19,72.2687759399414,72.41506677187199,71.0252815459813,71.6104560349787,14149
2020-08-20,71.61045837402344,73.14653448201828,71.17158028325886,73.14653448201828,4142
2020-08-21,70.95214080810547,72.41507154641693,70.87899538731747,71.6836061772612,20506
2020-08-24,70.80584716796875,74.60946470498756,70.73269616943412,72.41506868425263,10310
2020-08-25,70.2206802368164,70.80585480437853,69.4892148176829,70.80585480437853,16899
2020-08-26,69.78179168701172,73.146530996734,69.78179168701172,73.146530996734,5754
2020-08-27,66.56334686279297,70.95213896363647,65.17356158139832,70.95213896363647,14335
2020-08-28,69.48920440673828,71.68360033537212,67.29480847810444,69.12347175196598,12032
2020-08-31,69.92809295654297,72.0493437882642,69.4892148211685,71.68361107867909,13726
2020-09-01,69.56236267089844,72.04934629886513,69.56236267089844,69.92809539322771,5493
2020-09-02,68.31886291503906,70.95213698602163,66.56334500750484,70.95213698602163,6985
2020-09-03,67.66055297851562,70.22068201013514,66.92908754091006,69.48921657252957,3990
