Price,('Close', 'CEPU'),('High', 'CEPU'),('Low', 'CEPU'),('Open', 'CEPU'),('Volume', 'CEPU')
Ticker,CEPU,CEPU,CEPU,CEPU,CEPU
Date,,,,,
2020-04-17,2.028494358062744,2.261555404961857,2.028494358062744,2.1320771599069746,102000
2020-04-20,2.0543904304504395,2.1294877999556516,1.993967037225182,2.0716541982861285,227900
2020-04-21,2.0371265411376953,2.1061818211392196,2.0112308883122565,2.0802861683137808,70600
2020-04-22,1.9421757459640503,2.088917979293001,1.9335438619917795,2.088917979293001,62600
2020-04-23,1.9335440397262573,2.0448954149442518,1.8990165006633473,2.0025991178520774,67500
2020-04-24,1.8644887208938599,1.9076481391505913,1.8213290968367886,1.9076481391505913,282900
2020-04-27,1.795433521270752,1.9076482192503483,1.769537869229387,1.8644887991814068,202700
2020-04-28,1.9853349924087524,2.0371262917184687,1.8299608886792744,1.8299608886792744,466400
2020-04-29,2.0716540813446045,2.4600890415214254,1.968071274377207,1.968071274377207,382500
2020-04-30,2.0975499153137207,2.201132525551261,2.027631509343134,2.1579731046189528,238400
2020-05-01,1.916279911994934,2.028494392973744,1.8990161456905017,2.0112306266693114,184400
2020-05-04,1.9594392776489258,1.9853349264433664,1.8558566824711624,1.8817523312656033,116500
2020-05-05,1.8817524909973145,2.063022253745725,1.8817524909973145,1.9939669786318341,177900
2020-05-06,1.9335440397262573,2.0112310026178046,1.8385933073032548,1.8385933073032548,171200
2020-05-07,2.0802857875823975,2.0958230941138996,1.9939667548285855,2.002598637523935,123300
2020-05-08,2.0889177322387695,2.227027859460954,2.0371262287301275,2.1666046788012485,359600
2020-05-11,2.192500352859497,2.2183960020113425,1.950807421641948,2.132077171505191,265900
2020-05-12,2.2442917823791504,2.555040001970317,2.2097642481579847,2.235659898823859,285700
2020-05-13,2.2788195610046387,2.3047152121091945,2.114813564875446,2.2960833284076756,137700
2020-05-14,2.4082977771759033,2.4082977771759033,2.1191293691995243,2.252923667287037,112100
2020-05-15,2.54640793800354,2.5636717038909955,2.339242541553753,2.339242541553753,102500
2020-05-18,2.5723037719726562,2.7622054162028906,2.5291443541476797,2.5895675391026467,155200
2020-05-19,2.580935478210449,2.6586224249578043,2.4428251448592726,2.5291441803788794,91500
2020-05-20,2.537776470184326,2.6327271980971854,2.4600893051825397,2.589567776318613,81700
2020-05-21,2.537776470184326,2.6499909668086143,2.4652684769560396,2.4652684769560396,204200
2020-05-22,2.710414171218872,2.736309822452768,2.468721014768494,2.5636719417597873,240200
2020-05-26,2.6068310737609863,2.7734266380891293,2.5895673081705417,2.710413873103974,385600
2020-05-27,2.693150043487549,2.7363096655360133,2.6327268607401604,2.701782132537506,164100
2020-05-28,2.382402181625366,2.667254551513074,2.36513841410492,2.667254551513074,278100
2020-05-29,2.347874641418457,2.520512522043409,2.313347106453535,2.3996659438658403,266100
2020-06-01,2.3910341262817383,2.4687210821023204,2.3306109384212856,2.3306109384212856,291000
2020-06-02,2.4255616664886475,2.5895676682000683,2.3737703625167295,2.460089202469926,498400
2020-06-03,2.4341936111450195,2.572303964312246,2.408297958513731,2.5205126590496683,335200
2020-06-04,2.382402181625366,2.4946168763086103,2.3392427628242505,2.4946168763086103,112900
2020-06-05,2.4082977771759033,2.567124599328891,2.382402126494482,2.5464081199438215,407500
2020-06-08,2.710414171218872,2.719046054963504,2.4169297123007025,2.4428253635345984,477800
2020-06-09,2.503248929977417,2.7190462444306305,2.442825533754261,2.7190462444306305,331900
2020-06-10,2.4859848022460938,2.5464079839422578,2.3133469344567272,2.503248568444998,281700
2020-06-11,2.2356598377227783,2.434193359868854,2.227027954403398,2.3651382933138128,295000
2020-06-12,2.2615559101104736,2.4082981597498327,2.1838689457251266,2.373770620023012,193600
2020-06-15,2.201132297515869,2.2615554805613116,2.1579728810548384,2.192500414223663,116100
2020-06-16,2.16660475730896,2.3590959804802245,2.16660475730896,2.321978861864278,230400
2020-06-17,2.2270281314849854,2.252923783502212,2.149341175433305,2.2011324794677587,108600
2020-06-18,2.0371265411376953,2.166605011065243,2.028494656862549,2.0975499368640733,275100
2020-06-19,2.13207745552063,2.1666049923225263,2.0716542661173114,2.0802861503177854,139000
2020-06-22,2.16660475730896,2.1925004071014578,2.061295699166003,2.1061815744597983,177100
2020-06-23,2.2788195610046387,2.3565065143183053,2.1752367507860755,2.2270280529951867,321700
2020-06-24,2.209764242172241,2.287451399759765,2.1234454068531448,2.261555543363699,212400
2020-06-25,2.2615559101104736,2.339243080296191,2.2097646005202423,2.2304812889966312,112300
2020-06-26,2.2529237270355225,2.2615556108249173,2.1838686567203625,2.2529237270355225,40800
2020-06-29,2.209764242172241,2.330610817419313,2.183868591576512,2.330610817419313,48600
2020-06-30,2.192500352859497,2.2097641189607273,2.0940969272425494,2.201132235910112,174500
2020-07-01,2.2442917823791504,2.2960832895112366,2.132077296160362,2.1838685974921104,71500
2020-07-02,2.16660475730896,2.29608321207178,2.157972874044794,2.201132290365624,197500
2020-07-06,2.503248929977417,2.5118808143235314,2.270187846831975,2.3047153842164323,519900
2020-07-07,2.4341936111450195,2.503248890628809,2.3513274815648253,2.503248890628809,108500
2020-07-08,2.4341936111450195,2.468721147986738,2.3047153479885765,2.468721147986738,122700
2020-07-09,2.296083450317383,2.416929828554936,2.2874515661575576,2.3565066394361596,161100
2020-07-10,2.373770236968994,2.39103400404656,2.2529236616256973,2.2874514015811656,160400
2020-07-13,2.32197904586792,2.5032488145803344,2.287451510075145,2.4169297692980507,220600
2020-07-14,2.32197904586792,2.3565065816606947,2.287451510075145,2.32197904586792,71700
2020-07-15,2.3910341262817383,2.425561662201997,2.287451518520962,2.3478747063814147,169100
2020-07-16,2.373770236968994,2.39103400404656,2.3478745863526456,2.3651383534302113,15400
2020-07-17,2.304715156555176,2.3996658749831394,2.2960832730617247,2.3565064575158834,47900
2020-07-20,2.2356598377227783,2.2978094799424484,2.209764187764638,2.296083226758771,102600
2020-07-21,2.373770236968994,2.4082977711241256,2.3047151686587313,2.3047151686587313,164500
2020-07-22,2.563671827316284,2.563671827316284,2.287451354018331,2.287451354018331,197000
2020-07-23,2.494616746902466,2.63272687990169,2.477352774477231,2.5118805135273687,179200
2020-07-24,2.537776470184326,2.5809358919628984,2.365138577269681,2.4773530738939686,131500
2020-07-27,2.529144525527954,2.624095251176968,2.4946169889283127,2.5377764096778646,152800
2020-07-28,2.4341936111450195,2.5636720801018162,2.3996660743033016,2.5205126590496683,62600
2020-07-29,2.356506586074829,2.4773529615759067,2.3478747021104662,2.4428254257184556,112100
2020-07-30,2.296083450317383,2.3565066394361596,2.2701877978379073,2.3565066394361596,99100
2020-07-31,2.296083450317383,2.3392428711165087,2.2097644029187786,2.3392428711165087,77200
2020-08-03,2.3996658325195312,2.5291442884304325,2.2011323098829934,2.2701875824089623,376300
2020-08-04,2.4428253173828125,2.6327269619772853,2.3651383651488485,2.537776242580218,513400
2020-08-05,2.32197904586792,2.5377763503731092,2.3047152779715323,2.4514573050908255,263900
2020-08-06,2.365138292312622,2.3824020589440744,2.261555486723576,2.356506408996896,131600
2020-08-07,2.356506586074829,2.3824022379679173,2.2960833983242903,2.365138470039192,61800
2020-08-10,2.362548589706421,2.416929472481712,2.347874409376621,2.391033823817303,39300
2020-08-11,2.2874512672424316,2.3824019805927237,2.2874512672424316,2.3824019805927237,88700
2020-08-12,2.218395948410034,2.3133468654729037,2.157972768515685,2.287451216946754,226600
2020-08-13,2.356506586074829,2.356506586074829,2.2097643528803164,2.2097643528803164,92600
2020-08-14,2.3996658325195312,2.3996658325195312,2.3133469991124853,2.3565064158160083,69900
2020-08-17,2.2701876163482666,2.356506451045779,2.2183961097294236,2.356506451045779,77300
2020-08-18,2.2270281314849854,2.3133471773427563,2.1838687114562743,2.3133471773427563,107100
2020-08-19,2.209764242172241,2.2788195162278555,2.183868591576512,2.261555543363699,92600
2020-08-20,2.16660475730896,2.2183960568939556,2.140709107516462,2.2183960568939556,123700
