Price,('Close', 'CRESY'),('High', 'CRESY'),('Low', 'CRESY'),('Open', 'CRESY'),('Volume', 'CRESY')
Ticker,CRESY,CRESY,CRESY,CRESY,CRESY
Date,,,,,
2020-04-17,2.6659016609191895,2.9482714711544333,2.64098698715879,2.7406468963756363,92593
2020-04-20,2.4998011589050293,2.7406463280178883,2.4998011589050293,2.5579368696150286,283401
2020-04-21,2.4333624839782715,2.6160719704531266,2.4084467997440857,2.541326739013346,187844
2020-04-22,2.408446788787842,2.557937250987357,2.383531914117119,2.4831920198875994,128670
2020-04-23,2.4582769870758057,2.541326563968965,2.383531760784412,2.4748867000919206,93411
2020-04-24,2.408446788787842,2.4831920198875994,2.342006718274188,2.4831920198875994,85950
2020-04-27,2.474886655807495,2.549631880761434,2.4084465907567805,2.441666623282138,210328
2020-04-28,2.5164122581481934,2.557937457341041,2.441667021018595,2.5413269324663004,302001
2020-04-29,2.640986919403076,2.7489521892827544,2.541326810380514,2.541326810380514,307520
2020-04-30,2.6326816082000732,2.674206803026643,2.5330215048688514,2.6326816082000732,165871
2020-05-01,2.449972152709961,2.6077669768709004,2.3420068789464694,2.6077669768709004,254274
2020-05-04,2.5496320724487305,2.5745467445814936,2.383531897334145,2.400142420751924,162396
2020-05-05,2.449972152709961,2.6742070519426444,2.3918372387940927,2.5828521004909044,229950
2020-05-06,2.3420069217681885,2.4831922356490117,2.333702569910649,2.4499721975057382,276349
2020-05-07,2.4333624839782715,2.549632101999762,2.350311889552075,2.366922413162376,264391
2020-05-08,2.6659016609191895,2.682512185422108,2.4250572513098048,2.508106838386274,193771
2020-05-11,2.8486111164093018,2.8652216394942975,2.508106624286985,2.649291922077702,192443
2020-05-12,3.08945631980896,3.1475912282546568,2.8070867355923577,2.840306770002409,331639
2020-05-13,2.8153910636901855,3.1392860424277114,2.773866678692495,3.1392860424277114,282787
2020-05-14,2.6575963497161865,2.8070868121840715,2.5911572908959086,2.7655616162665932,292190
2020-05-15,2.6742067337036133,2.7821709828063,2.5994615063709117,2.6575962110060227,254171
2020-05-18,2.8652215003967285,2.9399657140314845,2.74064652937621,2.782170912628839,251208
2020-05-19,2.8984415531158447,3.0147111707347465,2.7987816495996087,2.8652217201854526,110887
2020-05-20,2.964881658554077,3.0479312418563103,2.8320017181829065,2.8984415871872256,107821
2020-05-21,2.923356294631958,3.031321556187192,2.832001555872771,2.948271168194685,195406
2020-05-22,2.915051221847534,2.998101612331006,2.773866731728288,2.915051221847534,192340
2020-05-26,2.915051221847534,3.1558964233819786,2.915051221847534,2.9565764170892703,133575
2020-05-27,2.9897966384887695,3.0313218363225154,2.8569164910908773,2.9897966384887695,216766
2020-05-28,2.8569161891937256,2.998101482656504,2.790476324878178,2.998101482656504,164440
2020-05-29,2.6659016609191895,2.8901365578383635,2.607766949965661,2.8901365578383635,771917
2020-06-01,2.8652215003967285,2.890136170820809,2.5828517279735643,2.5828517279735643,224022
2020-06-02,3.064541816711426,3.106066204329976,2.873526962480623,2.8984416355242604,154731
2020-06-03,3.280471086502075,3.3053859599526825,3.03962589327523,3.1558963145239978,196020
2020-06-04,3.2555558681488037,3.3303011016077635,3.20572611723457,3.2555558681488037,201538
2020-06-05,3.338606119155884,3.488095770207243,3.321995595809823,3.355215630689307,177726
2020-06-08,3.562840700149536,3.579450211226348,3.3219955044849754,3.396740732680892,309359
2020-06-09,3.4216558933258057,3.587755874723695,3.3552158198216344,3.4797906035075123,117734
2020-06-10,3.2638609409332275,3.4216557549917055,3.1558964835320946,3.3884357195826724,226680
2020-06-11,2.9814913272857666,3.1392861402360244,2.9648816132416993,3.089456391016234,187741
2020-06-12,2.9897966384887695,3.1475914593893224,2.9233565647898234,3.0728462247061032,273896
2020-06-15,2.8320016860961914,2.9981016602688673,2.7904764901904926,2.9399659408033223,125604
2020-06-16,2.9067471027374268,3.238946262824453,2.848611379563262,3.238946262824453,310279
2020-06-17,2.881831407546997,2.964881804384263,2.782171295594854,2.898441729749501,156673
2020-06-18,2.649291753768921,2.8901361275183493,2.649291753768921,2.8569160952714387,259997
2020-06-19,2.7489521503448486,2.765561662373667,2.607766846124155,2.6575963940232774,642225
2020-06-22,2.640986919403076,2.80708689874481,2.574546846721368,2.773866862403956,115793
2020-06-23,2.6659016609191895,2.8153913223819167,2.624377272106038,2.6575964998490007,232198
2020-06-24,2.5745468139648438,2.7157321183890444,2.5247172659938957,2.632681725049773,147883
2020-06-25,2.7157318592071533,2.7821709128901024,2.5081065027617626,2.624376920922697,343290
2020-06-26,2.616071939468384,2.748952079526343,2.574546743928375,2.748952079526343,116917
2020-06-29,2.5496320724487305,2.674206849650245,2.5413267095585765,2.6326816540997027,204502
2020-06-30,2.4582769870758057,2.582851757140578,2.3918369208362447,2.557937086435147,318864
2020-07-01,2.4582769870758057,2.5247170533153667,2.4084466338523596,2.4582769870758057,177624
2020-07-02,2.483192205429077,2.5496322809070624,2.416752129951092,2.4499721676900847,147066
2020-07-06,3.4714863300323486,3.529621038132017,2.4998015545996637,2.4998015545996637,1891722
2020-07-07,3.0977606773376465,3.338606079095893,2.964881551226767,3.2223356548690387,372826
2020-07-08,3.04793119430542,3.106066104072551,2.923356416570501,3.097760741146835,213394
2020-07-09,2.8569161891937256,3.0313215159955367,2.7987814849848247,3.0313215159955367,139196
2020-07-10,2.915051221847534,3.0313216471068785,2.7572564107965616,2.873526836055906,328880
2020-07-13,2.9981014728546143,3.189116309795149,2.898441373163341,2.96488143962419,281152
2020-07-14,2.9482712745666504,2.9981016305775183,2.898441525643367,2.981491309544701,61013
2020-07-15,2.9981014728546143,3.1226762433343,2.981491152695626,3.014710983563533,196122
2020-07-16,2.9897966384887695,3.0396261878566304,2.9565766016392967,2.9897966384887695,20644
2020-07-17,3.0313217639923096,3.089456472957294,2.923356495035771,3.089456472957294,120903
2020-07-20,2.9731860160827637,3.0811512840540622,2.94827134340195,3.0313217363299025,174762
2020-07-21,2.9482712745666504,3.147591282072425,2.9399659116877137,3.0147111421602233,430977
2020-07-22,3.0230166912078857,3.072846240837332,2.931661741164162,2.9648817781880275,494750
2020-07-23,3.1808114051818848,3.2555558282752415,2.998101713646552,3.0396261008414234,537776
2020-07-24,3.164200782775879,3.205725978127565,3.0977607130482143,3.180811306114114,138788
2020-07-27,3.3884356021881104,3.4382659571190506,3.189116408452109,3.189116408452109,191829
2020-07-28,3.321995735168457,3.446570719420581,3.3136913837784308,3.371826295484407,219117
2020-07-29,3.288775682449341,3.4382661484744252,3.2721661703022025,3.3469114033147447,119676
2020-07-30,3.0977606773376465,3.2555556893499147,3.0894563263956343,3.2555556893499147,149825
2020-07-31,3.039625883102417,3.155896303962059,3.0313215324009,3.106065950140053,138583
2020-08-03,3.2970809936523438,3.346911350571305,2.915051292711618,2.9981016852140216,339202
2020-08-04,3.1309807300567627,3.604365161763498,3.106066058185394,3.521315580983849,726540
2020-08-05,2.9981014728546143,3.255555566805928,2.973185790253614,3.164200627194149,289022
2020-08-06,2.9814913272857666,3.0396260347088555,2.9399659291816866,2.9648816132416993,230665
2020-08-07,2.923356294631958,2.9981015224077017,2.8486110668562143,2.9897963621909387,240885
2020-08-10,2.8236961364746094,3.00640581267899,2.8236961364746094,2.9316613958573488,155753
2020-08-11,2.7489521503448486,2.8735269307240565,2.7489521503448486,2.823696371012266,144204
2020-08-12,2.7157318592071533,2.790476275211443,2.649291793711632,2.7572562424636824,222694
2020-08-13,2.7074270248413086,2.7821712474717635,2.682512149056131,2.6991216615211715,265311
2020-08-14,2.7323415279388428,2.7904764368428583,2.674206821397353,2.699121493266894,107412
2020-08-17,2.9731860160827637,3.039626087590086,2.690816420445508,2.740646777619799,511920
2020-08-18,2.9067471027374268,2.9897966903966404,2.7655617919040485,2.9482714918419477,345027
2020-08-19,2.915051221847534,2.9814912913992795,2.8569163127616526,2.890136347537525,161374
2020-08-20,2.931661605834961,2.9399659570293313,2.8652217372167197,2.906746933351601,109865
2020-08-21,2.9482712745666504,2.964881595599468,2.8901363651269585,2.9150512395886,312936
2020-08-24,2.7489521503448486,2.9482713537540075,2.6575963940232774,2.9399659906519973,549734
2020-08-25,2.8486111164093018,2.923356345485278,2.6908163073462106,2.7489520251498125,215540
2020-08-26,2.8403069972991943,2.8984417080346216,2.7987817991916644,2.8403069972991943,105573
2020-08-27,2.76556134223938,2.8320014062890575,2.6991212781897027,2.823696044148455,163929
2020-08-28,2.9981014728546143,3.047931016793957,2.765561442604161,2.765561442604161,201845
2020-08-31,2.8236961364746094,3.0562363682518288,2.8236961364746094,3.0562363682518288,236389
2020-09-01,2.8569161891937256,2.931661415978438,2.773866611752439,2.898441382639405,222489
2020-09-02,2.8153910636901855,2.8735267811146312,2.724036323937643,2.848611097830897,106492
2020-09-03,2.76556134223938,2.856916076173294,2.715731800108397,2.8153908843703626,132349
2020-09-04,2.80708646774292,2.8403064989831486,2.6659011832000687,2.7738664365026913,234753
2020-09-08,2.7489521503448486,2.8984416034923512,2.6991215906330583,2.715732114474544,94637
2020-09-09,2.6326816082000732,2.77386670399534,2.6326816082000732,2.7406466695515994,123049
2020-09-10,2.5911571979522705,2.6825119376612663,2.582851835286636,2.6492919035363895,113340
2020-09-11,2.524717330932617,2.616072077922953,2.516412169967551,2.5828520411503058,184369
2020-09-14,2.5330216884613037,2.5994617621643363,2.5330216884613037,2.5413268494460874,74402
2020-09-15,2.5164122581481934,2.582852131659148,2.499801733273453,2.533021771210203,108230
2020-09-16,2.449972152709961,2.5496322653175763,2.4250572763299645,2.4998017031074093,226986
2020-09-17,2.449972152709961,2.474887029089957,2.3918372387940927,2.4250572763299645,124480
2020-09-18,2.474886655807495,2.5247170081393007,2.400142240303609,2.458276943088586,105164
2020-09-21,2.333702564239502,2.433362678427138,2.3004825261769564,2.416752153489498,336034
2020-09-22,2.2755677700042725,2.383532029787608,2.2423477331353094,2.3586173562703303,139401
2020-09-23,2.20912766456604,2.3170919228001217,2.1592971040713,2.3087875713802997,187639
2020-09-24,2.3835318088531494,2.4001423316543162,2.1676022974887297,2.175907457708053,210328
2020-09-25,2.524717330932617,2.524717330932617,2.267262400079046,2.41675205964961,180894
2020-09-28,2.3420069217681885,2.557937473243288,2.308787693075104,2.557937473243288,187333
2020-09-29,2.28387188911438,2.3669222763785864,2.28387188911438,2.3669222763785864,128670
2020-09-30,2.333702564239502,2.4001426403645927,2.250652165539318,2.2838722036018635,121311
2020-10-01,2.4582769870758057,2.491497020195586,2.3420065676127986,2.3503117276646313,112113
2020-10-02,2.3835318088531494,2.449971876432609,2.3337022640748573,2.4250570028622023,81760
2020-10-05,2.4167518615722656,2.458277055906567,2.3835318275223374,2.4001423504536077,61013
2020-10-06,2.524717330932617,2.5330216824475267,2.433362583942281,2.433362583942281,132656
2020-10-07,2.5413267612457275,2.6077668326428634,2.4831920529076656,2.533021600549186,136641
2020-10-08,2.640986919403076,2.6575964316671623,2.524717298116428,2.5579373344572818,53655
2020-10-09,2.5828518867492676,2.6575963073413034,2.5330215310253115,2.6575963073413034,92389
2020-10-12,2.599461793899536,2.632681831156615,2.5164122066631935,2.5828520788148097,54370
2020-10-13,2.5496320724487305,2.6575963262324658,2.524717197953439,2.6160719401320365,108639
2020-10-14,2.4998011589050293,2.5579368696150286,2.4998011589050293,2.5579368696150286,27594
2020-10-15,2.4998011589050293,2.6409864394686013,2.4499716193553853,2.508106318252886,132656
2020-10-16,2.449972152709961,2.5247173889375802,2.375226916482341,2.508106864263285,187333
2020-10-19,2.4665822982788086,2.5828519154167036,2.400142430330356,2.433362465485847,135517
2020-10-20,2.449972152709961,2.5247173889375802,2.441666991554085,2.5247173889375802,78898
2020-10-21,2.4167518615722656,2.5164119637220494,2.408446701287892,2.4499718956221934,58458
2020-10-22,2.408446788787842,2.4748868593014954,2.4001424376518568,2.408446788787842,61218
