Price,('Close', 'EDN.BA'),('High', 'EDN.BA'),('Low', 'EDN.BA'),('Open', 'EDN.BA'),('Volume', 'EDN.BA')
Ticker,EDN.BA,EDN.BA,EDN.BA,EDN.BA,EDN.BA
Date,,,,,
2020-05-21,20.399999618530273,20.649999618530273,20.0,20.649999618530273,294719
2020-05-22,19.950000762939453,20.700000762939453,19.700000762939453,20.399999618530273,195999
2020-05-26,20.25,21.200000762939453,20.0,20.0,290611
2020-05-27,20.200000762939453,21.0,19.899999618530273,21.0,383275
2020-05-28,19.600000381469727,20.600000381469727,19.5,20.5,123878
2020-05-29,18.75,19.799999237060547,18.649999618530273,19.299999237060547,163730
2020-06-01,20.149999618530273,20.149999618530273,19.200000762939453,19.200000762939453,254646
2020-06-02,21.850000381469727,22.0,20.600000381469727,21.0,581052
2020-06-03,22.649999618530273,23.299999237060547,22.0,22.100000381469727,738655
2020-06-04,23.25,23.5,22.600000381469727,22.799999237060547,510277
2020-06-05,24.049999237060547,24.700000762939453,23.350000381469727,23.350000381469727,773431
2020-06-08,27.350000381469727,27.5,24.899999618530273,24.899999618530273,1634733
2020-06-09,26.0,27.0,25.0,27.0,1024372
2020-06-10,28.649999618530273,29.0,23.950000762939453,26.899999618530273,920520
2020-06-11,25.399999618530273,29.0,25.0,29.0,1333396
2020-06-12,25.5,26.799999237060547,24.100000381469727,26.0,957371
2020-06-16,25.549999237060547,27.5,25.200000762939453,25.5,845647
2020-06-17,23.899999618530273,26.399999618530273,23.5,25.649999618530273,617121
2020-06-18,21.0,22.850000381469727,20.899999618530273,22.850000381469727,1260253
2020-06-19,22.350000381469727,22.600000381469727,21.299999237060547,21.950000762939453,740016
2020-06-22,21.799999237060547,22.700000762939453,21.0,22.350000381469727,510120
2020-06-23,21.799999237060547,22.799999237060547,21.399999618530273,22.100000381469727,354016
2020-06-24,21.25,21.799999237060547,20.600000381469727,21.799999237060547,305532
2020-06-25,22.700000762939453,22.850000381469727,21.0,21.0,3073899
2020-06-26,21.799999237060547,22.649999618530273,21.350000381469727,22.649999618530273,213087
2020-06-29,21.850000381469727,22.399999618530273,21.399999618530273,22.0,154487
2020-06-30,20.299999237060547,22.0,20.149999618530273,22.0,403677
2020-07-01,20.850000381469727,21.200000762939453,20.0,20.299999237060547,373612
2020-07-02,21.600000381469727,21.75,20.0,20.950000762939453,431130
2020-07-03,21.450000762939453,22.100000381469727,21.200000762939453,21.899999618530273,94296
2020-07-06,23.350000381469727,24.0,22.0,22.549999237060547,1093761
2020-07-07,23.25,24.0,22.0,24.0,412270
2020-07-08,23.5,24.0,22.899999618530273,23.350000381469727,241452
2020-07-13,23.549999237060547,24.700000762939453,22.0,23.950000762939453,421862
2020-07-14,23.149999618530273,23.549999237060547,22.5,23.399999618530273,299296
2020-07-15,23.649999618530273,23.899999618530273,23.200000762939453,23.5,355291
2020-07-16,23.700000762939453,23.850000381469727,23.0,23.5,139441
2020-07-17,24.0,24.0,23.299999237060547,23.899999618530273,344319
2020-07-20,23.350000381469727,24.149999618530273,23.200000762939453,24.100000381469727,380786
2020-07-21,24.0,24.350000381469727,23.5,23.700000762939453,553420
2020-07-22,24.5,24.799999237060547,24.100000381469727,24.549999237060547,463246
2020-07-23,23.75,25.149999618530273,23.5,24.5,452254
2020-07-24,23.850000381469727,24.350000381469727,23.0,23.700000762939453,242353
2020-07-27,23.899999618530273,24.700000762939453,23.700000762939453,24.5,423449
2020-07-28,23.799999237060547,24.149999618530273,23.0,23.899999618530273,451948
2020-07-29,23.200000762939453,24.149999618530273,22.899999618530273,23.799999237060547,308843
2020-07-30,23.399999618530273,23.5,22.0,23.100000381469727,242365
2020-07-31,23.700000762939453,24.0,23.299999237060547,24.0,166042
2020-08-03,24.5,25.299999237060547,23.049999237060547,23.399999618530273,1167825
2020-08-04,25.549999237060547,27.5,25.0,26.899999618530273,1823500
2020-08-05,26.450000762939453,27.100000381469727,25.75,26.5,740736
2020-08-06,27.600000381469727,27.75,25.25,25.799999237060547,974396
2020-08-07,28.0,28.200000762939453,26.899999618530273,27.0,399986
2020-08-10,27.049999237060547,28.399999618530273,26.799999237060547,27.299999237060547,364826
2020-08-11,25.549999237060547,27.5,25.350000381469727,27.049999237060547,706466
2020-08-12,25.700000762939453,25.899999618530273,24.299999237060547,25.649999618530273,629219
2020-08-13,25.75,26.200000762939453,25.399999618530273,25.5,418123
2020-08-14,25.0,25.799999237060547,24.700000762939453,25.799999237060547,188489
2020-08-18,23.850000381469727,25.0,23.5,25.0,381905
2020-08-19,24.600000381469727,25.0,23.600000381469727,24.350000381469727,190772
2020-08-20,24.5,24.950000762939453,24.100000381469727,24.799999237060547,149976
2020-08-21,24.049999237060547,25.0,23.100000381469727,24.75,244452
2020-08-24,23.0,24.350000381469727,22.799999237060547,24.0,250176
2020-08-25,22.299999237060547,23.450000762939453,22.0,23.0,212711
2020-08-26,22.200000762939453,22.799999237060547,21.950000762939453,22.299999237060547,116483
2020-08-27,21.549999237060547,22.700000762939453,21.0,22.200000762939453,299203
2020-08-28,22.899999618530273,23.0,21.549999237060547,21.75,165244
2020-08-31,22.549999237060547,23.399999618530273,22.450000762939453,23.399999618530273,339339
2020-09-01,22.100000381469727,23.0,21.850000381469727,22.950000762939453,396493
2020-09-02,21.850000381469727,23.0,21.100000381469727,23.0,142795
2020-09-03,21.649999618530273,22.649999618530273,21.5,21.799999237060547,84846
2020-09-04,21.549999237060547,21.899999618530273,21.299999237060547,21.799999237060547,107455
2020-09-07,22.149999618530273,22.350000381469727,21.299999237060547,21.549999237060547,134812
2020-09-08,21.5,22.549999237060547,21.350000381469727,21.899999618530273,177764
2020-09-09,21.799999237060547,22.350000381469727,21.5,22.350000381469727,152767
2020-09-10,22.299999237060547,22.700000762939453,21.899999618530273,22.200000762939453,254230
2020-09-11,21.899999618530273,22.700000762939453,21.850000381469727,22.399999618530273,108089
2020-09-14,21.25,22.299999237060547,21.200000762939453,21.5,179125
2020-09-15,21.200000762939453,21.899999618530273,21.0,21.25,139648
2020-09-16,19.850000381469727,21.0,19.0,20.5,452338
2020-09-17,18.649999618530273,19.950000762939453,18.299999237060547,19.0,312136
2020-09-18,21.0,21.200000762939453,18.649999618530273,18.649999618530273,500109
2020-09-21,20.600000381469727,21.899999618530273,20.049999237060547,21.0,154205
2020-09-22,21.450000762939453,21.700000762939453,20.799999237060547,21.0,233149
2020-09-23,22.0,22.649999618530273,21.0,21.200000762939453,241764
2020-09-24,22.450000762939453,22.649999618530273,21.100000381469727,22.299999237060547,320496
2020-09-25,22.5,22.600000381469727,21.899999618530273,21.899999618530273,80964
2020-09-28,22.25,22.600000381469727,21.799999237060547,22.0,80600
2020-09-29,21.799999237060547,22.700000762939453,21.399999618530273,22.200000762939453,359096
2020-09-30,22.75,23.299999237060547,21.549999237060547,22.0,326425
2020-10-01,23.299999237060547,23.350000381469727,21.75,22.850000381469727,160759
2020-10-02,23.350000381469727,23.5,22.5,23.350000381469727,156609
2020-10-05,23.100000381469727,23.350000381469727,22.5,23.0,210073
2020-10-06,21.950000762939453,23.600000381469727,21.75,23.049999237060547,715275
2020-10-07,21.5,22.299999237060547,21.299999237060547,22.049999237060547,392142
2020-10-08,21.850000381469727,22.100000381469727,21.0,21.0,187578
2020-10-09,22.299999237060547,22.5,21.700000762939453,22.25,368163
2020-10-13,22.75,23.0,21.200000762939453,22.149999618530273,416276
2020-10-14,23.850000381469727,24.049999237060547,22.299999237060547,22.799999237060547,763969
2020-10-15,24.75,25.200000762939453,23.600000381469727,23.600000381469727,606237
2020-10-16,26.399999618530273,26.5,24.799999237060547,25.0,656759
2020-10-19,29.049999237060547,29.5,26.399999618530273,26.5,1726005
2020-10-20,29.5,29.950000762939453,27.799999237060547,29.25,946825
2020-10-21,28.950000762939453,29.899999618530273,28.100000381469727,29.649999618530273,920938
2020-10-22,29.25,30.049999237060547,28.350000381469727,29.0,505918
2020-10-23,30.549999237060547,30.649999618530273,28.549999237060547,29.5,424173
2020-10-26,29.450000762939453,32.0,29.0,30.100000381469727,350332
2020-10-27,27.649999618530273,29.5,25.200000762939453,29.200000762939453,346777
2020-10-28,25.700000762939453,27.299999237060547,25.100000381469727,26.0,366335
2020-10-29,26.75,27.0,25.149999618530273,25.700000762939453,248061
2020-10-30,26.450000762939453,27.799999237060547,25.200000762939453,26.100000381469727,304730
2020-11-02,27.0,27.100000381469727,26.450000762939453,26.450000762939453,522588
2020-11-03,27.25,28.899999618530273,27.0,27.0,419792
2020-11-04,26.600000381469727,28.0,25.899999618530273,28.0,127511
2020-11-05,27.450000762939453,27.5,26.0,26.799999237060547,232460
2020-11-06,27.950000762939453,28.450000762939453,26.700000762939453,28.0,181839
2020-11-09,27.600000381469727,28.950000762939453,27.299999237060547,28.100000381469727,301242
2020-11-10,28.799999237060547,29.25,27.600000381469727,27.649999618530273,190072
2020-11-11,28.899999618530273,29.649999618530273,28.0,29.5,368077
2020-11-12,27.75,30.0,27.0,29.399999618530273,206272
2020-11-13,27.399999618530273,28.700000762939453,27.0,27.799999237060547,267768
2020-11-16,27.75,28.649999618530273,27.450000762939453,28.0,122941
2020-11-17,27.5,28.149999618530273,27.200000762939453,27.950000762939453,141882
2020-11-18,27.549999237060547,28.0,27.0,27.5,147166
2020-11-19,26.700000762939453,28.0,26.350000381469727,28.0,236828
2020-11-20,25.950000762939453,26.950000762939453,25.0,26.899999618530273,419291
2020-11-24,26.5,27.0,25.049999237060547,26.5,875434
2020-11-25,26.450000762939453,27.200000762939453,26.0,27.200000762939453,461260
2020-11-26,26.450000762939453,27.0,26.0,26.0,177097
2020-11-27,27.399999618530273,27.5,26.25,26.700000762939453,462894
2020-11-30,26.649999618530273,28.0,26.200000762939453,27.899999618530273,248491
2020-12-01,27.100000381469727,27.5,26.200000762939453,27.5,477240
2020-12-02,27.600000381469727,28.0,26.700000762939453,27.100000381469727,529121
2020-12-03,27.649999618530273,28.799999237060547,27.200000762939453,28.0,640840
2020-12-04,27.0,28.200000762939453,26.5,28.049999237060547,327311
2020-12-09,26.299999237060547,27.700000762939453,26.0,27.100000381469727,380638
2020-12-10,26.25,27.450000762939453,25.799999237060547,26.5,368741
2020-12-11,26.149999618530273,26.700000762939453,25.799999237060547,25.950000762939453,202370
2020-12-14,25.799999237060547,26.75,25.5,26.5,297501
2020-12-15,26.049999237060547,26.399999618530273,25.600000381469727,26.0,242977
2020-12-16,25.899999618530273,26.299999237060547,25.75,26.25,126436
2020-12-17,26.200000762939453,26.75,25.299999237060547,25.5,393420
2020-12-18,25.649999618530273,26.850000381469727,25.549999237060547,26.0,621668
2020-12-21,24.850000381469727,25.799999237060547,23.5,25.100000381469727,315745
2020-12-22,24.899999618530273,25.75,24.799999237060547,25.0,237813
2020-12-23,25.75,25.799999237060547,24.899999618530273,25.0,27497
2020-12-28,26.049999237060547,26.399999618530273,25.200000762939453,25.649999618530273,164424
2020-12-29,29.700000762939453,30.149999618530273,26.600000381469727,26.600000381469727,1896968
2020-12-30,28.600000381469727,30.5,28.25,30.0,778230
2021-01-04,28.100000381469727,28.899999618530273,27.100000381469727,28.649999618530273,407748
2021-01-05,27.75,28.25,27.5,28.0,219021
2021-01-06,27.549999237060547,28.350000381469727,26.899999618530273,27.799999237060547,442958
2021-01-07,27.149999618530273,28.149999618530273,27.0,27.549999237060547,301666
2021-01-08,26.899999618530273,27.700000762939453,26.850000381469727,26.899999618530273,206799
2021-01-11,25.799999237060547,28.049999237060547,25.649999618530273,26.75,261582
2021-01-12,26.100000381469727,26.600000381469727,25.5,25.5,165544
2021-01-13,26.5,27.0,26.0,26.0,156657
2021-01-14,26.700000762939453,27.5,25.899999618530273,26.149999618530273,154841
2021-01-15,27.049999237060547,27.200000762939453,26.5,27.0,244969
2021-01-18,26.700000762939453,27.5,26.549999237060547,27.5,65696
2021-01-19,27.350000381469727,27.5,26.5,26.600000381469727,146859
2021-01-20,27.25,28.0,27.0,27.5,144292
2021-01-21,25.700000762939453,28.0,25.0,27.350000381469727,478844
2021-01-22,26.100000381469727,26.600000381469727,25.0,26.0,216355
2021-01-25,26.649999618530273,27.100000381469727,25.899999618530273,26.0,389020
2021-01-26,27.149999618530273,27.899999618530273,26.299999237060547,26.600000381469727,414921
2021-01-27,27.25,27.649999618530273,26.5,27.149999618530273,229734
2021-01-28,26.799999237060547,27.399999618530273,26.600000381469727,27.299999237060547,266273
2021-01-29,26.100000381469727,27.200000762939453,26.0,26.200000762939453,201637
2021-02-01,26.399999618530273,26.850000381469727,25.600000381469727,26.200000762939453,47241
2021-02-02,26.899999618530273,27.299999237060547,26.399999618530273,26.799999237060547,169628
2021-02-03,28.25,28.649999618530273,26.5,26.899999618530273,524034
2021-02-04,28.450000762939453,28.700000762939453,27.299999237060547,28.350000381469727,543103
2021-02-05,27.450000762939453,28.700000762939453,27.450000762939453,28.5,537614
2021-02-08,27.700000762939453,28.700000762939453,27.549999237060547,27.899999618530273,860958
2021-02-09,28.100000381469727,28.25,27.5,28.100000381469727,338903
2021-02-10,28.299999237060547,28.899999618530273,27.850000381469727,28.899999618530273,111792
2021-02-11,27.700000762939453,28.649999618530273,27.600000381469727,28.299999237060547,142565
2021-02-12,27.75,28.100000381469727,27.549999237060547,27.549999237060547,167095
2021-02-17,28.100000381469727,28.399999618530273,27.799999237060547,27.950000762939453,158137
2021-02-18,28.0,29.0,27.75,28.200000762939453,293911
2021-02-19,27.850000381469727,28.600000381469727,27.75,28.0,155597
2021-02-22,27.5,28.5,27.5,27.850000381469727,304472
2021-02-23,27.299999237060547,28.75,26.600000381469727,27.299999237060547,138576
2021-02-24,27.899999618530273,28.399999618530273,27.0,27.700000762939453,115652
2021-02-25,27.600000381469727,28.5,27.5,28.0,110909
2021-02-26,27.0,28.450000762939453,26.899999618530273,27.700000762939453,49644
2021-03-01,27.700000762939453,28.549999237060547,27.100000381469727,28.100000381469727,120791
2021-03-02,27.549999237060547,28.100000381469727,27.100000381469727,28.0,40485
2021-03-03,26.799999237060547,27.649999618530273,26.700000762939453,27.149999618530273,93038
2021-03-04,25.899999618530273,27.600000381469727,25.399999618530273,27.0,155220
2021-03-05,26.0,26.649999618530273,25.600000381469727,26.200000762939453,84466
2021-03-08,25.200000762939453,26.75,25.0,25.700000762939453,69235
2021-03-09,25.899999618530273,26.200000762939453,25.200000762939453,25.200000762939453,173088
2021-03-10,25.700000762939453,26.299999237060547,25.399999618530273,26.299999237060547,85586
2021-03-11,26.299999237060547,26.5,25.399999618530273,25.649999618530273,136250
2021-03-12,26.25,26.350000381469727,25.700000762939453,26.299999237060547,159283
2021-03-15,27.0,27.399999618530273,26.5,26.5,140611
2021-03-16,26.450000762939453,27.0,26.25,26.75,147300
2021-03-17,26.149999618530273,27.0,25.899999618530273,26.5,91977
2021-03-18,25.649999618530273,26.700000762939453,25.5,26.700000762939453,142187
2021-03-19,25.899999618530273,26.0,24.899999618530273,25.649999618530273,74302
2021-03-22,25.899999618530273,26.5,25.200000762939453,26.5,40499
2021-03-23,26.0,26.549999237060547,25.350000381469727,26.299999237060547,142687
2021-03-25,25.299999237060547,26.0,25.200000762939453,26.0,19035
2021-03-26,25.149999618530273,26.5,25.100000381469727,25.299999237060547,50781
2021-03-29,25.350000381469727,25.700000762939453,24.100000381469727,25.149999618530273,80372
2021-03-30,26.0,26.0,25.0,25.0,99802
2021-03-31,25.549999237060547,26.5,25.200000762939453,26.0,196126
2021-04-05,25.950000762939453,26.600000381469727,25.0,25.0,74036
2021-04-06,26.899999618530273,27.0,26.100000381469727,26.100000381469727,110926
2021-04-07,27.149999618530273,27.950000762939453,26.899999618530273,26.899999618530273,79247
2021-04-08,27.399999618530273,27.75,26.399999618530273,27.149999618530273,235945
2021-04-09,27.100000381469727,27.899999618530273,26.899999618530273,27.899999618530273,121117
2021-04-12,27.350000381469727,27.600000381469727,26.299999237060547,27.100000381469727,81070
2021-04-13,26.899999618530273,27.5,26.5,26.899999618530273,71270
2021-04-14,27.0,27.200000762939453,26.5,27.0,150897
2021-04-15,26.399999618530273,27.299999237060547,26.049999237060547,27.299999237060547,57142
2021-04-16,27.0,27.399999618530273,25.299999237060547,26.399999618530273,71893
2021-04-19,26.75,27.0,26.299999237060547,26.5,109818
2021-04-20,26.5,27.0,25.600000381469727,27.0,81891
2021-04-21,27.25,27.600000381469727,26.0,26.850000381469727,204701
2021-04-22,27.299999237060547,27.649999618530273,26.700000762939453,26.700000762939453,90973
2021-04-23,26.5,27.299999237060547,26.450000762939453,26.700000762939453,51471
2021-04-26,27.25,27.25,26.299999237060547,26.299999237060547,204862
2021-04-27,27.399999618530273,27.75,26.899999618530273,27.5,85529
2021-04-28,27.549999237060547,27.899999618530273,27.299999237060547,27.600000381469727,138340
2021-04-29,27.5,28.100000381469727,26.850000381469727,27.75,127722
2021-04-30,27.75,28.0,26.950000762939453,26.950000762939453,52371
2021-05-03,27.700000762939453,28.149999618530273,27.600000381469727,27.850000381469727,128951
2021-05-04,27.899999618530273,28.0,27.350000381469727,27.950000762939453,88434
2021-05-05,27.850000381469727,28.0,27.450000762939453,27.899999618530273,28206
2021-05-06,27.399999618530273,28.0,27.200000762939453,27.850000381469727,98196
2021-05-07,27.450000762939453,28.0,26.850000381469727,27.5,50953
2021-05-10,27.5,28.0,27.350000381469727,27.350000381469727,147719
2021-05-11,27.299999237060547,27.5,26.700000762939453,27.450000762939453,199250
2021-05-12,27.0,27.5,26.799999237060547,26.799999237060547,89492
2021-05-13,27.700000762939453,27.799999237060547,26.549999237060547,27.100000381469727,239929
2021-05-14,27.850000381469727,28.299999237060547,27.299999237060547,27.5,211252
2021-05-17,28.049999237060547,28.299999237060547,27.5,28.0,100452
2021-05-18,27.700000762939453,28.899999618530273,27.5,28.899999618530273,122624
2021-05-19,27.649999618530273,28.100000381469727,27.399999618530273,27.700000762939453,91995
2021-05-20,27.700000762939453,28.200000762939453,27.399999618530273,27.399999618530273,388334
2021-05-21,28.450000762939453,28.700000762939453,27.75,27.75,368573
2021-05-26,29.950000762939453,30.350000381469727,29.0,29.0,491159
2021-05-27,30.850000381469727,31.0,30.200000762939453,30.399999618530273,298758
2021-05-28,31.25,31.450000762939453,30.700000762939453,31.399999618530273,232660
2021-05-31,30.950000762939453,31.5,30.0,31.25,84115
2021-06-01,31.25,32.0,31.0,31.0,258654
2021-06-02,32.599998474121094,32.900001525878906,31.25,31.950000762939453,113139
2021-06-03,34.5,34.5,32.25,32.650001525878906,302203
2021-06-04,36.099998474121094,36.54999923706055,34.0,34.29999923706055,559071
2021-06-07,41.29999923706055,41.79999923706055,35.900001525878906,36.54999923706055,1169782
2021-06-08,42.099998474121094,42.20000076293945,39.0,41.5,190914
2021-06-09,45.900001525878906,46.70000076293945,41.75,42.099998474121094,849653
2021-06-10,41.79999923706055,48.25,41.599998474121094,46.79999923706055,1074323
2021-06-11,42.25,42.5,39.70000076293945,42.0,609733
2021-06-14,43.5,45.20000076293945,42.0,44.04999923706055,557458
2021-06-15,42.45000076293945,44.099998474121094,41.79999923706055,44.0,132186
2021-06-16,42.599998474121094,43.29999923706055,41.95000076293945,42.0,146274
2021-06-17,41.900001525878906,43.20000076293945,41.5,43.20000076293945,225253
2021-06-18,40.75,42.0,40.099998474121094,42.0,171454
2021-06-22,40.650001525878906,40.75,38.099998474121094,40.0,207035
2021-06-23,41.650001525878906,42.5,41.04999923706055,41.099998474121094,135588
2021-06-24,42.0,43.20000076293945,41.650001525878906,42.0,160830
2021-06-25,42.20000076293945,46.0,39.20000076293945,39.900001525878906,391672
2021-06-28,40.650001525878906,42.5,40.5,42.5,198658
2021-06-29,38.599998474121094,40.599998474121094,38.5,40.0,377764
2021-06-30,39.75,40.20000076293945,37.0,39.0,243704
2021-07-01,39.400001525878906,41.29999923706055,39.349998474121094,40.29999923706055,99514
2021-07-02,38.70000076293945,40.900001525878906,37.400001525878906,40.0,368357
2021-07-05,38.75,39.0,38.0,38.75,172446
2021-07-06,37.79999923706055,39.349998474121094,37.29999923706055,39.0,165393
2021-07-07,37.400001525878906,38.54999923706055,36.29999923706055,38.0,287441
2021-07-08,36.599998474121094,38.0,36.150001525878906,38.0,163000
2021-07-12,37.95000076293945,38.0,36.79999923706055,37.54999923706055,156299
2021-07-13,38.349998474121094,39.20000076293945,36.900001525878906,38.5,27081
2021-07-14,38.70000076293945,38.75,37.849998474121094,38.400001525878906,98770
2021-07-15,38.0,38.70000076293945,36.900001525878906,38.70000076293945,65363
2021-07-16,37.5,38.25,37.0,38.0,230692
2021-07-19,36.900001525878906,37.45000076293945,36.099998474121094,37.0,105462
2021-07-20,37.400001525878906,38.0,36.400001525878906,36.400001525878906,56271
2021-07-21,39.20000076293945,39.29999923706055,37.400001525878906,38.0,220629
2021-07-22,38.45000076293945,39.20000076293945,37.95000076293945,39.0,192202
2021-07-23,38.849998474121094,39.0,38.400001525878906,38.45000076293945,195124
2021-07-26,38.70000076293945,39.25,38.25,38.849998474121094,57400
2021-07-27,38.75,39.0,37.400001525878906,37.400001525878906,70076
2021-07-28,38.900001525878906,39.20000076293945,38.5,39.20000076293945,32543
2021-07-29,39.849998474121094,40.5,38.29999923706055,39.0,136776
2021-07-30,39.0,40.75,38.95000076293945,40.0,63665
2021-08-02,40.29999923706055,40.5,38.95000076293945,40.0,129209
2021-08-03,41.0,41.400001525878906,39.25,39.79999923706055,68025
2021-08-04,39.849998474121094,41.0,39.75,41.0,47757
2021-08-05,40.0,41.0,39.29999923706055,41.0,82156
2021-08-06,40.29999923706055,40.849998474121094,39.5,40.0,132570
2021-08-09,39.79999923706055,40.45000076293945,39.599998474121094,40.29999923706055,29589
2021-08-10,40.54999923706055,40.79999923706055,38.150001525878906,40.29999923706055,46917
2021-08-11,40.900001525878906,41.04999923706055,40.45000076293945,40.79999923706055,142342
2021-08-12,40.54999923706055,41.20000076293945,39.79999923706055,40.0,78039
2021-08-13,41.45000076293945,41.5,40.0,41.5,68796
2021-08-17,41.900001525878906,42.54999923706055,40.54999923706055,41.25,154017
2021-08-18,41.650001525878906,43.0,40.70000076293945,43.0,121854
2021-08-19,41.70000076293945,42.0,39.70000076293945,41.099998474121094,343010
2021-08-20,40.54999923706055,42.0,40.150001525878906,42.0,88433
2021-08-23,41.70000076293945,42.400001525878906,40.5,41.29999923706055,129209
2021-08-24,45.400001525878906,46.900001525878906,41.099998474121094,41.95000076293945,593337
2021-08-25,48.95000076293945,49.54999923706055,44.099998474121094,45.79999923706055,720752
2021-08-26,53.650001525878906,54.849998474121094,49.0,49.0,1422624
2021-08-27,54.45000076293945,54.95000076293945,53.900001525878906,54.0,414835
2021-08-30,62.400001525878906,69.05000305175781,54.75,54.75,1401964
2021-08-31,62.29999923706055,66.9000015258789,59.70000076293945,65.19999694824219,1375245
2021-09-01,63.45000076293945,65.4000015258789,59.79999923706055,63.0,637029
2021-09-02,65.44999694824219,65.94999694824219,63.0,65.0,303987
2021-09-03,64.19999694824219,66.30000305175781,63.099998474121094,66.0,149974
2021-09-06,64.8499984741211,67.0,64.5999984741211,66.0,90758
2021-09-07,64.8499984741211,66.25,64.0,65.19999694824219,330111
2021-09-08,61.849998474121094,65.4000015258789,61.099998474121094,65.0,440547
2021-09-09,59.29999923706055,63.29999923706055,58.099998474121094,62.849998474121094,286060
2021-09-10,59.099998474121094,60.54999923706055,57.5,59.0,285769
2021-09-13,63.849998474121094,66.80000305175781,63.0,65.0,409081
2021-09-14,61.849998474121094,65.5999984741211,60.25,65.0,277513
2021-09-15,58.599998474121094,62.0,55.099998474121094,61.849998474121094,735396
2021-09-16,62.25,62.29999923706055,53.0,56.900001525878906,492549
2021-09-17,62.75,64.0,59.95000076293945,62.25,337428
2021-09-20,58.900001525878906,62.400001525878906,57.099998474121094,62.400001525878906,151433
2021-09-21,60.150001525878906,60.900001525878906,58.79999923706055,60.0,118127
2021-09-22,62.45000076293945,62.599998474121094,59.95000076293945,60.0,242616
2021-09-23,60.45000076293945,62.75,60.099998474121094,62.5,555790
2021-09-24,60.04999923706055,62.150001525878906,58.20000076293945,60.599998474121094,65970
2021-09-27,62.900001525878906,63.0,60.79999923706055,62.150001525878906,160652
2021-09-28,62.45000076293945,65.5,61.099998474121094,62.900001525878906,129562
2021-09-29,62.599998474121094,64.0,61.79999923706055,62.45000076293945,52187
2021-09-30,63.599998474121094,64.5,62.099998474121094,62.400001525878906,170164
2021-10-01,63.599998474121094,64.5,62.5,64.0,111720
2021-10-04,63.0,67.0,62.70000076293945,66.05000305175781,64258
2021-10-05,61.75,63.5,61.0,63.5,76321
2021-10-06,63.0,64.19999694824219,60.70000076293945,61.70000076293945,161109
2021-10-07,64.0,65.5,60.70000076293945,65.0,101320
2021-10-12,65.5,69.0,64.69999694824219,67.19999694824219,323569
2021-10-13,65.80000305175781,67.0,63.5,66.5,72736
2021-10-14,65.5,66.75,64.5,66.69999694824219,104690
2021-10-15,65.44999694824219,66.0999984741211,64.1500015258789,65.5,122663
2021-10-18,66.55000305175781,66.9000015258789,65.05000305175781,65.05000305175781,126234
2021-10-19,67.5,68.30000305175781,66.05000305175781,66.05000305175781,147462
2021-10-20,69.44999694824219,69.80000305175781,66.1500015258789,68.4000015258789,268869
2021-10-21,69.3499984741211,70.4000015258789,67.0,69.4000015258789,160719
2021-10-22,73.05000305175781,73.6500015258789,69.5,69.5,420167
2021-10-25,75.0999984741211,77.5,73.5999984741211,73.80000305175781,254637
2021-10-26,75.55000305175781,78.0,74.0999984741211,78.0,110550
2021-10-27,73.30000305175781,77.19999694824219,72.5,75.5999984741211,142720
2021-10-28,71.9000015258789,74.9000015258789,70.55000305175781,73.19999694824219,125824
2021-10-29,68.69999694824219,75.0,65.9000015258789,75.0,215864
2021-11-01,70.80000305175781,72.25,68.0999984741211,68.4000015258789,203112
