Price,('Close', 'CRES.BA'),('High', 'CRES.BA'),('Low', 'CRES.BA'),('Open', 'CRES.BA'),('Volume', 'CRES.BA')
Ticker,CRES.BA,CRES.BA,CRES.BA,CRES.BA,CRES.BA
Date,,,,,
2020-04-17,24.731225967407227,26.33038660412233,24.69403441445601,25.475021884806694,120799
2020-04-20,24.61965560913086,25.660972294300013,24.098998730780732,24.954364962002217,135906
2020-04-21,24.396516799926758,25.660971039535198,23.987428749714287,25.06593254446762,330570
2020-04-22,24.58246612548828,25.140313075178156,24.322136963272577,24.545276035995407,322611
2020-04-23,25.065933227539062,25.660971738822028,24.58246645044398,24.917175796069948,205909
2020-04-24,24.210567474365234,25.400641519076014,23.355201297156125,25.289072717986908,106080
2020-04-27,26.330385208129883,26.441954004130867,24.17337628349177,24.545274222474102,309823
2020-04-28,27.222942352294922,27.33451115206318,25.289072418593296,26.776664224753212,639569
2020-04-29,26.851045608520508,27.66922172440393,26.330387281557748,27.520461365709195,404975
2020-04-30,27.260129928588867,27.371698724070082,25.14031110057145,26.553525604895437,273678
2020-05-04,26.479145050048828,26.776662809866146,25.214690910239568,26.776662809866146,327556
2020-05-05,26.330385208129883,27.297321606565102,25.326260187183863,26.70228314711222,343589
2020-05-06,26.21881866455078,26.962614606413915,25.36345098863311,26.553528009776723,655060
2020-05-07,26.813854217529297,27.297323921990266,25.586591500481912,26.553527980935023,1076966
2020-05-08,28.56177520751953,28.636152451075105,26.441953482941123,27.33450969029324,814249
2020-05-11,30.79316520690918,30.97911418728514,27.52046080951726,28.264256731021106,672055
2020-05-12,33.84272766113281,34.512143376909656,30.793163924295403,30.793163924295403,986853
2020-05-13,31.388200759887695,34.06586666190018,30.681596391829277,34.06586666190018,120875
2020-05-14,29.863420486450195,32.057619639603836,29.751848754771817,30.495647609263006,993052
2020-05-15,30.4212703704834,30.904737183420167,29.528714001623936,29.937800629077575,800827
2020-05-18,30.904733657836914,31.64852957087857,30.7187846795765,31.090682636097327,567638
2020-05-19,31.01630210876465,31.871669741875994,30.123748780277445,31.16506246108019,224430
2020-05-20,31.648529052734375,31.760097852170293,30.049368451569737,30.718784176653926,271157
2020-05-21,31.57415008544922,32.13199703244898,30.60721654870381,31.61134163899714,362480
2020-05-22,30.495647430419922,31.611341312910515,29.937797560705874,31.202251798916045,501902
2020-05-26,30.644405364990234,31.46258147805536,30.49564793527672,30.570025185899073,142307
2020-05-27,30.4212703704834,31.1650663683766,28.18987944833474,31.090686182893467,297659
2020-05-28,28.56177520751953,30.34688469375524,28.487395035495435,30.34688469375524,206639
2020-05-29,27.148563385009766,28.6361552574007,26.77666541691203,28.189877109989656,352786
2020-06-01,29.0080509185791,29.0080509185791,27.66921951128785,27.892357103013534,225578
2020-06-02,31.165061950683594,31.20225057391909,29.417141017711103,29.900607762115754,341550
2020-06-03,33.21049880981445,33.470827943405304,31.239440390001107,31.983236241135838,495493
2020-06-04,32.950172424316406,33.69396833748481,32.206376511148,33.21050157961909,404561
2020-06-05,35.293128967285156,35.51626655134701,33.545208130572384,33.545208130572384,543280
2020-06-08,36.48320770263672,36.81791705111794,35.441891031125735,36.37163889596593,666479
2020-06-09,34.9956169128418,36.07411931611011,31.983241466507852,36.07411931611011,367688
2020-06-10,34.92123794555664,35.441893387458734,32.95017620662947,34.21463057554852,470978
2020-06-11,32.541080474853516,34.51213873387205,31.2766264596886,34.51213873387205,664616
2020-06-12,31.202253341674805,34.14024854888658,30.532837564775722,33.024554611231814,577402
2020-06-16,30.04936981201172,32.355137794775295,29.37995112815189,32.355137794775295,871340
2020-06-17,28.859294891357422,30.04936893768627,28.375825205199437,30.04936893768627,461871
2020-06-18,26.813854217529297,27.89235950344693,26.665096786399545,27.89235950344693,202686
2020-06-19,27.59484100341797,28.26425674746719,26.44195556733493,27.520460825530556,947525
2020-06-22,26.999801635742188,27.669220286614348,26.404766088821003,27.632028734638862,302826
2020-06-23,26.739479064941406,27.743601321403005,26.702287507888236,27.22294587888015,549263
2020-06-24,26.18162727355957,26.51633365496522,25.437828481787125,26.479145033187432,397140
2020-06-25,26.999801635742188,27.036993187717673,25.846919165406643,26.032868139878094,411719
2020-06-26,25.846920013427734,26.702284738366664,25.73535121077809,26.59071593571702,147845
2020-06-29,24.842792510986328,26.776662306120024,24.619651998969864,26.776662306120024,354208
2020-06-30,23.541149139404297,24.91717355993569,23.057682405696823,24.91717355993569,492155
2020-07-01,24.50808334350586,24.656843685677554,23.541148440561077,23.875857746213143,138995
2020-07-02,24.694034576416016,25.289073071319493,24.247757901589974,25.289073071319493,207349
2020-07-03,25.065933227539062,25.289073767445988,24.656846630412954,24.805604061882068,113630
2020-07-06,30.94192123413086,31.611339875970813,25.660969844701683,25.660969844701683,1403564
2020-07-07,29.52870750427246,30.38407212794561,28.264253414690653,30.38407212794561,733272
2020-07-08,29.26837921142578,30.12374678796517,28.63615214860173,29.45432817528765,337446
2020-07-13,29.677471160888672,30.755973484036655,29.008052492454162,29.97498894215471,466973
2020-07-14,29.677471160888672,30.27250672342075,29.045244045405376,30.012177566637188,198799
2020-07-15,30.123746871948242,31.165060486784125,29.82622618616499,30.38407307930584,407075
2020-07-16,30.458454132080078,30.495645683113388,29.75184687560162,29.974987396395726,168966
2020-07-17,31.685714721679688,31.834475059368042,29.565896016196795,30.45845218539014,361019
2020-07-20,31.46257972717285,32.206375619754816,31.202250579075436,31.685717323559988,263893
2020-07-21,31.23944664001465,32.72703863990366,30.867548640042394,32.72703863990366,486262
2020-07-22,32.02042770385742,32.28075686055036,30.49564724510676,31.611341120817606,761250
2020-07-23,33.02455139160156,33.433637957471404,31.83447738843208,32.61546482573171,1265498
2020-07-24,33.39645004272461,33.47083021858778,32.09480721475955,33.32206986686144,528201
2020-07-27,35.293128967285156,35.62783534337794,33.47082795972894,33.61958830141583,566266
2020-07-28,36.222877502441406,36.66915564487491,34.84685445013341,35.25594103909067,1064167
2020-07-29,35.18156433105469,36.74353638940007,34.735286181746176,35.70221973152393,351990
2020-07-30,34.326194763183594,34.66090408880595,33.136120740210245,34.54933528975472,346912
2020-07-31,34.400577545166016,35.33032248848552,33.47083260184652,34.958424511157716,179874
2020-08-03,36.148494720458984,36.446012484497146,32.466703971139644,33.805538302014206,654453
2020-08-04,35.144371032714844,38.974922273064664,35.03280223304232,37.00386371728783,1380602
2020-08-05,33.693965911865234,35.51626693932835,32.95017005224249,35.51626693932835,408863
2020-08-06,33.06174087524414,33.693967980431346,32.72703447494646,33.50801900410974,455524
2020-08-07,32.764225006103516,34.36338863833525,31.983240431477345,32.72703638006183,1081895
2020-08-10,32.50389862060547,33.396451997809024,31.98324028755176,32.91298521909849,649527
2020-08-11,32.31794738769531,33.09893490375373,32.094809770803714,32.615468114842656,443657
2020-08-12,31.983243942260742,32.355141957376034,31.31382517227788,32.355141957376034,259377
2020-08-13,32.31794738769531,32.80141710507529,31.83448059878424,32.35513894282318,262836
2020-08-14,31.685714721679688,32.61546243952932,31.53695731245973,32.61546243952932,322471
2020-08-18,32.875797271728516,33.47083286881148,31.983240947635167,33.21050369691184,263945
2020-08-19,34.14025115966797,34.40058035072248,33.02455713669358,33.02455713669358,282719
2020-08-20,34.28900909423828,34.4749580848359,33.098934968719774,34.28900909423828,277231
2020-08-21,34.80966567993164,35.069991910835626,34.28900736118613,34.47495634238542,384754
2020-08-24,33.098934173583984,34.80966660306645,32.42951840920774,34.80966660306645,385176
2020-08-25,33.84272766113281,34.214625606394236,32.0576181095717,32.35513588008711,480061
2020-08-26,32.875797271728516,34.58652680969371,32.57827654471813,34.58652680969371,211402
2020-08-27,31.722911834716797,33.47083293104259,29.863421929789126,33.09893495005705,276090
2020-08-28,33.76835250854492,34.28901088073267,31.239446690352445,31.239446690352445,296384
2020-08-31,33.95429229736328,34.735279643770674,33.50801423205453,34.2518129598813,385514
2020-09-01,32.875797271728516,33.84273084910555,32.131998382671455,33.80554222246371,420946
2020-09-02,31.722911834716797,33.09893495005705,31.574151470935018,32.72703696907152,94768
2020-09-03,31.127872467041016,32.65265590496622,30.495648259222264,31.722910977622373,155793
2020-09-04,31.722911834716797,31.98324100710045,30.123751102172783,31.276633671840372,126672
2020-09-07,31.90886116027832,32.317947772270585,29.86342224337913,29.86342224337913,47406
2020-09-08,31.31382179260254,32.20637810393403,30.19812786767261,30.941923817625895,118375
2020-09-09,30.979110717773438,32.057615854554115,30.570021249681126,31.313817087883407,177623
2020-09-10,30.681596755981445,31.27663232861599,30.57002502370228,30.793165559791824,254436
2020-09-11,30.4212703704834,30.904737183420167,29.751851629604275,30.570027812980605,154897
2020-09-14,30.235315322875977,31.053491342588124,30.12374653120352,30.867542380311203,101511
2020-09-15,29.677471160888672,30.49564725572183,28.63615453375443,30.123749297022098,144867
2020-09-16,28.784914016723633,30.718783929078864,28.078306745209858,28.636153666362212,272473
2020-09-17,27.929548263549805,29.305568274071913,27.185749468434278,29.305568274071913,227713
2020-09-18,28.82210350036621,29.75184839670464,27.44608046809159,27.929550156962563,148584
2020-09-21,28.636152267456055,29.491516919077142,27.892356408921458,28.710532439003217,106285
2020-09-22,29.34276008605957,29.37994870833602,27.855168339504544,28.71053300807997,169379
2020-09-23,29.15681266784668,30.16093773584881,28.784914711436166,29.342761646051937,199165
2020-09-24,29.714658737182617,29.937796333143755,28.413015927649173,28.413015927649173,311054
2020-09-25,31.31382179260254,31.35101334718152,28.636155787076937,30.123750615452373,152991
2020-09-28,30.123746871948242,31.983236515751067,29.454328257404427,31.239440658229938,527379
2020-09-29,29.52870750427246,29.900605421388477,29.082429418039563,29.751845083154706,384833
