Price,('Close', 'BBAR.BA'),('High', 'BBAR.BA'),('Low', 'BBAR.BA'),('Open', 'BBAR.BA'),('Volume', 'BBAR.BA')
Ticker,BBAR.BA,BBAR.BA,BBAR.BA,BBAR.BA,BBAR.BA
Date,,,,,
2020-05-29,96.0958480834961,104.09426540569478,93.7231064798297,103.25232182270038,353744
2020-06-01,101.9128646850586,102.56345845884734,97.97106479651089,97.97106479651089,227373
2020-06-02,107.95952606201172,108.6866527410161,104.0942589632267,104.0942589632267,589155
2020-06-03,119.78495788574219,121.31575606958553,108.72494334328664,108.72494334328664,970851
2020-06-04,118.21588134765625,119.01955268876269,114.04445884646714,117.8714541097714,596852
2020-06-05,122.6934585571289,123.99463448442475,120.16763959293016,120.16763959293016,690558
2020-06-08,133.48558044433594,135.5521670800917,125.06619147486595,125.14273604621314,483044
2020-06-09,124.03292083740234,130.19438564737595,118.6368550925419,130.1178410692395,610340
2020-06-10,125.1044692993164,130.1561075762754,119.40224885335029,123.53539894972593,368041
2020-06-11,114.4271469116211,123.11442996081693,113.35559301684926,122.50210844420667,451951
2020-06-12,119.05780792236328,122.31075343019253,110.9828467377043,119.40223511090946,259398
2020-06-16,114.4271469116211,122.46383615959448,113.4321259070121,118.63684127960715,389850
2020-06-17,107.99781799316406,115.76661420894915,107.15587430910996,114.80986533118924,171581
2020-06-18,99.65495300292969,105.58679558261672,98.46858215117976,105.58679558261672,389904
2020-06-19,108.15087127685547,109.06934765816469,101.03265888335255,102.64000130993932,651143
2020-06-22,105.2806396484375,109.45206205529173,101.03267266642314,109.06936253761589,158142
2020-06-23,104.01773071289062,109.06936933254977,103.328876209784,107.07932704503237,158149
2020-06-24,104.63004302978516,106.3904631003516,101.83634129625689,104.01772148188438,150492
2020-06-25,115.61351013183594,117.87143462818712,107.19412194410829,107.19412194410829,685760
2020-06-26,108.38050842285156,113.24078530538787,107.53856480965632,113.24078530538787,419792
2020-06-29,110.33226013183594,112.51365193276945,105.62506099811009,112.4753796473201,198656
2020-06-30,104.0942611694336,108.648382759784,99.69321703910828,108.648382759784,912721
2020-07-01,107.80646514892578,108.07434781963526,102.56347677641655,104.09427493725859,137122
2020-07-02,105.05101776123047,110.21746125768442,102.56347089256745,107.9595364357874,220994
2020-07-03,105.05101776123047,106.39046607512594,102.9461704108233,102.9461704108233,87296
2020-07-06,119.55533599853516,121.31575624836191,112.51366667829149,113.2025211904108,813455
2020-07-07,116.45545959472656,118.63685153653957,110.98286111482733,117.10605345219712,216560
2020-07-08,117.83316802978516,120.74168642528738,115.80486544925748,117.9479848816834,195707
2020-07-13,119.0195541381836,123.95637575215422,117.87145554521076,118.40723255278553,346373
2020-07-14,121.5071029663086,121.69845273475947,114.8098610705278,118.56031186053984,348538
2020-07-15,123.07616424560547,123.99464073001538,120.62688972749167,123.26751399981846,197369
2020-07-16,123.61194610595703,124.56869491482666,120.70342739118081,122.46384753531346,284304
2020-07-17,122.4255599975586,125.14272861210459,120.93303437744663,123.61193070859261,318715
2020-07-20,122.54037475585938,124.2625223679114,119.40223443560686,124.2625223679114,204142
2020-07-21,124.14772033691406,130.42399004744163,120.93304674655235,122.73173913877474,426985
2020-07-22,131.5720977783203,132.03134190003263,122.65520312742163,126.25257648395771,300679
2020-07-23,133.3708038330078,138.3841706744517,128.39570928543506,130.84498426535032,460313
2020-07-24,132.03131103515625,140.4124267041845,128.5870159646739,128.5870159646739,446452
2020-07-27,139.3408966064453,140.60380034210704,132.835004811332,132.835004811332,178047
2020-07-28,134.3275146484375,139.6853072554977,131.03629685400261,139.6853072554977,565499
2020-07-29,131.80169677734375,136.85333451602295,130.88322037369147,134.82502029226885,249180
2020-07-30,136.0113983154297,137.04469162452864,125.52543447835505,130.04128385198825,333705
2020-07-31,133.14117431640625,137.00644220032882,132.0313479304845,136.20277079015662,158460
2020-08-03,144.5456085205078,150.0947513741186,127.6685579195756,131.61035817155016,1104537
2020-08-04,139.83839416503906,157.67219309893483,137.0064202170356,154.68714168761855,869273
2020-08-05,135.05465698242188,143.09134682567188,132.03133313910698,141.5605487602909,349955
2020-08-06,134.5188751220703,135.8583233807538,130.11783084353885,135.05465208973132,295789
2020-08-07,137.96316528320312,138.49894223004404,131.64862373764737,133.6003934602678,151297
2020-08-10,137.3891143798828,140.06801076054904,135.85831644807354,139.3408840787519,206392
2020-08-11,132.06959533691406,137.7718153590166,131.76342873979044,137.73354307449347,181840
2020-08-12,124.14772033691406,132.33748762254532,123.22924383667676,132.33748762254532,385038
2020-08-13,125.4106216430664,129.35242153294902,124.95137760505283,126.29082575702122,180139
2020-08-14,120.1293716430664,125.14273746764374,118.866467954926,125.14273746764374,357566
2020-08-18,112.2074966430664,116.91469576151242,110.98285358703306,114.38887675785725,358561
2020-08-19,116.18758392333984,116.87643843108724,111.82481145645878,113.20252047195358,316485
2020-08-20,115.84313201904297,116.34063664887769,113.27904094759143,114.77156651615633,182119
2020-08-21,113.73829650878906,120.16764346187614,113.31732472135864,115.57524944422482,271422
2020-08-24,110.60016632080078,114.61851146394406,109.06936817103191,113.96791757866708,381790
2020-08-25,114.31236267089844,117.02952019003398,108.57186929965943,111.70999866849856,338158
2020-08-26,110.2557373046875,115.91968569637145,108.76321146841187,115.91968569637145,120799
2020-08-27,103.17578887939453,112.47538217887151,101.79806832564111,112.47538217887151,363365
2020-08-28,115.3839111328125,116.34065998134328,104.85967379897389,106.96452126574161,227284
2020-08-31,114.0827407836914,119.36399002209856,111.13594951009121,119.36399002209856,402578
2020-09-01,111.55690002441406,115.192545136702,110.21745182515008,114.77157336683531,164760
2020-09-02,107.0793228149414,110.21746360304198,106.39046833904747,109.41379226179059,132125
2020-09-03,105.62506103515625,110.86804880888836,105.05101179039997,107.23240359209856,92802
2020-09-04,106.04602813720703,107.00277683624525,102.94616001651099,106.23737787701468,73141
2020-09-07,108.87800598144531,109.83475471590441,105.66333256947507,107.00278079771782,43565
2020-09-08,109.29898071289062,109.45205817872679,104.85966412926972,107.07931658154916,102207
2020-09-09,111.7099838256836,112.93462692045604,110.21745808328487,111.74825611221938,127272
2020-09-10,113.73829650878906,115.76659919496029,112.2074985029053,112.2074985029053,169652
2020-09-11,110.44707489013672,113.77655343787173,109.5285984521085,113.77655343787173,92929
2020-09-14,105.77813720703125,111.93960136136667,105.66333203110578,111.93960136136667,87001
2020-09-15,102.33384704589844,107.15586322692239,101.79807006557627,105.24236566929878,144775
2020-09-16,93.64656066894531,99.69321356150306,93.37867220348079,99.11916434713739,537437
2020-09-17,90.04920196533203,93.3786867597615,88.70975358967972,92.99598722386084,495734
2020-09-18,94.3354263305664,95.63660228896875,87.67645739598585,87.67645739598585,224731
2020-09-21,92.49846649169922,92.6132775077555,89.9343810509196,90.3170805447533,125395
2020-09-22,92.88116455078125,94.14407402883025,90.278806865005,94.14407402883025,196711
2020-09-23,90.20227813720703,94.14408446778903,89.5134178146584,94.14408446778903,405337
2020-09-24,94.45023345947266,95.67487063570353,90.35535016417069,90.35535016417069,163389
2020-09-25,95.29216003417969,96.24890862890037,91.84786509318523,95.3304323137805,83125
2020-09-28,95.100830078125,97.97107645875252,93.3786822497485,96.13411760724466,66852
2020-09-29,93.87618255615234,96.82296735110597,92.07749618828693,94.90946997262562,110780
2020-09-30,92.99597930908203,96.2871973735286,90.31708278577514,95.36871506181907,412265
2020-10-01,96.05757904052734,96.36373982290539,92.15404512391814,93.45522114961081,110634
2020-10-02,98.08587646484375,98.35377078451968,94.37369834928533,95.90449633814946,78621
2020-10-05,99.3870620727539,99.50186724795384,96.4402713326322,97.24394259621644,124460
2020-10-06,95.94275665283203,104.43868378018077,94.90946924428823,100.7265059018529,293692
2020-10-07,94.94775390625,97.58837827674952,94.52678209551817,97.05260128084656,306371
2020-10-08,98.04761505126953,98.54511972193032,95.75141224734419,97.2056714927002,105620
2020-10-09,98.81300354003906,100.26725679134275,97.58836061752825,100.26725679134275,191346
2020-10-13,97.28221130371094,98.5451208160559,94.90947558206548,98.04761613987142,269704
2020-10-14,100.03764343261719,100.64996494681314,97.20566956840509,99.119167000854,271772
2020-10-15,102.44866180419922,103.32886599101641,98.73647194697124,100.0376479236383,165494
2020-10-16,109.14590454101562,109.45205947631752,101.53017497546269,104.09426635509918,294309
2020-10-19,108.91627502441406,116.07274833769705,107.76817657723977,110.94457760946412,387269
2020-10-20,108.80146026611328,112.51364998837477,106.7731576420291,110.98285202934926,211352
2020-10-21,111.7865219116211,112.78154290849844,108.80145892098906,108.80145892098906,268130
2020-10-22,119.47876739501953,121.12437028172552,112.51363305790618,112.51363305790618,518929
2020-10-23,120.1676254272461,121.69842320338935,115.19253265478049,119.44049881939007,250159
2020-10-26,110.44707489013672,119.40224059926963,109.83475337176405,119.40224059926963,183912
2020-10-27,103.17578887939453,112.28403242637971,102.56346733560834,111.74825545521506,158941
2020-10-28,93.60828399658203,99.88455238536788,93.37866200011403,99.42530839243189,263907
2020-10-29,95.100830078125,97.97107645875252,91.08248514524648,95.29217983683351,124629
2020-10-30,96.05757904052734,97.2056775947966,93.07252163152106,95.71315181005906,99674
2020-11-02,106.8879623413086,107.9212556306737,96.59334844852118,96.59334844852118,177392
2020-11-03,106.42874908447266,112.20751472810547,104.09427945212333,107.76819753330513,150721
2020-11-04,104.28560638427734,110.14090364909124,103.7115571748226,107.15585243155103,95811
2020-11-05,110.1026611328125,112.59020811577294,104.85967282017839,104.85967282017839,196452
2020-11-06,109.3372573852539,113.27905776420776,106.39046641368161,112.51365872526041,72675
2020-11-09,117.41219329833984,117.60354303427525,112.59018929601646,112.59018929601646,248190
2020-11-10,124.6452407836914,125.7550670776762,114.9629357300908,117.94799905215577,502382
2020-11-11,120.47380828857422,126.67354539334814,119.93803127831221,125.67852427196847,363473
2020-11-12,114.04446411132812,120.93305590328754,113.39387021490666,120.93305590328754,134352
2020-11-13,117.87144470214844,119.05781547489799,114.04444974428647,114.04444974428647,129137
2020-11-16,119.7083740234375,123.99461220332435,119.44049143660673,120.93301684027931,87445
2020-11-17,122.34903717041016,123.22924136568305,116.3406502334399,119.40224629221463,149222
2020-11-18,116.45545959472656,122.38730217155354,116.18757693740416,122.38730217155354,153639
2020-11-19,116.72335052490234,120.16764611416177,114.80985297531379,117.10605003482006,197981
2020-11-20,118.36894989013672,118.98127142187155,114.80984923546212,115.0394712697454,101478
2020-11-24,126.06121063232422,126.29083266388909,116.8764228022232,117.87144381962982,308644
2020-11-25,127.36238098144531,127.82162502441497,122.19593805381177,125.52542816768896,198837
2020-11-26,127.63028717041016,128.20433643804319,125.5254398557557,126.29083887926642,72392
2020-11-27,134.02137756347656,134.710232032929,125.5254434852293,127.82164062215422,272562
2020-11-30,131.3424835205078,136.2027605497275,128.39569246445262,135.43736148883656,234998
2020-12-01,130.38572692871094,133.17942866294675,126.48218727903419,130.6918818632078,134237
2020-12-02,129.88819885253906,132.26094025771616,125.52542719439958,132.26094025771616,127069
2020-12-03,128.93145751953125,133.94482323944868,128.28087538551952,129.73512879478028,77318
2020-12-04,128.96971130371094,130.07953734410296,127.05621410335915,128.9314390238919,48554
2020-12-09,121.77497863769531,128.20432519998027,120.93303511401126,128.20432519998027,108001
2020-12-10,123.11443328857422,123.2292384664524,120.55034197805125,122.46383946976636,42850
2020-12-11,123.42060089111328,124.03292248716086,120.93305389640867,123.114445932621,64636
2020-12-14,120.05284118652344,123.99464147538136,117.14432256918971,123.22924245392838,164491
2020-12-15,122.00458526611328,122.46382929760364,117.02949220089812,121.58362519615146,55500
2020-12-16,117.947998046875,123.22924680996263,117.71837599650975,123.22924680996263,201811
2020-12-17,114.84812927246094,120.93304935681739,114.19753541125809,114.84812927246094,483408
2020-12-18,111.48036193847656,117.48874888191258,109.45205921898045,115.6135236297075,285630
2020-12-21,109.71994018554688,111.55689292747972,104.85965235721936,109.06934642995445,250542
2020-12-22,113.04942321777344,114.42714367136803,108.68665151394154,109.7199447739028,251968
2020-12-23,117.98626708984375,118.25416144759637,110.98286996699983,113.049445209883,20247
2020-12-28,115.23082733154297,119.59359950569835,113.27905745179748,116.68508082990728,149503
2020-12-29,118.40723419189453,121.62190796090655,115.57525995917115,115.57525995917115,100649
2020-12-30,119.13434600830078,123.76501215146001,116.53199416009407,118.63684134525175,166850
2021-01-04,116.53199005126953,121.69843295994652,113.70001627417734,121.69843295994652,67189
2021-01-05,114.88640594482422,116.5702815757074,113.738307331168,114.80986136562191,103268
2021-01-06,113.47039794921875,115.57524512871522,113.31732049015858,113.31732049015858,57177
2021-01-07,111.7099838256836,116.34065019902292,111.13593456483315,113.27905414115389,116246
2021-01-08,111.44210052490234,114.04445248721396,111.0594010199117,112.51365446725136,45441
2021-01-11,105.85468292236328,114.61849904436734,105.01273935959465,111.44209789940356,204623
2021-01-12,112.3222885131836,112.51363823807829,106.77314649123755,107.53854539081632,197916
2021-01-13,113.24076843261719,115.57523748585893,112.32229205993244,112.62844695780711,103651
2021-01-14,114.15924835205078,115.19254160283687,111.74824633896468,112.0544012463511,60290
2021-01-15,111.9013442993164,114.80986316873705,111.21248979192927,113.8913865991998,38778
2021-01-18,110.21746826171875,112.51366551717122,107.15587192111545,111.32729459937481,15862
2021-01-19,109.98783111572266,113.27904906629907,107.84471163541278,110.21745314558828,89454
2021-01-20,112.97289276123047,113.661747163323,107.1558559115503,107.1558559115503,135155
2021-01-21,108.76319885253906,114.0444471003255,107.92125530970401,114.0444471003255,59636
2021-01-22,107.15585327148438,111.36554750714983,106.3904543195452,107.92125222342354,64321
2021-01-25,103.71155548095703,109.45204748174801,102.56345708079884,109.45204748174801,139371
2021-01-26,108.64838409423828,110.98285334524368,104.47696194224663,105.70160499561194,142312
2021-01-27,114.0827407836914,114.8098676094049,104.93622366662156,109.45207378763268,252033
2021-01-28,110.98286437988281,115.5752587680159,110.21746531519396,115.5752587680159,81968
2021-01-29,108.64838409423828,113.20250574052388,107.61510246708167,111.05939791572716,38856
2021-02-01,108.99281311035156,109.79648439750576,108.18915350225926,108.18915350225926,66519
2021-02-02,108.03606414794922,112.13095346842074,107.53855946971409,109.45205696917519,76762
2021-02-03,108.30394744873047,109.83474529252878,107.84470342396669,109.83474529252878,153655
2021-02-04,110.90631103515625,112.13095411348117,108.38050366458678,108.38050366458678,163843
2021-02-05,115.49869537353516,115.57523993915899,110.98284629919242,111.74824523918684,93482
2021-02-08,117.25912475585938,119.40224429700258,115.72832675205166,115.72832675205166,221681
2021-02-09,116.76161193847656,119.40223597519264,115.65178579887834,117.25911658341543,215591
2021-02-10,116.3023681640625,118.63683729832566,115.95794097223443,116.91468966012415,129397
2021-02-11,116.11102294921875,117.87144293931962,115.65179056858044,117.56528801889407,127047
2021-02-12,113.85311126708984,117.87145637063419,113.2790619665835,116.34065823595063,233823
2021-02-17,115.84313201904297,118.63683342484238,113.96789530875654,117.87143449952082,148208
2021-02-18,116.22582244873047,124.76001513117131,111.63342925371802,117.10602647281725,421741
2021-02-19,113.58521270751953,115.57525488039639,113.01116342831227,115.57525488039639,120331
2021-02-22,106.9645004272461,114.54194515977015,105.89294659727369,113.27904159736975,76563
2021-02-23,104.28560638427734,107.92125137749068,102.64000332213152,103.32885770185277,84616
2021-02-24,108.26568603515625,109.45205681900681,104.09426382786663,105.77813928926973,200283
2021-02-25,105.70160675048828,110.98285518780021,104.85966317743882,109.83475668585746,65192
2021-02-26,104.78312683105469,107.15586859295234,104.66832164347309,107.15586859295234,38526
2021-03-01,105.16581726074219,107.92125831487434,103.44366952167505,107.1558593197334,188225
2021-03-02,102.29557037353516,106.3904596429272,101.95114316374091,105.08928369533683,116186
2021-03-03,100.91785430908203,103.97945005083274,99.50186160689796,102.56345734864867,81207
2021-03-04,103.71155548095703,105.62505281455402,99.11916188032424,101.95113559823562,241694
2021-03-05,101.33881378173828,105.62505246649577,101.03265888099595,104.82138125322113,56011
2021-03-08,98.8895492553711,102.94616632363916,97.28221251041751,97.97107278383504,96957
2021-03-09,99.80803680419922,101.79807911261244,96.44028547510652,99.11918229385948,178007
2021-03-10,105.01273345947266,105.24235547996845,98.73646441393403,99.8080182708329,198895
2021-03-11,108.76319885253906,110.17917994668338,103.5202112101948,105.62505838822094,320683
2021-03-12,110.21746826171875,111.63346124087305,107.15587192111545,109.41379688649775,274640
2021-03-15,115.11601257324219,115.5752566753654,111.63345623521475,111.74826142121422,400639
2021-03-16,112.6667251586914,117.87144044941282,111.51862671275558,114.88638916160417,318644
2021-03-17,110.60016632080078,114.42716169522295,110.10266159375111,112.89636354545408,291914
2021-03-18,105.73987579345703,113.2790612293316,105.24237107454795,111.97788515913159,362841
2021-03-19,106.65836334228516,110.21746428830318,105.66334223164765,107.92126711563019,55203
2021-03-22,107.50028991699219,107.92126171338877,104.8596656364132,106.77316318452293,171428
2021-03-23,106.35218811035156,109.45205637856381,105.62506140029235,109.45205637856381,165492
2021-03-25,101.4919204711914,105.62507074163005,99.88457776654145,105.62507074163005,276630
2021-03-26,99.23397827148438,103.29059541330129,98.35377407010829,101.75979737329959,138378
2021-03-29,102.37211608886719,103.32886483736128,97.28221157897246,99.50186984338494,58184
2021-03-30,101.64498138427734,102.37210804015221,100.26726095895282,101.79805883618874,57496
2021-03-31,99.5018539428711,102.18075001056378,99.5018539428711,99.65493138235583,206506
2021-04-05,100.95612335205078,102.18076642274968,99.15744271084775,100.99439563783422,244506
2021-04-06,104.05599212646484,105.24236291697771,101.0326684002986,101.0326684002986,96629
2021-04-07,101.72151947021484,107.07931231440503,101.07093734657154,107.07931231440503,133170
2021-04-08,103.29058074951172,103.63500792380258,100.80303428765694,101.41535575254099,66427
2021-04-09,102.60173797607422,105.54851710974124,102.1807661915327,105.20408989659339,149353
2021-04-12,99.80803680419922,104.85967547690154,99.57842642012815,104.85967547690154,128369
2021-04-13,98.96609497070312,101.56844694995708,97.9328016288764,100.03764892002837,153433
2021-04-14,97.70317840576172,101.6067119336101,97.24394019769672,99.50186479374247,107370
2021-04-15,96.78468322753906,99.11915207950933,96.44025607736043,99.11915207950933,185415
2021-04-16,100.26726531982422,101.95114072220744,95.29217200242836,96.44027046028894,101896
2021-04-19,101.3005599975586,104.09426161183994,99.50186771719994,101.03266568207995,119036
2021-04-20,99.0426254272461,101.14747266659613,97.20567250816534,101.14747266659613,91107
2021-04-21,101.10920715332031,101.41536206528913,97.39701753062674,99.1191651883392,119267
2021-04-22,98.69819641113281,101.72152005477325,98.00934199883152,101.72152005477325,88629
2021-04-23,97.20568084716797,99.46360574363214,96.63163155082643,99.46360574363214,176388
2021-04-26,100.42034149169922,101.03266299719144,98.27722206200714,98.73646611089163,92817
2021-04-27,102.90790557861328,104.0942765069686,101.03268013911658,101.1092247199382,317265
2021-04-28,106.08430480957031,107.92125771609184,104.85966175251478,106.3904597343033,467298
2021-04-29,106.23738098144531,107.53855691434751,104.85966047875878,106.08430352093828,71180
2021-04-30,102.9461669921875,106.1991127893384,101.798068475546,106.1991127893384,262168
2021-05-03,101.03267669677734,104.59177768151594,100.84132693030618,102.5634748285467,353584
2021-05-04,101.72151947021484,101.7980640396136,98.73646812864779,100.64996557300142,169514
2021-05-05,101.37709045410156,103.32886014827005,100.267264292025,103.32886014827005,81546
2021-05-06,102.60173797607422,104.47696318460085,99.50186969961985,101.03266769499862,139238
2021-05-07,109.3372573852539,110.21746160841836,102.9844430261784,102.9844430261784,422907
2021-05-10,113.43212127685547,114.80984171322639,111.3655464618296,112.32229514277316,390652
2021-05-11,112.6667251586914,115.19254407556252,111.93959847874432,114.31233993863624,175151
2021-05-12,107.30895233154297,112.66674607385032,107.15587484614689,111.93961925892131,62739
2021-05-13,114.04446411132812,114.42716365532587,108.80147568693371,108.80147568693371,114983
2021-05-14,119.74667358398438,120.93304439327513,115.9579507948176,118.25414784025953,586795
2021-05-17,125.90814971923828,126.29084926245784,116.34066113874904,120.24420115121393,414694
2021-05-18,124.2242660522461,125.90814159798722,122.92309002503987,125.71679183871977,419944
2021-05-19,122.99960327148438,124.14770164367445,120.93302853735436,123.9946241965279,205733
2021-05-20,130.04129028320312,130.11783485768552,123.61194311480125,123.61194311480125,390553
2021-05-21,129.27589416503906,130.50053730995398,126.32911484612282,130.04129321084525,253383
2021-05-26,128.62527465820312,128.96970179305524,119.40221649683451,124.64520311078714,290150
2021-05-27,133.8682861328125,133.944830707699,127.85991073421887,127.85991073421887,231112
2021-05-28,139.1495361328125,139.91493510859357,134.3275202495794,134.3275202495794,212316
2021-05-31,145.8085174560547,146.1146724011353,135.05465858345704,139.0730035527184,132057
2021-06-01,147.301025390625,147.7219971483626,143.51230292910876,145.42580030149685,203807
2021-06-02,155.87350463867188,156.5240984726525,149.6355073418267,150.0182068490948,470370
2021-06-03,158.05490112304688,158.43760064150462,150.9749600315787,155.6821594369839,327929
2021-06-04,161.61399841308594,162.26459225175796,154.91675698760065,157.6721981314252,318255
2021-06-07,163.71884155273438,169.11490684264555,162.2645881232545,163.02998712383587,442573
2021-06-08,160.7338104248047,168.34952910673871,160.31283858549847,163.7954068138486,209987
2021-06-09,171.21974182128906,173.74556067797047,157.82526027122526,160.6955063176675,266814
2021-06-10,171.0283966064453,178.29968678300133,169.91857044162535,174.51096423734495,433137
2021-06-11,161.95843505859375,167.39276101782704,160.7720642582265,167.39276101782704,365749
2021-06-14,164.02499389648438,168.38776548459117,163.91017704894472,163.94844933145794,133721
2021-06-15,163.45094299316406,165.90021722070253,157.86352849720828,163.7953701740731,138087
2021-06-16,164.29287719726562,165.32617043410312,162.26457468532345,165.32617043410312,219506
2021-06-17,162.1497802734375,166.09158038986726,159.8918439156715,163.79538342595205,87908
2021-06-18,160.58071899414062,160.7337964644848,156.14140227978524,159.27954297762156,125734
2021-06-22,161.49917602539062,162.2645749638996,149.25279300924726,158.4375802713548,342583
2021-06-23,156.5241241455078,165.44101945576566,156.1414245754699,162.91521163676663,148100
2021-06-24,155.5673370361328,160.61897479232542,154.8402103673481,158.43758310691015,96840
2021-06-25,150.86016845703125,153.0798211927,143.895031921138,149.63552521586425,371594
2021-06-28,146.076416015625,150.8601601649569,145.4258221396907,150.8601601649569,228959
2021-06-29,141.86668395996094,146.19118286524073,141.59878968622795,145.34923944413114,164860
2021-06-30,141.10130310058594,143.1296056751602,140.90995336037852,141.9815072339156,111525
2021-07-01,140.3741912841797,143.8950318412833,138.65204329671752,141.86672888323102,78715
2021-07-02,144.69866943359375,145.42579607817245,138.61375030192448,140.37415849014846,82764
2021-07-05,147.0714111328125,148.48740393474273,143.89500999861664,144.660408987971,44630
2021-07-06,142.82345581054688,148.4874036492546,141.59881275830978,148.4874036492546,60623
2021-07-07,142.63211059570312,143.1296152820104,138.3841437421626,141.21611775150225,167553
2021-07-08,138.5754852294922,140.10628316259,137.77181397880355,139.41741708525916,171803
2021-07-12,146.76524353027344,146.95659326108216,138.9581768490906,139.30260402873412,235112
2021-07-13,147.7985382080078,148.48739257409838,143.89499898933244,145.31099168292627,183060
2021-07-14,147.26275634765625,153.00324859113132,146.3442799245125,149.25279833035216,117046
2021-07-15,142.97654724121094,147.9516411485187,142.82346976449097,147.9516411485187,76971
2021-07-16,143.20616149902344,145.27273651988642,142.44076247803252,143.2826943936852,74193
2021-07-19,140.7568817138672,141.7519028223885,133.983107076326,140.1062995237645,230136
2021-07-20,140.10629272460938,142.13459545276768,137.81009566825105,139.26434913231978,116863
2021-07-21,146.22946166992188,146.57388883790645,142.36419490261412,143.93326497794422,145389
2021-07-22,142.17286682128906,145.27273516316458,142.09632224827993,145.27273516316458,79720
2021-07-23,141.36920166015625,143.20616638058962,139.3026265688485,141.59882371009326,125705
2021-07-26,144.35426330566406,145.4258172877382,141.63709438368593,141.63709438368593,84196
2021-07-27,146.3443145751953,146.95663622862742,139.68534433189845,141.79019198621475,31051
2021-07-28,146.84181213378906,148.10471589225298,143.93329341352919,148.10471589225298,70897
2021-07-29,147.9133758544922,150.0182233763543,141.71363848210933,146.9566269809185,211910
2021-07-30,144.50733947753906,148.1812571644124,142.36421985360778,147.79855764867688,81219
2021-08-02,142.55557250976562,146.5739175066852,141.75190117456918,146.5739175066852,20609
2021-08-03,141.5988006591797,143.89499742662585,139.379148455606,141.5988006591797,76634
2021-08-04,140.56553649902344,142.74692855064512,138.61377818648762,141.7136351200742,40744
2021-08-05,143.1295928955078,143.2443980577571,141.71360027277842,142.36419400301847,44780
2021-08-06,142.7852020263672,145.15793218880714,140.10630522166636,144.2011833299854,83264
2021-08-09,143.5888671875,144.46907142788586,138.99647286396456,142.78519584506876,84976
2021-08-10,149.9799346923828,150.01820697895516,141.63709009834128,143.5123153497658,198375
2021-08-11,151.969970703125,153.07979689479998,145.61715679617848,149.97992867186795,139821
2021-08-12,150.05648803710938,151.54901386818042,147.7220185684789,150.3243707006508,99713
2021-08-13,149.40586853027344,149.40586853027344,146.9565942945104,149.40586853027344,16221
2021-08-17,147.301025390625,151.54899189313883,145.57887775547567,149.40587250025192,31131
2021-08-18,147.9133758544922,150.974972249928,144.0481080694418,147.7985706612887,52768
2021-08-19,147.3393096923828,147.64546462531356,144.04809160759768,145.88505624236853,84338
2021-08-20,152.42921447753906,153.00326375879376,146.9566160012026,147.72201504287554,112953
