Price,('Close', 'CECO2.BA'),('High', 'CECO2.BA'),('Low', 'CECO2.BA'),('Open', 'CECO2.BA'),('Volume', 'CECO2.BA')
Ticker,CECO2.BA,CECO2.BA,CECO2.BA,CECO2.BA,CECO2.BA
Date,,,,,
2020-04-17,9.399675369262695,9.49967230125883,9.349677856906048,9.49967230125883,15812
2020-04-20,9.699666023254395,9.799662963618033,9.099687241997065,9.799662963618033,94844
2020-04-21,9.599669456481934,9.649666970001203,9.499672522160509,9.51967229048137,73423
2020-04-22,9.599669456481934,9.79966237148334,9.50967240632094,9.599669456481934,26209
2020-04-23,9.349678039550781,9.599669420783247,9.24968110560122,9.599669420783247,40901
2020-04-24,9.24968147277832,9.54967133289402,8.999690081622148,9.54967133289402,75487
2020-04-27,9.449674606323242,9.449674606323242,8.899693342750673,9.299680149731405,148139
2020-04-28,10.1996488571167,10.2996457978659,9.049688806708424,9.19968326419072,272098
2020-04-29,10.499638557434082,10.89962440673688,9.849661313906662,10.599635496580525,94770
2020-04-30,10.399641036987305,10.399641036987305,10.04965367682069,10.299645057071743,128779
2020-05-04,11.099617958068848,11.099617958068848,9.929658191269752,10.399641311945897,128933
2020-05-05,11.349609375,11.499603826057205,10.499638275965275,11.29961090676711,87633
2020-05-06,11.699596405029297,11.74959487180783,11.299610578083902,11.499603491556599,243078
2020-05-07,12.049585342407227,12.249578266229618,11.44960561729857,11.799593949218867,208663
2020-05-08,11.99958610534668,12.499568859736126,11.399606418622778,12.04958457151391,181226
2020-05-11,12.149580955505371,12.499569276709828,11.649598184436977,11.999586505641435,95688
2020-05-12,12.649563789367676,13.199545031001369,12.14958101581731,12.249577951983966,280351
2020-05-13,12.799559593200684,12.899555578847606,11.999586939817862,12.499569728976939,47539
2020-05-14,13.449536323547363,13.54953325901343,12.649563700743197,12.649563700743197,216503
2020-05-15,13.799524307250977,13.999517219660701,12.999551703970651,13.6995273742254,149941
2020-05-18,13.799524307250977,14.149511665557638,13.649528907712613,14.149511665557638,115506
2020-05-19,13.499534606933594,13.899520436052827,13.299541692373976,13.69952752149321,106722
2020-05-20,13.449536323547363,13.849523111770173,13.049550488966007,13.749526176304107,140178
2020-05-21,13.499534606933594,13.849522922644002,13.049550310764095,13.649529054442946,272533
2020-05-22,13.499534606933594,13.649529054442946,13.149546291223183,13.649529054442946,45560
2020-05-26,13.349540710449219,13.59953210237792,13.19954530310711,13.299542241335182,63955
2020-05-27,12.999551773071289,13.24954315332266,12.699561926041357,13.099548706628411,108753
2020-05-28,12.899555206298828,13.249543530058855,12.549567836180264,12.999552142699253,51972
2020-05-29,12.599566459655762,12.899555365271134,12.349575069215302,12.899555365271134,77327
2020-06-01,12.699562072753906,12.79955900746625,12.399572222258321,12.79955900746625,38702
2020-06-02,13.199544906616211,13.349540309452724,12.699562137777404,12.999551989808978,246142
2020-06-03,13.499534606933594,13.649529054442946,12.749560462103949,13.399537672833064,117738
2020-06-04,13.399538040161133,13.44953650858203,12.999552200076891,13.399538040161133,17170
2020-06-05,13.699527740478516,13.799524676177484,13.299541904965556,13.449536354872551,109876
2020-06-08,14.399503707885742,14.399503707885742,13.599532021391013,13.849523411830985,203854
2020-06-09,13.899520874023438,14.299507669387602,13.499535032300745,14.249509200761898,122702
2020-06-10,13.899520874023438,13.899520874023438,13.349540580065103,13.599531969552153,30215
2020-06-11,13.299542427062988,13.749526748090375,12.9995525618309,13.499535352670549,87267
2020-06-12,12.999551773071289,13.599531467131152,12.499569012568546,13.299541620101222,307138
2020-06-16,12.799559593200684,13.099549457424429,12.399572789688527,12.999552518136017,71736
2020-06-17,11.99958610534668,12.799558703098077,11.799593194319186,12.799558703098077,139412
2020-06-18,11.349609375,11.799593681813077,10.799628131721146,11.64959827711441,263209
2020-06-19,11.649598121643066,11.799593524339949,11.199613820835317,11.3496092235322,71037
2020-06-22,11.649598121643066,11.749595056774321,11.099617839345512,11.499603672587632,120069
2020-06-23,11.399606704711914,11.849591957868565,11.399606704711914,11.849591957868565,129322
2020-06-24,11.29961109161377,11.499604014175482,10.849626777439546,11.149615684461377,35926
2020-06-25,11.549602508544922,11.549602508544922,11.199614178063584,11.549602508544922,12160
2020-06-26,11.199613571166992,11.549601882682792,10.899623726102226,11.549601882682792,72560
2020-06-29,11.149615287780762,11.24961222232467,10.949622372334389,11.049619306878299,26254
2020-06-30,10.849626541137695,11.14961544162585,10.599635154969928,11.14961544162585,48696
2020-07-01,11.049619674682617,11.299611065722308,10.249647032627312,10.649632876834227,56023
2020-07-02,10.89962387084961,11.249612187013264,10.749629423146008,11.04961927219465,36960
2020-07-03,10.89962387084961,10.999620805079637,10.699630956030994,10.849626357376037,22486
2020-07-06,11.549602508544922,11.69959696238465,11.299611116384389,11.49960403938452,99939
2020-07-07,11.399606704711914,11.749595023024543,11.249612256087328,11.499603639555936,44594
2020-07-08,11.29961109161377,11.54960248322628,11.199614153512174,11.399607076073888,135962
2020-07-13,11.29961109161377,11.599600952277077,11.29961109161377,11.29961109161377,88591
2020-07-14,11.449604988098145,11.449604988098145,11.149615142029429,11.449604988098145,42786
2020-07-15,11.899589538574219,11.899589538574219,11.249612319356848,11.549602171934655,140893
2020-07-16,11.94958782196045,12.099583222756467,11.49960352685527,11.849591841737874,94625
2020-07-17,11.849592208862305,12.14958111246573,11.59960082009847,11.949588192182958,16493
2020-07-20,11.649598121643066,11.899589505829754,11.649598121643066,11.699596589208694,27539
2020-07-21,11.799593925476074,12.049585318161409,11.649598517679983,11.649598517679983,74421
2020-07-22,12.449570655822754,12.449570655822754,11.749594975660623,11.799593442881084,164918
2020-07-23,12.34957504272461,12.699562416405621,12.049585184111262,12.44957102650141,138107
2020-07-24,12.599566459655762,12.69956244364706,12.049585209958455,12.249578131582528,25633
2020-07-27,12.899555206298828,13.449536449218243,12.44957089977984,12.69956228713944,271721
2020-07-28,12.399572372436523,13.499534853028786,12.249577922192787,12.899555144770924,167418
2020-07-29,11.99958610534668,12.899554681791113,11.99958610534668,12.499568859736126,135881
2020-07-30,11.799593925476074,11.999586848896044,11.39960712499465,11.999586848896044,86801
2020-07-31,11.699596405029297,11.99958625205906,11.299610578083902,11.799593338586362,210672
2020-08-03,12.249577522277832,12.449570433954083,11.399606455601983,11.999586144272161,313997
2020-08-04,12.199579238891602,12.89955491707593,11.549602027786463,12.699562002400613,324974
2020-08-05,11.99958610534668,12.199579016374173,11.849591660486416,11.99958610534668,41613
2020-08-06,11.799593925476074,12.199579772316016,11.54960253279074,12.099583787426772,97533
2020-08-07,11.899589538574219,12.049584941683849,11.599600639637865,11.999586473980639,101610
2020-08-10,12.249577522277832,12.29957598860725,11.79959323259591,12.149580589618994,171393
2020-08-11,12.299576759338379,12.399572744621862,12.099583835129927,12.399572744621862,57955
