Price,('Close', 'AGRO.BA'),('High', 'AGRO.BA'),('Low', 'AGRO.BA'),('Open', 'AGRO.BA'),('Volume', 'AGRO.BA')
Ticker,AGRO.BA,AGRO.BA,AGRO.BA,AGRO.BA,AGRO.BA
Date,,,,,
2020-04-17,3.8911683559417725,4.06410895048137,3.7830798890631216,3.8911683559417725,100699
2020-04-20,3.826314687728882,3.9992552713426464,3.7830796500602344,3.9992552713426464,132142
2020-04-21,3.8911683559417725,3.977638436741971,3.817667834795361,3.9560204836027197,136294
2020-04-22,3.9819624423980713,3.9819624423980713,3.8609031096952457,3.956020723879667,286868
2020-04-23,4.323519706726074,4.323519706726074,3.9776385111744923,3.9776385111744923,1243296
2020-04-24,4.345138072967529,4.712637220350922,4.23704960456977,4.409990201539928,908313
2020-04-27,4.755871772766113,4.755871772766113,4.366754711915426,4.366754711915426,725743
2020-04-28,4.755871772766113,5.080136278767795,4.626166663068101,4.885577315403288,797533
2020-04-29,4.712636470794678,4.8855770402582195,4.474842917195345,4.8855770402582195,351218
2020-04-30,4.669402122497559,4.712637162978949,4.5396965681141825,4.712637162978949,303017
2020-05-04,4.6477837562561035,4.755871780792699,4.561313250038995,4.755871780792699,242193
2020-05-05,4.9288129806518555,4.9288129806518555,4.669401885075226,4.755871961641316,421801
2020-05-06,5.253077507019043,5.339547590834929,5.101753994462809,5.101753994462809,919755
2020-05-07,5.144988059997559,5.361163661452476,4.755871457851745,5.274693594046163,942910
2020-05-08,5.058517932891846,5.361164057022775,5.0152828959986175,5.231458513403925,394090
2020-05-11,5.577341079711914,5.771898749445368,4.755871899546154,4.97204795401723,1635580
2020-05-12,5.577341079711914,5.815133787163914,5.490870571335648,5.620576117430459,706003
2020-05-13,5.382782936096191,5.707047041417033,5.18822395337664,5.707047041417033,157766
2020-05-14,5.317929267883301,5.426017731030371,5.1882237182216775,5.426017731030371,295260
2020-05-15,5.274693965911865,5.598958040363548,5.231458496221475,5.361164039414316,361481
2020-05-18,5.188223838806152,5.534106322800901,5.10175375898146,5.27469435157004,647499
2020-05-19,4.972047805786133,5.2314584573028,4.972047805786133,5.188223420873216,413187
2020-05-20,5.1017537117004395,5.231458830235422,4.972048160226265,5.058518239249587,242571
2020-05-21,5.209841251373291,5.296311755169064,5.1017532298633625,5.12337118051667,426037
2020-05-22,5.253077507019043,5.339547590834929,4.972048435799763,5.2746945950337984,301761
2020-05-26,5.188223838806152,5.404399904246275,5.10175375898146,5.188223838806152,284875
2020-05-27,4.972047805786133,5.253076841395915,4.928812769356549,5.123371299168001,491897
2020-05-28,4.842342376708984,5.0152829594075765,4.691018879791148,4.972047921967722,259373
2020-05-29,4.842342376708984,5.036900911066676,4.777488954670858,4.842342376708984,182244
2020-06-01,4.993666172027588,5.015283259100091,4.734254200130388,4.820724713116388,105002
2020-06-02,5.058517932891846,5.1882234765106965,4.972047859105389,5.058517932891846,214588
2020-06-03,5.080136299133301,5.144988421303126,4.928812804667328,5.015282878145981,401473
2020-06-04,5.188223838806152,5.188223838806152,4.993666159200595,5.080136671964484,337029
2020-06-05,5.447635650634766,5.469252737019209,5.2314587256417635,5.2314587256417635,831070
2020-06-08,5.7070465087890625,5.793516582453166,5.447635421918424,5.577340965353743,1756108
2020-06-09,5.317929267883301,5.642193358506953,5.231458757129157,5.620576271992399,522876
2020-06-10,5.404399394989014,5.49087033254393,4.842342197334454,5.317928890373253,310680
2020-06-11,5.080136299133301,5.4260174589262435,5.058517914885308,5.4260174589262435,505625
2020-06-12,5.1017537117004395,5.3395472948929585,4.993666112921288,5.123371664395463,172225
2020-06-16,5.080136299133301,5.253076879029772,4.9720478414066545,5.188223458042453,118059
2020-06-17,4.842342376708984,5.188223542106169,4.604548371972266,5.188223542106169,299892
2020-06-18,4.453225135803223,4.669402067416949,4.366755055860447,4.669402067416949,387550
2020-06-19,4.842342376708984,4.842342376708984,4.36675480017472,4.36675480017472,231926
2020-06-22,4.842342376708984,4.928812884527867,4.712636831450247,4.755871868890102,227652
2020-06-23,4.712636470794678,4.9504295914548715,4.712636470794678,4.842342006127119,329294
2020-06-24,4.755871772766113,4.842342278837284,4.53969615699693,4.755871772766113,250905
2020-06-25,4.755871772766113,4.863959364181123,4.669401699634106,4.799107242271281,106392
2020-06-26,4.626166343688965,4.842341944533916,4.626166343688965,4.755871444432456,82746
2020-06-29,4.626166343688965,4.820723994804201,4.561312927438953,4.755871444432456,107807
2020-06-30,4.518078327178955,4.626166787376709,4.4099898669812,4.53969627898201,219004
2020-07-01,4.669402122497559,4.734254250280443,4.561313655415676,4.604548695897067,76437
2020-07-02,4.712636470794678,4.799106971996018,4.453224534251518,4.7558715049257785,101010
2020-07-03,4.691019058227539,4.755872049793363,4.604548547119503,4.712637010708939,80520
2020-07-06,5.015283107757568,5.015283107757568,4.755872009566822,4.755872009566822,327906
2020-07-07,5.080136299133301,5.123371335872627,4.9720478414066545,4.9720478414066545,132449
2020-07-08,5.188223838806152,5.209841791701521,4.755872140865104,5.166606751789176,556054
2020-07-13,5.274693965911865,5.361164039414316,5.0585179162774105,5.1017533859678,578726
2020-07-14,5.317929267883301,5.339547220276227,4.993666043138022,5.317929267883301,322564
2020-07-15,5.29631233215332,5.3611644594216745,5.2314589060673695,5.3611644594216745,250691
2020-07-16,5.317929267883301,5.534106194177442,5.1882237182216775,5.36116430679078,273228
2020-07-17,5.382782936096191,5.620576526743633,5.274694468050038,5.317929508917135,284793
2020-07-20,5.339547157287598,5.49087065755704,5.2098416091560615,5.404399714883775,218431
2020-07-21,5.447635650634766,5.469252737019209,5.18822368699451,5.382782659724702,508764
2020-07-22,5.5341057777404785,5.5341057777404785,5.2314583634661656,5.490870309147247,476897
2020-07-23,5.339547157287598,5.620576205688576,5.188223657018154,5.598958253550669,1135959
2020-07-24,5.361164093017578,5.426017514671178,5.123371388508286,5.361164093017578,350567
2020-07-27,5.728663921356201,6.009692975627985,5.361164355543931,5.382782741072636,2923040
2020-07-28,6.269103527069092,6.312338998499946,5.620576217937284,5.750281766351482,3888093
2020-07-29,6.161016464233398,6.528515596222166,5.901605363175349,6.485280557025555,1244344
2020-07-30,6.182632923126221,6.312338460485328,5.81513339551308,6.009692350960459,973543
2020-07-31,6.0529279708862305,6.3771920620992475,6.0529279708862305,6.290721984127126,622801
2020-08-03,6.269103527069092,6.290721912193292,5.70704672785981,6.074545853856568,1424505
2020-08-04,6.269103527069092,6.65822103819005,6.204251402270766,6.48528045128418,1428571
2020-08-05,6.312338829040527,6.571750351844011,6.161016198382043,6.377191817976191,303334
2020-08-06,6.442045211791992,6.5285152860773525,6.161016171547064,6.463662297424164,250082
2020-08-07,6.960867404937744,7.177043037522467,6.4420456269708914,6.593367833783563,1169664
2020-08-10,7.760719299316406,7.760719299316406,7.133808174245969,7.133808174245969,1512399
2020-08-11,7.976894378662109,8.257922976106752,7.69586491533916,7.955275994971007,2153251
2020-08-12,7.6310133934021,8.214689050879244,6.744692012697365,8.020130498386862,829199
2020-08-13,7.8471879959106445,7.933658928522236,7.458070963854134,7.6310119631990565,594617
2020-08-14,7.652629852294922,8.041746903287676,7.6093948168242385,8.041746903287676,257380
2020-08-18,7.3716020584106445,7.782336671855816,6.917632404787748,7.782336671855816,609401
2020-08-19,7.566160202026367,7.566160202026367,7.155425610461737,7.501306779336238,247705
2020-08-20,7.782336711883545,7.825571752283644,7.306749535725649,7.652630724804845,527675
2020-08-21,7.93366003036499,8.084982668164313,7.868806605429755,7.912041644800991,432234
2020-08-24,8.084982872009277,8.193071339040959,7.95527688474694,8.193071339040959,448778
2020-08-25,7.8471879959106445,8.171452477917157,7.544541030587464,8.106599061988897,386234
2020-08-26,7.7174835205078125,7.998511260139126,7.566160025597235,7.566160025597235,235575
2020-08-27,7.652629852294922,7.99851100193869,7.39321877359252,7.976894350081652,570962
2020-08-28,8.128217697143555,8.214688641653852,7.652630532911249,7.825571556053464,907162
2020-08-31,8.279540061950684,8.366010128690457,8.128216579277819,8.128216579277819,370633
2020-09-01,8.236306190490723,8.51733481291844,7.78233654430811,7.78233654430811,209913
