Date,Open,High,Low,Close,Volume
2018-01-01,231.6660003662109,236.63400268554688,222.2030029296875,229.0330047607422,633142016
2018-01-02,228.9900054931641,263.625,228.9900054931641,255.6840057373047,1237949952
2018-01-03,255.69500732421875,260.74200439453125,243.134994506836,245.3679962158203,3215280128
2018-01-04,245.4750061035156,245.4750061035156,227.01300048828125,241.3699951171875,3481550080
2018-01-05,241.03399658203125,256.14801025390625,237.8800048828125,249.27099609375,1710599936
2018-01-06,249.7680053710937,323.114990234375,249.4149932861328,296.4540100097656,2264740096
2018-01-07,296.0530090332031,305.5270080566406,281.927001953125,288.45098876953125,1055400000
2018-01-08,287.7250061035156,289.0690002441406,237.6649932861328,255.76300048828125,1182080000
2018-01-09,254.6060028076172,258.50299072265625,240.1840057373047,247.03700256347656,940825024
2018-01-10,248.072998046875,251.0540008544922,233.85899353027344,250.5180053710937,1009910016
2018-01-11,251.52200317382807,255.04800415039065,223.0030059814453,229.36599731445312,1079389952
2018-01-12,229.78700256347656,243.5919952392578,224.8209991455078,236.8560028076172,691160000
2018-01-13,236.8820037841797,263.19500732421875,236.8820037841797,259.1929931640625,961043008
2018-01-14,260.5790100097656,270.8519897460937,234.27200317382807,238.6750030517578,886414976
2018-01-15,237.2890014648437,245.0039978027344,232.7740020751953,232.7740020751953,601769984
2018-01-16,232.81700134277344,232.81700134277344,152.29299926757812,188.3309936523437,1405069952
2018-01-17,190.1450042724609,197.7899932861328,141.0070037841797,186.51600646972656,1422489984
2018-01-18,186.94900512695312,207.01600646972656,176.8300018310547,192.8370056152344,936784000
2018-01-19,191.19200134277344,202.0749969482422,186.93800354003903,192.9640045166016,560284032
2018-01-20,194.3780059814453,214.58799743652344,194.3780059814453,211.0180053710937,540785984
2018-01-21,211.2350006103516,211.2350006103516,184.6360015869141,190.42100524902344,463516000
2018-01-22,191.7899932861328,195.2460021972656,166.88299560546875,180.00799560546875,494091008
2018-01-23,180.2790069580078,186.30599975585932,165.7259979248047,177.8070068359375,441764992
2018-01-24,178.4250030517578,186.2790069580078,173.718994140625,179.98699951171875,375948992
2018-01-25,181.56300354003903,185.42300415039065,176.3489990234375,180.27200317382807,363137984
2018-01-26,179.81900024414062,182.8919982910156,167.08399963378906,176.73399353027344,375476992
2018-01-27,176.66099548339844,183.1540069580078,174.87899780273438,180.8860015869141,291632992
2018-01-28,181.42100524902344,194.6790008544922,181.42100524902344,193.8650054931641,363515008
2018-01-29,193.75100708007807,194.3860015869141,179.23199462890625,181.6640014648437,303560992
2018-01-30,181.44500732421875,181.5180053710937,163.03399658203125,165.2760009765625,433227008
2018-01-31,165.29600524902344,167.0679931640625,157.64500427246094,163.3509979248047,363292992
2018-02-01,163.6820068359375,165.81399536132812,131.54800415039062,142.2969970703125,539880000
2018-02-02,142.56199645996094,142.56199645996094,105.34600067138672,131.37899780273438,815539968
2018-02-03,131.4010009765625,165.55499267578125,121.16600036621094,160.25,687676032
2018-02-04,160.38099670410156,173.79600524902344,139.69400024414062,148.02499389648438,1006080000
2018-02-05,148.7270050048828,153.5240020751953,118.14700317382812,125.33000183105467,844678016
2018-02-06,127.52100372314452,146.11399841308594,106.94400024414062,142.99099731445312,1148409984
2018-02-07,142.48199462890625,157.8979949951172,131.5240020751953,138.2030029296875,817808000
2018-02-08,138.33599853515625,151.08099365234375,138.33599853515625,149.46600341796875,869206976
2018-02-09,149.72999572753906,163.97999572753906,142.58599853515625,163.9499969482422,722204992
2018-02-10,163.48800659179688,169.32899475097656,149.1439971923828,155.59300231933594,576328000
2018-02-11,155.39199829101562,155.7310028076172,142.61099243164062,148.99000549316406,495720000
2018-02-12,150.10400390625,163.34800720214844,150.10400390625,161.5659942626953,535710016
2018-02-13,161.77499389648438,162.37399291992188,153.51100158691406,159.5540008544922,483468000
2018-02-14,159.57899475097656,218.2310028076172,159.57899475097656,213.35899353027344,2383340032
2018-02-15,212.3470001220703,237.8769989013672,211.1739959716797,225.42599487304688,2087289984
2018-02-16,225.5,236.08799743652344,212.32899475097656,230.12399291992188,1300089984
2018-02-17,229.5019989013672,233.4510040283203,225.60299682617188,229.46499633789065,863401024
2018-02-18,230.50900268554688,232.6439971923828,214.4579925537109,215.73599243164065,1011120000
2018-02-19,215.4149932861328,226.9669952392578,215.3769989013672,223.0570068359375,767596992
2018-02-20,223.0870056152344,253.8979949951172,222.5070037841797,232.8509979248047,1739670016
2018-02-21,230.947998046875,235.41000366210932,208.9250030517578,213.3520050048828,1195820032
2018-02-22,212.84100341796875,222.7680053710937,191.8099975585937,195.30799865722656,974379008
2018-02-23,194.1929931640625,216.1320037841797,184.07000732421875,209.3090057373047,1065680000
2018-02-24,210.63699340820312,220.3070068359375,197.88400268554688,209.4219970703125,937312000
2018-02-25,208.1320037841797,225.5489959716797,202.3650054931641,220.4750061035156,1028590016
2018-02-26,222.13800048828125,234.41700744628903,218.73599243164065,220.9620056152344,1297080064
2018-02-27,221.7100067138672,224.20899963378903,215.84100341796875,216.5989990234375,856454016
2018-02-28,217.2790069580078,223.509994506836,202.7059936523437,202.8950042724609,761321984
2018-03-01,203.11900329589844,214.697998046875,201.54200744628903,209.75,678542016
2018-03-02,209.55499267578125,213.1289978027344,204.8800048828125,212.55599975585932,627142016
2018-03-03,213.83799743652344,217.76300048828125,209.53700256347656,210.6430053710937,681865984
2018-03-04,210.23599243164065,214.1199951171875,205.363998413086,213.7989959716797,574675008
2018-03-05,213.7400054931641,215.97799682617188,209.24899291992188,211.1750030517578,594828992
2018-03-06,210.51300048828125,210.51300048828125,193.1569976806641,196.6009979248047,661078016
2018-03-07,196.8260040283203,199.2749938964844,175.64700317382812,185.8390045166016,755924992
2018-03-08,185.697998046875,188.14700317382807,176.1739959716797,176.51100158691406,612508992
2018-03-09,176.4810028076172,189.9149932861328,160.42599487304688,187.16799926757807,943363968
2018-03-10,188.11300659179688,194.6479949951172,176.53599548339844,177.73199462890625,625808000
2018-03-11,177.51300048828125,193.4770050048828,172.47000122070312,188.9459991455078,669377984
2018-03-12,189.01600646972656,193.33999633789065,175.875,178.23399353027344,567628992
2018-03-13,177.5970001220703,181.8699951171875,172.2570037841797,175.78199768066406,468094016
2018-03-14,175.93699645996094,177.5469970703125,158.6300048828125,161.1009979248047,480652992
2018-03-15,161.20199584960938,167.33200073242188,151.47900390625,164.4759979248047,564609024
2018-03-16,164.81700134277344,171.25799560546875,158.99099731445312,165.4499969482422,436628000
2018-03-17,165.18800354003906,165.21800231933594,151.05799865722656,152.968994140625,403808992
2018-03-18,152.53700256347656,156.1540069580078,138.01800537109375,154.07400512695312,595955008
2018-03-19,155.47500610351562,163.0489959716797,151.66299438476562,161.14199829101562,504832992
2018-03-20,161.52099609375,173.3000030517578,156.81500244140625,168.81700134277344,492892000
2018-03-21,169.5570068359375,175.26100158691406,166.61500549316406,169.052001953125,462536000
2018-03-22,168.72300720214844,172.30599975585938,161.11300659179688,163.6719970703125,404996992
2018-03-23,163.57699584960938,167.83200073242188,157.26300048828125,167.83200073242188,348056000
2018-03-24,168.53399658203125,168.6529998779297,159.63099670410156,159.63099670410156,290270016
2018-03-25,158.86399841308594,162.7209930419922,157.52000427246094,160.08399963378906,241431008
2018-03-26,160.1649932861328,160.99400329589844,143.1230010986328,149.2209930419922,407135008
2018-03-27,148.96099853515625,149.62100219726562,135.7790069580078,135.7790069580078,385104000
2018-03-28,135.49000549316406,140.125,131.03399658203125,131.7469940185547,328374016
2018-03-29,131.9250030517578,132.61000061035156,113.93399810791016,114.6790008544922,476804000
2018-03-30,114.8040008544922,124.9020004272461,110.25700378417967,118.5979995727539,468439008
2018-03-31,118.63700103759766,123.87200164794922,116.18399810791016,116.60700225830078,295439008
