Date,Open,High,Low,Close,Volume
2018-08-03,0.0150410002097487,0.0157299991697073,0.0149379996582865,0.0153069999068975,46250600
2018-08-04,0.0152179999276995,0.0159440003335475,0.012377000413835,0.0133330002427101,27059500
2018-08-05,0.0134279998019337,0.0142959998920559,0.01269599981606,0.0140810003504157,19746000
2018-08-06,0.0139629999175667,0.0143079999834299,0.0129300002008676,0.0134239997714757,18774100
2018-08-07,0.0133149996399879,0.0144570004194974,0.0121630001813173,0.012899000197649,21022400
2018-08-08,0.0128579996526241,0.0130209997296333,0.0104019995778799,0.0107760000973939,22236100
2018-08-09,0.0107610002160072,0.0120219998061656,0.0103160003200173,0.0116830002516508,32613700
2018-08-10,0.0116670001298189,0.0121349999681115,0.009460000321269,0.0097470004111528,36278100
2018-08-11,0.0096819996833801,0.0097529999911785,0.0087240003049373,0.0091920001432299,12731100
2018-08-12,0.0091949999332427,0.0097519997507333,0.0090239997953176,0.0090800002217292,8428220
2018-08-13,0.0090899998322129,0.009201000444591,0.0069599999114871,0.0071680000983178,16989000
2018-08-14,0.0072039999067783,0.0077360002323985,0.0061160000041127,0.0077360002323985,22264400
2018-08-15,0.007768000010401,0.00874700024724,0.0076629999093711,0.0078910002484917,22410600
2018-08-16,0.0078990003094077,0.0116010000929236,0.0077439998276531,0.0112209999933838,51160900
2018-08-17,0.0112269995734095,0.0152319995686411,0.0108679998666048,0.0150309996679425,94427600
2018-08-18,0.0149499997496604,0.0149499997496604,0.0111189996823668,0.0127320000901818,49994400
2018-08-19,0.0127109996974468,0.0144220003858208,0.012263000011444,0.0143740000203251,36557300
2018-08-20,0.0142750004306435,0.0148769998922944,0.0130319995805621,0.013057000003755,38838000
2018-08-21,0.01295099966228,0.0158050004392862,0.01295099966228,0.0153890000656247,49710400
2018-08-22,0.0154609996825456,0.0162499994039535,0.0124899996444582,0.013787000440061,67288000
2018-08-23,0.0136860003694891,0.0147839998826384,0.0136299999430775,0.014674000442028,31250400
2018-08-24,0.0147430002689361,0.0147430002689361,0.0139809995889663,0.0145349996164441,19980000
2018-08-25,0.0145519999787211,0.0157350003719329,0.0142440004274249,0.0154130002483725,24453700
2018-08-26,0.0153900003060698,0.0154459998011589,0.0145129999145865,0.0152329998090863,20503900
2018-08-27,0.0152219999581575,0.0178559999912977,0.0152099998667836,0.0178239997476339,53968100
2018-08-28,0.0178389996290206,0.0187560003250837,0.0175490006804466,0.0179800000041723,45607800
2018-08-29,0.0179810002446174,0.018113000318408,0.0166110005229711,0.0169239994138479,36464600
2018-08-30,0.0169530007988214,0.017340999096632,0.015659999102354,0.017340999096632,26699000
2018-08-31,0.0172290001064538,0.0175579991191625,0.0166260004043579,0.0171429999172687,29320200
2018-09-01,0.0171060003340244,0.018580999225378,0.0169990006834268,0.0181760005652904,28300500
2018-09-02,0.0181440003216266,0.0183940008282661,0.0173870008438825,0.0178149994462728,21871100
2018-09-03,0.0178529992699623,0.0192220006138086,0.0174119994044303,0.0187529996037483,29578300
2018-09-04,0.0187780000269413,0.0197749994695186,0.0185899995267391,0.0194710008800029,37147400
2018-09-05,0.0194460004568099,0.0197400003671646,0.0161920003592968,0.0161920003592968,49983300
2018-09-06,0.01626200042665,0.0163289997726678,0.0150570003315806,0.0161419995129108,36930400
2018-09-07,0.0161329992115497,0.0167689993977546,0.0152610000222921,0.0156759992241859,27829600
2018-09-08,0.0156309995800256,0.0162189994007349,0.0143649997189641,0.0146439997479319,19308600
2018-09-09,0.0146369999274611,0.0153259998187422,0.0141759999096393,0.0144899999722838,18117700
2018-09-10,0.0145650003105402,0.0153710003942251,0.013829999603331,0.0141240004450082,22846400
2018-09-11,0.0142369996756315,0.014283999800682,0.0128229996189475,0.01312099955976,18847600
2018-09-12,0.0131630003452301,0.0139910001307725,0.0117349997162818,0.0138349998742342,25123900
2018-09-13,0.0138349998742342,0.0143569996580481,0.0132750002667307,0.0140599999576807,28222000
2018-09-14,0.0140890004113316,0.0143579998984932,0.0135340001434087,0.0139779997989535,16430800
2018-09-15,0.0139579996466636,0.0146089997142553,0.0137539999559521,0.0142750004306435,14368600
2018-09-16,0.0142670003697276,0.0143349999561905,0.0138210002332925,0.0141700003296136,10220600
