,RMSE,MAE,MAPE,Directional_Accuracy,Features,Final_Train_Loss,Final_Val_Loss
AAPL,26.647826922842043,25.242361810737552,10.931180154614593,54.54545454545454,38,0.006753003224730492,0.012744954787194729
