Price,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,ADX,ADX_Plus_DI,ADX_Minus_DI,EMA_9,EMA_21,EMA_50,EMA_200
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,168.85731845431857,,,,,,,,,,,,,,,,,,,
,,168.77371792263455,,,,,,,,,,,,,,,,,,,
,,168.3802688937717,,,,,,,,,,,,,,,,,,,
,,168.55058047146267,,,,,,,,,,,,,,,,,,,
,,169.30558888888888,,,,,,,,,,,,,,,,,,,
,,169.86567472439236,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,19.35501474767413,169.28820628342015,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000020,17.36647752092352,169.04966903064238,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000018,15.949231600029924,168.7939100292014,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000018,14.285417718751942,169.33792038175957,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000021,13.53092807464838,169.8991784684936,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000019,14.770412228293504,170.01398083631832,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000017,17.52790941533245,169.75251462510937,169.25275530133928,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,14.981565040009386,170.90499631922813,169.82204328264507,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,14.188601615329578,172.23757737764814,170.52621222161625,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,13.506276486924529,173.67603907497008,171.33563709822002,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,17.820764504573408,173.71725032735887,171.56713330173764,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000021,19.42412051727978,173.78076437321522,171.79146850672882,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000020,18.175209380039284,174.22880766556435,172.1759696274772,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,17.152643245156895,174.90234544885777,172.66874480516393,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,15.201807119757811,175.1680891276409,172.99259199040114,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,18.771055936814445,174.5900529671518,172.9276207481097,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,16.558615379925833,175.47780714422925,173.48227557578508,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000028,15.13696460299828,176.67881248784434,174.20959905637775,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000027,14.269741714085272,177.43908880863486,174.77965315050676,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000027,13.22874980559507,178.6698989765954,175.58087919577318,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,12.580230021482668,179.29359435217475,176.14519707383857,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,13.42711959226418,179.7199829036148,176.62522798616004,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,13.955091265260352,179.79564574671997,176.94096154370374,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000021,14.184330023345003,180.3317039753057,177.44414112060778,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000020,13.300197230489552,180.5256506558305,177.79480441672794,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000019,16.254105575863925,180.28548939673473,177.93389895705735,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,14.474454062338696,181.0774790418019,178.50767519933126,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,13.495891301828893,182.21270650004303,179.25730621148367,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,12.799208768889358,182.9160239646829,179.84566872164353,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,12.10281484724543,183.78692988951977,180.52065825502748,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,11.386365053626127,184.74022506395957,181.25090802836303,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,10.783601656462938,185.40137804921457,181.8686427521695,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,10.014882934320728,186.35152846476225,182.62168705896804,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,10.952470806785463,186.6100038997395,183.07825238448444,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,17.52262197735804,185.79628253873693,183.0294473581428,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000021,17.784469252628277,185.34060269114585,183.0738506256554,176.2463394165039,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,17.031008891154386,185.32069687459636,183.27087089681388,176.59907409069584,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,15.988873181671076,185.584310185224,183.57704294507937,176.99278739803069,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000029,14.685307649106504,186.33320742552297,184.09992962159205,177.47655245641062,,,,,,,,,,,,,,,,,
