Price,Open,High,Low,Close,Volume,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,ADX,ADX_Plus_DI,ADX_Minus_DI,EMA_9,EMA_21,EMA_50,EMA_200
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,139.73808119032117,,,,,,,,,,,,,,,,,,,
,,141.440724351671,,,,,,,,,,,,,,,,,,,
,,142.522156507704,,,,,,,,,,,,,,,,,,,
,,143.5385931260851,,,,,,,,,,,,,,,,,,,
,,144.6981108289931,,,,,,,,,,,,,,,,,,,
,,145.13404408311635,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000025,17.357723585068594,144.83185684852432,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,17.009491007907126,144.89467249053823,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000028,15.367931427667052,145.57794197192277,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,15.124976161795113,145.81800238124916,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,19.946699497816734,145.35712102121028,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,17.059069532880482,146.22857401423386,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000049,11.446653435682467,150.16447847408242,144.74069504510788,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000047,10.826009323340806,153.1181184237972,146.57632987943046,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000042,13.032269484504456,156.18570872829557,148.56539715823578,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000044,12.354591129601342,159.0199872707224,150.54646118388976,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000043,11.71641914039324,161.154042184742,152.28680669815617,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000039,17.143133359845805,162.04314036400456,153.49705455114693,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000037,17.954124877933246,162.94352413202395,154.68323679232464,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000037,16.994950181678504,163.35727597065824,155.6222410225856,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000034,16.873544096894673,163.53898239762034,156.40801984830225,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000033,17.476474630479643,163.49125977063534,157.03459706779253,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000031,19.285486980063457,163.42919250889108,157.59335401271267,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000029,20.438902484878092,163.09090039383162,157.97011564188367,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000027,19.99194762681904,162.7784606715106,158.29362347282392,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,19.086987253684335,162.58225645224755,158.61215220940315,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,21.124919821496473,161.92365733464962,158.67370754166265,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,20.165377842574713,161.76504281107907,158.8970600121294,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000029,18.56379301965932,162.18159296468357,159.34712670003594,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000028,17.681024509744798,162.41729280436405,159.7119417421314,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,23.000240311422218,162.34309022493656,159.9241543025946,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000024,21.79395577538674,162.01300367408987,159.99401822696808,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,21.03779454802732,161.91415965313908,160.13263325809243,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000030,18.849454127921767,162.8483046512222,160.7192015658617,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000035,16.914715228605587,164.36997062527465,161.6044227436456,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000037,16.141432725136802,165.8361315295166,162.52227296208548,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000033,21.67803974520372,166.33623615623048,163.05085311672187,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000031,23.31760057669173,166.82987454510155,163.57390538798222,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000037,21.2408338609715,167.7164661644016,164.27289877467487,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000035,20.8763091151135,168.39588106140408,164.89477530874206,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000034,19.995452936045723,169.22805128467016,165.5913168422868,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000030,25.64600048068868,169.25679100332206,165.9349925727998,156.9606448364258,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000026,32.27272428850398,168.44571295402486,165.86830240771215,157.2838117352654,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000023,34.10278713528086,166.70002129095425,165.3091162468903,157.37924086873232,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.000000022,32.11682664171195,165.5224376870603,164.90029688548978,157.5138629237422,,,,,,,,,,,,,,,,,
